application,detector,rows,positive_rows,prevalence,average_precision,ap_lift_over_prevalence,roc_auc,brier_score
commercial,causal_local_kpi_logistic,234,86,0.36752136752136755,0.8583264426555948,2.3354463672256878,0.9174654305468259,0.1165469054204065
commercial,causal_kpi_plus_thermodynamic_logistic,234,86,0.36752136752136755,0.8430790247242963,2.293959206807969,0.9105908233815211,0.11319447237019378
humanitarian,causal_local_kpi_logistic,342,86,0.25146198830409355,0.9146351388008599,3.637269970580164,0.968295784883721,0.11076299630625214
humanitarian,causal_kpi_plus_thermodynamic_logistic,342,86,0.25146198830409355,0.977285676659198,3.886415132760997,0.9925962936046511,0.042779309999909566
