application,comparison,test_environment_seeds,positive_prevalence,delta_average_precision,delta_roc_auc,delta_brier_score,kpi_mean_budgeted_utility,thermodynamic_mean_budgeted_utility,relative_budgeted_utility_gain,rank_threshold,utility_threshold,gate_passed
commercial,paired_causal_effect_KPI_plus_thermodynamics_minus_same_information_KPI,12405;12406,0.36752136752136755,-0.015247417931298468,-0.006874607165304858,-0.003352433050212711,0.09652718609407404,0.09929193854741383,0.02864221537179487,0.05,0.05,False
humanitarian,paired_causal_effect_KPI_plus_thermodynamics_minus_same_information_KPI,12405;12406,0.25146198830409355,0.06265053785833807,0.024300508720930036,-0.06798368630634258,22.568766150893204,71.8661409863628,2.1843185624712826,0.05,0.05,True
