decision_id,cluster_id,application,regime,environment_seed,predicted_action,predicted_action_effect,oracle_action,oracle_effect,regret
commercial|compound|private_fragmented|66101|6|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66101,commercial,compound,66101,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66101|6|commercial_incident_03|commercial_warehouse_03_1,commercial|compound|private_fragmented|66101,commercial,compound,66101,deploy_repair_capacity,0.1770667931836348,authorize_emergency_resource,0.4103359800022964,0.23326918681866157
commercial|compound|private_fragmented|66101|6|commercial_incident_04|commercial_supplier_04_2,commercial|compound|private_fragmented|66101,commercial,compound,66101,revise_commitment,0.38090439080202926,revise_commitment,0.38090439080202926,0.0
commercial|compound|private_fragmented|66101|8|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66101,commercial,compound,66101,authorize_emergency_resource,0.4217746629936462,authorize_emergency_resource,0.4217746629936462,0.0
commercial|compound|private_fragmented|66101|8|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66101,commercial,compound,66101,deploy_repair_capacity,-0.12098931850191248,no_action,0.0,0.12098931850191248
commercial|compound|private_fragmented|66101|8|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66101,commercial,compound,66101,authorize_emergency_resource,0.3095828855679784,authorize_emergency_resource,0.3095828855679784,0.0
commercial|compound|private_fragmented|66101|8|commercial_incident_04|commercial_supplier_04_2,commercial|compound|private_fragmented|66101,commercial,compound,66101,revise_commitment,0.3852806722048419,revise_commitment,0.3852806722048419,0.0
commercial|compound|private_fragmented|66102|0|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.48812584121752606,deploy_repair_capacity,0.48812584121752606,0.0
commercial|compound|private_fragmented|66102|0|commercial_incident_02|commercial_retailer_02_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66102|0|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.15852775838422523,authorize_emergency_resource,0.3517286879733584,0.19320092958913315
commercial|compound|private_fragmented|66102|0|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,authorize_emergency_resource,0.15427916368125416,0.15427916368125416
commercial|compound|private_fragmented|66102|10|commercial_incident_01|commercial_supplier_01_1,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.44301269324181825,deploy_repair_capacity,0.44301269324181825,0.0
commercial|compound|private_fragmented|66102|10|commercial_incident_02|commercial_retailer_02_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66102|10|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,authorize_emergency_resource,0.350449804512188,authorize_emergency_resource,0.350449804512188,0.0
commercial|compound|private_fragmented|66102|10|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.3395046362143822,deploy_repair_capacity,0.3395046362143822,0.0
commercial|compound|private_fragmented|66102|2|commercial_incident_01|commercial_supplier_01_1,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.4396133804904615,deploy_repair_capacity,0.4396133804904615,0.0
commercial|compound|private_fragmented|66102|2|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66102|2|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,authorize_emergency_resource,0.3389140716469317,0.3389140716469317
commercial|compound|private_fragmented|66102|2|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66102,commercial,compound,66102,authorize_emergency_resource,0.16241702207364803,authorize_emergency_resource,0.16241702207364803,0.0
commercial|compound|private_fragmented|66102|4|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.44213593431815496,deploy_repair_capacity,0.44213593431815496,0.0
commercial|compound|private_fragmented|66102|4|commercial_incident_02|commercial_retailer_02_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66102|4|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,authorize_emergency_resource,0.37861126757995406,authorize_emergency_resource,0.37861126757995406,0.0
commercial|compound|private_fragmented|66102|4|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.2975755840747048,deploy_repair_capacity,0.2975755840747048,0.0
commercial|compound|private_fragmented|66102|6|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.3948365421350398,deploy_repair_capacity,0.3948365421350398,0.0
commercial|compound|private_fragmented|66102|6|commercial_incident_02|commercial_retailer_02_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66102|6|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,authorize_emergency_resource,0.3546320415374783,authorize_emergency_resource,0.3546320415374783,0.0
commercial|compound|private_fragmented|66102|6|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.3282149107086942,deploy_repair_capacity,0.3282149107086942,0.0
commercial|compound|private_fragmented|66102|8|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66102,commercial,compound,66102,deploy_repair_capacity,0.4744892118003634,deploy_repair_capacity,0.4744892118003634,0.0
commercial|compound|private_fragmented|66102|8|commercial_incident_02|commercial_retailer_02_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66102|8|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,authorize_emergency_resource,0.3004546329185173,authorize_emergency_resource,0.3004546329185173,0.0
commercial|compound|private_fragmented|66102|8|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66102,commercial,compound,66102,no_action,0.0,deploy_repair_capacity,0.35206754818781544,0.35206754818781544
commercial|compound|private_fragmented|66103|0|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66103,commercial,compound,66103,deploy_repair_capacity,-0.1891616125423606,no_action,0.0,0.1891616125423606
commercial|compound|private_fragmented|66103|0|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66103,commercial,compound,66103,deploy_repair_capacity,-0.15700332370372688,no_action,0.0,0.15700332370372688
commercial|compound|private_fragmented|66103|0|commercial_incident_03|commercial_retailer_03_2,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|0|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,deploy_repair_capacity,0.34814195328833136,deploy_repair_capacity,0.34814195328833136,0.0
commercial|compound|private_fragmented|66103|10|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|10|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|10|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|10|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,deploy_repair_capacity,0.40779364758032494,deploy_repair_capacity,0.40779364758032494,0.0
commercial|compound|private_fragmented|66103|2|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|2|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|2|commercial_incident_03|commercial_retailer_03_2,commercial|compound|private_fragmented|66103,commercial,compound,66103,authorize_emergency_resource,-0.17731456598144998,no_action,0.0,0.17731456598144998
commercial|compound|private_fragmented|66103|2|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66103,commercial,compound,66103,revise_commitment,-0.060597461122921914,authorize_emergency_resource,0.15477784799743796,0.21537530912035988
commercial|compound|private_fragmented|66103|4|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|4|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|4|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|4|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,deploy_repair_capacity,0.3331027105904096,deploy_repair_capacity,0.3331027105904096,0.0
commercial|compound|private_fragmented|66103|6|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|6|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|6|commercial_incident_03|commercial_warehouse_03_1,commercial|compound|private_fragmented|66103,commercial,compound,66103,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66103|6|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66103,commercial,compound,66103,authorize_emergency_resource,0.15075633515152695,authorize_emergency_resource,0.15075633515152695,0.0
commercial|compound|private_fragmented|66103|8|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66103,commercial,compound,66103,deploy_repair_capacity,-0.08265622976088688,no_action,0.0,0.08265622976088688
commercial|compound|private_fragmented|66103|8|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66103,commercial,compound,66103,reroute_or_reconfigure,-0.09357212075730893,no_action,0.0,0.09357212075730893
commercial|compound|private_fragmented|66103|8|commercial_incident_03|commercial_warehouse_03_1,commercial|compound|private_fragmented|66103,commercial,compound,66103,deploy_repair_capacity,-0.1393902185701242,no_action,0.0,0.1393902185701242
commercial|compound|private_fragmented|66103|8|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66103,commercial,compound,66103,authorize_emergency_resource,0.15149690029988971,authorize_emergency_resource,0.15149690029988971,0.0
commercial|compound|private_fragmented|66104|0|commercial_incident_01|commercial_supplier_01_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,deploy_repair_capacity,0.19078796360897426,deploy_repair_capacity,0.19078796360897426,0.0
commercial|compound|private_fragmented|66104|0|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66104,commercial,compound,66104,revise_commitment,-0.18051713626027976,reroute_or_reconfigure,0.3696698341779472,0.550186970438227
commercial|compound|private_fragmented|66104|0|commercial_incident_03|commercial_warehouse_03_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,authorize_emergency_resource,0.38957330797917766,authorize_emergency_resource,0.38957330797917766,0.0
commercial|compound|private_fragmented|66104|0|commercial_incident_04|commercial_supplier_04_2,commercial|compound|private_fragmented|66104,commercial,compound,66104,deploy_repair_capacity,-0.12902845767638668,revise_commitment,0.3555503249604873,0.48457878263687393
commercial|compound|private_fragmented|66104|10|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.4069028417476301,reroute_or_reconfigure,0.4069028417476301,0.0
commercial|compound|private_fragmented|66104|10|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.3341508201146417,reroute_or_reconfigure,0.3341508201146417,0.0
commercial|compound|private_fragmented|66104|10|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66104,commercial,compound,66104,authorize_emergency_resource,0.39178076811430407,authorize_emergency_resource,0.39178076811430407,0.0
commercial|compound|private_fragmented|66104|10|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,revise_commitment,0.3440870836367955,revise_commitment,0.3440870836367955,0.0
commercial|compound|private_fragmented|66104|2|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.45308836222928095,reroute_or_reconfigure,0.45308836222928095,0.0
commercial|compound|private_fragmented|66104|2|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.3928088096674099,reroute_or_reconfigure,0.3928088096674099,0.0
commercial|compound|private_fragmented|66104|2|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66104,commercial,compound,66104,authorize_emergency_resource,0.5112486764285152,authorize_emergency_resource,0.5112486764285152,0.0
commercial|compound|private_fragmented|66104|2|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,revise_commitment,0.42192910521961585,revise_commitment,0.42192910521961585,0.0
commercial|compound|private_fragmented|66104|4|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.4629112873587245,reroute_or_reconfigure,0.4629112873587245,0.0
commercial|compound|private_fragmented|66104|4|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.43238818445200716,reroute_or_reconfigure,0.43238818445200716,0.0
commercial|compound|private_fragmented|66104|4|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66104,commercial,compound,66104,deploy_repair_capacity,0.21265395181086144,authorize_emergency_resource,0.4216833372047092,0.20902938539384774
commercial|compound|private_fragmented|66104|4|commercial_incident_04|commercial_supplier_04_2,commercial|compound|private_fragmented|66104,commercial,compound,66104,revise_commitment,0.3859993588362421,revise_commitment,0.3859993588362421,0.0
commercial|compound|private_fragmented|66104|6|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.36572918669055543,reroute_or_reconfigure,0.36572918669055543,0.0
commercial|compound|private_fragmented|66104|6|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.41735445656982206,reroute_or_reconfigure,0.41735445656982206,0.0
commercial|compound|private_fragmented|66104|6|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66104,commercial,compound,66104,deploy_repair_capacity,0.17291830438689948,authorize_emergency_resource,0.4126012046696964,0.23968290028279693
commercial|compound|private_fragmented|66104|6|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,revise_commitment,0.4038389575773433,revise_commitment,0.4038389575773433,0.0
commercial|compound|private_fragmented|66104|8|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.35803359106489735,reroute_or_reconfigure,0.35803359106489735,0.0
commercial|compound|private_fragmented|66104|8|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,reroute_or_reconfigure,0.36156507769176355,reroute_or_reconfigure,0.36156507769176355,0.0
commercial|compound|private_fragmented|66104|8|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66104,commercial,compound,66104,deploy_repair_capacity,0.2234050799161474,authorize_emergency_resource,0.4861862488295582,0.2627811689134108
commercial|compound|private_fragmented|66104|8|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66104,commercial,compound,66104,revise_commitment,0.34304165230054784,revise_commitment,0.34304165230054784,0.0
commercial|compound|private_fragmented|66105|0|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66105,commercial,compound,66105,no_action,0.0,reroute_or_reconfigure,0.3606827104473727,0.3606827104473727
commercial|compound|private_fragmented|66105|0|commercial_incident_02|commercial_retailer_02_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,no_action,0.0,authorize_emergency_resource,0.3615226598770565,0.3615226598770565
commercial|compound|private_fragmented|66105|0|commercial_incident_03|commercial_retailer_03_2,commercial|compound|private_fragmented|66105,commercial,compound,66105,no_action,0.0,authorize_emergency_resource,0.15395841658387166,0.15395841658387166
commercial|compound|private_fragmented|66105|0|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,no_action,0.0,deploy_repair_capacity,0.16750889629818128,0.16750889629818128
commercial|compound|private_fragmented|66105|10|commercial_incident_01|commercial_supplier_01_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.1944421065777916,deploy_repair_capacity,0.1944421065777916,0.0
commercial|compound|private_fragmented|66105|10|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.1970115307024811,deploy_repair_capacity,0.1970115307024811,0.0
commercial|compound|private_fragmented|66105|10|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.36669581067839596,deploy_repair_capacity,0.36669581067839596,0.0
commercial|compound|private_fragmented|66105|10|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.20297726722984125,deploy_repair_capacity,0.20297726722984125,0.0
commercial|compound|private_fragmented|66105|2|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66105,commercial,compound,66105,reroute_or_reconfigure,0.3643386429073341,reroute_or_reconfigure,0.3643386429073341,0.0
commercial|compound|private_fragmented|66105|2|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.17763758034087546,deploy_repair_capacity,0.17763758034087546,0.0
commercial|compound|private_fragmented|66105|2|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.3134290046595709,deploy_repair_capacity,0.3134290046595709,0.0
commercial|compound|private_fragmented|66105|2|commercial_incident_04|commercial_supplier_04_2,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.19826029797256067,authorize_emergency_resource,0.43072826622718424,0.23246796825462357
commercial|compound|private_fragmented|66105|4|commercial_incident_01|commercial_supplier_01_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.18583894122704794,deploy_repair_capacity,0.18583894122704794,0.0
commercial|compound|private_fragmented|66105|4|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66105,commercial,compound,66105,authorize_emergency_resource,0.4186566892349144,authorize_emergency_resource,0.4186566892349144,0.0
commercial|compound|private_fragmented|66105|4|commercial_incident_03|commercial_warehouse_03_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.3686099689702601,deploy_repair_capacity,0.3686099689702601,0.0
commercial|compound|private_fragmented|66105|4|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.20963835014110557,deploy_repair_capacity,0.20963835014110557,0.0
commercial|compound|private_fragmented|66105|6|commercial_incident_01|commercial_supplier_01_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.16097519688926404,deploy_repair_capacity,0.16097519688926404,0.0
commercial|compound|private_fragmented|66105|6|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.18734523353124946,deploy_repair_capacity,0.18734523353124946,0.0
commercial|compound|private_fragmented|66105|6|commercial_incident_03|commercial_warehouse_03_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.3670797511014125,deploy_repair_capacity,0.3670797511014125,0.0
commercial|compound|private_fragmented|66105|6|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,reroute_or_reconfigure,-0.2370960858121774,deploy_repair_capacity,0.20140572723031328,0.4385018130424907
commercial|compound|private_fragmented|66105|8|commercial_incident_01|commercial_supplier_01_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.1769749363461096,deploy_repair_capacity,0.1769749363461096,0.0
commercial|compound|private_fragmented|66105|8|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.18388047022935297,deploy_repair_capacity,0.18388047022935297,0.0
commercial|compound|private_fragmented|66105|8|commercial_incident_03|commercial_supplier_03_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,deploy_repair_capacity,0.37834106715915916,deploy_repair_capacity,0.37834106715915916,0.0
commercial|compound|private_fragmented|66105|8|commercial_incident_04|commercial_carrier_04_3,commercial|compound|private_fragmented|66105,commercial,compound,66105,reroute_or_reconfigure,-0.10950059136777363,deploy_repair_capacity,0.1766389053895138,0.28613949675728745
commercial|compound|private_fragmented|66106|0|commercial_incident_01|commercial_warehouse_01_3,commercial|compound|private_fragmented|66106,commercial,compound,66106,deploy_repair_capacity,-0.17393654747136847,revise_commitment,0.43736969155468075,0.6113062390260492
commercial|compound|private_fragmented|66106|0|commercial_incident_02|commercial_warehouse_02_2,commercial|compound|private_fragmented|66106,commercial,compound,66106,deploy_repair_capacity,0.30301011191003613,deploy_repair_capacity,0.30301011191003613,0.0
commercial|compound|private_fragmented|66106|0|commercial_incident_03|commercial_warehouse_03_1,commercial|compound|private_fragmented|66106,commercial,compound,66106,deploy_repair_capacity,0.44773515155282895,deploy_repair_capacity,0.44773515155282895,0.0
commercial|compound|private_fragmented|66106|0|commercial_incident_04|commercial_retailer_04_1,commercial|compound|private_fragmented|66106,commercial,compound,66106,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66106|10|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66106,commercial,compound,66106,deploy_repair_capacity,-0.16533852923279807,revise_commitment,0.41741654120924676,0.5827550704420448
commercial|compound|private_fragmented|66106|10|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66106,commercial,compound,66106,deploy_repair_capacity,0.3318971926909836,deploy_repair_capacity,0.3318971926909836,0.0
commercial|compound|private_fragmented|66106|10|commercial_incident_03|commercial_retailer_03_2,commercial|compound|private_fragmented|66106,commercial,compound,66106,authorize_emergency_resource,0.19136467129437243,authorize_emergency_resource,0.19136467129437243,0.0
commercial|compound|private_fragmented|66106|10|commercial_incident_04|commercial_supplier_04_2,commercial|compound|private_fragmented|66106,commercial,compound,66106,no_action,0.0,no_action,0.0,0.0
commercial|compound|private_fragmented|66106|2|commercial_incident_01|commercial_carrier_01_2,commercial|compound|private_fragmented|66106,commercial,compound,66106,revise_commitment,0.3803761977429964,revise_commitment,0.3803761977429964,0.0
commercial|compound|private_fragmented|66106|2|commercial_incident_02|commercial_carrier_02_1,commercial|compound|private_fragmented|66106,commercial,compound,66106,deploy_repair_capacity,0.37198740061409025,deploy_repair_capacity,0.37198740061409025,0.0
