run_id,application,complexity,coupling,fragmentation,network_disruption,topology_family,information_condition,sketch_policy,environment_seed,controller,step,agent_id,target,proposed_operational_action,information_action,communication_action,delegation_action,accepted_physical_action,counterfactual_evaluated,counterfactual_causal_utility,counterfactual_action_accepted,counterfactual_beneficial,counterfactual_harmful,predictive_uncertainty,action_value_margin,severity,safety_risk,resource_scarcity,shannon_local,pooled_uncertainty,js_disagreement,jt_disagreement_0_5,jt_disagreement_2,graph_disagreement,consensus,consensus_residual,entropy_slope,disagreement_slope,distributed_contributor_count,distributed_missing_agent_count,risk_kpi_confidence,risk_predictive_uncertainty,risk_shannon_js,risk_generalized_tsallis_gini,risk_graph_disagreement,risk_combined_generalized_entropic
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-00-zone_operator,U00,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,False,0.6424767500440067,0.09729915166403236,0.2535862253913144,0.36770002681740593,0.0,0.8264657299082883,0.8264657299082883,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1,4,0.37149010145113975,0.6424767500440067,0.4636071324946748,0.5253328804044538,0.42984023501848284,0.32801749323041063
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-01-crew_dispatch,U05,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.8932886866921275,0.1424227902341047,0.07541098984320374,0.10934593527264543,0.0,0.8747000440262264,0.8747000440262264,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1,4,0.3947611779407583,0.8932886866921275,0.5759904856834076,0.6311068231564257,0.5351812484106935,0.36724234450651316
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-02-cyber_defense,U02,isolate_component,request_peer_evidence,send_targeted_summary,execute_autonomously,True,True,-6.618327024388606,True,False,True,0.677412431129274,0.01937424359279155,0.0,0.0,0.0,0.8398228376709357,0.8398228376709357,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,1,5,0.29512022658395315,0.677412431129274,0.4809206818694435,0.5411630033044722,0.45117988774096174,0.29800881404953006
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-03-communications,U03,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,False,0.6362672252559668,0.030171715124715615,0.0,0.0,0.0,0.7547827540191187,0.7547827540191187,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1,4,0.28113085658702874,0.6362672252559668,0.4432025786071664,0.5089643712579859,0.4272322346075061,0.2821548230716707
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-04-resource_allocation,U04,deploy_mobile_generation,no_information_action,negotiate_commitment,execute_autonomously,True,True,-0.02307721177062402,True,False,True,0.6063068871185417,0.16562627521797474,0.419240392354134,0.6078985689134944,0.0,0.8565504932082157,0.8565504932082157,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1,4,0.41683999815954287,0.6063068871185417,0.45666037814947064,0.5115405051067088,0.41464889258978754,0.346713756662811
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-05-critical_load,U01,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,False,0.6138790305538361,0.07593774883560989,0.0,0.0,0.0,0.8333642448290672,0.8333642448290672,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1,4,0.27351887038830425,0.6138790305538361,0.45389267342880124,0.5079033229443866,0.41782919283261116,0.2758861285550741
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-06-zone_operator,U02,no_operational_action,no_information_action,no_communication_action,execute_autonomously,False,False,0.0,False,False,False,0.6277106148302497,0.1424767279810491,0.0,0.0,0.0,0.8800676701715239,0.8800676701715239,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,1,5,0.2782216090422849,0.6277106148302497,0.4711011634749809,0.5244658030221283,0.43030512489537154,0.2840923054858033
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-07-crew_dispatch,U03,dispatch_repair_crew,request_peer_evidence,negotiate_commitment,execute_autonomously,True,True,-0.01489311863767898,True,False,True,0.958959476852837,0.028390998175366833,0.1464372879226327,0.2123340674878174,0.0,0.8548665876605046,0.8548665876605046,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1,4,0.4418063983270408,0.958959476852837,0.597300437656261,0.6575057899195722,0.5627629802781915,0.39798874161733244
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-08-cyber_defense,U00,no_operational_action,request_peer_evidence,send_targeted_summary,execute_autonomously,False,False,0.0,False,False,False,0.6569055235761441,0.10578771952948118,0.27767251070328625,0.40262514051976506,0.0,0.8403683808999108,0.8403683808999108,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1,4,0.38477791174063264,0.6569055235761441,0.4728543046554353,0.5352393317714114,0.4359003199019805,0.33624856346369214
v7-pilots_iteration2-utility_restoration-medium-high-high-high-modular-private_fragmented-774106-always_act-event_triggered,utility_restoration,medium,high,high,high,modular,private_fragmented,event_triggered,774106,always_act,0,UTL-09-communications,U01,isolate_component,request_peer_evidence,negotiate_commitment,execute_autonomously,True,False,0.0,False,False,False,0.6572213702880312,0.019548063086012424,0.0,0.0,0.0,0.7789840847320766,0.7789840847320766,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1,4,0.2882552658979306,0.6572213702880312,0.45763456929823165,0.5224264612765208,0.43603297552097314,0.2880219836806488
