feature_block,risk_coverage_area,mean_brier
kpi_confidence,0.2573402851628658,0.16879220636050918
predictive_uncertainty,0.2564895230217811,0.16265140236675524
conformal_risk_control,0.2602999822757887,0.3200376585150091
