application,matched_seed_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,16,0.01805555555555556,-0.020138888888888887,0.06180555555555556
humanitarian,16,-0.006249999999999999,-0.018749999999999996,0.0
utility_restoration,15,0.0,-0.019999999999999997,0.019999999999999997
