application,regime,incident_id,operational_energy,mean_belief_entropy,js_disagreement,consensus_confidence,selected_by_prospective_triage
commercial,compound,supply_01,0.5855031048533159,0.8803637967372065,0.1539866029466048,0.758363672683583,True
commercial,compound,supply_02,0.5440054092047847,0.9092940856247717,0.1397195544143082,0.7932499572833107,False
commercial,compound,supply_03,0.6126824002445406,0.8458263584655175,0.1189942988468702,0.7931694069844967,True
commercial,compound,supply_04,0.5878942135035571,0.888524569746658,0.0403159180956753,0.8614820870097797,False
commercial,compound,supply_01,0.517320446348042,0.9145535541756344,0.0759130501925521,0.8259185315650849,True
commercial,compound,supply_02,0.5266684485563718,0.8544245648791553,0.1279695572180305,0.778518115977633,False
commercial,compound,supply_03,0.47504431350477,0.9358238819056254,0.0742696152779558,0.8179886032446143,False
commercial,compound,supply_04,0.6975597019208443,0.9012078968184456,0.0824142817096005,0.8084058205370807,False
commercial,compound,supply_01,0.8357447496064351,0.9067247306656742,0.1212494273096958,0.7718510815379228,False
commercial,compound,supply_02,0.6056173883901672,0.9234180083501792,0.084208876855456,0.792625177366809,False
commercial,compound,supply_03,0.7963846218411362,0.9113451637366028,0.1140352323767246,0.7911453774823083,True
commercial,compound,supply_04,0.6529914912774527,0.9037607937115324,0.1703926952165527,0.745738549227494,False
commercial,compound,supply_01,0.5991276264704195,0.8683972725172304,0.1150575608610633,0.7801727476603062,False
commercial,compound,supply_02,0.4705197079667925,0.8953519965836648,0.2058755055875221,0.7182474024639531,False
commercial,compound,supply_03,0.5137287112798941,0.8771619564327585,0.1751429334320192,0.7676780029335953,True
commercial,compound,supply_04,0.7081156635759268,0.8891431263939733,0.1423109969722961,0.774168289761827,True
commercial,compound,supply_01,0.5847390655879938,0.8669622555973103,0.115271890226048,0.7780466391936173,False
commercial,compound,supply_02,0.6013769640514847,0.9053005815411548,0.1252561872248292,0.7682985094523044,True
commercial,compound,supply_03,0.736923701650572,0.8135957843593626,0.1502660930578358,0.7658386828861588,False
commercial,compound,supply_04,0.7087507270693792,0.9089305018161444,0.1716648488052259,0.7489581938660465,False
commercial,compound,supply_01,0.5992624788087811,0.8762012962852176,0.1706974754490989,0.7347210099164985,False
commercial,compound,supply_02,0.6199597169565852,0.8982206179638036,0.0908684030764507,0.8036769672996423,False
commercial,compound,supply_03,0.6152628403012164,0.9527484433316578,0.0825383470604434,0.8408533114927614,False
commercial,compound,supply_04,0.7181546516270507,0.9148044221217718,0.117835696471174,0.7836430354139837,True
commercial,compound,supply_01,0.6024906404098449,0.9144776406068688,0.1050304266326062,0.7854605927838282,False
commercial,compound,supply_02,0.6012882088178734,0.9311076070780884,0.0621939779967404,0.8180447165219978,True
commercial,compound,supply_03,0.7468001804779507,0.9518608161470926,0.0547779086262957,0.822846726551424,False
commercial,compound,supply_04,0.7325912564706547,0.9138071479986436,0.0703046822797653,0.8424579454223867,False
commercial,compound,supply_01,0.6122453174126068,0.8949686410385387,0.1872417581062327,0.7425173453127346,True
commercial,compound,supply_02,0.5520363064780764,0.9081408275161283,0.0587714021969089,0.8360187397817748,False
commercial,compound,supply_03,0.7249472152082921,0.901603074705832,0.1519336211826168,0.7552585189018662,False
commercial,compound,supply_04,0.7917917336018615,0.8949738115822328,0.131726115288211,0.7807550111797728,True
commercial,compound,supply_01,0.495277367327751,0.965622449010089,0.0393630197615527,0.8307892329301508,True
commercial,compound,supply_02,0.7264335075495729,0.8937248474479961,0.2245079104017066,0.7117537905647962,True
commercial,compound,supply_03,0.5201675762474445,0.8946862378433319,0.0640514823621679,0.8161315575680341,False
commercial,compound,supply_04,0.6576482267901574,0.9090280342221734,0.0723384554511958,0.8278562921349549,False
commercial,compound,supply_01,0.4779272758918167,0.8714421973509562,0.0530028530817028,0.8676047812643479,False
commercial,compound,supply_02,0.5848046710287733,0.9069302372798091,0.1627551403548098,0.7475533955071054,True
commercial,compound,supply_03,0.7058957631214882,0.9041028580324144,0.1380821771881875,0.7664265270704032,True
commercial,compound,supply_04,0.654746671896723,0.8789740339094291,0.172494328440976,0.7414320169177984,False
commercial,compound,supply_01,0.5113118349428083,0.917275650972444,0.1068244031547989,0.7789210393752192,False
commercial,compound,supply_02,0.6619659705011314,0.9289433528320356,0.1117592985341816,0.7938505668372423,False
commercial,compound,supply_03,0.7294169530111649,0.9621881183157628,0.0426469409698782,0.860468619503865,False
