acceptances,agreement_rate,application,coalition_formation_rate,coalition_proposals,coalition_recall_when_required,coalitions,coalitions_formed,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,conservation_error,contradiction_rate,counteroffers,cumulative_unmet_weighted_need,delivered_messages,failed_actions,fairness,final_backlog,fulfillment_rate,generated_tokens,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,llm_calls,llm_latency_seconds,manifest,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,method,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,multi_step_completion_rate,n_agents,on_time_delivery_rate,option_counts,partner_reliability_brier,partner_reliability_observations,plan_revisions,planner_revision,primary_outcome,prompt_tokens,recovery_time,rejections,run_id,scenario,scenario_name,seed,service_loss_auc,social_welfare,status,tool_calls,tool_proposals,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,useful_coalition_precision,valid_structured_output_rate,valid_tool_call_rate,wall_clock_seconds
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,4.547473508864641e-13,0.0,0,129.44408726546766,0,0,0.9999999989292951,9.057399561865687,0.9664182070884277,0,0.0,0,0.2834235119573513,0,0.0,manifests/main-commercial-centralized_lookahead-n08-s2101-private_mixed_compound_partition_small.json,0.2639482516762272,0.267937628591415,0.03423672512492376,,0,0.0,0,centralized_lookahead,-1.315835110860148,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.566294739373694,0,4.0,0,main-commercial-centralized_lookahead-n08-s2101-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2101,1.566294739373694,1.1256687048936234,complete,41,0,0,0,244.76194620063123,0.8559554736217366,0.0,0.0,1.0,0.03487924113869667
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,-1.1368683772161603e-13,0.0,0,105.29750688080424,0,0,0.9999999989999999,0.0,0.9999999999999999,0,0.0,0,0.27721129915736287,0,0.0,manifests/main-commercial-centralized_lookahead-n08-s2102-private_mixed_compound_partition_small.json,0.2639482516762272,0.41954025155103125,0.03300252103142009,,0,0.0,0,centralized_lookahead,-1.0119401165678736,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.2696089254609566,0,3.0,0,main-commercial-centralized_lookahead-n08-s2102-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2102,1.2696089254609566,1.1512619650323404,complete,38,0,0,0,243.87512302255786,0.9251363338752746,0.0,0.0,1.0,0.034987062215805054
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,1.1368683772161603e-13,0.0,0,61.7862545796301,0,0,0.9999999989951706,0.445896345793491,0.9975939704405621,0,0.0,0,0.19054920170003878,0,0.0,manifests/main-commercial-centralized_lookahead-n08-s2103-private_mixed_compound_partition_small.json,0.2639482516762272,0.4317806764946913,0.03294683102736776,,0,0.0,0,centralized_lookahead,-0.9727141352618272,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.0288567455830617,0,3.0,0,main-commercial-centralized_lookahead-n08-s2103-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2103,1.0288567455830617,1.1188350536350797,complete,30,0,0,0,238.62188290526626,0.8874440071458836,0.0,0.0,1.0,0.038774680346250534
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,-2.2737367544323206e-13,0.0,0,78.13060830226543,0,0,0.9999999989853953,1.3704337247659382,0.9927766486257887,0,0.0,0,0.20456287229510464,0,0.0,manifests/main-commercial-centralized_lookahead-n08-s2104-private_mixed_compound_partition_small.json,0.2639482516762272,0.41475432556028974,0.03235103292549801,,0,0.0,0,centralized_lookahead,-1.330787698210144,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.1912017954450085,0,3.0,0,main-commercial-centralized_lookahead-n08-s2104-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2104,1.1912017954450085,1.1511617698836494,complete,29,0,0,0,173.81422094348173,0.8794715767290152,0.0,0.0,1.0,0.03339582309126854
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,1.1368683772161603e-13,0.0,0,73.21003166391758,0,0,0.999999998988718,1.0589698755849746,0.9944062872538105,0,0.0,0,0.19421798471934956,0,0.0,manifests/main-commercial-centralized_lookahead-n08-s2105-private_mixed_compound_partition_small.json,0.2639482516762272,0.47901453599625293,0.034833261686813236,,0,0.0,0,centralized_lookahead,-0.709454673282597,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.14247267183448,0,3.0,0,main-commercial-centralized_lookahead-n08-s2105-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2105,1.14247267183448,1.1410700756674146,complete,28,0,0,0,195.63023670438895,0.8929866535391984,0.0,0.0,1.0,0.03602735698223114
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,90.0413047840859,0,0,0.9999999989999999,0.0,1.0,0,0.0,0,0.24898878295943186,0,0.0,manifests/main-commercial-centralized_lookahead-n08-s2106-private_mixed_compound_partition_small.json,0.2639482516762272,0.2916354949151494,0.03254841053326009,,0,0.0,0,centralized_lookahead,-0.9203171184419072,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.2830767358012456,0,3.0,0,main-commercial-centralized_lookahead-n08-s2106-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2106,1.2830767358012456,1.1182668869739554,complete,37,0,0,0,283.9663198270018,0.8949251571360481,0.0,0.0,1.0,0.03460393846035004
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,-2.2737367544323206e-13,0.0,0,116.89926588788208,0,0,0.9999999989999999,0.0,1.0,0,0.0,0,0.25413524778614166,0,0.0,manifests/main-commercial-centralized_lookahead-n08-s2107-private_mixed_compound_partition_small.json,0.2639482516762272,0.13224670388962914,0.03271552558602818,,0,0.0,0,centralized_lookahead,-1.198433013211678,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.5894958540178812,0,3.0,0,main-commercial-centralized_lookahead-n08-s2107-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2107,1.5894958540178812,1.1536926579120284,complete,35,0,0,0,244.32270258243105,0.9018347621835715,0.0,0.0,1.0,0.03536595031619072
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,87.31638766733299,0,0,0.9999999989999999,0.0,1.0,0,0.0,0,0.22124885382202583,0,0.0,manifests/main-commercial-centralized_lookahead-n08-s2108-private_mixed_compound_partition_small.json,0.2639482516762272,0.3977385413402705,0.03357528005960682,,0,0.0,0,centralized_lookahead,-1.2756154207285233,0,0,0.0,8,1.0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,0,mock-v2,1.5148619188735766,0,3.0,0,main-commercial-centralized_lookahead-n08-s2108-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2108,1.5148619188735766,1.149037235765851,complete,34,0,0,0,211.69900971254256,0.9129941802006676,0.0,0.0,1.0,0.03764365613460541
1,0.07692307692307693,commercial,1.0,10,1.0,10,9,1,1.0,26,2.2737367544323206e-13,0.0,0,2345.942222420249,36,5,0.9999977984526967,263.96337031417266,0.021312554714622508,0,1.0,1,0.006250378005811734,0,0.0,manifests/main-commercial-scripted_independent-n08-s2101-private_mixed_compound_partition_small.json,0.2639482516762272,0.015377951285388505,0.038638179074579296,2.0,20308,0.5806451612903226,62,scripted_independent,-0.7493049077790662,0,0,0.6,8,0.0,"{0: 17, 1: 1, 2: 0, 3: 13, 4: 4, 5: 24, 6: 2, 7: 1, 8: 8}",0.125,2,3,mock-v2,17.69484034756092,0,14.0,0,main-commercial-scripted_independent-n08-s2101-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2101,17.69484034756092,0.2713120043277967,complete,67,70,20308,62,0.0,0.0,0.0,1.0,0.9285714285714286,0.05491933971643448
3,0.23076923076923078,commercial,1.0,4,1.0,4,3,2,0.9285714285714286,28,-1.1368683772161603e-13,0.0,1,1863.3785987762803,18,14,0.9999998829977226,224.1578752444764,0.09244912749552303,0,1.0,0,0.02562794273899862,0,0.0,manifests/main-commercial-scripted_independent-n08-s2102-private_mixed_compound_partition_small.json,0.2639482516762272,0.12415055468994518,0.03832162006896904,2.3333333333333335,12473,0.5,36,scripted_independent,-0.9379719296814082,0,0,0.0,8,1.0,"{0: 27, 1: 1, 2: 0, 3: 13, 4: 18, 5: 7, 6: 0, 7: 0, 8: 3}",0.125,6,0,mock-v2,14.45717298714157,0,14.0,0,main-commercial-scripted_independent-n08-s2102-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2102,14.45717298714157,0.33365732489004535,complete,68,69,12473,36,21.714983639746592,1.0,0.0,1.0,0.7971014492753623,0.048233743757009506
