acceptances,agreement_rate,application,coalition_formation_rate,coalition_proposals,coalition_recall_when_required,coalitions,coalitions_formed,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,conservation_error,contradiction_rate,counteroffers,cumulative_unmet_weighted_need,delivered_messages,failed_actions,fairness,final_backlog,fulfillment_rate,generated_tokens,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,llm_calls,llm_latency_seconds,manifest,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,method,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,multi_step_completion_rate,n_agents,on_time_delivery_rate,option_counts,partner_reliability_brier,partner_reliability_observations,plan_revisions,planner_revision,primary_outcome,prompt_tokens,recovery_time,rejections,run_id,scenario,scenario_name,seed,service_loss_auc,social_welfare,status,tool_calls,tool_proposals,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,useful_coalition_precision,valid_structured_output_rate,valid_tool_call_rate,wall_clock_seconds
3,0.23076923076923078,commercial,1.0,4,1.0,4,4,3,1.0,26,1.1368683772161603e-13,0.0,0,1531.7214047498485,23,0,0.9999994081764291,177.70662508976054,0.041105860347339616,0,1.0,3,0.007851580007966303,0,0.0,manifests/main-commercial-scripted_independent-n08-s2103-private_mixed_compound_partition_small.json,0.2639482516762272,0.17834318853630854,0.03882165351408678,2.3333333333333335,13226,0.5609756097560976,41,scripted_independent,-0.5221817100472772,0,0,0.0,8,0.0,"{0: 26, 1: 0, 2: 0, 3: 13, 4: 3, 5: 11, 6: 0, 7: 3, 8: 4}",0.16666666666666666,6,0,mock-v2,15.774999271343953,0,14.0,0,main-commercial-scripted_independent-n08-s2103-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2103,15.774999271343953,0.2911057123914469,complete,60,60,13226,41,0.0,0.0,0.0,1.0,1.0,0.04540068656206131
4,0.26666666666666666,commercial,1.0,10,1.0,10,7,3,1.0,30,-1.1368683772161603e-13,0.0,0,1339.9017341765457,34,0,0.9999999727404635,153.38478049219424,0.19153174288626493,0,1.0,3,0.03946535559104414,0,0.0,manifests/main-commercial-scripted_independent-n08-s2104-private_mixed_compound_partition_small.json,0.2639482516762272,0.29040199133403666,0.0387462761118599,2.25,21937,0.4927536231884058,69,scripted_independent,-0.9806089232575157,0,0,0.0,8,1.0,"{0: 18, 1: 0, 2: 0, 3: 15, 4: 4, 5: 21, 6: 0, 7: 3, 8: 5}",0.13,2,0,mock-v2,13.927230997066175,0,14.0,0,main-commercial-scripted_independent-n08-s2104-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2104,13.927230997066175,0.42571927399600384,complete,65,66,21937,69,29.999829964030805,1.0,0.42857142857142855,1.0,1.0,0.05450468510389328
0,0.0,commercial,1.0,8,1.0,8,6,0,1.0,32,1.1368683772161603e-13,0.0,0,1614.075413340872,28,13,0.999999321538836,182.0462127425863,0.03839170113201168,0,0.0,0,0.007498302172242534,0,0.0,manifests/main-commercial-scripted_independent-n08-s2105-private_mixed_compound_partition_small.json,0.2639482516762272,0.27771485281449365,0.03936545197961509,,18556,0.5283018867924528,53,scripted_independent,-0.4688277486687419,0,0,0.23076923076923078,8,0.0,"{0: 16, 1: 0, 2: 0, 3: 16, 4: 15, 5: 19, 6: 0, 7: 0, 8: 5}",,0,3,mock-v2,16.125198119611067,0,14.0,2,main-commercial-scripted_independent-n08-s2105-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2105,16.125198119611067,0.2883915315167207,complete,58,71,18556,53,0.0,0.0,0.0,1.0,0.8169014084507042,0.05529037490487099
0,0.0,commercial,1.0,8,1.0,8,6,0,0.9736842105263158,38,1.1368683772161603e-13,0.0,0,1878.1716421384479,30,0,0.9999987468862698,209.47241243433484,0.028249091388954657,0,0.0,0,0.0070337068846455875,0,0.0,manifests/main-commercial-scripted_independent-n08-s2106-private_mixed_compound_partition_small.json,0.2639482516762272,0.058253342262147186,0.03817929639269614,,20380,0.5172413793103449,58,scripted_independent,-0.5541826551742871,0,0,0.0,8,0.0,"{0: 16, 1: 0, 2: 0, 3: 19, 4: 7, 5: 17, 6: 0, 7: 0, 8: 6}",,0,0,mock-v2,16.85732926124131,0,14.0,7,main-commercial-scripted_independent-n08-s2106-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2106,16.85732926124131,0.2782487781105221,complete,64,65,20380,58,0.0,0.0,0.0,1.0,1.0,0.047464821487665176
0,0.0,commercial,1.0,10,1.0,10,7,0,1.0,30,-2.2737367544323206e-13,0.0,0,2271.2659836197145,29,19,0.9999978723418805,248.19075251421208,0.021679467738155024,0,0.0,0,0.005509516905507691,0,0.0,manifests/main-commercial-scripted_independent-n08-s2107-private_mixed_compound_partition_small.json,0.2639482516762272,-0.012205427430606153,0.03870242367214794,,19774,0.5178571428571429,56,scripted_independent,-0.9442710514921725,0,0,0.15789473684210525,8,0.0,"{0: 15, 1: 1, 2: 0, 3: 15, 4: 15, 5: 19, 6: 4, 7: 0, 8: 4}",,0,3,mock-v2,17.530900938700793,0,14.0,0,main-commercial-scripted_independent-n08-s2107-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2107,17.530900938700793,0.2716789358236252,complete,56,73,19774,56,0.0,0.0,0.0,1.0,0.7397260273972602,0.05689233914017677
2,0.15384615384615385,commercial,1.0,9,1.0,9,6,2,1.0,26,0.0,0.0,0,1713.8460109429186,27,0,0.9999997248215174,197.0401895818552,0.06028270122010855,0,1.0,2,0.013337478550244653,0,0.0,manifests/main-commercial-scripted_independent-n08-s2108-private_mixed_compound_partition_small.json,0.2639482516762272,0.22080583311868046,0.040309803209430575,3.0,19042,0.4576271186440678,59,scripted_independent,-0.8853569901905783,0,0,0.0,8,1.0,"{0: 18, 1: 1, 2: 0, 3: 13, 4: 2, 5: 21, 6: 0, 7: 2, 8: 5}",0.125,2,0,mock-v2,16.561070710087613,0,14.0,0,main-commercial-scripted_independent-n08-s2108-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2108,16.561070710087613,0.3069586328273591,complete,62,62,19042,59,6.969771779616097,1.0,0.0,1.0,1.0,0.04831539839506149
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,3.410605131648481e-13,0.0,0,2079.295522420249,7,46,0.999999912890528,240.81367031417264,0.10714386049450043,4321,0.0,19,0.03142230661972745,88,51.82814237475395,manifests/main-commercial-autonomous_fixed_comm-n08-s2101-private_mixed_compound_partition_small.json,0.2639482516762272,0.033514146026789704,0.038638179074579296,,3650,0.12280701754385964,57,autonomous_fixed_comm,-0.8208930275100386,0,0,0.3695652173913043,8,1.0,"{0: 28, 1: 0, 2: 60, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,17,a09a35458c702b33eeacc393d103063234e8bc28,16.042390186205854,96819,14.0,0,main-commercial-autonomous_fixed_comm-n08-s2101-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2101,16.042390186205854,0.34994680888280477,complete,85,88,3650,57,19.411225314807616,1.0,0.0,1.0,0.4772727272727273,51.96687530353665
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,-1.1368683772161603e-13,0.0,0,2008.4150987762803,10,49,0.9999997719568955,230.6361752444764,0.06622035096499321,4317,0.0,18,0.018357029521662297,86,53.80220342054964,manifests/main-commercial-autonomous_fixed_comm-n08-s2102-private_mixed_compound_partition_small.json,0.2639482516762272,0.10833145239793449,0.03832162006896904,,3430,0.2,50,autonomous_fixed_comm,-0.9358342037389937,0,0,0.2857142857142857,8,1.0,"{0: 33, 1: 0, 2: 53, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,14,a09a35458c702b33eeacc393d103063234e8bc28,16.312165808981003,96987,14.0,0,main-commercial-autonomous_fixed_comm-n08-s2102-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2102,16.312165808981003,0.31171109301951483,complete,83,86,3430,50,11.137369057713897,1.0,0.0,1.0,0.43023255813953487,53.93993392959237
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,1.1368683772161603e-13,0.0,0,1296.8725047498485,9,35,0.9999999590707193,156.35672508976052,0.15630862210048008,3850,0.0,22,0.0298563183445525,77,47.299481723457575,manifests/main-commercial-autonomous_fixed_comm-n08-s2103-private_mixed_compound_partition_small.json,0.2639482516762272,0.19766848866399644,0.03882165351408678,,4213,0.20930232558139536,43,autonomous_fixed_comm,-0.41294345716566916,0,0,0.37142857142857144,8,1.0,"{0: 32, 1: 0, 2: 45, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,13,a09a35458c702b33eeacc393d103063234e8bc28,13.78748045121481,85549,14.0,0,main-commercial-autonomous_fixed_comm-n08-s2103-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2103,13.78748045121481,0.3920457715231632,complete,75,77,4213,43,26.43254471053024,1.0,0.0,1.0,0.5454545454545454,47.41278065368533
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,1451.0870341765453,7,35,0.9999999236561393,168.0090804921942,0.11444924295003374,3673,0.0,20,0.023582409902838036,78,43.88984378054739,manifests/main-commercial-autonomous_fixed_comm-n08-s2104-private_mixed_compound_partition_small.json,0.2639482516762272,0.2566911460827328,0.0387462761118599,,3850,0.14583333333333334,48,autonomous_fixed_comm,-0.9783443594207524,0,0,0.37142857142857144,8,1.0,"{0: 27, 1: 0, 2: 51, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,13,a09a35458c702b33eeacc393d103063234e8bc28,15.17828461511356,85625,14.0,0,main-commercial-autonomous_fixed_comm-n08-s2104-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2104,15.17828461511356,0.35678310368390403,complete,75,78,3850,48,14.544370180459602,1.0,0.0,1.0,0.5512820512820513,44.010504968464375
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,1.1368683772161603e-13,0.0,0,1450.1754133408724,10,41,0.9999999270693681,167.14621274258633,0.11709679165423416,4072,0.0,20,0.022870232402686128,83,54.70292621478439,manifests/main-commercial-autonomous_fixed_comm-n08-s2105-private_mixed_compound_partition_small.json,0.2639482516762272,0.2748826697419292,0.03936545197961509,,3847,0.2127659574468085,47,autonomous_fixed_comm,-0.489596549199285,0,0,0.4146341463414634,8,1.0,"{0: 34, 1: 0, 2: 49, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,17,a09a35458c702b33eeacc393d103063234e8bc28,14.79937116436832,91648,14.0,0,main-commercial-autonomous_fixed_comm-n08-s2105-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2105,14.79937116436832,0.3591808603456433,complete,81,83,3847,47,14.985956314744083,1.0,0.0,1.0,0.5060240963855421,54.83844052255154
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,1.1368683772161603e-13,0.0,0,1728.171642138448,7,45,0.9999998848646598,195.4724124343349,0.09319565195248167,4078,0.0,18,0.02320467195675921,85,47.956444326788166,manifests/main-commercial-autonomous_fixed_comm-n08-s2106-private_mixed_compound_partition_small.json,0.2639482516762272,0.0624441548674609,0.03817929639269614,,3458,0.1346153846153846,52,autonomous_fixed_comm,-0.584245658158699,0,0,0.35555555555555557,8,1.0,"{0: 30, 1: 0, 2: 55, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,16,a09a35458c702b33eeacc393d103063234e8bc28,15.81302607074858,92437,14.0,0,main-commercial-autonomous_fixed_comm-n08-s2106-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2106,15.81302607074858,0.3349620969779625,complete,82,85,3458,52,17.748340430872855,1.0,0.0,1.0,0.47058823529411764,48.08527806028724
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,-2.2737367544323206e-13,0.0,0,2116.2659836197145,3,42,0.9999998119509895,235.19075251421208,0.07292298422926888,4238,0.0,22,0.018532300666410147,86,52.2767684161663,manifests/main-commercial-autonomous_fixed_comm-n08-s2107-private_mixed_compound_partition_small.json,0.2639482516762272,-0.010474912035475736,0.03870242367214794,,4226,0.05555555555555555,54,autonomous_fixed_comm,-0.9610779245439829,0,0,0.4523809523809524,8,1.0,"{0: 31, 1: 0, 2: 55, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,19,a09a35458c702b33eeacc393d103063234e8bc28,16.488645912037544,92562,14.0,0,main-commercial-autonomous_fixed_comm-n08-s2107-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2107,16.488645912037544,0.3182670002483013,complete,85,86,4226,54,11.811675844648722,1.0,0.0,1.0,0.5116279069767442,52.40289096534252
0,0.0,commercial,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,1640.8422109429184,7,43,0.9999999059480382,188.05938958185519,0.10311362385975875,4146,0.0,19,0.022813771092407117,84,48.79413869231941,manifests/main-commercial-autonomous_fixed_comm-n08-s2108-private_mixed_compound_partition_small.json,0.2639482516762272,0.21931519064371097,0.040309803209430575,,3652,0.13725490196078433,51,autonomous_fixed_comm,-0.9073025041277007,0,0,0.3953488372093023,8,1.0,"{0: 29, 1: 0, 2: 55, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}",,0,17,a09a35458c702b33eeacc393d103063234e8bc28,16.288850243454938,91918,14.0,0,main-commercial-autonomous_fixed_comm-n08-s2108-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2108,16.288850243454938,0.3442278071811012,complete,80,84,3652,51,18.63175629757457,1.0,0.0,1.0,0.4880952380952381,48.921491235494614
1,0.058823529411764705,commercial,1.0,19,1.0,19,8,1,0.8947368421052632,38,2.2737367544323206e-13,0.0,2,2345.942222420249,45,15,0.9999977984526967,263.96337031417266,0.021312554714622508,5437,0.0,2,0.006250378005811734,81,88.40180649235842,manifests/main-commercial-learned_no_entropy-n08-s2101-private_mixed_compound_partition_small.json,0.2639482516762272,0.013740561979654023,0.038638179074579296,2.0,30603,0.44554455445544555,101,learned_no_entropy,-0.7493049077790662,0,0,0.7333333333333333,8,0.0,"{0: 2, 1: 1, 2: 1, 3: 25, 4: 7, 5: 19, 6: 14, 7: 6, 8: 6}",0.125,2,11,a09a35458c702b33eeacc393d103063234e8bc28,17.69484034756092,141712,14.0,0,main-commercial-learned_no_entropy-n08-s2101-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2101,17.69484034756092,0.2713120043277967,complete,77,81,30603,101,0.0,0.0,0.0,0.9876543209876543,0.8148148148148148,88.74584344774485
0,0.0,commercial,1.0,14,1.0,14,4,0,0.8666666666666667,30,-1.1368683772161603e-13,0.0,2,2118.41509877628,34,40,0.9999984898816008,240.63617524447636,0.025733222350187136,6627,0.0,0,0.007133539999200663,91,113.308396872133,manifests/main-commercial-learned_no_entropy-n08-s2102-private_mixed_compound_partition_small.json,0.2639482516762272,0.09522307519683573,0.03832162006896904,,31410,0.3063063063063063,111,learned_no_entropy,-0.9325343782563604,0,0,0.325,8,0.0,"{0: 2, 1: 1, 2: 0, 3: 21, 4: 21, 5: 14, 6: 21, 7: 0, 8: 11}",,0,13,a09a35458c702b33eeacc393d103063234e8bc28,17.004264955209507,154751,14.0,0,main-commercial-learned_no_entropy-n08-s2102-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2102,17.004264955209507,0.27573284482058735,complete,73,91,31410,111,0.0,0.0,0.0,1.0,0.5604395604395604,113.51415476948023
0,0.0,commercial,1.0,16,1.0,15,8,0,1.0,44,1.1368683772161603e-13,0.0,0,1493.3614047498484,36,7,0.9999996798745223,174.96662508976053,0.055890733681809794,4436,0.0,2,0.010675620544092755,68,67.42696571722627,manifests/main-commercial-learned_no_entropy-n08-s2103-private_mixed_compound_partition_small.json,0.2639482516762272,0.18503706997297092,0.03882165351408678,,28456,0.391304347826087,92,learned_no_entropy,-0.47964409176128137,0,0,0.7142857142857143,8,1.0,"{0: 2, 1: 1, 2: 1, 3: 28, 4: 0, 5: 17, 6: 7, 7: 8, 8: 4}",,0,5,a09a35458c702b33eeacc393d103063234e8bc28,15.357343685022183,107214,14.0,0,main-commercial-learned_no_entropy-n08-s2103-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2103,15.357343685022183,0.30464644609405656,complete,66,68,28456,92,2.3058220570232715,1.0,0.0,1.0,0.8970588235294118,67.59708979725838
3,0.125,commercial,1.0,13,1.0,12,5,3,1.0,48,0.0,0.0,0,1630.5267341765455,44,29,0.9999987660354899,184.3217804921942,0.02846743891772049,5774,0.0,1,0.005865751455732899,90,96.86975894495843,manifests/main-commercial-learned_no_entropy-n08-s2104-private_mixed_compound_partition_small.json,0.2639482516762272,0.24203677891794323,0.0387462761118599,1.0,29253,0.5238095238095238,84,learned_no_entropy,-0.9093427500897688,0,0,0.2413793103448276,8,0.0,"{0: 5, 1: 1, 2: 1, 3: 29, 4: 3, 5: 13, 6: 26, 7: 4, 8: 8}",0.125,6,7,a09a35458c702b33eeacc393d103063234e8bc28,16.630537268248364,154314,14.0,0,main-commercial-learned_no_entropy-n08-s2104-private_mixed_compound_partition_small,partition-compound-p1.0-o1.0,private_mixed_compound_partition_small,2104,16.630537268248364,0.27846713042659293,complete,69,90,29253,84,0.0,0.0,0.0,1.0,0.6777777777777778,97.06816030666232
