run_id,application,regime,information_condition,method,environment_seed,operator_seed,rl_seed,status,primary_outcome,service_loss_auc,cumulative_weighted_unmet_need,cumulative_critical_unserved_load,operator_interventions,operator_minutes,operator_workload_auc,maximum_operator_workload,mean_queue_wait_steps,maximum_queue_length,operator_requests,timely_activation,missed_activation,pre_disruption_false_activation,nominal_false_activation,first_request_step,first_visible_collapse_step,complete_causal_chains,harmful_interventions,beneficial_interventions,mean_counterfactual_effect,structured_attempts,first_pass_valid,valid_after_repair,material_actions_accepted,material_actions_next_stage,material_actions_reached_service,commitment_changes,agent_messages,agent_message_bytes,thermodynamic_sketch_messages,thermodynamic_sketch_bytes,tool_calls,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,wall_clock_seconds,maximum_conservation_residual,conservation_feasible,active_incidents
implementation_pilot_v2_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24001-o124001-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.158847714017611,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24002-o124002-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15569483098806813,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24003-o124003-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24003,124003,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15524396899854764,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24004-o124004-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24004,124004,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16264261497417465,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-telemetry_integrity-private_fragmented-e24005-o124005-rnone,commercial,telemetry_integrity,private_fragmented,no_communication,24005,124005,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15812631300650537,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24001-o124001-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,600,130653,1,0,0,0,0.0,0.16520893602864817,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24002-o124002-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,600,130653,1,0,0,0,0.0,0.17277851101243868,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24003-o124003-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24003,124003,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,600,130653,1,0,0,0,0.0,0.17035768600180745,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24004-o124004-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24004,124004,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,600,130653,1,0,0,0,0.0,0.16248941799858585,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-telemetry_integrity-private_fragmented-e24005-o124005-rnone,commercial,telemetry_integrity,private_fragmented,fixed_communication,24005,124005,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,600,130653,1,0,0,0,0.0,0.16553131100954488,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-partition-private_fragmented-e24001-o124001-rnone,commercial,partition,private_fragmented,no_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16107226302847266,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-partition-private_fragmented-e24002-o124002-rnone,commercial,partition,private_fragmented,no_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.1556259309872985,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-partition-private_fragmented-e24003-o124003-rnone,commercial,partition,private_fragmented,no_communication,24003,124003,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.1656959000392817,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-partition-private_fragmented-e24004-o124004-rnone,commercial,partition,private_fragmented,no_communication,24004,124004,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15621819597436115,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-partition-private_fragmented-e24005-o124005-rnone,commercial,partition,private_fragmented,no_communication,24005,124005,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.1591113629983738,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-partition-private_fragmented-e24001-o124001-rnone,commercial,partition,private_fragmented,fixed_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,460,100263,1,0,0,0,0.0,0.1655913360300474,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-partition-private_fragmented-e24002-o124002-rnone,commercial,partition,private_fragmented,fixed_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,460,100263,1,0,0,0,0.0,0.15999531099805608,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-partition-private_fragmented-e24003-o124003-rnone,commercial,partition,private_fragmented,fixed_communication,24003,124003,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,460,100263,1,0,0,0,0.0,0.16635104099987075,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-partition-private_fragmented-e24004-o124004-rnone,commercial,partition,private_fragmented,fixed_communication,24004,124004,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,460,100263,1,0,0,0,0.0,0.16931727499468252,0.0,True,1
implementation_pilot_v2_coordination-commercial-fixed_communication-partition-private_fragmented-e24005-o124005-rnone,commercial,partition,private_fragmented,fixed_communication,24005,124005,,complete,7.257600000000002,7.257600000000002,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,1,224,460,100263,1,0,0,0,0.0,0.16661792597733438,0.0,True,1
implementation_pilot_v2_coordination-commercial-no_communication-compound-private_fragmented-e24001-o124001-rnone,commercial,compound,private_fragmented,no_communication,24001,124001,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,0,0,3,0,0,0,0.0,0.16231319500366226,0.0,True,3
implementation_pilot_v2_coordination-commercial-no_communication-compound-private_fragmented-e24002-o124002-rnone,commercial,compound,private_fragmented,no_communication,24002,124002,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,0,0,3,0,0,0,0.0,0.17323537898482755,0.0,True,3
implementation_pilot_v2_coordination-commercial-no_communication-compound-private_fragmented-e24003-o124003-rnone,commercial,compound,private_fragmented,no_communication,24003,124003,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,0,0,3,0,0,0,0.0,0.1638421929674223,0.0,True,3
implementation_pilot_v2_coordination-commercial-no_communication-compound-private_fragmented-e24004-o124004-rnone,commercial,compound,private_fragmented,no_communication,24004,124004,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,0,0,3,0,0,0,0.0,0.15718879603082314,0.0,True,3
implementation_pilot_v2_coordination-commercial-no_communication-compound-private_fragmented-e24005-o124005-rnone,commercial,compound,private_fragmented,no_communication,24005,124005,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,0,0,3,0,0,0,0.0,0.15752128197345883,0.0,True,3
implementation_pilot_v2_coordination-commercial-fixed_communication-compound-private_fragmented-e24001-o124001-rnone,commercial,compound,private_fragmented,fixed_communication,24001,124001,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,2,447,460,100618,3,0,0,0,0.0,0.16920330096036196,0.0,True,3
implementation_pilot_v2_coordination-commercial-fixed_communication-compound-private_fragmented-e24002-o124002-rnone,commercial,compound,private_fragmented,fixed_communication,24002,124002,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,2,447,460,100618,3,0,0,0,0.0,0.1719663339899853,0.0,True,3
implementation_pilot_v2_coordination-commercial-fixed_communication-compound-private_fragmented-e24003-o124003-rnone,commercial,compound,private_fragmented,fixed_communication,24003,124003,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,2,447,460,100618,3,0,0,0,0.0,0.1713075369480066,0.0,True,3
implementation_pilot_v2_coordination-commercial-fixed_communication-compound-private_fragmented-e24004-o124004-rnone,commercial,compound,private_fragmented,fixed_communication,24004,124004,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,2,447,460,100618,3,0,0,0,0.0,0.17457271501189098,0.0,True,3
implementation_pilot_v2_coordination-commercial-fixed_communication-compound-private_fragmented-e24005-o124005-rnone,commercial,compound,private_fragmented,fixed_communication,24005,124005,,complete,16.643222400000003,16.643222400000003,,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,2,447,460,100618,3,0,0,0,0.0,0.16734271502355114,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-no_communication-telemetry_integrity-private_fragmented-e24001-o124001-rnone,humanitarian,telemetry_integrity,private_fragmented,no_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16541034198598936,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-telemetry_integrity-private_fragmented-e24002-o124002-rnone,humanitarian,telemetry_integrity,private_fragmented,no_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.17639735795091838,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-telemetry_integrity-private_fragmented-e24003-o124003-rnone,humanitarian,telemetry_integrity,private_fragmented,no_communication,24003,124003,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16321335401153192,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-telemetry_integrity-private_fragmented-e24004-o124004-rnone,humanitarian,telemetry_integrity,private_fragmented,no_communication,24004,124004,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15925686003174633,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-telemetry_integrity-private_fragmented-e24005-o124005-rnone,humanitarian,telemetry_integrity,private_fragmented,no_communication,24005,124005,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.1614059240091592,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-telemetry_integrity-private_fragmented-e24001-o124001-rnone,humanitarian,telemetry_integrity,private_fragmented,fixed_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,600,128346,1,0,0,0,0.0,0.16368550999322906,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-telemetry_integrity-private_fragmented-e24002-o124002-rnone,humanitarian,telemetry_integrity,private_fragmented,fixed_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,600,128346,1,0,0,0,0.0,0.1805093860020861,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-telemetry_integrity-private_fragmented-e24003-o124003-rnone,humanitarian,telemetry_integrity,private_fragmented,fixed_communication,24003,124003,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,600,128346,1,0,0,0,0.0,0.16439645504578948,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-telemetry_integrity-private_fragmented-e24004-o124004-rnone,humanitarian,telemetry_integrity,private_fragmented,fixed_communication,24004,124004,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,600,128346,1,0,0,0,0.0,0.16579003300284967,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-telemetry_integrity-private_fragmented-e24005-o124005-rnone,humanitarian,telemetry_integrity,private_fragmented,fixed_communication,24005,124005,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,600,128346,1,0,0,0,0.0,0.16340961499372497,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-partition-private_fragmented-e24001-o124001-rnone,humanitarian,partition,private_fragmented,no_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16041461296845227,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-partition-private_fragmented-e24002-o124002-rnone,humanitarian,partition,private_fragmented,no_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.15768366801785305,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-partition-private_fragmented-e24003-o124003-rnone,humanitarian,partition,private_fragmented,no_communication,24003,124003,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16560437600128353,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-partition-private_fragmented-e24004-o124004-rnone,humanitarian,partition,private_fragmented,no_communication,24004,124004,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16034294397104532,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-partition-private_fragmented-e24005-o124005-rnone,humanitarian,partition,private_fragmented,no_communication,24005,124005,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16269792203092948,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-partition-private_fragmented-e24001-o124001-rnone,humanitarian,partition,private_fragmented,fixed_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,460,98250,1,0,0,0,0.0,0.16136845195433125,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-partition-private_fragmented-e24002-o124002-rnone,humanitarian,partition,private_fragmented,fixed_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,460,98250,1,0,0,0,0.0,0.1618154760217294,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-partition-private_fragmented-e24003-o124003-rnone,humanitarian,partition,private_fragmented,fixed_communication,24003,124003,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,460,98250,1,0,0,0,0.0,0.16330622596433386,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-partition-private_fragmented-e24004-o124004-rnone,humanitarian,partition,private_fragmented,fixed_communication,24004,124004,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,460,98250,1,0,0,0,0.0,0.16574882302666083,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-fixed_communication-partition-private_fragmented-e24005-o124005-rnone,humanitarian,partition,private_fragmented,fixed_communication,24005,124005,,complete,7.257600000000002,7.257600000000002,7.257600000000002,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,460,98250,1,0,0,0,0.0,0.1678645730135031,0.0,True,1
implementation_pilot_v2_coordination-humanitarian-no_communication-compound-private_fragmented-e24001-o124001-rnone,humanitarian,compound,private_fragmented,no_communication,24001,124001,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0.0,0.17870252195280045,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-no_communication-compound-private_fragmented-e24002-o124002-rnone,humanitarian,compound,private_fragmented,no_communication,24002,124002,,complete,17.100048,17.100048,17.100048,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,0,0,3,0,0,0,0.0,0.16812491801101714,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-no_communication-compound-private_fragmented-e24003-o124003-rnone,humanitarian,compound,private_fragmented,no_communication,24003,124003,,complete,17.100048,17.100048,17.100048,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,0,0,3,0,0,0,0.0,0.17612798197660595,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-no_communication-compound-private_fragmented-e24004-o124004-rnone,humanitarian,compound,private_fragmented,no_communication,24004,124004,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0.0,0.16835206397809088,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-no_communication-compound-private_fragmented-e24005-o124005-rnone,humanitarian,compound,private_fragmented,no_communication,24005,124005,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0.0,0.16857718001119792,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-fixed_communication-compound-private_fragmented-e24001-o124001-rnone,humanitarian,compound,private_fragmented,fixed_communication,24001,124001,,complete,17.100048,17.100048,17.100048,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,1,0,0,0,460,98454,3,0,0,0,0.0,0.16990514798089862,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-fixed_communication-compound-private_fragmented-e24002-o124002-rnone,humanitarian,compound,private_fragmented,fixed_communication,24002,124002,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,460,98364,3,0,0,0,0.0,0.17067836702335626,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-fixed_communication-compound-private_fragmented-e24003-o124003-rnone,humanitarian,compound,private_fragmented,fixed_communication,24003,124003,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,460,98364,3,0,0,0,0.0,0.1677542480174452,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-fixed_communication-compound-private_fragmented-e24004-o124004-rnone,humanitarian,compound,private_fragmented,fixed_communication,24004,124004,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,460,98364,3,0,0,0,0.0,0.16734415298560634,0.0,True,3
implementation_pilot_v2_coordination-humanitarian-fixed_communication-compound-private_fragmented-e24005-o124005-rnone,humanitarian,compound,private_fragmented,fixed_communication,24005,124005,,complete,19.9171392,19.9171392,19.9171392,,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,3,3,3,3,3,0,0,0,0,460,98364,3,0,0,0,0.0,0.16778372798580676,0.0,True,3
implementation_pilot_v2_coordination-utility_restoration-no_communication-telemetry_integrity-private_fragmented-e24001-o124001-rnone,utility_restoration,telemetry_integrity,private_fragmented,no_communication,24001,124001,,complete,7.257600000000002,7.257600000000002,,7.257600000000002,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.16671705798944458,0.0,True,1
implementation_pilot_v2_coordination-utility_restoration-no_communication-telemetry_integrity-private_fragmented-e24002-o124002-rnone,utility_restoration,telemetry_integrity,private_fragmented,no_communication,24002,124002,,complete,7.257600000000002,7.257600000000002,,7.257600000000002,0,0.0,0.0,0.0,0.0,0,0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.1700100819580257,0.0,True,1
