stage,status,diagnostic_candidate,application,metric,independent_panels,mean,ci_low,ci_high,standard_deviation,bootstrap_replicates,decision_margin,pass_direction,label
hysteresis_repair_pilot_v3,development_pilot_no_go,generalized_0115_u8,humanitarian,message_reduction,6,0.2396151474887037,0.1517277994075619,0.3317442061569196,0.1256391318532256,10000,0.25,lower bound >= margin,humanitarian — message reduction
hysteresis_repair_pilot_v3,development_pilot_no_go,generalized_0115_u8,humanitarian,sketch_byte_reduction,6,0.2396151474887037,0.1497088735580208,0.3343142138387093,0.1256391318532256,10000,0.25,lower bound >= margin,humanitarian — sketch byte reduction
hysteresis_repair_pilot_v3,development_pilot_no_go,generalized_0115_u8,humanitarian,primary_estimation_error_increase,6,-0.000338084307066,-0.0007042840660414,1.834830943846233e-05,0.0005196297549859,10000,0.02,upper bound <= margin,humanitarian — primary estimation error increase
hysteresis_repair_pilot_v3,development_pilot_no_go,generalized_0115_u8,humanitarian,reward_degradation,6,0.0854676766492762,0.0336252111858509,0.1619349618258919,0.0903087765324425,10000,0.02,upper bound <= margin,humanitarian — reward degradation
hysteresis_repair_pilot_v3,development_pilot_no_go,generalized_0115_u8,utility_restoration,message_reduction,6,0.277526406674278,0.2069976940739087,0.3584680156400248,0.1041908137933189,10000,0.25,lower bound >= margin,utility restoration — message reduction
hysteresis_repair_pilot_v3,development_pilot_no_go,generalized_0115_u8,utility_restoration,sketch_byte_reduction,6,0.277526406674278,0.2042367381178634,0.3525435521782966,0.1041908137933189,10000,0.25,lower bound >= margin,utility restoration — sketch byte reduction
hysteresis_repair_pilot_v3,development_pilot_no_go,generalized_0115_u8,utility_restoration,primary_estimation_error_increase,6,0.0003335371541585,4.897802092726384e-05,0.0006180962873898,0.0003934065250658,10000,0.02,upper bound <= margin,utility restoration — primary estimation error increase
hysteresis_repair_pilot_v3,development_pilot_no_go,generalized_0115_u8,utility_restoration,reward_degradation,6,-0.002682648644114,-0.0132537143114795,0.0040734485224622,0.0129036160681507,10000,0.02,upper bound <= margin,utility restoration — reward degradation
