accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,event_ledger_scope,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,policy_delegation_abstain,policy_delegation_defer,policy_delegation_diversity,policy_delegation_escalate_operator,policy_delegation_execute_autonomously,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_compute_microseconds_per_evaluation,trigger_compute_seconds,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
242,frozen_local_rule,357,52,0.4134917573272145,humanitarian,122639,107,130,0,6158,107,0,2026-08-17T06:04:11.925168+00:00,large,52.0,True,high,94192.46671065262,388,20,103077,1324164,177.31342059323194,156,156,1.0,0.048098892027405506,151,19562,uint8_simplex,8812006,pooled_current_private_evidence_pre_exchange,244156,dynamic_delta,134,0.8589743589743589,108183,high,4110003,114742,130,100,1039,private_fragmented,3,3.410605131648481e-13,15.0,90.0,0.28846153846153844,23.10576923076923,0.0002971466685900549,398.512432892452,high,0,-33.75575237340373,0.06891024639357268,244101,1039,30,248,0,242,0.17701737728415612,0.11033036200163189,0.12207805178830541,35,400,4,248,357,0.0585045692104891,0.10427756974803072,True,640,2180454,9.532639189580433,0,v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,181334.57522976873,109,0,2728872,454812,0,3865902,682218,hysteresis_repair_pilot,881,0,2026-08-17T06:03:34.991447+00:00,5f363ce98123d50b7917f29f46c285ebe1736fb5eb1e3a80c8b08377bf186d2a,12,small_world,244101,1039,113703,1.0,1040,681.7222389285095,0.7089911284856498,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",4612.646635340137,,,,,,,,
239,frozen_local_rule,355,52,0.4133517909008667,humanitarian,68725,107,127,0,3539,107,0,2026-08-17T06:04:27.565155+00:00,large,52.0,True,high,92024.63929777175,388,20,58550,741744,176.339974798939,156,156,1.0,0.047263835794429394,151,10175,uint8_simplex,8812006,pooled_current_private_evidence_pre_exchange,145705,dynamic_delta,134,0.8589743589743589,61558,high,2441281,65668,127,100,1038,private_fragmented,3,5.684341886080801e-13,0.0,90.0,0.0,30.115384615384617,0.0002894768199582242,378.2388666038809,high,0,-33.28597289512409,0.07032946318725705,243861,1038,30,250,0,239,0.18073286466702773,0.110209374640622,0.12147205255033185,35,399,4,250,356,0.058796649490843206,0.10441791709980916,True,640,1248956,9.129469345781109,0,v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,178627.45935419507,109,0,1551120,258520,0,2197420,387780,hysteresis_repair_pilot,880,0,2026-08-17T06:04:02.726950+00:00,5f363ce98123d50b7917f29f46c285ebe1736fb5eb1e3a80c8b08377bf186d2a,12,small_world,243861,1038,64630,0.55,572,686.4399963748068,0.7138975962297991,347f2bd91f38,1040,"{'below_threshold': 46, 'hysteresis_wait': 422, 'initial_reference': 156, 'maximum_silence': 416}",4536.498318521909,,,,,,,,
239,frozen_local_rule,355,52,0.4133517909008667,humanitarian,68725,107,127,0,3539,107,0,2026-08-17T06:04:13.387415+00:00,large,52.0,True,high,92024.63929777175,388,20,58550,741744,176.339974798939,156,156,1.0,0.047263835794429394,151,10175,uint8_simplex,8812006,pooled_current_private_evidence_pre_exchange,145705,dynamic_delta,134,0.8589743589743589,61558,high,2441281,65668,127,100,1038,private_fragmented,3,5.684341886080801e-13,0.0,90.0,0.0,30.115384615384617,0.0002894768199582242,378.2388666038809,high,0,-33.28597289512409,0.07032946318725705,243861,1038,30,250,0,239,0.18073286466702773,0.110209374640622,0.12147205255033185,35,399,4,250,356,0.058796649490843206,0.10441791709980916,True,640,1248956,9.129469345781109,0,v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,178627.45935419507,109,0,1551120,258520,0,2197420,387780,hysteresis_repair_pilot,880,0,2026-08-17T06:03:48.411844+00:00,5f363ce98123d50b7917f29f46c285ebe1736fb5eb1e3a80c8b08377bf186d2a,12,small_world,243861,1038,64630,0.55,572,686.8034304576353,0.7142755676759407,e25eb5b9df1b,1040,"{'below_threshold': 46, 'hysteresis_wait': 422, 'initial_reference': 156, 'maximum_silence': 416}",4536.498318521909,,,,,,,,
238,frozen_local_rule,355,52,0.4131890990296767,humanitarian,93484,107,128,0,4727,107,0,2026-08-17T06:04:57.851037+00:00,large,52.0,True,high,91950.91465694371,388,20,79108,1012792,177.99038828096985,156,156,1.0,0.0474012831055533,151,14376,uint8_simplex,8812006,pooled_current_private_evidence_pre_exchange,191026,dynamic_delta,134,0.8589743589743589,83061,high,3211132,88305,128,100,1039,private_fragmented,3,1.0516032489249483e-12,0.0,90.0,0.0,28.889423076923077,0.0002960874229427287,378.65726993410505,high,0,-33.275142816442326,0.06801878509318536,244088,1039,30,249,0,238,0.17701737728415612,0.10747639994799701,0.12147205255033185,35,401,4,249,355,0.05771003409936933,0.10353207890122575,True,639,1676880,10.062954673680448,0,v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,178577.27166988698,111,0,2094384,349064,0,2967044,523596,hysteresis_repair_pilot,881,0,2026-08-17T06:04:27.921389+00:00,5f363ce98123d50b7917f29f46c285ebe1736fb5eb1e3a80c8b08377bf186d2a,12,small_world,244088,1039,87266,0.7625,793,668.608360249961,0.6953526946599595,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 675, 'maximum_silence': 209}",4533.780831490061,,,,,,,,
234,frozen_local_rule,352,52,0.41320935888886867,humanitarian,0,107,123,0,0,107,0,2026-08-17T06:03:46.943639+00:00,large,52.0,True,high,90975.23170093131,388,20,0,0,178.82124076780804,156,156,1.0,0.10957073418029943,151,0,uint8_simplex,8812006,pooled_current_private_evidence_pre_exchange,18421,dynamic_delta,134,0.8589743589743589,0,high,243949,1038,123,100,1038,private_fragmented,3,1.7053025658242404e-13,30.0,0.0,0.38461538461538464,0.0,0.0,381.53817685073693,high,0,-33.45375190582751,0.07889471862498261,243949,1038,30,256,0,234,0.19150358551165444,0.12019368017612693,0.13496056217350194,35,396,4,256,353,0.09423272640264102,0.1441114267562729,True,643,0,8.605299614508542,0,v8-hysteresis_repair_pilot-humanitarian-large-high-high-high-small_world-private_fragmented-8812006-none-806ed450405e-uint8_simplex-frozen_local_rule,none,179595.86934105257,111,0,0,0,0,0,0,hysteresis_repair_pilot,0,0,2026-08-17T06:03:39.317376+00:00,5f363ce98123d50b7917f29f46c285ebe1736fb5eb1e3a80c8b08377bf186d2a,12,small_world,243949,1038,0,0.0,0,34.832148622416966,0.03622543456731364,806ed450405e,1040,{'disabled': 1040},4574.79581271233,,,,,,,,
248,frozen_local_rule,466,52,0.41287872175215884,humanitarian,245602,106,134,0,19185,106,0,2026-08-17T06:03:16.564556+00:00,large,52.0,True,medium,81093.5512719028,331,20,216381,1117614,177.7808072563048,114,114,1.0,0.05624011674122891,22,29221,uint8_simplex,8812005,pooled_current_private_evidence_pre_exchange,478220,dynamic_delta,112,0.717948717948718,230070,medium,8239341,239530,134,100,382,private_fragmented,3,3.126388037344441e-13,15.0,75.0,0.6578947368421053,14.567307692307692,0.00022922888955948282,422.6875167033151,low,0,-30.50186150616134,0.06155176217704314,111369,472,30,89,0,248,0.1721880300802847,0.10555312005516261,0.12380659893423905,17,143,4,89,791,0.05889593945913603,0.1123837338967612,True,572,6239340,3.362583104836309,0,v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,163326.36456778413,99,0,5737392,956232,0,8127972,1434348,hysteresis_repair_pilot,883,0,2026-08-17T06:02:05.714643+00:00,c9c00cd24cb16ca4baa3ddfeab6acc06c964206c5f1d521b6181a0a6e9f379c8,12,random_geometric,111369,472,239058,1.0,1040,694.3367094208952,0.722110177797731,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",4184.716989177303,,,,,,,,
249,frozen_local_rule,464,52,0.41386720567266955,humanitarian,134829,101,141,0,10581,101,0,2026-08-17T06:02:58.869076+00:00,large,52.0,True,medium,82270.08784656895,329,20,119160,614618,181.9394186579728,114,114,1.0,0.05718210224659308,22,15669,uint8_simplex,8812005,pooled_current_private_evidence_pre_exchange,270227,dynamic_delta,112,0.717948717948718,126598,medium,4584183,132026,141,100,380,private_fragmented,3,1.7053025658242404e-13,30.0,90.0,0.9210526315789473,21.158653846153847,0.0002295924178194749,399.86605815887333,low,0,-30.53560289857877,0.06837246407911117,111347,472,30,89,0,249,0.1721880300802847,0.11799859905454377,0.134658353435182,16,142,4,89,793,0.06277728316285214,0.11481449445461461,True,569,3436822,3.7446389374490394,0,v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-generalized_information-347f2bd91f38-uint8_simplex-frozen_local_rule,generalized_information,163266.3926209418,102,0,3157296,526216,0,4472836,789324,hysteresis_repair_pilot,882,0,2026-08-17T06:02:15.103018+00:00,c9c00cd24cb16ca4baa3ddfeab6acc06c964206c5f1d521b6181a0a6e9f379c8,12,random_geometric,111347,472,131554,0.55,572,1008.3678658702411,1.0487025805050507,347f2bd91f38,1040,"{'below_threshold': 56, 'hysteresis_wait': 412, 'initial_reference': 156, 'maximum_silence': 416}",4179.907328529144,,,,,,,,
249,frozen_local_rule,464,52,0.41386720567266955,humanitarian,134829,101,141,0,10581,101,0,2026-08-17T06:02:55.355407+00:00,large,52.0,True,medium,82270.08784656895,329,20,119160,614618,181.9394186579728,114,114,1.0,0.05718210224659308,22,15669,uint8_simplex,8812005,pooled_current_private_evidence_pre_exchange,270227,dynamic_delta,112,0.717948717948718,126598,medium,4584183,132026,141,100,380,private_fragmented,3,1.7053025658242404e-13,30.0,90.0,0.9210526315789473,21.158653846153847,0.0002295924178194749,399.86605815887333,low,0,-30.53560289857877,0.06837246407911117,111347,472,30,89,0,249,0.1721880300802847,0.11799859905454377,0.134658353435182,16,142,4,89,793,0.06277728316285214,0.11481449445461461,True,569,3436822,3.7446389374490394,0,v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,generalized_information,163266.3926209418,102,0,3157296,526216,0,4472836,789324,hysteresis_repair_pilot,882,0,2026-08-17T06:02:12.923560+00:00,c9c00cd24cb16ca4baa3ddfeab6acc06c964206c5f1d521b6181a0a6e9f379c8,12,random_geometric,111347,472,131554,0.55,572,687.2069894318254,0.7146952690090984,e25eb5b9df1b,1040,"{'below_threshold': 56, 'hysteresis_wait': 412, 'initial_reference': 156, 'maximum_silence': 416}",4179.907328529144,,,,,,,,
248,frozen_local_rule,465,52,0.41258483135369406,humanitarian,182180,103,136,0,14160,103,0,2026-08-17T06:03:09.693221+00:00,large,52.0,True,medium,80889.94732474242,330,20,160523,825656,173.00572937616988,114,114,1.0,0.05585132491203755,22,21657,uint8_simplex,8812005,pooled_current_private_evidence_pre_exchange,358937,dynamic_delta,112,0.717948717948718,170769,medium,6145673,177951,136,100,380,private_fragmented,3,4.263256414560601e-13,15.0,90.0,0.6578947368421053,20.278846153846153,0.00023177005547851893,427.8510541045184,low,0,-30.500196069540753,0.062195891742663684,111387,472,30,89,0,248,0.1721880300802847,0.1049491035177027,0.12331268478553047,15,144,4,89,792,0.05902360832735062,0.1102529616917667,True,569,4632126,2.9607834833836453,0,v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,163385.59048923233,96,0,4259496,709916,0,6034286,1064874,hysteresis_repair_pilot,882,0,2026-08-17T06:02:16.515172+00:00,c9c00cd24cb16ca4baa3ddfeab6acc06c964206c5f1d521b6181a0a6e9f379c8,12,random_geometric,111387,472,177479,0.7432692307692308,773,692.7370042271482,0.7204464843962342,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 660, 'maximum_silence': 224}",4193.216679557212,,,,,,,,
248,frozen_local_rule,464,52,0.41356545313377274,humanitarian,0,99,140,0,0,99,0,2026-08-17T06:02:15.221588+00:00,large,52.0,True,medium,82826.39772921566,334,20,0,0,172.13884772852958,114,114,1.0,0.10108372168512432,22,0,uint8_simplex,8812005,pooled_current_private_evidence_pre_exchange,16253,dynamic_delta,113,0.7243589743589743,0,medium,112781,478,140,100,381,private_fragmented,3,3.694822225952521e-13,15.0,0.0,0.2631578947368421,0.0,0.0,415.4330339323654,low,0,-30.736242004292397,0.07069645781843471,112781,478,30,90,0,248,0.18459732762793402,0.1199754256410215,0.14403837105157974,17,143,4,90,790,0.08589008975177952,0.15433523495633614,True,571,0,2.941180849747559,0,v8-hysteresis_repair_pilot-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812005-none-806ed450405e-uint8_simplex-frozen_local_rule,none,164484.1734577694,96,0,0,0,0,0,0,hysteresis_repair_pilot,0,0,2026-08-17T06:02:08.202317+00:00,c9c00cd24cb16ca4baa3ddfeab6acc06c964206c5f1d521b6181a0a6e9f379c8,12,random_geometric,112781,478,0,0.0,0,34.78025486961437,0.036171465064398944,806ed450405e,1040,{'disabled': 1040},4221.594760029769,,,,,,,,
