application,information_condition,clusters,kpi_mean_utility,thermo_mean_utility,absolute_gain,relative_gain,gain_ci95_low,gain_ci95_high,paired_win_fraction,paired_tie_fraction,paired_loss_fraction,improved_regimes,harmful_rate_kpi,harmful_rate_thermo,maximum_positive_gain_regime_fraction
commercial,private_fragmented,120,0.042560697485083,0.0274954890331221,-0.0150652084519608,-0.3013041690392169,-0.0489130619300024,0.0174220410837534,0.1833333333333333,0.6166666666666667,0.2,2,0.128,0.1386861313868613,0.724918118527659
commercial,public_shared,120,0.1606082002421806,0.1447280224137678,-0.0158801778284127,-0.0988752616894223,-0.0322748914380699,0.0006652582010147,0.1166666666666666,0.7,0.1833333333333333,4,0.0186046511627906,0.0212765957446808,0.7578788459488824
humanitarian,private_fragmented,120,0.0074481535996554,-0.0041928489494049,-0.0116410025490604,-0.2328200509812081,-0.0278610035471237,0.0042620690607127,0.1,0.6916666666666667,0.2083333333333333,1,0.1338582677165354,0.1769230769230769,1.0
humanitarian,public_shared,120,0.1783662970580399,0.1530805464045096,-0.0252857506535303,-0.1417630520484617,-0.0368764098926817,-0.0145494614553831,0.0333333333333333,0.7666666666666667,0.2,2,0.0,0.0,0.7266640063960849
utility_restoration,private_fragmented,120,0.0260466989416386,0.016076991318624,-0.0099697076230145,-0.1993941524602914,-0.027684157779327,0.0067833655567299,0.125,0.7083333333333334,0.1666666666666666,2,0.1142857142857142,0.1477272727272727,0.5027989292637897
utility_restoration,public_shared,120,0.1819190219849731,0.1664866910761357,-0.0154323309088374,-0.0848307710785306,-0.0261904515294289,-0.0050674465211922,0.075,0.7166666666666667,0.2083333333333333,3,0.0,0.0,0.5978811530126927
