application,matched_seed_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,15,0.02666666666666666,-0.006666666666666669,0.05999999999999999
humanitarian,15,-0.006666666666666667,-0.020000000000000004,0.0
utility_restoration,15,-1.8503717077085942e-18,-0.020000000000000004,0.019999999999999997
