application,operational_energy,shannon_local,js_disagreement,consensus_residual,harmful
humanitarian,0.3216340376735844,0.6143549122475573,0.1268735589205623,0.0277777777777777,False
utility_restoration,0.2939548589588838,0.7246210205070501,0.0140850760067381,0.0,False
utility_restoration,0.2757938926662091,0.8192701254010816,0.1423378152108062,0.0,True
utility_restoration,0.2796303817045043,0.6909193819241416,0.0976156682769476,0.2777777777777778,False
utility_restoration,0.2790851722323116,0.9340563216072448,0.0862347139272555,0.0555555555555555,True
utility_restoration,0.3295380065827089,0.939174715585296,0.1329844088052069,0.0,True
humanitarian,0.2587655362594329,0.6310495662428977,0.0232296347636374,0.0555555555555555,True
utility_restoration,0.3160286089083127,0.6499592094398811,0.13713329719817,0.0,True
utility_restoration,0.357548885505014,0.8204182373143781,0.0799593527936115,0.0555555555555555,False
humanitarian,0.3317449580353281,0.6604821438315169,0.1084973367027324,0.0555555555555555,True
humanitarian,0.1461313592293106,0.369917889524458,0.0064499466514609,0.1111111111111111,False
utility_restoration,0.2356904138556631,0.7357343984900458,0.0220589913679388,0.4444444444444444,True
humanitarian,0.3876490873825947,0.7343743175849452,0.1089713602860039,0.1111111111111111,False
humanitarian,0.3367735570320427,0.7463724702585618,0.1021282352679158,0.1111111111111111,True
utility_restoration,0.203200025504959,0.5537024744136723,0.0026784959246164,0.1111111111111111,True
utility_restoration,0.1983931651526599,0.7257812458652407,0.1412009540206384,0.1944444444444444,True
utility_restoration,0.34736708826419,0.4862498579564595,0.1137172098191278,0.0555555555555555,True
humanitarian,0.3217401844875703,0.8700049265890747,0.0890572733916488,0.1111111111111111,False
utility_restoration,0.359465811094663,0.6788803862688758,0.0898175638299,0.2222222222222222,False
humanitarian,0.3038125840281371,0.6174274344596564,0.0541903321318598,0.0555555555555555,True
utility_restoration,0.2305958798065425,0.7122501822719453,0.0679185428488956,0.0,True
utility_restoration,0.4169189129515406,0.8861103766446475,0.0539612779117135,0.0277777777777777,True
humanitarian,0.2927072167514308,0.8904752842136056,0.0602396978858563,0.1944444444444444,False
humanitarian,0.2286890191541185,0.7412798998918184,0.0045933940962074,0.0833333333333333,True
humanitarian,0.2663414855463362,0.5499270558764892,0.0558946635143451,0.1666666666666666,True
utility_restoration,0.2739742641367951,0.9256320837570198,0.0648736423311772,0.0555555555555555,False
humanitarian,0.2149088439165379,0.7326683801264091,0.0348533896504122,0.1111111111111111,False
utility_restoration,0.2880325409489757,0.6062271229970968,0.1127563991124597,0.2222222222222222,False
utility_restoration,0.3706600294428431,0.7481198126138598,0.0828382654426606,0.0,True
utility_restoration,0.430651055028192,0.7266264573044541,0.0730071600151601,0.1111111111111111,False
humanitarian,0.3418153975907581,0.7747335771545889,0.1124386764515086,0.0555555555555555,False
utility_restoration,0.2644625980451448,0.7191256629023475,0.1010192317533749,0.1111111111111111,False
utility_restoration,0.300244851106406,0.3616502572493349,0.0092795869505038,0.0,False
humanitarian,0.244906345662685,0.7078975452695422,0.0190377457300653,0.0,False
utility_restoration,0.2576886997418786,0.6978219337967392,0.0946361826866137,0.4444444444444444,False
humanitarian,0.1976105449997622,0.3494807682506544,0.0067556844113649,0.0,False
humanitarian,0.4674614296426501,0.6545010528794953,0.121228506883551,0.0277777777777777,False
utility_restoration,0.1740362873834372,0.336360856377046,0.0117137435888685,0.0,False
utility_restoration,0.3106527065211114,0.6683328026155047,0.0965526046248013,0.2222222222222222,False
utility_restoration,0.2179285350931994,0.3005903990094532,0.0145545883770257,0.0,False
humanitarian,0.2369109376898493,0.2873895510846077,0.016854843240212,0.0,False
humanitarian,0.1748857106591541,0.4641715196783898,0.0050623285793496,0.2222222222222222,False
utility_restoration,0.2959492055547695,0.5797984481818361,0.0088158551487186,0.1111111111111111,True
humanitarian,0.2747112205579437,0.6218613544816685,0.0982851841966502,0.1944444444444444,True
humanitarian,0.2699107819146976,0.3738570730658141,0.0058270970049142,0.0,False
utility_restoration,0.2588169445506852,0.7151275808324219,0.0293284993180349,0.1111111111111111,False
humanitarian,0.2564666623765299,0.883138160453739,0.1236791535210317,0.1111111111111111,True
utility_restoration,0.2696565824177808,0.6899305425762661,0.1197466784064756,0.0,False
utility_restoration,0.3723242423297033,0.2757952648553576,0.0089086435258339,0.0,False
utility_restoration,0.3156572285587768,0.419071881608165,0.0029526128065086,0.0,False
humanitarian,0.2772972617208099,0.6413124274174513,0.0089105109947571,0.1388888888888889,True
utility_restoration,0.3241907350182512,0.6390938994991107,0.1108417905885056,0.1111111111111111,True
utility_restoration,0.3270524876322031,0.5325972660235578,0.0224690900074832,0.0555555555555555,True
humanitarian,0.3189793986982116,0.6624737558877509,0.0932474173927121,0.0555555555555555,True
humanitarian,0.2554471176385672,0.6650949360881403,0.0021689870724439,0.0,True
humanitarian,0.369037072037467,0.64613227063399,0.0338231370269118,0.3333333333333333,False
humanitarian,0.1995522271177097,0.306050190253964,0.012542051463861,0.0,False
utility_restoration,0.2618611866764968,0.8338793761652884,0.1545392837860258,0.0555555555555555,True
humanitarian,0.3935551983559959,0.2866767259377408,0.0146426043291761,0.0,False
humanitarian,0.1458616967748914,0.4066176295699878,0.0029261107922417,0.1944444444444444,False
humanitarian,0.3090673772106917,0.8098498900733082,0.0462148062434477,0.3333333333333333,False
utility_restoration,0.3463471450933829,0.6665635111013047,0.0199238126012274,0.0,False
utility_restoration,0.3523728213397512,0.8750708755884781,0.0344215403534859,0.0,False
humanitarian,0.1521350776121467,0.3667263444839187,0.0104821318584076,0.0,False
humanitarian,0.2611462586177053,0.3633514765132107,0.0177062874687901,0.0,False
humanitarian,0.1454463181146748,0.4118554128398918,0.0089019104729583,0.0,False
humanitarian,0.2074260568275734,0.3715675900649128,0.0048327390217592,0.2222222222222222,False
humanitarian,0.2095397532594899,0.3216068069226508,0.0051576286612221,0.3333333333333333,False
humanitarian,0.3462430005661301,0.6946751187098424,0.0451160578028431,0.0555555555555555,True
humanitarian,0.2269291847181167,0.5529887283359596,0.1340071685701659,0.0555555555555555,True
utility_restoration,0.1839331639825983,0.8561444123342448,0.1911804280961275,0.2222222222222222,True
humanitarian,0.2998822770139611,0.6690280274451437,0.0287202050480844,0.0555555555555555,False
humanitarian,0.256592267716416,0.320809364668444,0.0084291412036593,0.1111111111111111,False
humanitarian,0.2911085529636151,0.751835232512186,0.1029430563724186,0.1666666666666666,True
humanitarian,0.3070693901617464,0.4990435447681434,0.0187518618145409,0.0,False
humanitarian,0.2043216605581802,0.5550998620647152,0.0920029409452234,0.0,True
humanitarian,0.30471353951718,0.7163872310621475,0.0770054492283112,0.0,True
humanitarian,0.2707903749159882,0.5783763374664839,0.0635723908365248,0.0555555555555555,False
humanitarian,0.2833413354868025,0.3019195140412283,0.0200050781246842,0.0,False
humanitarian,0.3562494737688275,0.9261526295245168,0.0792434910219357,0.0277777777777777,False
utility_restoration,0.1928732081676575,0.3803185034016944,0.0073776387970131,0.2222222222222222,False
utility_restoration,0.3256483010165623,0.8928968707992719,0.0923053398714525,0.1111111111111111,True
utility_restoration,0.2725363148810216,0.6471375418315853,0.123328382775675,0.0555555555555555,True
humanitarian,0.3902933412116276,0.750678843938743,0.0358289654603041,0.1111111111111111,False
utility_restoration,0.359038554620587,0.6890899111664952,0.0764498403838397,0.0,True
utility_restoration,0.1972128590452191,0.5088240036039686,0.0130043980992899,0.0,False
utility_restoration,0.2992250797318471,0.5846024805868917,0.1144344359036448,0.0277777777777777,False
utility_restoration,0.4329795098176372,0.9160707957951244,0.16198453422003,0.0,True
humanitarian,0.3035255280901203,0.6180414185128971,0.1219866625046161,0.0277777777777777,False
humanitarian,0.2696107585230109,0.5879474719671858,0.1064866624249982,0.1111111111111111,False
utility_restoration,0.2765107261583991,0.639869018505038,0.1471529460994661,0.0,True
humanitarian,0.3585586246087167,0.7847813001413597,0.1118213642815234,0.1111111111111111,True
humanitarian,0.4119932098255708,0.7709917982628657,0.0856090525554934,0.1111111111111111,True
utility_restoration,0.1890927560254871,0.8914739005784142,0.0502043201442586,0.0277777777777777,True
humanitarian,0.3917533570320679,0.5647119387114332,0.1214070846217416,0.0833333333333333,False
humanitarian,0.3046188661865673,0.6495967393696115,0.1679953492133014,0.0555555555555555,False
humanitarian,0.435790393587825,0.8793622703624924,0.0877114812063767,0.0555555555555555,True
humanitarian,0.2496908516977907,0.8118162575282116,0.1480859771654209,0.1111111111111111,True
humanitarian,0.2651368613187793,0.745242400401208,0.0731511789461363,0.0,False
humanitarian,0.3235487256480525,0.6676040447025638,0.0527608638497759,0.1944444444444444,False
humanitarian,0.1623649432877081,0.3784840244612145,0.00687859101972,0.1111111111111111,False
humanitarian,0.1753228483812715,0.3235871409663353,0.0045552522444215,0.3333333333333333,False
utility_restoration,0.1500198474996913,0.8658658790615168,0.1219784022602692,0.1111111111111111,False
utility_restoration,0.3072949994066107,0.7015244294576218,0.1362178527261766,0.1111111111111111,True
humanitarian,0.3249824902897286,0.5478118118521799,0.007426632864222,0.1111111111111111,False
humanitarian,0.4286273790045716,0.8631777353576361,0.0904604694395586,0.0833333333333333,True
utility_restoration,0.253603709725149,0.652989051480085,0.0998635826612914,0.4444444444444444,False
utility_restoration,0.3203005784757822,0.7306889688317046,0.1110167295710691,0.1666666666666666,False
utility_restoration,0.2473114361514934,0.2953406428730325,0.0088610726011961,0.0,False
humanitarian,0.2889170591540068,0.607693317771981,0.14525520387043,0.1666666666666666,True
utility_restoration,0.2558016009882211,0.7418435678176495,0.024086188284816,0.0277777777777777,False
humanitarian,0.3484415973340394,0.7364473637508383,0.0222899746529874,0.0,False
utility_restoration,0.3763356159039557,0.7592011216274698,0.1338512501468581,0.0,True
humanitarian,0.3095002413992375,0.6333987580055076,0.1362324972681284,0.1666666666666666,False
humanitarian,0.2601536728577366,0.7371097290200367,0.0731356657468418,0.0,False
utility_restoration,0.2061086552710045,0.3934025750915025,0.0085491254985795,0.0,False
utility_restoration,0.2785147417412661,0.6888800916697846,0.1099119573589159,0.0555555555555555,False
utility_restoration,0.3100411969249834,0.387112427959175,0.0101768302176818,0.1111111111111111,False
utility_restoration,0.3595585788993793,0.91134252322302,0.0837358747243915,0.1111111111111111,False
humanitarian,0.4168527663919478,0.9245349059315562,0.0847113899199443,0.0833333333333333,True
utility_restoration,0.3769915202657769,0.8802041229034165,0.0074089230888734,0.0,True
humanitarian,0.4604657043999103,0.6877488738271338,0.0595423214097248,0.2777777777777778,True
utility_restoration,0.2311150388472483,0.3181248470551164,0.0028438084893945,0.0,False
humanitarian,0.3131769874297872,0.8093223453280864,0.0843568383564367,0.0555555555555555,False
humanitarian,0.2367069129624131,0.3619077341636429,0.0123347984835573,0.0,False
humanitarian,0.2637046526632596,0.8615041804960286,0.0127134827737694,0.0,True
utility_restoration,0.2413415912788176,0.3858736540776412,0.0028309304522282,0.3333333333333333,False
utility_restoration,0.3812021809647337,0.6671534388845854,0.0927419275204693,0.4444444444444444,True
humanitarian,0.1901642556510009,0.7693503589431728,0.0839139067569233,0.0,True
humanitarian,0.2348256417768313,0.8666179099063687,0.0664774982044015,0.0,False
humanitarian,0.2049215178407353,0.3616823394560571,0.014346477325881,0.0,False
utility_restoration,0.1971107087360087,0.3456581031472266,0.0018469561754312,0.4444444444444444,False
humanitarian,0.3604685416939804,0.5840739704924672,0.0235009367455006,0.1666666666666666,True
utility_restoration,0.2867090045409485,0.8891569014882282,0.1189828319452633,0.1111111111111111,False
utility_restoration,0.3397793322881549,0.8031469767973269,0.1251561843519512,0.0555555555555555,False
utility_restoration,0.2206215581037894,0.396406958256869,0.0147765800580544,0.0,False
utility_restoration,0.3596542460298928,0.9190755533929722,0.0492749711421461,0.1111111111111111,True
utility_restoration,0.2057109070311944,0.3897629435692958,0.0074547096142948,0.1111111111111111,False
utility_restoration,0.1603041792057291,0.3047318953031306,0.0077974190333499,0.0,False
utility_restoration,0.2719282565762993,0.7910162858048218,0.091388618068536,0.1666666666666666,True
utility_restoration,0.2402970932562972,0.7801862143776623,0.053873591027303,0.1111111111111111,False
utility_restoration,0.1457062292491752,0.2748674969575345,0.0138469723225675,0.0,False
utility_restoration,0.2787989881961044,0.8989645175476672,0.0819092276910925,0.0,False
humanitarian,0.3011902262366099,0.6853676749878532,0.0658021351967104,0.0277777777777777,True
utility_restoration,0.2672403293038937,0.9227875904077594,0.0685663667486091,0.4166666666666667,True
humanitarian,0.1525863540228161,0.6400149958584994,0.0231996910110592,0.0555555555555555,False
utility_restoration,0.3810917176488944,0.5369976412306788,0.0219839198089344,0.1111111111111111,False
humanitarian,0.2249292420007081,0.8864829216586163,0.070876137275514,0.1111111111111111,False
humanitarian,0.4009438991591607,0.895810380870015,0.0909621620905106,0.2777777777777778,True
utility_restoration,0.2707003973152739,0.7007331862023578,0.1413034038846388,0.0,False
utility_restoration,0.3494630187456196,0.2888994817915444,0.0198254427992555,0.0,False
utility_restoration,0.3167967733408299,0.6509831776681637,0.1883653058044045,0.0,False
humanitarian,0.3905090615923378,0.3254924602767405,0.0115986316706869,0.0,False
utility_restoration,0.1771076444040747,0.855946665654109,0.151294331992858,0.1111111111111111,True
humanitarian,0.2551017089577437,0.8725591301507992,0.0785430400641722,0.1111111111111111,False
utility_restoration,0.2821605327134396,0.678530591194759,0.0196012522067702,0.0,True
humanitarian,0.2603908463672111,0.8812894550483339,0.0279011837748355,0.1111111111111111,True
utility_restoration,0.3213705336157572,0.6777308821014609,0.0070739629946789,0.0555555555555555,False
utility_restoration,0.3961738805221373,0.5767448902590253,0.0204070311696371,0.0,False
utility_restoration,0.2363210572381257,0.8915598025101417,0.0869063995628179,0.2222222222222222,False
utility_restoration,0.2685971572642501,0.4673174635930595,0.0109123269231964,0.0,False
utility_restoration,0.1728790166739941,0.4132552539411773,0.003713454036422,0.4444444444444444,False
utility_restoration,0.2555101081094851,0.304967148384924,0.0065566194711007,0.0,False
humanitarian,0.1868384332529714,0.3530196955471865,0.0120831772658338,0.0,False
humanitarian,0.1884020448218582,0.3793965783099185,0.0054198133201728,0.3333333333333333,False
humanitarian,0.359708111971971,0.8773438373234977,0.0487142000689593,0.0555555555555555,False
humanitarian,0.3449015343637196,0.8900392361706951,0.0920941753547796,0.0555555555555555,False
humanitarian,0.2714628714845153,0.3665039808581032,0.0047315862388471,0.0,False
utility_restoration,0.2513728119860643,0.413995885453478,0.0180017701975144,0.0,False
humanitarian,0.2012015959480063,0.7385541944576243,0.0049936000107949,0.0,False
humanitarian,0.16422897164366,0.3423173490215357,0.0039037329551208,0.3333333333333333,False
humanitarian,0.4004982135111523,0.8718380536290935,0.051314150861758,0.3055555555555555,True
humanitarian,0.2481873816385321,0.6943085407297838,0.0765344384499464,0.4444444444444444,False
humanitarian,0.1479709277144841,0.420752618329117,0.0076044015087771,0.2222222222222222,False
humanitarian,0.2520338343176276,0.3108750610338906,0.0250775263745464,0.0,False
humanitarian,0.408010867521658,0.5510359143537374,0.0937955988696273,0.0,False
humanitarian,0.3264670455203448,0.7072141710219888,0.1267964549118269,0.0555555555555555,True
humanitarian,0.3236006961018418,0.8268720217724844,0.0166786019478264,0.25,False
utility_restoration,0.2500494513031487,0.6088689757448201,0.024749249694435,0.1111111111111111,True
utility_restoration,0.3800386117388552,0.6962905029670089,0.0152180734984535,0.0555555555555555,False
utility_restoration,0.2360215530544112,0.427272370706398,0.0022576114283978,0.3333333333333333,False
humanitarian,0.2916996851206205,0.4808138238339072,0.0096993278670053,0.0,False
utility_restoration,0.2398963063842258,0.7546253858723296,0.143888473428043,0.3055555555555555,True
humanitarian,0.272888266949728,0.6082590117553328,0.0154690179389693,0.1944444444444444,False
utility_restoration,0.3471057760646382,0.7746444743717225,0.0381557497791018,0.1944444444444444,True
utility_restoration,0.3093804327701076,0.2888514044568233,0.0227301716489442,0.0,False
utility_restoration,0.2264445072337281,0.8891747837094537,0.1037335178589917,0.0555555555555555,False
utility_restoration,0.3045507911446664,0.8990209225945416,0.0992695851541956,0.4444444444444444,True
utility_restoration,0.3064415767394461,0.8121620631664959,0.1288183426177415,0.0,False
humanitarian,0.4393535775093407,0.7861623852181613,0.0888089482081039,0.3055555555555555,True
humanitarian,0.4252998575685506,0.7753258122952056,0.0623555862041667,0.0833333333333333,True
humanitarian,0.3729803086766314,0.3122522317103275,0.0191280201143571,0.0,False
utility_restoration,0.3019020657295886,0.6095943182492184,0.0392554513708739,0.1111111111111111,False
utility_restoration,0.227301171835059,0.7097399126663093,0.0137159048030346,0.0,False
utility_restoration,0.2728017412734584,0.6691722407249264,0.0185419956072807,0.0,False
humanitarian,0.3638024163215989,0.315373074963567,0.0040143914116932,0.0,False
utility_restoration,0.196818232397338,0.9237526193390678,0.0433751223007908,0.4444444444444444,False
humanitarian,0.2068975544397649,0.8068031889659442,0.0953460408783352,0.4444444444444444,False
utility_restoration,0.2552980870323935,0.6919620486445754,0.099644777805974,0.1111111111111111,True
utility_restoration,0.4708388939494198,0.7220684469837102,0.1460386825145563,0.0277777777777777,True
utility_restoration,0.3120073149289262,0.4916570499380771,0.0109338881612819,0.0,False
humanitarian,0.4544586474661679,0.6703813061312456,0.018138641788146,0.0,False
humanitarian,0.2971684981909838,0.5930258990937843,0.0162415516322482,0.3611111111111111,True
utility_restoration,0.1732328551537923,0.3434322789384121,0.0143150236734863,0.0,False
utility_restoration,0.3857323068067505,0.6480552521663653,0.0443173869907104,0.0833333333333333,True
utility_restoration,0.226344767153891,0.5165070076969053,0.2015797956875,0.0277777777777777,False
humanitarian,0.2355941876166366,0.331771167731037,0.0159079736391833,0.0,False
utility_restoration,0.1600867568923208,0.5851776342002769,0.007510760469371,0.1111111111111111,False
utility_restoration,0.2792043536419007,0.6427235602868058,0.1547162818694583,0.0,True
humanitarian,0.3449371694157149,0.5815460567806522,0.0313734827985709,0.1111111111111111,True
humanitarian,0.2468081768714807,0.847476695668817,0.0982966382945553,0.0,False
humanitarian,0.2406348463487402,0.5755189083632591,0.0083066072918426,0.0277777777777777,False
humanitarian,0.2052615657360571,0.7152276025586997,0.0899217724070221,0.0,True
utility_restoration,0.2125654941529309,0.6616264948750921,0.1372426330968836,0.0,True
humanitarian,0.2972897284400085,0.6517996003217077,0.1940364380553364,0.0,True
utility_restoration,0.2050630282399499,0.7662710445423351,0.1745338416581857,0.1111111111111111,False
utility_restoration,0.234703289778694,0.9325169897335766,0.1114234071905905,0.1666666666666666,False
humanitarian,0.2669698591218021,0.7877977827688961,0.0483299700220375,0.1111111111111111,True
humanitarian,0.3098283020729225,0.2857050145088102,0.005437539963572,0.0,False
humanitarian,0.3339574554497446,0.8503168556126335,0.0190548126801244,0.25,False
humanitarian,0.3553351236424153,0.8395913141087299,0.1283223704789624,0.0,True
humanitarian,0.2557521557848599,0.3142999411229776,0.0124166715392156,0.0,False
humanitarian,0.1455006794697484,0.4449590296748973,0.0063593665793814,0.1111111111111111,False
utility_restoration,0.325322322015562,0.8644683097532566,0.0496999852179625,0.1666666666666666,True
humanitarian,0.2784055842451122,0.8667993453771319,0.1171365040225351,0.1111111111111111,True
utility_restoration,0.2383586072674645,0.8688791566332562,0.0388825074600421,0.1111111111111111,True
utility_restoration,0.2756961370203195,0.6738992957382413,0.1819958878350582,0.0,True
utility_restoration,0.2789416441926971,0.539208634238285,0.0274939137935231,0.2222222222222222,True
utility_restoration,0.299792030361996,0.5465290372755504,0.1485274529590823,0.1666666666666666,True
utility_restoration,0.2286779789674084,0.7864638823247144,0.0231497954753617,0.1944444444444444,False
utility_restoration,0.2933015309761897,0.3270530742936494,0.0174110770710926,0.0,False
humanitarian,0.3172344732278319,0.7631904033536,0.1965318117022667,0.0,True
utility_restoration,0.4485995916413842,0.8118817655816515,0.1143705600704452,0.3055555555555555,True
utility_restoration,0.3565876584984145,0.7024690649770523,0.142079252851581,0.0277777777777777,True
humanitarian,0.2690126949917206,0.880774423672983,0.0868754937685518,0.1111111111111111,False
humanitarian,0.1446258768348065,0.4149457611994766,0.0057330495271979,0.1111111111111111,False
humanitarian,0.312328838373325,0.8194390656874074,0.0718792823285178,0.1111111111111111,False
utility_restoration,0.1942009422397848,0.3340163060339506,0.0085407316364885,0.0,False
humanitarian,0.3932307639703368,0.8966048881236274,0.1087616453944592,0.0277777777777777,True
humanitarian,0.2838832582125974,0.7292268636584258,0.1117922105752041,0.2222222222222222,False
utility_restoration,0.2808336598638873,0.7313970437378913,0.0183495819164356,0.0,False
humanitarian,0.2359852727815931,0.8111486111742533,0.0089403919162259,0.1388888888888889,False
utility_restoration,0.3084587267378088,0.6729932614107447,0.0228660410985047,0.1111111111111111,False
humanitarian,0.360654962505446,0.756435676438541,0.089860542345922,0.0,True
utility_restoration,0.3012671006931553,0.7664190873795643,0.1460601485468891,0.0277777777777777,True
humanitarian,0.3075854853842603,0.6494990376042042,0.0246445677602944,0.0555555555555555,False
humanitarian,0.193430587650682,0.8486521223384066,0.0323343412412928,0.0555555555555555,False
humanitarian,0.2525201816634902,0.4110639951515789,0.0116632122652844,0.0,False
utility_restoration,0.1765706071666359,0.2984750960762996,0.0032583161222812,0.0,False
utility_restoration,0.246810079621654,0.7487921637765904,0.054857008118727,0.0,True
humanitarian,0.1459478467336561,0.3490352736353145,0.0076822314409074,0.2222222222222222,False
utility_restoration,0.2356190878127177,0.8749397490844135,0.0893919257322426,0.4444444444444444,True
humanitarian,0.3484958418005889,0.3884142249533885,0.0103473547977984,0.0,False
utility_restoration,0.3009087114943368,0.4724526259388074,0.0064334004761817,0.0,False
humanitarian,0.312839240943928,0.8863291808808608,0.0139736578912702,0.0,False
utility_restoration,0.145899875659582,0.3836514550132791,0.0013924333466282,0.3333333333333333,False
utility_restoration,0.255917159422413,0.7503150964164852,0.0881885202862002,0.1111111111111111,True
humanitarian,0.1444663793987605,0.4866115356339427,0.0087549053653843,0.0,False
humanitarian,0.1968582315742659,0.8992296219605795,0.1686592291337766,0.0555555555555555,True
utility_restoration,0.4188057372778932,0.8854272189327139,0.1088282504001831,0.1388888888888889,True
humanitarian,0.1453143164030995,0.3856657790047861,0.0015150849466349,0.1111111111111111,False
utility_restoration,0.3993312067792531,0.8283573253591388,0.0618566412562516,0.1388888888888889,False
utility_restoration,0.4816874987099084,0.7832365590618838,0.0573835170740235,0.0555555555555555,True
utility_restoration,0.3488351443371434,0.9229648490450336,0.0498087254202803,0.0,False
humanitarian,0.258823585521321,0.5753775750206196,0.014611869374639,0.1666666666666666,False
humanitarian,0.3345557447564476,0.3062176567982257,0.0110982821043109,0.0,False
utility_restoration,0.1995556045824888,0.4159558559994861,0.0054194478365569,0.0,False
humanitarian,0.3469783956844096,0.6076308883067666,0.1364499832582086,0.0,True
utility_restoration,0.3840132620147225,0.3831736617219128,0.0055376241832906,0.0,False
humanitarian,0.2650967369441122,0.8295535165038488,0.0925017718353734,0.1111111111111111,False
utility_restoration,0.3835167655877017,0.7820326617578358,0.012382175774153,0.0555555555555555,True
humanitarian,0.1458630540411479,0.3378247057550664,0.0025718915177031,0.3333333333333333,False
utility_restoration,0.271165679756445,0.7583946887032804,0.0823325631203358,0.1666666666666666,True
utility_restoration,0.3424049358146609,0.7478767139137612,0.0257560284261413,0.0,False
humanitarian,0.3374841163050176,0.4931859020228111,0.0963210457156328,0.2777777777777778,False
humanitarian,0.2634696330134223,0.7255096860583079,0.0444612921570889,0.1666666666666666,False
humanitarian,0.1622915959112993,0.3802743662435409,0.0103101398834061,0.0,False
humanitarian,0.2573081882079168,0.8224339004781971,0.1136331265787539,0.2777777777777778,True
utility_restoration,0.2115392279431091,0.3701036586625267,0.001739612768895,0.1111111111111111,False
humanitarian,0.2913940558687529,0.6997088236564952,0.040992139027297,0.1111111111111111,False
utility_restoration,0.280158109480784,0.6665359729541535,0.0815154180448189,0.1111111111111111,False
humanitarian,0.3170358999327887,0.6294898480145856,0.1018384491631372,0.4444444444444444,False
humanitarian,0.3686300891404071,0.7900563566170675,0.027988405571337,0.0833333333333333,False
humanitarian,0.146409110481074,0.3624326402190421,0.0037572247179065,0.2222222222222222,False
humanitarian,0.3271086013783602,0.2981942534065582,0.0150991457061464,0.0,False
humanitarian,0.2240368215019504,0.6235568052869044,0.0274278104117293,0.2222222222222222,False
