application,feature_block,coverage_target,mean,sem
humanitarian,jensen_tsallis_q_1_5,0.5,0.4521604938271605,0.018132347898465774
humanitarian,jensen_tsallis_q_1_5,0.75,0.46859661172161177,0.017040826199360225
humanitarian,jensen_tsallis_q_1_5,1.0,0.4840540348693083,0.015605368769348706
humanitarian,jensen_tsallis_q_2,0.25,0.43472222222222223,0.022606040973351827
humanitarian,jensen_tsallis_q_2,0.5,0.4548765432098766,0.01819227711169961
humanitarian,jensen_tsallis_q_2,0.75,0.4667546805046805,0.01697054489592249
humanitarian,jensen_tsallis_q_2,1.0,0.4840540348693083,0.015605368769348706
humanitarian,jensen_tsallis_q_3,0.25,0.44583333333333336,0.02299324854353403
humanitarian,jensen_tsallis_q_3,0.5,0.4558641975308642,0.018505153578945388
humanitarian,jensen_tsallis_q_3,0.75,0.47215888278388274,0.01679706160370137
humanitarian,jensen_tsallis_q_3,1.0,0.4840540348693083,0.015605368769348706
humanitarian,kpi_confidence,0.25,0.18888888888888888,0.017429273392912763
humanitarian,kpi_confidence,0.5,0.27086419753086416,0.016936151692026932
humanitarian,kpi_confidence,0.75,0.3700396825396825,0.016893505914950913
humanitarian,kpi_confidence,1.0,0.4840540348693083,0.015605368769348706
humanitarian,local_shannon,0.25,0.4263888888888889,0.02109447341711641
humanitarian,local_shannon,0.5,0.43703703703703706,0.0177619075311055
humanitarian,local_shannon,0.75,0.4688336894586894,0.016660810122157473
humanitarian,local_shannon,1.0,0.4840540348693083,0.015605368769348706
humanitarian,low_consensus_guard,0.25,0.4144444444444444,0.023035775245655535
humanitarian,low_consensus_guard,0.5,0.4330246913580247,0.017620352401424264
humanitarian,low_consensus_guard,0.75,0.46161095848595846,0.016732327894392506
humanitarian,low_consensus_guard,1.0,0.4840540348693083,0.015605368769348706
humanitarian,oracle_risk_upper_bound,0.25,0.05583333333333334,0.012434028268006476
humanitarian,oracle_risk_upper_bound,0.5,0.17487654320987656,0.017337105925890915
humanitarian,oracle_risk_upper_bound,0.75,0.33701159951159954,0.018063453243234027
humanitarian,oracle_risk_upper_bound,1.0,0.4840540348693083,0.015605368769348706
humanitarian,pooled_shannon,0.25,0.41750000000000004,0.0227919196534596
humanitarian,pooled_shannon,0.5,0.43790123456790125,0.019041405189963743
humanitarian,pooled_shannon,0.75,0.4631939356939357,0.01723016404344874
humanitarian,pooled_shannon,1.0,0.4840540348693083,0.015605368769348706
humanitarian,predictive_action_entropy,0.25,0.8072222222222223,0.020635925890071082
humanitarian,predictive_action_entropy,0.5,0.6522222222222223,0.020145363027279244
humanitarian,predictive_action_entropy,0.75,0.5400407000407,0.018312636605550322
humanitarian,predictive_action_entropy,1.0,0.4840540348693083,0.015605368769348706
humanitarian,predictive_uncertainty,0.25,0.19472222222222224,0.017942322682347023
humanitarian,predictive_uncertainty,0.5,0.27141975308641975,0.017005438215119354
humanitarian,predictive_uncertainty,0.75,0.3704398148148148,0.016888451423734626
humanitarian,predictive_uncertainty,1.0,0.4840540348693083,0.015605368769348706
humanitarian,random_abstention,0.25,0.4880555555555556,0.021119960819492484
humanitarian,random_abstention,0.5,0.4875308641975309,0.01800778334869057
humanitarian,random_abstention,0.75,0.48788232600732595,0.01658546858436798
humanitarian,random_abstention,1.0,0.4840540348693083,0.015605368769348706
humanitarian,rule_kpi_confidence,0.25,0.18555555555555556,0.01642510648498111
humanitarian,rule_kpi_confidence,0.5,0.2752469135802469,0.01687874143743049
humanitarian,rule_kpi_confidence,0.75,0.37138634513634516,0.01695376542887576
humanitarian,rule_kpi_confidence,1.0,0.4840540348693083,0.015605368769348706
humanitarian,shannon_js,0.25,0.15222222222222223,0.015957064434687987
humanitarian,shannon_js,0.5,0.25537037037037036,0.017335141277088333
humanitarian,shannon_js,0.75,0.37239417989417983,0.017337869012184922
humanitarian,shannon_js,1.0,0.4840540348693083,0.015605368769348706
humanitarian,tsallis_q_0_5,0.25,0.44055555555555553,0.02103686017854043
humanitarian,tsallis_q_0_5,0.5,0.4419135802469135,0.017578856095272953
humanitarian,tsallis_q_0_5,0.75,0.46962734025234026,0.01663095441246768
humanitarian,tsallis_q_0_5,1.0,0.4840540348693083,0.015605368769348706
humanitarian,tsallis_q_1_5,0.25,0.43111111111111117,0.021261997947701203
humanitarian,tsallis_q_1_5,0.5,0.434320987654321,0.017737792316503534
humanitarian,tsallis_q_1_5,0.75,0.46695538258038255,0.016686718154706588
humanitarian,tsallis_q_1_5,1.0,0.4840540348693083,0.015605368769348706
humanitarian,tsallis_q_2,0.25,0.43000000000000005,0.021183189052835474
humanitarian,tsallis_q_2,0.5,0.4360493827160494,0.017902996790573562
humanitarian,tsallis_q_2,0.75,0.4676729751729751,0.016614307331799746
humanitarian,tsallis_q_2,1.0,0.4840540348693083,0.015605368769348706
humanitarian,tsallis_q_3,0.25,0.43000000000000005,0.02076889475748645
humanitarian,tsallis_q_3,0.5,0.4342592592592593,0.017827340345805003
humanitarian,tsallis_q_3,0.75,0.46425289987789986,0.016657038538066247
humanitarian,tsallis_q_3,1.0,0.4840540348693083,0.015605368769348706
utility_restoration,action_value_margin,0.25,0.4632596685082873,0.022076223217303546
utility_restoration,action_value_margin,0.5,0.5037139349294045,0.018006204045463256
utility_restoration,action_value_margin,0.75,0.5380593163742335,0.016298629701970373
utility_restoration,action_value_margin,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,always_act,0.25,0.49060773480662984,0.03253370219746213
utility_restoration,always_act,0.5,0.5408379373848987,0.02276862964865776
utility_restoration,always_act,0.75,0.5536020379252423,0.018348566658263076
utility_restoration,always_act,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,calibrated_max_probability,0.25,0.21353591160220994,0.01768468886566747
utility_restoration,calibrated_max_probability,0.5,0.3192449355432781,0.018686989874448577
utility_restoration,calibrated_max_probability,0.75,0.44432310323194296,0.01804756517688575
utility_restoration,calibrated_max_probability,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,combined_generalized_entropic,0.25,0.17790055248618786,0.01663127200211613
utility_restoration,combined_generalized_entropic,0.5,0.31290669122160836,0.01871714995756987
utility_restoration,combined_generalized_entropic,0.75,0.4473190253576994,0.018122592182600934
utility_restoration,combined_generalized_entropic,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,conformal_risk_control,0.25,0.29337016574585634,0.02108697837080444
utility_restoration,conformal_risk_control,0.5,0.366329036218539,0.01949579661899961
utility_restoration,conformal_risk_control,0.75,0.47252772549733874,0.0180057867762286
utility_restoration,conformal_risk_control,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,ensemble_variance_proxy,0.25,0.30883977900552484,0.020337737917404373
utility_restoration,ensemble_variance_proxy,0.5,0.3736494782074893,0.01861971795594092
utility_restoration,ensemble_variance_proxy,0.75,0.4643727359196972,0.01768457897978815
utility_restoration,ensemble_variance_proxy,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,fixed_severity,0.25,0.564364640883978,0.03056790684030148
utility_restoration,fixed_severity,0.5,0.5595764272559852,0.020879877476658985
utility_restoration,fixed_severity,0.75,0.546974733369761,0.017389230121641945
utility_restoration,fixed_severity,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,generalized_tsallis_gini,0.25,0.17900552486187846,0.017255012345039775
utility_restoration,generalized_tsallis_gini,0.5,0.31395027624309396,0.018668285776741348
utility_restoration,generalized_tsallis_gini,0.75,0.4473190253576994,0.018156012295173878
utility_restoration,generalized_tsallis_gini,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,gini_simpson,0.25,0.4723756906077348,0.02168958870580751
utility_restoration,gini_simpson,0.5,0.5137200736648251,0.018251426719358286
utility_restoration,gini_simpson,0.75,0.5368673223645599,0.01631092587010126
utility_restoration,gini_simpson,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,graph_disagreement,0.25,0.5027624309392266,0.020923740327335603
utility_restoration,graph_disagreement,0.5,0.5283763044812768,0.017914255072445345
utility_restoration,graph_disagreement,0.75,0.54483992066865,0.016309086103536125
utility_restoration,graph_disagreement,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,jensen_shannon,0.25,0.47651933701657456,0.022482314980289325
utility_restoration,jensen_shannon,0.5,0.5184468999386126,0.01892787061895738
utility_restoration,jensen_shannon,0.75,0.5420554813510615,0.016619033498386362
utility_restoration,jensen_shannon,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,jensen_tsallis_q_0_5,0.25,0.48232044198895024,0.022608734204270627
utility_restoration,jensen_tsallis_q_0_5,0.5,0.5207642725598527,0.01856804265253178
utility_restoration,jensen_tsallis_q_0_5,0.75,0.5415508064679335,0.016860620258164555
utility_restoration,jensen_tsallis_q_0_5,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,jensen_tsallis_q_1_5,0.25,0.47624309392265196,0.02279424966517352
utility_restoration,jensen_tsallis_q_1_5,0.5,0.5180171884591773,0.01860458829636888
utility_restoration,jensen_tsallis_q_1_5,0.75,0.5435641936332544,0.01657251052757459
utility_restoration,jensen_tsallis_q_1_5,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,jensen_tsallis_q_2,0.25,0.4845303867403315,0.022447459344598613
utility_restoration,jensen_tsallis_q_2,0.5,0.5170349907918969,0.01859424623822407
utility_restoration,jensen_tsallis_q_2,0.75,0.5450374901341751,0.0164968247448341
utility_restoration,jensen_tsallis_q_2,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,jensen_tsallis_q_3,0.25,0.4859116022099448,0.022385767990436473
utility_restoration,jensen_tsallis_q_3,0.5,0.5198588090853284,0.018266023251210455
utility_restoration,jensen_tsallis_q_3,0.75,0.5474687835185073,0.016670151642966403
utility_restoration,jensen_tsallis_q_3,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,kpi_confidence,0.25,0.2176795580110497,0.01783082064737944
utility_restoration,kpi_confidence,0.5,0.32587476979742175,0.01856098727670454
utility_restoration,kpi_confidence,0.75,0.4470106550907656,0.017845116921212108
utility_restoration,kpi_confidence,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,local_shannon,0.25,0.47790055248618785,0.021837478139709602
utility_restoration,local_shannon,0.5,0.5137200736648251,0.018325900827379636
utility_restoration,local_shannon,0.75,0.5371526723736668,0.01626472825219213
utility_restoration,local_shannon,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,low_consensus_guard,0.25,0.46325966850828726,0.02133380581571346
utility_restoration,low_consensus_guard,0.5,0.5010435850214855,0.018097948670069034
utility_restoration,low_consensus_guard,0.75,0.5377413332523829,0.016580449290609128
utility_restoration,low_consensus_guard,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,oracle_risk_upper_bound,0.25,0.09640883977900552,0.013905943085445608
utility_restoration,oracle_risk_upper_bound,0.5,0.2524401473296501,0.019259065737892232
utility_restoration,oracle_risk_upper_bound,0.75,0.4231535729463906,0.01899386600184736
utility_restoration,oracle_risk_upper_bound,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,pooled_shannon,0.25,0.4930939226519337,0.02264633702889095
utility_restoration,pooled_shannon,0.5,0.5140883977900552,0.01859970480210889
utility_restoration,pooled_shannon,0.75,0.5361832918462752,0.01693794378080863
utility_restoration,pooled_shannon,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,predictive_action_entropy,0.25,0.8704419889502764,0.01785313236387628
utility_restoration,predictive_action_entropy,0.5,0.7480662983425415,0.018863212421597813
utility_restoration,predictive_action_entropy,0.75,0.6321985105134276,0.01737970575362253
utility_restoration,predictive_action_entropy,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,predictive_uncertainty,0.25,0.21353591160220994,0.017365051918524298
utility_restoration,predictive_uncertainty,0.5,0.32642725598526706,0.018589204256952725
utility_restoration,predictive_uncertainty,0.75,0.4458793738489871,0.017924462383744056
utility_restoration,predictive_uncertainty,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,random_abstention,0.25,0.5530386740331491,0.021678229475409507
utility_restoration,random_abstention,0.5,0.550414364640884,0.017792347123847786
utility_restoration,random_abstention,0.75,0.5570583652075365,0.016578482273941507
utility_restoration,random_abstention,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,rule_kpi_confidence,0.25,0.22348066298342542,0.017661564277876775
utility_restoration,rule_kpi_confidence,0.5,0.3242173112338858,0.01879417199887551
utility_restoration,rule_kpi_confidence,0.75,0.44399753101410555,0.017985180078969966
utility_restoration,rule_kpi_confidence,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,shannon_js,0.25,0.18121546961325968,0.01664928430271604
utility_restoration,shannon_js,0.5,0.31456414978514424,0.01876771977610106
utility_restoration,shannon_js,0.75,0.4484239977333899,0.018064883795925638
utility_restoration,shannon_js,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,tsallis_q_0_5,0.25,0.48066298342541436,0.0221934961645755
utility_restoration,tsallis_q_0_5,0.5,0.5187538367096378,0.018204154762950654
utility_restoration,tsallis_q_0_5,0.75,0.5402472527472527,0.01619125980497323
utility_restoration,tsallis_q_0_5,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,tsallis_q_1_5,0.25,0.4756906077348066,0.022048302542326207
utility_restoration,tsallis_q_1_5,0.5,0.5124769797421731,0.01827791075711274
utility_restoration,tsallis_q_1_5,0.75,0.5376269908728473,0.016323486693408586
utility_restoration,tsallis_q_1_5,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,tsallis_q_2,0.25,0.4723756906077348,0.02168958870580751
utility_restoration,tsallis_q_2,0.5,0.5137200736648251,0.018251426719358286
utility_restoration,tsallis_q_2,0.75,0.5368673223645599,0.01631092587010126
utility_restoration,tsallis_q_2,1.0,0.5562766499446536,0.015768641885643492
utility_restoration,tsallis_q_3,0.25,0.4756906077348067,0.022159391537999205
utility_restoration,tsallis_q_3,0.5,0.5108195211786372,0.018191213091676026
utility_restoration,tsallis_q_3,0.75,0.5383932365976565,0.016288878417594545
utility_restoration,tsallis_q_3,1.0,0.5562766499446536,0.015768641885643492
