sketch_policy,episodes,sketch_messages_mean,sketch_bytes_mean,operational_messages_mean,total_messages_mean,total_bytes_mean,sketch_latency_seconds_mean,estimates,distributed_estimation_mae,distributed_estimation_median,distributed_estimation_maximum,missing_agents_mean
always_on,180,245.96666666666667,24596.666666666668,40.84444444444444,286.8111111111112,30641.64444444445,0.484044316881245,4320,0.048319337580952,0.0135308467542044,0.4523003946585083,0.0
event_triggered,180,96.08333333333331,9608.333333333334,40.84444444444444,136.92777777777778,15653.31111111111,0.1891205536539292,4320,0.0874052603593582,0.0633604718830179,0.4459935006466435,0.0
none,180,0.0,0.0,40.84444444444444,40.84444444444444,6044.977777777778,0.0,4320,0.1882388436605491,0.1783539815708171,0.5059272882506686,2.0
periodic,180,83.37777777777778,8337.777777777777,40.84444444444444,124.22222222222224,14382.755555555555,0.1640929677303264,4320,0.1386553280248088,0.1308766533351399,0.4459935006466435,0.0
