dominant_probability,q,entropy
0.16666666666666666,0.5,1.0
0.17129422718808193,0.5,0.999967786043383
0.1759217877094972,0.5,0.9998725153570546
0.18054934823091245,0.5,0.9997161386791168
0.18517690875232773,0.5,0.9995004753246997
0.189804469273743,0.5,0.999227224474116
0.19443202979515828,0.5,0.9988979752260311
0.19905959031657355,0.5,0.9985142155763194
0.20368715083798883,0.5,0.9980773404591409
0.2083147113594041,0.5,0.9975886589666781
0.21294227188081938,0.5,0.9970494008472731
0.21756983240223463,0.5,0.9964607223676588
0.2221973929236499,0.5,0.9958237116131958
0.22682495344506517,0.5,0.995139393290057
0.23145251396648045,0.5,0.994408733084864
0.2360800744878957,0.5,0.9936326416300897
0.24070763500931097,0.5,0.9928119781174088
0.24533519553072625,0.5,0.9919475535959286
0.24996275605214152,0.5,0.9910401339877195
0.2545903165735568,0.5,0.9900904428491671
0.25921787709497207,0.5,0.9890991639033144
0.26384543761638735,0.5,0.9880669433654531
0.2684729981378026,0.5,0.9869943920816716
0.2731005586592179,0.5,0.9858820874978859
0.2777281191806331,0.5,0.9847305754749338
0.28235567970204845,0.5,0.9835403719636308
0.28698324022346366,0.5,0.9823119645522117
0.291610800744879,0.5,0.981045813897263
0.2962383612662942,0.5,0.9797423550481204
0.3008659217877095,0.5,0.9784019986736792
0.30549348230912476,0.5,0.9770251321996651
0.31012104283054004,0.5,0.9756121208636267
0.3147486033519553,0.5,0.9741633086941897
0.3193761638733706,0.5,0.9726790194204912
0.32400372439478586,0.5,0.9711595573171417
0.32863128491620114,0.5,0.9696052079895627
0.3332588454376164,0.5,0.9680162391040998
0.33788640595903163,0.5,0.9663929010668951
0.34251396648044696,0.5,0.9647354276551567
0.3471415270018622,0.5,0.9630440366041149
0.3517690875232775,0.5,0.9613189301526819
0.35639664804469273,0.5,0.95956029555054
0.361024208566108,0.5,0.9577683055291678
0.3656517690875233,0.5,0.9559431187390719
0.37027932960893856,0.5,0.9540848801553079
0.37490689013035383,0.5,0.9521937214531897
0.3795344506517691,0.5,0.9502697613559138
0.3841620111731844,0.5,0.9483131059556897
0.3887895716945996,0.5,0.9463238490098135
0.39341713221601493,0.5,0.9443020722130036
0.39804469273743015,0.5,0.942247845447208
0.4026722532588455,0.5,0.9401612270099653
0.4072998137802607,0.5,0.938042263822332
0.41192737430167603,0.5,0.9358909916172656
0.41655493482309125,0.5,0.9337074351092929
0.4211824953445066,0.5,0.9314916081462077
0.4258100558659218,0.5,0.9292435138434603
0.43043761638733713,0.5,0.9269631447018393
0.43506517690875235,0.5,0.924650482708988
0.43969273743016757,0.5,0.9223054994252207
0.4443202979515829,0.5,0.9199281560540653
0.4489478584729981,0.5,0.9175184034978899
0.45357541899441345,0.5,0.9150761823989245
0.45820297951582867,0.5,0.9126014231659461
0.462830540037244,0.5,0.9100940459868284
0.4674581005586592,0.5,0.9075539608271385
0.47208566108007455,0.5,0.9049810674148924
0.47671322160148977,0.5,0.9023752552115536
0.4813407821229051,0.5,0.8997364033693115
0.4859683426443203,0.5,0.8970643806746285
0.49059590316573565,0.5,0.894359045478014
0.49522346368715087,0.5,0.8916202456099311
0.4998510242085661,0.5,0.8888478182827052
0.5044785847299814,0.5,0.8860415899782595
0.5091061452513966,0.5,0.883201376321461
0.513733705772812,0.5,0.8803269819388146
0.5183612662942272,0.5,0.8774182003021954
0.5229888268156425,0.5,0.8744748135572764
0.5276163873370577,0.5,0.8714965923362398
0.5322439478584731,0.5,0.8684832955543318
0.5368715083798883,0.5,0.8654346701897502
0.5414990689013036,0.5,0.8623504510463142
0.5461266294227188,0.5,0.8592303604983086
0.5507541899441342,0.5,0.8560741082168163
0.5553817504655494,0.5,0.8528813908768182
0.5600093109869646,0.5,0.8496518918442468
0.5646368715083799,0.5,0.846385280842122
0.5692644320297952,0.5,0.8430812135948251
0.5738919925512105,0.5,0.8397393314494678
0.5785195530726257,0.5,0.8363592609732498
0.583147113594041,0.5,0.8329406135255789
0.5877746741154563,0.5,0.8294829848036591
0.5924022346368716,0.5,0.8259859543601081
0.5970297951582868,0.5,0.8224490850910801
0.6016573556797021,0.5,0.8188719226932256
0.6062849162011174,0.5,0.8152539950876914
0.6109124767225326,0.5,0.8115948118092082
0.6155400372439479,0.5,0.8078938633581687
0.6201675977653631,0.5,0.8041506205134015
0.6247951582867785,0.5,0.800364533603182
0.6294227188081937,0.5,0.7965350317317896
0.634050279329609,0.5,0.792661521958714
0.6386778398510242,0.5,0.7887433884273573
0.6433054003724396,0.5,0.7847799914398046
0.6479329608938548,0.5,0.7807706664739534
0.6525605214152701,0.5,0.7767147231389439
0.6571880819366853,0.5,0.7726114440644992
0.6618156424581007,0.5,0.7684600837193785
0.6664432029795159,0.5,0.7642598671537005
0.6710707635009311,0.5,0.7600099886594456
0.6756983240223464,0.5,0.7557096103428856
0.6803258845437616,0.5,0.7513578606021188
0.684953445065177,0.5,0.7469538325022389
0.6895810055865922,0.5,0.7424965820399422
0.6942085661080075,0.5,0.7379851262885655
0.6988361266294227,0.5,0.7334184414136815
0.703463687150838,0.5,0.7287954605483471
0.7080912476722533,0.5,0.7241150715160143
0.7127188081936685,0.5,0.7193761143878584
0.7173463687150838,0.5,0.7145773788598697
0.7219739292364991,0.5,0.7097176014335134
0.7266014897579144,0.5,0.704795462381966
0.7312290502793296,0.5,0.6998095824819702
0.7358566108007449,0.5,0.6947585194890864
0.7404841713221602,0.5,0.6896407643315882
0.7451117318435755,0.5,0.6844547369953397
0.7497392923649907,0.5,0.6791987820687472
0.754366852886406,0.5,0.6738711639130941
0.7589944134078213,0.5,0.6684700614193422
0.7636219739292365,0.5,0.6629935623075536
0.7682495344506518,0.5,0.6574396569195181
0.772877094972067,0.5,0.6518062314486847
0.7775046554934824,0.5,0.6460910605440722
0.7821322160148976,0.5,0.6402917992162108
0.7867597765363129,0.5,0.6344059739631734
0.7913873370577281,0.5,0.6284309730231424
0.7960148975791435,0.5,0.6223640356463549
0.8006424581005587,0.5,0.6162022402634066
0.805270018621974,0.5,0.6099424914081703
0.8098975791433892,0.5,0.603581505231593
0.8145251396648046,0.5,0.5971157934165109
0.8191527001862198,0.5,0.5905416452726464
0.823780260707635,0.5,0.5838551077539578
0.8284078212290503,0.5,0.5770519630961636
0.8330353817504655,0.5,0.5701277037189252
0.8376629422718809,0.5,0.5630775039726172
0.8422905027932961,0.5,0.5558961882311579
0.8469180633147114,0.5,0.5485781947365328
0.8515456238361266,0.5,0.5411175344828569
0.856173184357542,0.5,0.5335077442822718
0.8608007448789572,0.5,0.5257418329739924
0.8654283054003725,0.5,0.5178122195112477
0.8700558659217877,0.5,0.5097106613753412
0.8746834264432031,0.5,0.5014281714034292
0.8793109869646183,0.5,0.4929549206525712
0.8839385474860335,0.5,0.4842801243235311
0.8885661080074488,0.5,0.47539190698764855
0.8931936685288641,0.5,0.46627714233385453
0.8978212290502794,0.5,0.45692126128904853
0.9024487895716946,0.5,0.44730802053169944
0.9070763500931099,0.5,0.4374192209236537
0.9117039106145252,0.5,0.4272343619445846
0.9163314711359405,0.5,0.4167302133990877
0.9209590316573557,0.5,0.4058802788212886
0.925586592178771,0.5,0.3946541150968178
0.9302141527001863,0.5,0.38301645820795827
0.9348417132216016,0.5,0.3709260829740519
0.9394692737430168,0.5,0.3583342906237284
0.944096834264432,0.5,0.34518286400270454
0.9487243947858474,0.5,0.331401241730388
0.9533519553072626,0.5,0.31690251242282325
0.9579795158286779,0.5,0.30157756436604216
0.9626070763500931,0.5,0.28528623233379846
0.9672346368715085,0.5,0.2678433108415063
0.9718621973929237,0.5,0.2489952462022081
0.976489757914339,0.5,0.2283785620612548
0.9811173184357542,0.5,0.20543871657256293
0.9857448789571696,0.5,0.17925050659295758
0.9903724394785848,0.5,0.14803682885649966
0.995,0.5,0.10735553731662144
0.16666666666666666,1.0,1.0
0.17129422718808193,1.0,0.9999572883902028
0.1759217877094972,1.0,0.9998303741633041
0.18054934823091245,1.0,0.9996210123154081
0.18517690875232773,1.0,0.9993308627820281
0.189804469273743,1.0,0.9989614974836575
0.19443202979515828,1.0,0.9985144066820087
0.19905959031657355,1.0,0.9979910047289373
0.20368715083798883,1.0,0.9973926352786375
0.2083147113594041,1.0,0.9967205760240596
0.21294227188081938,1.0,0.9959760430103595
0.21756983240223463,1.0,0.9951601945713157
0.2221973929236499,1.0,0.9942741349287691
0.22682495344506517,1.0,0.9933189174901349
0.23145251396648045,1.0,0.9922955478747434
0.2360800744878957,1.0,0.9912049866960688
0.24070763500931097,1.0,0.990048152123723
0.24533519553072625,1.0,0.9888259222463319
0.24996275605214152,1.0,0.9875391372540192
0.2545903165735568,1.0,0.9861886014571378
0.25921787709497207,1.0,0.9847750851560747
0.26384543761638735,1.0,0.9832993263753582
0.2684729981378026,1.0,0.9817620324739148
0.2731005586592179,1.0,0.9801638816420702
0.2777281191806331,1.0,0.9785055242948404
0.28235567970204845,1.0,0.9767875843700711
0.28698324022346366,1.0,0.9750106605391642
0.291610800744879,1.0,0.97317532733736
0.2962383612662942,1.0,0.971282136219889
0.3008659217877095,1.0,0.9693316165497046
0.30549348230912476,1.0,0.967324276521987
0.31012104283054004,1.0,0.9652606040301187
0.3147486033519553,1.0,0.9631410674774261
0.3193761638733706,1.0,0.9609661165385851
0.32400372439478586,1.0,0.958736182874253
0.32863128491620114,1.0,0.9564516808021775
0.3332588454376164,1.0,0.9541130079277594
0.33788640595903163,1.0,0.9517205457367875
0.34251396648044696,1.0,0.9492746601528408
0.3471415270018622,1.0,0.9467757020616494
0.3517690875232775,1.0,0.9442240078045091
0.35639664804469273,1.0,0.9416198996426856
0.361024208566108,1.0,0.938963686194582
0.3656517690875233,1.0,0.9362556628473043
0.37027932960893856,1.0,0.9334961121441311
0.37490689013035383,1.0,0.9306853041492716
0.3795344506517691,1.0,0.9278234967911997
0.3841620111731844,1.0,0.9249109361857363
0.3887895716945996,1.0,0.9219478569399737
0.39341713221601493,1.0,0.918934482438049
0.39804469273743015,1.0,0.9158710251096928
0.4026722532588455,1.0,0.9127576866824127
0.4072998137802607,1.0,0.9095946584181029
0.41192737430167603,1.0,0.9063821213348127
0.41655493482309125,1.0,0.9031202464143466
0.4211824953445066,1.0,0.8998091947963188
0.4258100558659218,1.0,0.8964491179592361
0.43043761638733713,1.0,0.8930401578891378
0.43506517690875235,1.0,0.8895824472362768
0.43969273743016757,1.0,0.8860761094602855
0.4443202979515829,1.0,0.8825212589642372
0.4489478584729981,1.0,0.8789180012179775
0.45357541899441345,1.0,0.8752664328710568
0.45820297951582867,1.0,0.8715666418555811
0.462830540037244,1.0,0.867818707479255
0.4674581005586592,1.0,0.8640227005088627
0.47208566108007455,1.0,0.8601786832444146
0.47671322160148977,1.0,0.8562867095841539
0.4813407821229051,1.0,0.8523468250805919
0.4859683426443203,1.0,0.8483590669877203
0.49059590316573565,1.0,0.8443234642995215
0.49522346368715087,1.0,0.8402400377798814
0.4998510242085661,1.0,0.8361087999839736
0.5044785847299814,1.0,0.8319297552711794
0.5091061452513966,1.0,0.8277028998095713
0.513733705772812,1.0,0.8234282215719699
0.5183612662942272,1.0,0.8191057003235731
0.5229888268156425,1.0,0.8147353076011129
0.5276163873370577,1.0,0.8103170066834965
0.5322439478584731,1.0,0.8058507525538529
0.5368715083798883,1.0,0.8013364918528825
0.5414990689013036,1.0,0.7967741628233943
0.5461266294227188,1.0,0.7921636952458838
0.5507541899441342,1.0,0.7875050103649788
0.5553817504655494,1.0,0.7827980208065655
0.5600093109869646,1.0,0.7780426304853687
0.5646368715083799,1.0,0.7732387345027425
0.5692644320297952,1.0,0.7683862190343927
0.5738919925512105,1.0,0.7634849612077267
0.5785195530726257,1.0,0.7585348289684939
0.583147113594041,1.0,0.7535356809363458
0.5877746741154563,1.0,0.74848736624891
0.5924022346368716,1.0,0.7433897243939335
0.5970297951582868,1.0,0.7382425850290184
0.6016573556797021,1.0,0.7330457677884173
0.6062849162011174,1.0,0.7277990820763242
0.6109124767225326,1.0,0.7225023268460383
0.6155400372439479,1.0,0.7171552903643313
0.6201675977653631,1.0,0.7117577499602897
0.6247951582867785,1.0,0.7063094717578448
0.6294227188081937,1.0,0.7008102103911354
0.634050279329609,1.0,0.6952597087017824
0.6386778398510242,1.0,0.6896576974170703
0.6433054003724396,1.0,0.6840038948079536
0.6479329608938548,1.0,0.6782980063257146
0.6525605214152701,1.0,0.6725397242159956
0.6571880819366853,1.0,0.6667287271088306
0.6618156424581007,1.0,0.6608646795831725
0.6664432029795159,1.0,0.6549472317042973
0.6710707635009311,1.0,0.6489760185323091
