application,controller,service_loss,operator_minutes
commercial,combined_generalized_entropic_crossfit,2.815565871806415,16.14889641695709
commercial,kpi_confidence_crossfit,2.840986734048254,15.544015805406298
humanitarian,combined_generalized_entropic_crossfit,2.8412575629190995,16.759141982708613
humanitarian,kpi_confidence_crossfit,2.8667414830238465,16.40801514066584
utility_restoration,combined_generalized_entropic_crossfit,3.4119625190782776,16.56886433215096
utility_restoration,kpi_confidence_crossfit,3.4233821557325004,16.407683644387685
