accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,estimator_target,event_count,event_ledger_scope,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,policy_delegation_abstain,policy_delegation_defer,policy_delegation_diversity,policy_delegation_escalate_operator,policy_delegation_execute_autonomously,primary_distributed_state_error,primary_distributed_state_error_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_compute_microseconds_per_evaluation,trigger_compute_seconds,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
236,frozen_local_rule,358,52,0.41269895202852497,humanitarian,116628,95,134,0,5431,95,0,2026-08-17T06:20:25.723670+00:00,large,52.0,True,high,85983.28178468357,317,20,98662,1282004,181.85413102952768,156,156,1.0,0.047612156131540774,275,17966,uint8_simplex,8812406,pooled_current_private_evidence_pre_exchange,233605,dynamic_delta,136,0.8717948717948718,102459,high,3915632,109019,134,100,1040,private_fragmented,3,1.1084466677857563e-12,15.0,75.0,0.09615384615384616,22.759615384615383,0.0003127356530299406,379.40830193744785,high,0,-32.524319450151985,0.06711213264219408,244346,1040,30,274,0,236,0.17823392281727446,0.10604247237008058,0.11648706654714812,33,375,4,274,358,0.057362144386867424,0.11121414114525861,True,665,2072504,7.062227474606695,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-high-high-high-small_world-private_fragmented-8812406-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,174637.41971641805,102,0,2591496,431916,0,3671286,647874,hysteresis_repair_pilot_v3,884,0,2026-08-17T06:19:50.057053+00:00,8dcc92a6a868ab6aa9182a379de946914d5e36655c2f8a147509159aa81322c8,12,small_world,244346,1040,107979,1.0,1040,695.7007674477959,0.7235287981457077,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",4421.735989871062,,,,,,,,
236,frozen_local_rule,358,52,0.41269895202852497,humanitarian,105446,95,134,0,4899,95,0,2026-08-17T06:20:40.463250+00:00,large,52.0,True,high,85983.28178468357,317,20,89420,1161338,181.85413102952768,156,156,1.0,0.04770243448057026,275,16026,uint8_simplex,8812406,pooled_current_private_evidence_pre_exchange,213181,dynamic_delta,136,0.8717948717948718,92846,high,3570818,98878,134,100,1040,private_fragmented,3,1.1084466677857563e-12,15.0,90.0,0.09615384615384616,25.096153846153847,0.0003125353907781588,379.40830193744785,high,0,-32.524319450151985,0.06741124597187793,244326,1040,30,273,0,236,0.17823392281727446,0.10637547041030819,0.11812593383248322,33,376,4,273,358,0.0575568402262241,0.11121414114525861,True,664,1878942,7.062227474606695,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-high-high-high-small_world-private_fragmented-8812406-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule,generalized_information,174637.41971641805,102,0,2348112,391352,0,3326492,587028,hysteresis_repair_pilot_v3,884,0,2026-08-17T06:20:07.824316+00:00,8dcc92a6a868ab6aa9182a379de946914d5e36655c2f8a147509159aa81322c8,12,small_world,244326,1040,97838,0.9028846153846154,939,688.8424212565252,0.7163961181067862,51c1900045ef,1040,"{'below_threshold': 97, 'generalized_information_continuation': 701, 'hysteresis_wait': 4, 'initial_reference': 156, 'maximum_silence': 82}",4421.735989871062,,,,,,,,
236,frozen_local_rule,358,52,0.41269895202852497,humanitarian,102336,95,134,0,4785,95,0,2026-08-17T06:20:41.661773+00:00,large,52.0,True,high,85983.28178468357,317,20,86863,1127508,181.85413102952768,156,156,1.0,0.04768464687038611,275,15473,uint8_simplex,8812406,pooled_current_private_evidence_pre_exchange,207514,dynamic_delta,136,0.8717948717948718,90193,high,3475572,96076,134,100,1040,private_fragmented,3,1.1084466677857563e-12,15.0,90.0,0.09615384615384616,25.58653846153846,0.00031241097277839223,379.40830193744785,high,0,-32.524319450151985,0.06749409182156312,244348,1040,30,272,0,236,0.17823392281727446,0.10625120440998892,0.11812593383248322,33,377,4,272,358,0.057589369345974604,0.11121414114525861,True,663,1825834,7.062227474606695,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-high-high-high-small_world-private_fragmented-8812406-generalized_information-f885a39c000a-uint8_simplex-frozen_local_rule,generalized_information,174637.41971641805,102,0,2280864,380144,0,3231224,570216,hysteresis_repair_pilot_v3,884,0,2026-08-17T06:20:09.274715+00:00,8dcc92a6a868ab6aa9182a379de946914d5e36655c2f8a147509159aa81322c8,12,small_world,244348,1040,95036,0.875,910,686.3523865691744,0.7138064820319414,f885a39c000a,1040,"{'below_threshold': 94, 'generalized_information_continuation': 650, 'hysteresis_wait': 36, 'initial_reference': 156, 'maximum_silence': 104}",4421.735989871062,,,,,,,,
238,frozen_local_rule,360,52,0.41253036207358523,humanitarian,89236,93,137,0,4155,93,0,2026-08-17T06:20:49.146199+00:00,large,52.0,True,high,87199.6072820698,317,20,75445,981988,178.410828612403,156,156,1.0,0.0479606189724964,275,13791,uint8_simplex,8812406,pooled_current_private_evidence_pre_exchange,182999,dynamic_delta,136,0.8717948717948718,78449,high,3055194,83711,137,100,1040,private_fragmented,3,1.3358203432289883e-12,15.0,90.0,0.09615384615384616,29.66826923076923,0.00031475895225875606,374.32943575740893,high,0,-33.08421821346108,0.06714858078369268,244380,1040,30,273,0,238,0.17823392281727446,0.1050692719821866,0.11630340937917903,33,374,4,273,360,0.05755459987809454,0.11121414114525861,True,666,1583142,7.561728618707807,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-high-high-high-small_world-private_fragmented-8812406-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,177444.91544871576,99,0,1984104,330684,0,2810814,496026,hysteresis_repair_pilot_v3,884,0,2026-08-17T06:20:19.646941+00:00,8dcc92a6a868ab6aa9182a379de946914d5e36655c2f8a147509159aa81322c8,12,small_world,244380,1040,82671,0.7701923076923077,801,703.782409926554,0.7319337063236162,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 687, 'maximum_silence': 197}",4485.7175871167,,,,,,,,
243,frozen_local_rule,365,52,0.412803197793894,humanitarian,0,97,138,0,0,97,0,2026-08-17T06:20:07.843189+00:00,large,52.0,True,high,87055.02323114827,317,20,0,0,184.77370957047938,156,156,1.0,0.10580835428537982,275,0,uint8_simplex,8812406,pooled_current_private_evidence_pre_exchange,18328,dynamic_delta,135,0.8653846153846154,0,high,244471,1040,138,100,1040,private_fragmented,3,3.979039320256561e-13,15.0,0.0,0.19230769230769232,0.0,0.0,390.1395482970807,high,0,-32.15658373826758,0.07731980948678868,244471,1040,30,274,0,243,0.19022896024620384,0.11611394655616454,0.12836388373233135,33,368,4,274,365,0.09156408188608425,0.14010047340985782,True,672,0,7.452899706503058,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-high-high-high-small_world-private_fragmented-8812406-none-806ed450405e-uint8_simplex-frozen_local_rule,none,172772.38790788132,104,0,0,0,0,0,0,hysteresis_repair_pilot_v3,0,0,2026-08-17T06:20:00.700007+00:00,8dcc92a6a868ab6aa9182a379de946914d5e36655c2f8a147509159aa81322c8,12,small_world,244471,1040,0,0.0,0,32.081581817832415,0.033364845090545714,806ed450405e,1040,{'disabled': 1040},4387.4528066359735,,,,,,,,
322,frozen_local_rule,541,52,0.41400053552247784,humanitarian,260379,126,191,0,18094,126,0,2026-08-17T06:19:03.150432+00:00,large,52.0,True,medium,81641.58909937782,386,20,230396,1240354,182.5238077061334,141,141,1.0,0.05741949418377063,24,29983,uint8_simplex,8812405,pooled_current_private_evidence_pre_exchange,507255,dynamic_delta,103,0.6602564102564102,244497,medium,8731213,253802,191,100,387,private_fragmented,3,3.126388037344441e-13,15.0,75.0,0.5319148936170213,14.278846153846153,0.00020990535352057103,544.4226207064493,low,0,-29.324502873610975,0.06353525599864121,119115,505,30,77,0,322,0.18494858705960024,0.11170951164879687,0.1252873749235699,15,122,4,77,826,0.060477375091205925,0.11315396575869094,True,633,6593110,6.395989460502135,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812405-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,always_on,157720.31259097214,107,0,6079128,1013188,0,8612098,1519782,hysteresis_repair_pilot_v3,884,0,2026-08-17T06:17:48.513771+00:00,f3500cc46e2b44f0233645a609b98c94678c99916cdf22af49eaf11e00ac9ac3,11,random_geometric,119115,505,253297,1.0,1040,715.3150338406424,0.7439276351942681,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",4031.1504653685984,,,,,,,,
321,frozen_local_rule,541,52,0.41396906262097327,humanitarian,233689,123,193,0,16294,123,0,2026-08-17T06:18:58.526251+00:00,large,52.0,True,medium,81640.60341953537,386,20,206759,1113262,180.29490581119686,141,141,1.0,0.05779389123377014,24,26930,uint8_simplex,8812405,pooled_current_private_evidence_pre_exchange,456926,dynamic_delta,103,0.6602564102564102,219427,medium,7847539,227811,193,100,387,private_fragmented,3,1.7053025658242404e-13,15.0,75.0,0.6382978723404256,17.048076923076923,0.0002085938389380363,521.5787388323114,low,0,-29.412697997582505,0.0634787263398997,119135,505,30,77,0,321,0.18494858705960024,0.11139084899929177,0.1262614310197452,15,122,4,77,826,0.06063630878683493,0.11386052062703148,True,633,5916544,6.395989460502135,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812405-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule,generalized_information,157959.35572777656,105,0,5455344,909224,0,7728404,1363836,hysteresis_repair_pilot_v3,884,0,2026-08-17T06:17:49.543004+00:00,f3500cc46e2b44f0233645a609b98c94678c99916cdf22af49eaf11e00ac9ac3,11,random_geometric,119135,505,227306,0.8980769230769231,934,724.4983103681499,0.7534782427828759,51c1900045ef,1040,"{'below_threshold': 96, 'generalized_information_continuation': 691, 'hysteresis_wait': 10, 'initial_reference': 156, 'maximum_silence': 87}",4047.002855554112,,,,,,,,
317,frozen_local_rule,540,52,0.41380125283420605,humanitarian,226073,124,188,0,15761,124,0,2026-08-17T06:18:55.773741+00:00,large,52.0,True,medium,81870.64287025572,385,20,200025,1078140,181.43361719044,141,141,1.0,0.0573848037197304,24,26048,uint8_simplex,8812405,pooled_current_private_evidence_pre_exchange,442564,dynamic_delta,103,0.6602564102564102,212223,medium,7594377,220371,188,100,386,private_fragmented,3,8.260059303211165e-14,15.0,75.0,0.6382978723404256,17.495192307692307,0.00020906857895657647,511.8005650139568,low,0,-29.414035524413034,0.06335430130707945,118899,504,30,77,0,317,0.18494858705960024,0.11037239779660649,0.12503570534671898,15,122,4,77,826,0.06036955251340492,0.11315396575869094,True,632,5722710,6.395989460502135,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812405-generalized_information-f885a39c000a-uint8_simplex-frozen_local_rule,generalized_information,157881.43461226736,106,0,5276808,879468,0,7475478,1319202,hysteresis_repair_pilot_v3,884,0,2026-08-17T06:17:51.357121+00:00,f3500cc46e2b44f0233645a609b98c94678c99916cdf22af49eaf11e00ac9ac3,11,random_geometric,118899,504,219867,0.8711538461538462,906,689.9584542015174,0.717556792369578,f885a39c000a,1040,"{'below_threshold': 94, 'generalized_information_continuation': 645, 'hysteresis_wait': 40, 'initial_reference': 156, 'maximum_silence': 105}",4034.144501547015,,,,,,,,
318,frozen_local_rule,543,52,0.41476870739035127,humanitarian,191813,126,188,0,13280,126,0,2026-08-17T06:18:54.689244+00:00,large,52.0,True,medium,83773.25308140974,385,20,169487,911812,183.47621356225127,141,141,1.0,0.05765965302964882,25,22326,uint8_simplex,8812405,pooled_current_private_evidence_pre_exchange,377773,dynamic_delta,103,0.6602564102564102,179830,medium,6453250,186803,188,100,388,private_fragmented,3,2.8421709430404007e-13,15.0,90.0,0.5319148936170213,20.48076923076923,0.00020983390576920886,529.1752108173135,low,0,-29.73871563029285,0.06355468742717561,119118,505,30,76,0,318,0.18494858705960024,0.10957435509778013,0.12415021033307913,16,123,4,76,825,0.060607170228412215,0.11314388203215923,True,635,4850746,6.395989460502135,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812405-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,kpi_change,159708.9291895855,108,0,4471152,745192,0,6334132,1117788,hysteresis_repair_pilot_v3,884,0,2026-08-17T06:17:58.065502+00:00,f3500cc46e2b44f0233645a609b98c94678c99916cdf22af49eaf11e00ac9ac3,11,random_geometric,119118,505,186298,0.7336538461538461,763,692.0551961789338,0.7197374040260911,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 658, 'maximum_silence': 226}",4077.691573817965,,,,,,,,
308,frozen_local_rule,535,52,0.41559747755084187,humanitarian,0,124,180,0,0,124,0,2026-08-17T06:17:56.653287+00:00,large,52.0,True,medium,82003.96518158755,382,20,0,0,185.44493572787638,141,141,1.0,0.10605415050058077,27,0,uint8_simplex,8812405,pooled_current_private_evidence_pre_exchange,16442,dynamic_delta,102,0.6538461538461539,0,medium,118662,503,180,100,385,private_fragmented,3,4.547473508864641e-13,15.0,0.0,0.425531914893617,0.0,0.0,497.95851890301003,low,0,-29.765654426293224,0.07284996585626435,118662,503,30,78,0,308,0.1867376695873213,0.12457691439117866,0.14567418344689056,16,121,4,78,825,0.08945205817842257,0.1524208501028473,True,629,0,4.5,0,v8-hysteresis_repair_pilot_v3-humanitarian-large-medium-medium-low-random_geometric-private_fragmented-8812405-none-806ed450405e-uint8_simplex-frozen_local_rule,none,159621.3736677447,107,0,0,0,0,0,0,hysteresis_repair_pilot_v3,0,0,2026-08-17T06:17:49.391513+00:00,f3500cc46e2b44f0233645a609b98c94678c99916cdf22af49eaf11e00ac9ac3,11,random_geometric,118662,503,0,0.0,0,33.91542033149073,0.03527203714475036,806ed450405e,1040,{'disabled': 1040},4042.300375175648,,,,,,,,
