family,model,independent_clusters,linear_coefficient,quadratic_coefficient,linear_ci_low,linear_ci_high,quadratic_ci_low,quadratic_ci_high,leave_cluster_out_rmse,full_fit_rmse,aicc_descriptive
small_network,linear,8,0.0029084469964889203,0.0,4.1969445207529064e-05,0.006777515985008639,0.0,0.0,0.0019253355516831066,0.0017077781050756926,-303.7011629597748
small_network,quadratic,8,0.0,0.006036289038051105,0.0,0.0,7.47687565362811e-05,0.014041134392639442,0.0019370753202498786,0.0017192099704648367,-303.3809216505087
small_network,linear_plus_quadratic,8,0.00289327364626162,3.308474861591528e-05,-0.0007228578378615156,0.009271425231103917,-0.01331777273372389,0.013620224657495246,0.001951746026913981,0.0017077777735497333,-301.3115618882647
collective_network,linear,32,0.0019207116961869448,0.0,-0.018697626766307433,0.022727846784242372,0.0,0.0,0.02050609922745028,0.019940017307674984,-749.6425629290436
collective_network,quadratic,32,0.0,0.005473476106595774,0.0,0.0,-0.03532868081878754,0.048068156033935494,0.020429804974901194,0.01993290705746572,-749.7110388723754
collective_network,linear_plus_quadratic,32,-0.01217657347904651,0.03073844135953159,-0.061855440857420764,0.03596433238433033,-0.04176698208438664,0.10686871718739564,0.020557928152440137,0.01991549289767638,-747.7923717579068
