model,response_layer,training_rows,heldout_rows,training_penalized_log_loss_sum,heldout_log_loss,field_coefficient,neighbor_coefficient,belief_persistence_coefficient,action_persistence_coefficient,option_order_coefficient,latent_mapping_coefficient,prompt_paraphrase_coefficient
kinetic_logistic,belief,424,152,25.65146833462597,0.13652381940835095,8.320957110824276,2.257967438632254,11.85417736713881,-9.149927448779518,-0.8915158660438087,-1.8936618690591795,1.8913162597024187
nonlinear_additive,belief,424,152,25.509374143522592,0.13689011343687552,8.381093680281225,2.295259406015784,11.914216056048597,-9.19771402727528,-0.8938760305305055,-1.9217519037499213,1.919796275222263
persistence_interaction,belief,424,152,23.28674753060451,0.1382294244056124,11.835942712813742,2.809767598758098,13.981764295307654,-11.047544994766984,-0.9793429178160298,-2.1068152378443363,2.107159392492052
kinetic_logistic,action,424,152,71.8613437064549,0.23177144824309048,2.053802381235725,0.23091571295274388,7.368624025297404,4.918603331539613,0.08690310995881924,-1.9523311453049124,1.9520860326877292
nonlinear_additive,action,424,152,71.4311402490096,0.2321107523610891,2.0571261259781988,0.26922769934749785,7.391584519027529,4.941777154786113,0.09176299172965063,-1.9479286225024075,1.9477029491893478
persistence_interaction,action,424,152,70.59542139121908,0.22313729634217347,2.0647258770089514,0.34170125662921425,7.307577618562568,4.837594534374255,0.10370575243212916,-2.045210212846235,2.045593640141937
