panel_id,rank,source_state,target_state,current,state_representation
collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,2,1,4,-6.418476861114186e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,3,0,2,5.374932270096888e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,4,3,4,-5.0306980803327406e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,5,5,7,-3.1712913545201005e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,6,4,7,3.0357660829594124e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,7,0,5,-2.984266479766351e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,1,0,2,-3.6908952456837785e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,2,5,6,-2.445960101127298e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,3,2,5,-2.246466901389965e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,4,3,4,-7.632783294297951e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,5,1,6,6.505213034913027e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,6,1,4,4.163336342344337e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,1,6,8,1.0651202142497596e-15,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,2,3,6,6.088879400678593e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,3,3,7,-5.761450344587971e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,4,4,7,4.2869353900076845e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,5,5,8,-2.463307335887066e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,6,2,4,2.1320835721927445e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,7,0,2,7.775762455794477e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,8,0,1,6.678007756152904e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,1,3,4,3.226585665316861e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,2,4,6,-1.5612511283791264e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,3,0,3,-4.5102810375396984e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,4,5,6,-2.6129272356900657e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,5,1,2,1.6628950820496424e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,6,2,5,-4.716279450311944e-18,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,1,4,6,-7.122733934779302e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,2,1,6,5.551115123125783e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,3,0,4,-3.937585121242121e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,4,1,5,-2.336455681706262e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,5,3,8,1.3704315460216776e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,6,2,3,-1.249000902703301e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,7,5,7,-1.1514227071796057e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,8,7,8,-1.0234868508263162e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,1,2,5,-9.228728892196614e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,2,3,6,5.183028485566954e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,3,0,3,3.146625755096055e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,4,4,5,-2.0426368929626904e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,5,4,6,1.8431436932253575e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,6,0,1,-9.306520398072449e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.20_forward,1,3,4,-3.634245682171411e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.20_forward,2,0,2,-1.6588293239028218e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.20_forward,3,0,1,-9.042246118529107e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.20_forward,4,2,4,3.165870343657673e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.20_transpose,1,1,3,7.580741590018647e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.20_transpose,2,3,4,5.837344496661956e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.20_transpose,3,2,4,-2.9891453895425357e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.20_transpose,4,0,2,-8.771195575407731e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.50_forward,1,1,3,-5.043708506402567e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.50_forward,2,2,3,4.0592529337857286e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.50_forward,3,0,1,-1.5785983631388945e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.50_transpose,1,1,3,7.580741590018647e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.50_transpose,2,3,4,5.837344496661956e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.50_transpose,3,2,4,-2.9891453895425357e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.50_transpose,4,0,2,-8.771195575407731e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.80_forward,1,1,3,-5.043708506402567e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.80_forward,2,2,3,4.0592529337857286e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.80_forward,3,0,1,-1.5785983631388945e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.80_transpose,1,1,3,7.580741590018647e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.80_transpose,2,3,4,5.837344496661956e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.80_transpose,3,2,4,-2.9891453895425357e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.50_g1_a0.80_transpose,4,0,2,-8.771195575407731e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.00_reciprocal,1,0,2,-2.5847379792054426e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.00_reciprocal,2,2,3,-1.1232334506949826e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.00_reciprocal,3,1,3,-5.0306980803327406e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.20_forward,1,0,3,2.7929047963226594e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.20_forward,2,1,2,1.3097162243624894e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.20_forward,3,2,3,-6.071532165918825e-18,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.20_transpose,1,2,3,2.5153490401663703e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.20_transpose,2,0,1,9.334980705100193e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.20_transpose,3,0,3,-9.194034422677078e-17,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.50_forward,1,2,3,-6.505213034913027e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.50_forward,2,0,3,5.449200118912145e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.50_forward,3,1,2,-5.2562121322097255e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.50_transpose,1,0,1,-6.938893903907228e-18,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.80_forward,1,2,3,-6.505213034913027e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.80_forward,2,0,3,5.449200118912145e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.80_forward,3,1,2,-5.2562121322097255e-16,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g0_a0.80_transpose,1,0,1,-6.938893903907228e-18,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g1_a0.00_reciprocal,1,0,1,-2.6020852139652106e-18,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g1_a0.20_forward,1,0,1,-2.6020852139652106e-18,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g1_a0.50_forward,1,0,1,-2.6020852139652106e-18,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g1_a0.80_forward,1,0,2,-0.00666851903306482,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g1_a0.80_forward,2,1,2,0.006668519033064731,predeclared_macrostate
collective_n16_ring_k0.35_t0.85_g1_a0.80_forward,3,0,1,0.006668519033064543,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.00_reciprocal,1,7,8,-2.706168622523819e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.00_reciprocal,2,4,7,-1.2836953722228372e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.00_reciprocal,3,5,8,1.205632815803881e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.00_reciprocal,4,2,6,1.0828469197698976e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.00_reciprocal,5,0,2,8.294146619514109e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.00_reciprocal,6,3,8,-4.163336342344337e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.00_reciprocal,7,1,5,3.491130995403324e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.00_reciprocal,8,1,6,4.445228907190568e-18,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_forward,1,1,5,3.86843335142828e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_forward,2,2,3,3.467278547608643e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_forward,3,2,5,-3.3480163086352377e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_forward,4,4,5,2.740863092043355e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_forward,5,0,3,-1.4457835970094202e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_transpose,1,7,8,6.47051856539349e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_transpose,2,3,7,5.967448757360216e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_transpose,3,5,8,-3.5540147214074835e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_transpose,4,4,7,1.97758476261356e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_transpose,5,2,6,1.9296088164810765e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_transpose,6,0,2,1.7870192901402876e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_transpose,7,1,5,-7.421363870663278e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.20_transpose,8,1,6,-7.211299699744211e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_forward,1,1,4,-4.380176776841438e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_forward,2,3,4,4.128641872824801e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_forward,3,1,2,3.8510861166685117e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_forward,4,0,2,-1.966742740888705e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_transpose,1,4,5,5.235070189846258e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_transpose,2,4,7,-5.0935818063369e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_transpose,3,6,7,4.51461784622964e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_transpose,4,1,5,-4.3621519157238664e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_transpose,5,3,6,2.983724378680108e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_transpose,6,0,1,-1.4157647493587278e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.50_transpose,7,2,6,5.898059818321144e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_forward,1,3,4,1.8908485888147197e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_forward,2,1,2,-1.618713843520858e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_forward,3,0,2,1.4490362035268767e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_forward,4,1,4,1.1709383462843448e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_transpose,1,2,7,2.220446049250313e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_transpose,2,4,5,1.4354836763708079e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_transpose,3,0,1,1.275563855929196e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_transpose,4,1,5,-6.331740687315346e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_transpose,5,3,7,-2.7755575615628914e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g0_a0.80_transpose,6,4,7,2.6020852139652106e-18,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.00_reciprocal,1,0,3,-1.9081958235744878e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.00_reciprocal,2,1,2,1.4094628242311558e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.00_reciprocal,3,1,3,1.214306433183765e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.20_forward,1,1,2,-1.7694179454963432e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.20_forward,2,0,2,-2.0816681711721685e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.20_transpose,1,0,3,2.2638141361497333e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.20_transpose,2,0,2,1.487525380650112e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.20_transpose,3,1,4,5.567378155713065e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.20_transpose,4,1,2,-3.2851325826310784e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.20_transpose,5,3,5,-1.3877787807814457e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.50_forward,1,0,1,3.9898639947466563e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.50_forward,2,1,3,-3.2959746043559335e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.50_forward,3,0,2,-2.461138931542095e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.50_transpose,1,0,3,-5.663872149064275e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.50_transpose,2,1,4,1.7162920390445535e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.50_transpose,3,3,5,1.3877787807814457e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.50_transpose,4,0,2,1.205632815803881e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.50_transpose,5,1,2,-1.3227266504323154e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.80_forward,1,0,1,4.158999533654395e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.80_forward,2,1,3,2.8102520310824275e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.80_forward,3,0,2,-1.687018580387445e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.80_transpose,1,0,3,2.5847379792054426e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.80_transpose,2,1,2,-1.4495783046131194e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.80_transpose,3,3,5,2.7755575615628914e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.80_transpose,4,1,4,-2.7538735181131813e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.50_g1_a0.80_transpose,5,0,2,1.734723475976807e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.00_reciprocal,1,1,2,5.126107871511465e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.00_reciprocal,2,0,1,2.992397996059992e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.00_reciprocal,3,0,3,-5.2366964931049864e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.20_forward,1,1,2,5.126107871511465e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.20_forward,2,0,1,2.992397996059992e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.20_forward,3,0,3,-5.2366964931049864e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.20_transpose,1,1,2,5.126107871511465e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.20_transpose,2,0,1,2.992397996059992e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.20_transpose,3,0,3,-5.2366964931049864e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_forward,1,2,3,2.0643209364124004e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_forward,2,0,1,-9.562663161322149e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_forward,3,1,3,-6.765421556309548e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_forward,4,0,4,-5.637851296924623e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_transpose,1,0,2,-4.536301889679351e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_transpose,2,0,3,2.0556473190325164e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_transpose,3,1,4,-1.7520707107365752e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_transpose,4,3,4,1.6501557065229377e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.50_transpose,5,3,5,2.7755575615628914e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_forward,1,2,3,2.0643209364124004e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_forward,2,0,1,-9.562663161322149e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_forward,3,1,3,-6.765421556309548e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_forward,4,0,4,-5.637851296924623e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_transpose,1,0,2,-3.5561831257524545e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_transpose,2,4,5,-3.095397202446115e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_transpose,3,3,5,2.892651396191326e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_transpose,4,0,3,7.37257477290143e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g0_a0.80_transpose,5,1,4,2.542454094478508e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.00_reciprocal,1,2,4,3.7556763254897874e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.00_reciprocal,2,1,4,-1.6089560239684886e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.00_reciprocal,3,0,1,-6.830473686658678e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.00_reciprocal,4,2,3,3.8163916471489756e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.20_forward,1,3,4,-2.5500435096859064e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.20_forward,2,2,4,-1.3856103764364747e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.20_forward,3,0,1,9.020562075079397e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.20_forward,4,1,3,2.0816681711721685e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.20_transpose,1,2,4,3.7556763254897874e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.20_transpose,2,1,4,-1.6089560239684886e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.20_transpose,3,0,1,-6.830473686658678e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.20_transpose,4,2,3,3.8163916471489756e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_forward,1,0,1,1.8735013540549517e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_forward,2,1,4,-9.020562075079397e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_forward,3,4,5,1.3877787807814457e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_forward,4,3,5,1.1058862159352145e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_forward,5,2,3,7.914675859144182e-18,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_transpose,1,0,2,-2.211772431870429e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_transpose,2,2,3,2.0285422647203788e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_transpose,3,0,1,1.0842021724855044e-16,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.50_transpose,4,1,4,6.071532165918825e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.80_forward,1,1,4,-5.984795992119984e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.80_forward,2,3,4,3.903127820947816e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.80_forward,3,0,1,-6.938893903907228e-18,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.80_forward,4,2,3,2.168404344971009e-18,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.80_transpose,1,1,3,8.890457814381136e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.80_transpose,2,0,3,-2.949029909160572e-17,predeclared_macrostate
collective_n16_ring_k0.80_t0.85_g1_a0.80_transpose,3,0,2,1.9081958235744878e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.00_reciprocal,1,0,1,-6.418476861114186e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.00_reciprocal,2,1,3,-3.469446951953614e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.00_reciprocal,3,2,3,6.505213034913027e-19,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.20_forward,1,0,1,-6.418476861114186e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.20_forward,2,1,3,-3.469446951953614e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.20_forward,3,2,3,6.505213034913027e-19,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.20_transpose,1,0,1,-6.418476861114186e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.20_transpose,2,1,3,-3.469446951953614e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.20_transpose,3,2,3,6.505213034913027e-19,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.50_forward,1,0,1,-6.418476861114186e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.50_forward,2,1,3,-3.469446951953614e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.50_forward,3,2,3,6.505213034913027e-19,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.50_transpose,1,0,1,-6.418476861114186e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.50_transpose,2,1,3,-3.469446951953614e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.50_transpose,3,2,3,6.505213034913027e-19,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.80_forward,1,0,1,-6.418476861114186e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.80_forward,2,1,3,-3.469446951953614e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.80_forward,3,2,3,6.505213034913027e-19,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.80_transpose,1,0,2,8.673617379884035e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g0_a0.80_transpose,2,1,2,-1.0408340855860843e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.00_reciprocal,1,0,3,1.734723475976807e-16,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.00_reciprocal,2,1,3,-5.377642775528102e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.00_reciprocal,3,1,4,1.734723475976807e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.00_reciprocal,4,2,4,-4.336808689942018e-19,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.20_forward,1,0,3,8.673617379884035e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.20_forward,2,1,3,-7.28583859910259e-17,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.20_forward,3,1,4,6.5052130349130266e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.20_forward,4,2,4,-1.1926223897340549e-18,predeclared_macrostate
collective_n8_modular_k0.35_t0.50_g1_a0.20_transpose,1,0,3,1.734723475976807e-16,predeclared_macrostate
