run_id,application,method,scenario,environment_seed,llm_seed,rl_seed,operator_seed,operator_profile,completion_status,primary_outcome,service_loss_auc,cumulative_unmet_weighted_need,operator_requests,operator_interventions,operator_minutes,trigger_activations,pre_disruption_false_activation,nominal_false_activation,timely_activation,missed_activation,material_actions_accepted,material_actions_reached_demand,first_pass_valid_rate,valid_after_one_repair_rate,conservation_error,total_communication_messages,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,manifest,episode_directory
development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11001-o41001-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,7.343786459438634,7.343786459438634,802.1464982012251,0,0,0.0,0,False,False,False,False,28,28,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11001-o41001-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,7.343786459438634,7.343786459438634,802.1464982012251,5,0,30.0,5,True,True,True,False,28,28,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11001-o41001-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11001,0,,41001,high_accuracy_bounded,complete,7.343786459438634,7.343786459438634,802.1464982012251,1,0,6.0,1,True,True,False,False,28,28,1.0,1.0,0.0,2604,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11001-o41001-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11001-o41001-rnone
development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11002-o41002-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,10.064818315450934,10.064818315450934,1543.5378840982116,0,0,0.0,0,False,False,False,False,27,27,1.0,1.0,-4.547473508864641e-13,75,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11002-o41002-rnone
development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11002-o41002-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,10.064818315450934,10.064818315450934,1543.5378840982116,2,0,12.0,2,True,True,False,False,27,27,1.0,1.0,-4.547473508864641e-13,75,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11002-o41002-rnone
development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11002-o41002-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11002,0,,41002,high_accuracy_bounded,complete,10.064818315450934,10.064818315450934,1543.5378840982116,1,0,6.0,1,True,True,False,False,27,27,1.0,1.0,-4.547473508864641e-13,2601,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11002-o41002-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11002-o41002-rnone
development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11003-o41003-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11003,0,,41003,high_accuracy_bounded,complete,11.716059187056382,11.716059187056382,2020.2168988422757,0,0,0.0,0,False,False,False,False,26,26,1.0,1.0,-2.2737367544323206e-13,74,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11003-o41003-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11003-o41003-rnone
development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11003-o41003-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11003,0,,41003,high_accuracy_bounded,complete,11.716059187056382,11.716059187056382,2020.2168988422757,2,0,12.0,2,True,True,False,False,26,26,1.0,1.0,-2.2737367544323206e-13,74,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11003-o41003-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11003-o41003-rnone
development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11003-o41003-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11003,0,,41003,high_accuracy_bounded,complete,11.716059187056382,11.716059187056382,2020.2168988422757,1,0,6.0,1,True,True,False,False,26,26,1.0,1.0,-2.2737367544323206e-13,2616,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11003-o41003-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11003-o41003-rnone
development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11004-o41004-rnone,commercial,autonomous_no_human,human_v3_development-reliable-nominal-p0.5-o0.5,11004,0,,41004,high_accuracy_bounded,complete,5.570778257745201,5.570778257745201,492.45249021496744,0,0,0.0,0,False,False,False,False,27,27,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11004-o41004-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-autonomous_no_human-nominal-reliable-e11004-o41004-rnone
development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11004-o41004-rnone,commercial,local_kpi_trigger,human_v3_development-reliable-nominal-p0.5-o0.5,11004,0,,41004,high_accuracy_bounded,complete,5.570778257745201,5.570778257745201,492.45249021496744,6,0,36.0,6,True,True,True,False,27,27,1.0,1.0,0.0,72,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11004-o41004-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-local_kpi_trigger-nominal-reliable-e11004-o41004-rnone
development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11004-o41004-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,11004,0,,41004,high_accuracy_bounded,complete,5.570778257745201,5.570778257745201,492.45249021496744,1,0,6.0,1,True,True,False,False,27,27,1.0,1.0,0.0,2590,0,0,0,0.0,results/human_operator_v3/manifests/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11004-o41004-rnone.json,results/human_operator_v3/raw/development_gate_preliminary_v3_n10/development_gate_preliminary_v3_n10-commercial-thermohitl_rule-nominal-reliable-e11004-o41004-rnone
