run_id,interruption_reason,completed_episode_manifest,partial_files,partial_bytes,partial_file_manifest
v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule,storage compression resource contention,False,1,983142,events.jsonl.xz.partial:207d5cbbfc3a00a9e6a24e9b52e97fce0b77b0149c78c85dd5176f6544dd8408
v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-generalized_information-e25eb5b9df1b-uint8_simplex-frozen_local_rule,storage compression resource contention,False,1,1228926,events.jsonl.xz.partial:ffa6a30f9aa94700fb255167bf5ab6c87b5b8e652c6993118d49cd8ceeda3cea
v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-kpi_change-314c8c128df2-uint8_simplex-frozen_local_rule,storage compression resource contention,False,1,491583,events.jsonl.xz.partial:fcf79e30e18de1b088ce8be690167faecb752f236f27aa9dcc93b4134a66930e
v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-matched_random-681a73b1e0f1-uint8_simplex-frozen_local_rule,storage compression resource contention,False,1,184359,events.jsonl.xz.partial:dbf905993c8dde9f50186d315b3bd9fe562d06a15801ba547c376c47edf1a2e0
v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-periodic-52761a8cde7f-uint8_simplex-frozen_local_rule,storage compression resource contention,False,1,553026,events.jsonl.xz.partial:45b9c851aab20a33589521fb71c53d0157a9b17d2db9843de71b5134bc8f0136
v8-development-humanitarian-large-medium-high-medium-random_geometric-private_fragmented-8810021-predictive_uncertainty_change-71c476debc21-uint8_simplex-frozen_local_rule,storage compression resource contention,False,1,737362,events.jsonl.xz.partial:204b40145919776079ce7b71265c19364be2e147ec7d9fcad71e640173b625d3
