model_key,condition,phase,belief_magnetization,metric,estimate,ci_low,ci_high,independent_clusters,clusters_total,undefined_clusters,bootstrap_replicates
granite,field_markovized,recovery,-1.0,probability,0.01875,0.0,0.05625,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,-0.875,probability,0.051388888888888894,0.0,0.15416666666666667,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,-0.75,probability,0.10555555555555556,0.003472222222222222,0.20833333333333334,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,-0.625,probability,0.08402777777777777,0.009722222222222222,0.16597222222222222,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,-0.5,probability,0.10138888888888888,0.0020833333333333333,0.24930555555555556,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,-0.375,probability,0.029861111111111113,0.0,0.07013888888888889,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,-0.25,probability,0.014583333333333332,0.0,0.04374999999999999,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,-0.125,probability,0.09444444444444444,0.0,0.2833333333333333,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0.0,probability,0.009027777777777777,0.0,0.024305555555555552,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0.125,probability,0.02152777777777778,0.001388888888888889,0.057638888888888885,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0.25,probability,0.06875,0.014583333333333332,0.13125,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0.375,probability,0.21319444444444444,0.03958333333333333,0.4090277777777777,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0.5,probability,0.10416666666666667,0.02847222222222222,0.18125000000000002,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0.625,probability,0.01597222222222222,0.0,0.03541666666666667,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0.75,probability,0.03125,0.0,0.08541666666666665,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,0.875,probability,0.036111111111111115,0.0,0.10833333333333334,6.0,6.0,0.0,10000.0
granite,field_markovized,recovery,1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,-0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,-0.75,probability,0.09583333333333333,0.0,0.2875,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,-0.625,probability,0.027777777777777776,0.0,0.08333333333333333,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,-0.5,probability,0.03263888888888889,0.0,0.09791666666666667,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,-0.375,probability,0.13888888888888887,0.0006944444444444445,0.32569444444444445,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,-0.25,probability,0.08125,0.0006944444444444445,0.2222222222222222,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,-0.125,probability,0.08541666666666665,0.0020833333333333333,0.18958333333333333,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0.0,probability,0.07916666666666666,0.022222222222222223,0.14444444444444446,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0.125,probability,0.05277777777777778,0.001388888888888889,0.1125,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0.25,probability,0.048611111111111105,0.001388888888888889,0.09999999999999999,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0.375,probability,0.05625,0.0006944444444444445,0.13749999999999998,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0.5,probability,0.15902777777777777,0.012499999999999999,0.39166666666666666,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0.625,probability,0.14236111111111113,0.0,0.2868055555555556,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,baseline,1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,-1.0,probability,0.10555555555555556,0.0,0.31666666666666665,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,-0.875,probability,0.07152777777777779,0.010416666666666666,0.16874999999999998,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,-0.75,probability,0.2638888888888889,0.010416666666666666,0.5361111111111111,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,-0.625,probability,0.02777777777777778,0.0,0.05972222222222223,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,-0.5,probability,0.009722222222222222,0.0,0.022222222222222223,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,-0.375,probability,0.02152777777777778,0.0,0.06319444444444444,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,-0.25,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,-0.125,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0.125,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0.25,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0.375,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0.5,probability,0.012499999999999999,0.0,0.0375,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0.625,probability,0.03125,0.003472222222222222,0.06527777777777778,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0.75,probability,0.008333333333333333,0.0006944444444444445,0.018055555555555557,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,0.875,probability,0.16874999999999998,0.006944444444444444,0.45763888888888893,6.0,6.0,0.0,10000.0
granite,field_persistent,disruption,1.0,probability,0.2791666666666667,0.0,0.5611111111111111,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,-1.0,probability,0.24027777777777778,0.0,0.5736111111111111,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,-0.875,probability,0.24930555555555556,0.0,0.5618055555555556,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,-0.75,probability,0.010416666666666666,0.0,0.03125,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,-0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,-0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,-0.375,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,-0.25,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,-0.125,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0.125,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0.25,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0.375,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,0.875,probability,0.16666666666666666,0.0,0.5,6.0,6.0,0.0,10000.0
granite,field_persistent,recovery,1.0,probability,0.3333333333333333,0.0,0.6666666666666666,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,-0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,-0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,-0.625,probability,0.007638888888888889,0.0,0.022916666666666665,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,-0.5,probability,0.0625,0.0020833333333333333,0.1729166666666667,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,-0.375,probability,0.1076388888888889,0.011805555555555555,0.24027777777777778,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,-0.25,probability,0.12430555555555556,0.024305555555555556,0.27638888888888885,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,-0.125,probability,0.14166666666666666,0.05277777777777778,0.24791666666666667,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,0.0,probability,0.19722222222222222,0.08958333333333335,0.3027777777777778,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,0.125,probability,0.04722222222222222,0.001388888888888889,0.11249999999999999,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,0.25,probability,0.061805555555555565,0.001388888888888889,0.1729166666666667,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,0.375,probability,0.10625,0.009722222222222222,0.24375,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,0.5,probability,0.12569444444444444,0.0020833333333333333,0.28125,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,0.625,probability,0.018055555555555557,0.0,0.041666666666666664,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,-0.875,probability,0.024305555555555556,0.0,0.07291666666666667,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,-0.75,probability,0.09722222222222222,0.003472222222222222,0.2340277777777778,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,-0.625,probability,0.1486111111111111,0.024999999999999998,0.2888888888888889,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,-0.5,probability,0.1451388888888889,0.03194444444444445,0.2888888888888889,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,-0.375,probability,0.06458333333333333,0.009027777777777779,0.1548611111111111,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,-0.25,probability,0.009722222222222222,0.0,0.019444444444444445,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,-0.125,probability,0.0076388888888888895,0.0,0.017361111111111115,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0.0,probability,0.002777777777777778,0.0,0.008333333333333333,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0.125,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0.25,probability,0.010416666666666666,0.0,0.02847222222222222,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0.375,probability,0.03194444444444444,0.0,0.06944444444444445,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0.5,probability,0.16041666666666668,0.0020833333333333333,0.35000000000000003,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0.625,probability,0.09166666666666667,0.015277777777777777,0.16944444444444448,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0.75,probability,0.1361111111111111,0.03194444444444445,0.2736111111111111,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0.875,probability,0.06319444444444444,0.0,0.1826388888888889,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,1.0,probability,0.0062499999999999995,0.0,0.01875,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,-1.0,probability,0.010416666666666666,0.0,0.03125,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,-0.875,probability,0.06736111111111111,0.001388888888888889,0.16180555555555556,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,-0.75,probability,0.15347222222222223,0.018055555555555557,0.3145833333333333,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,-0.625,probability,0.14722222222222223,0.0375,0.26944444444444443,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,-0.5,probability,0.0923611111111111,0.0062499999999999995,0.19166666666666665,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,-0.375,probability,0.018055555555555557,0.0,0.04583333333333333,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,-0.25,probability,0.011111111111111112,0.0,0.03333333333333333,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,-0.125,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0.125,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0.25,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0.375,probability,0.008333333333333333,0.0,0.02361111111111111,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0.5,probability,0.09722222222222222,0.009722222222222222,0.21666666666666667,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0.625,probability,0.1534722222222222,0.019444444444444445,0.3215277777777778,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0.75,probability,0.12638888888888888,0.0062499999999999995,0.2826388888888889,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0.875,probability,0.07222222222222222,0.013194444444444444,0.1444444444444444,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,1.0,probability,0.042361111111111106,0.0,0.11041666666666666,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,-0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,-0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,-0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,-0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,-0.375,probability,0.04722222222222222,0.0,0.14166666666666666,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,-0.25,probability,0.11527777777777777,0.0,0.2652777777777778,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,-0.125,probability,0.32708333333333334,0.07083333333333335,0.6006944444444445,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0.0,probability,0.17430555555555552,0.02152777777777778,0.4291666666666667,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0.125,probability,0.20069444444444443,0.004166666666666667,0.5104166666666666,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0.25,probability,0.13541666666666666,0.0006944444444444445,0.3861111111111111,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0.375,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,-0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,-0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,-0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,-0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,-0.375,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,-0.25,probability,0.1763888888888889,0.0,0.4666666666666666,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,-0.125,probability,0.5527777777777777,0.23472222222222225,0.8645833333333334,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0.0,probability,0.10208333333333335,0.0,0.2868055555555556,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0.125,probability,0.0020833333333333333,0.0,0.006250000000000001,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0.25,probability,0.11041666666666666,0.0,0.33125,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0.375,probability,0.022222222222222223,0.0,0.06666666666666667,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0.5,probability,0.034027777777777775,0.0,0.10208333333333335,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,-0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,-0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,-0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,-0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,-0.375,probability,0.15625,0.0,0.46875,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,-0.25,probability,0.15763888888888888,0.0,0.45208333333333334,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,-0.125,probability,0.25486111111111115,0.019444444444444445,0.5881944444444445,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,0.0,probability,0.11736111111111112,0.0,0.3131944444444445,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,0.125,probability,0.14722222222222223,0.0,0.44166666666666665,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,0.25,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,0.375,probability,0.16666666666666666,0.0,0.5,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,recovery,1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,-0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,-0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,-0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,-0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,-0.375,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,-0.25,probability,0.004166666666666667,0.0,0.009722222222222222,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,-0.125,probability,0.12986111111111112,0.05555555555555556,0.2020833333333333,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,0.0,probability,0.6055555555555556,0.5277777777777778,0.7180555555555556,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,0.125,probability,0.21736111111111112,0.1326388888888889,0.3194444444444444,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,0.25,probability,0.03680555555555556,0.012499999999999999,0.06527777777777778,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,0.375,probability,0.006250000000000001,0.0006944444444444445,0.014583333333333332,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,baseline,1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,-0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,-0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,-0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,-0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,-0.375,probability,0.004861111111111111,0.0006944444444444445,0.009027777777777779,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,-0.25,probability,0.011111111111111112,0.0034722222222222225,0.01875,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,-0.125,probability,0.05347222222222223,0.011111111111111112,0.10763888888888888,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,0.0,probability,0.8645833333333334,0.8041666666666667,0.9208333333333334,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,0.125,probability,0.05069444444444445,0.009027777777777779,0.10833333333333332,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,0.25,probability,0.006250000000000001,0.001388888888888889,0.011805555555555555,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,0.375,probability,0.005555555555555556,0.0,0.011111111111111112,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,0.5,probability,0.002777777777777778,0.0,0.006944444444444445,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,0.625,probability,0.0006944444444444445,0.0,0.0020833333333333333,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,disruption,1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,recovery,-1.0,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,recovery,-0.875,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,recovery,-0.75,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,recovery,-0.625,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
qwen,field_markovized,recovery,-0.5,probability,0.0,0.0,0.0,6.0,6.0,0.0,10000.0
