cluster_id,panel_id,disruption,n_agents,topology,sweep,phase,window_sweeps,belief_magnetization,action_magnetization,belief_action_overlap,belief_disagreement,reference_energy_per_agent,energy_variance,configuration_entropy,entropy_rate,mean_individual_entropy,mean_individual_uncertainty,total_correlation,total_correlation_raw,total_correlation_null_mean,total_correlation_bias_adjusted,total_correlation_normalized_raw,total_correlation_normalized_adjusted,pairwise_mutual_information_raw,pairwise_mutual_information_null_mean,pairwise_mutual_information_bias_adjusted,edge_mutual_information_raw,edge_mutual_information_null_mean,edge_mutual_information_bias_adjusted,marginal_entropy_sum,null_replicates,mean_pairwise_belief_mutual_information,mean_edge_belief_mutual_information,pairwise_mutual_information,edge_mutual_information,belief_susceptibility,binder_cumulant,spatial_belief_correlation,integrated_correlation_time,path_reversal_divergence,belief_action_lag,mean_confidence,messages_delivered,message_current,wire_bytes,corrupted_messages,macrostate_distance,training_nominal_threshold_95,source,shared_response_distance
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,1,baseline,5.0,0.125,0.25,0.625,0.4583333333333333,-0.9166666666666666,0.6086710069444445,1.574679441748109,1.597811807077259,0.1655685673579328,0.6768296894020063,3.284158631744582,3.284158631744582,2.902769513231776,0.3813891185128062,0.6198637753514447,0.0719847380678211,0.0026115883246115,0.0021616792747942,0.0004499090498173,0.0,0.0,0.0,5.298194155453849,200.0,0.0026115883246115,0.0,0.0026115883246115,0.0,0.0572916666666666,0.5151515151515151,-0.0677083333333333,2.394285714285714,0.124842305530467,0.3416666666666667,0.5484374999999999,16.0,1.0,288.0,0.0,7.851524119130199,5.7488559988786,Direct Qwen,4.789583999360224
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,2,baseline,5.0,-0.125,-0.125,0.75,0.625,-0.9645833333333336,0.6085740787410395,1.5973827307872297,1.480185794984763,0.1831270872670136,0.6659248746146867,3.719135719535777,3.719135719535777,3.177341843526674,0.5417938760091028,0.6346575647000313,0.0924552390253313,0.0030973193954983,0.0019965749388982,0.0011007444566,0.0,0.0,0.0,5.860066792544438,200.0,0.0030973193954983,0.0,0.0030973193954983,0.0,0.064516129032258,0.5897435897435898,-0.0052083333333333,2.18494623655914,0.1058903410764443,0.5161290322580645,0.580859375,32.0,1.0,576.0,0.0,7.982955450224765,5.7488559988786,Direct Qwen,3.8839038491525484
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,3,baseline,5.0,0.0,0.125,0.875,0.5833333333333334,-1.2854166666666669,1.0274689716312055,1.9387880267997528,1.6752826603926343,0.2096590946693099,0.6595256697128432,4.40793744113721,4.40793744113721,3.8665281883156526,0.5414092528215573,0.6570096339145429,0.0806978546643046,0.0090072015838685,0.0065710317572188,0.0024361698266496,3.1225022567582515e-17,3.1225022567582515e-17,0.0,6.709091029417917,200.0,0.0090072015838685,3.1225022567582515e-17,0.0090072015838685,3.1225022567582515e-17,0.0953014184397163,0.4285714285714286,-0.0624999999999999,8.036645064875561,0.1115778105678548,0.601063829787234,0.5990885416666666,48.0,1.0,864.0,0.0,6.460332718996906,5.7488559988786,Direct Qwen,2.1747287809613782
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,4,baseline,5.0,-0.125,-0.125,1.0,0.5416666666666666,-1.6062500000000002,1.6880045745149914,2.0890023535876865,1.7010757611053768,0.2211059946210354,0.6545464895447808,4.5961918403115565,4.5961918403115565,4.10316736366998,0.4930244766415761,0.6496024463557057,0.0696815792871473,0.0137335959401536,0.0093836366916255,0.0043499592485281,0.0031339082506973,0.0042935821313137,-0.0011596738806163,7.075391827873134,200.0,0.0137335959401536,0.0031339082506973,0.0137335959401536,0.0031339082506973,0.1472594246031746,0.4529914529914529,-0.0742187499999999,13.897247471719773,0.0998738444243736,0.6785714285714286,0.6126953124999999,64.0,1.0,1152.0,0.0,5.655853273251456,5.7488559988786,Direct Qwen,2.8119935565124985
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,5,baseline,5.0,0.0,0.0,1.0,0.5833333333333334,-1.6625,2.190310291402954,2.136632444435232,1.6775408777686172,0.2229340637422767,0.650716705082129,4.627122182915328,4.627122182915328,4.0973707153824135,0.5297514675329147,0.6486113687106437,0.0742584290731886,0.0179498898171376,0.0114953572871362,0.0064545325300013,0.0078478877074629,0.0087939636622085,-0.0009460759547456,7.133890039752855,200.0,0.0179498898171376,0.0078478877074629,0.0179498898171376,0.0078478877074629,0.1517405063291139,0.4444444444444445,-0.0833333333333333,19.80913471755147,0.0924574698384052,0.7420886075949367,0.6223046875,80.0,1.0,1440.0,0.0,4.711957249254412,5.7488559988786,Direct Qwen,1.747619289138118
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,6,baseline,5.0,0.0,0.0,1.0,0.5833333333333334,-1.6625,1.3255428533755276,1.6909512315202695,0.8673967114375263,0.1532878279857107,0.6419567694844082,2.94024243191076,2.94024243191076,2.346765145649836,0.5934772862609243,0.5994120812108866,0.120989157713049,0.0178292594053379,0.0085828270608088,0.009246432344529,0.01079724493247,0.0091749212310307,0.0016223237014392,4.905210495542743,200.0,0.0178292594053379,0.01079724493247,0.0178292594053379,0.01079724493247,0.113884493670886,0.2792792792792794,-0.1031249999999999,13.1978274321881,0.0656779085616804,0.8718354430379747,0.6454921875,80.0,1.0,1440.0,0.0,3.766747576331797,5.7488559988786,Direct Qwen,1.0294705559299862
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,7,baseline,5.0,0.0,0.0,1.0,0.5833333333333334,-1.6625,0.6082313642756683,1.2921238301054232,0.5147095916090145,0.0715972934180205,0.6371982737903898,0.8462734837575103,0.8462734837575103,0.5209916296693093,0.325281854088201,0.3693721522825878,0.1419754498386919,0.0022661578937574,0.0014295952663905,0.0008365626273668,0.0007090061230739,0.0007273044665294,-1.829834345547557e-05,2.291113389376657,200.0,0.0022661578937574,0.0007090061230739,0.0022661578937574,0.0007090061230739,0.0504746835443038,-0.2121212121212119,-0.1479166666666666,13.207038060399547,0.0499369222121868,0.935126582278481,0.6563359375,80.0,1.0,1440.0,0.0,2.58321688959467,5.7488559988786,Direct Qwen,0.6424943418668173
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,8,baseline,5.0,0.0,0.0,1.0,0.5833333333333334,-1.6625,0.1577694158755273,0.7774621319109287,0.2118163344657183,0.0485123791183616,0.6332263297823342,0.6222179243629218,0.6222179243629218,0.2171025968805982,0.4051153274823236,0.4008113081591113,0.2609613095439989,0.0006451325112564,0.0003271462950695,0.0003179862161869,0.0,0.0,0.0,1.552396131787574,200.0,0.0006451325112564,0.0,0.0006451325112564,0.0,0.0474683544303797,-0.3333333333333332,-0.1458333333333332,17.165291857110866,0.0263140667944457,0.981012658227848,0.663625,80.0,1.0,1440.0,0.0,1.700121616775315,5.7488559988786,Direct Qwen,0.787756484970556
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,9,baseline,5.0,0.0,0.0,1.0,0.5833333333333334,-1.6625,0.0051185719936708,0.3517104788493895,0.0852988989784335,0.0219819049280868,0.6303368273097684,0.3517104788493895,0.3517104788493895,0.0443186195838765,0.307391859265513,0.5,0.4369955940339571,-4.683753385137381e-18,-4.6837533851373825e-18,7.703719777548943e-34,-4.6837533851373795e-18,-4.68375338513738e-18,-7.703719777548943e-34,0.7034209576987791,200.0,-4.683753385137381e-18,-4.6837533851373795e-18,-4.683753385137381e-18,-4.6837533851373795e-18,0.0252768987341772,-1.9629629629629628,-0.1572916666666666,9.230573003740991,0.0135631146749149,0.9984177215189872,0.667671875,80.0,1.0,1440.0,0.0,1.3298085818558218,5.7488559988786,Direct Qwen,1.3124796997263195
V14Q_g0,V14Q_g0_nominal,nominal,16.0,modular,10,baseline,5.0,0.0,0.0,1.0,0.5833333333333334,-1.6625,0.0,-0.0,0.0,0.0,0.6282496558428068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,,-0.1666666666666665,1.0,0.0,1.0,0.6703515624999999,80.0,1.0,1440.0,0.0,1.47294826499023,5.7488559988786,Direct Qwen,1.8478426643440904
