model_key,condition,phase,lag_updates,lag_sweeps,metric,estimate,ci_low,ci_high,independent_clusters,clusters_total,undefined_clusters,bootstrap_replicates
granite,field_scrambled,baseline,0,0.0,autocorrelation,1.0,1.0,1.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,1,0.0625,autocorrelation,0.9563322768022485,0.9290665326218027,0.977105062052401,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,2,0.125,autocorrelation,0.9178349079756377,0.876051735783994,0.9540717674046534,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,3,0.1875,autocorrelation,0.8763002344750533,0.8131581833620823,0.9309152374757491,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,4,0.25,autocorrelation,0.8424588759835953,0.7682830992171992,0.9067838569014696,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,5,0.3125,autocorrelation,0.8050229469759271,0.7161875762790203,0.8851563274509124,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,6,0.375,autocorrelation,0.7729898465685195,0.6790727407503901,0.8641526347919378,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,7,0.4375,autocorrelation,0.7421278501844041,0.6334218559264865,0.8494363725820104,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,8,0.5,autocorrelation,0.7115281823581122,0.5889533321380999,0.8341030325781245,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,9,0.5625,autocorrelation,0.6802151071328698,0.5392442673098007,0.8183846698606266,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,10,0.625,autocorrelation,0.6509382609620636,0.4877394170162533,0.8052080383102496,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,11,0.6875,autocorrelation,0.62499722958894,0.44227085396888927,0.7926846706862954,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,12,0.75,autocorrelation,0.5951681060480519,0.4022405482109515,0.7766384668280409,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,13,0.8125,autocorrelation,0.5682439166593091,0.361611174423854,0.7603151895413761,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,14,0.875,autocorrelation,0.5429407848264941,0.32940762905687626,0.7406727300172141,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,15,0.9375,autocorrelation,0.5172770011730009,0.2917830282123688,0.7269547055720714,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,16,1.0,autocorrelation,0.4950845695906963,0.25794163995701014,0.7144704830877773,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,17,1.0625,autocorrelation,0.47359968729152285,0.2354859645387192,0.7021212908444152,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,18,1.125,autocorrelation,0.4511642662347762,0.21198488145226269,0.6879569927854835,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,19,1.1875,autocorrelation,0.43010039259995003,0.18269784319841162,0.6746907784564034,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,20,1.25,autocorrelation,0.4073768802500093,0.15796398905687326,0.6604258774621743,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,21,1.3125,autocorrelation,0.3914855312252643,0.13879441912650986,0.6495386932483419,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,22,1.375,autocorrelation,0.3776494837578692,0.11967237577633842,0.6400706048192045,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,23,1.4375,autocorrelation,0.36375891777474995,0.09782926826888126,0.6317181620974425,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,24,1.5,autocorrelation,0.34839463241788676,0.08207615730181521,0.6199262603829745,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,25,1.5625,autocorrelation,0.332919555208619,0.06247672182704846,0.603617619007842,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,26,1.625,autocorrelation,0.31664304405989596,0.04185653656257599,0.5953183037763762,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,27,1.6875,autocorrelation,0.3019349583817513,0.01425409398701922,0.5924731221719276,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,28,1.75,autocorrelation,0.28749458732414696,-0.0035445408936535332,0.5812136151385404,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,29,1.8125,autocorrelation,0.27240591821465926,-0.02338884322860006,0.5669901543453194,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,30,1.875,autocorrelation,0.25945849243532765,-0.03629759290810813,0.5576512848913434,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,31,1.9375,autocorrelation,0.24359771986944215,-0.04748242730891469,0.5446679826309283,6.0,6.0,0.0,10000.0
granite,field_scrambled,baseline,32,2.0,autocorrelation,0.23085681853599574,-0.06159594578648888,0.5327898616229255,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,0,0.0,autocorrelation,1.0,1.0,1.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,1,0.0625,autocorrelation,0.9584739624165736,0.9427160646604041,0.9705139761561635,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,2,0.125,autocorrelation,0.9192026935441104,0.889034912278536,0.941771902706163,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,3,0.1875,autocorrelation,0.8794712225644932,0.8285078776581453,0.9154137689744019,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,4,0.25,autocorrelation,0.8392932639669543,0.7665274269738406,0.8880229913130566,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,5,0.3125,autocorrelation,0.8040415714369905,0.7221899807020283,0.8600046102579695,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,6,0.375,autocorrelation,0.7715246888443618,0.6808493356459107,0.8372775176555362,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,7,0.4375,autocorrelation,0.7437999451827921,0.6470671727108835,0.8146188473806729,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,8,0.5,autocorrelation,0.7161326614739186,0.6154281072557489,0.7920514858395739,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,9,0.5625,autocorrelation,0.6885357195346439,0.5857476624472882,0.768785898567681,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,10,0.625,autocorrelation,0.6607122662622054,0.5531619172282016,0.7459983956264397,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,11,0.6875,autocorrelation,0.629212371225101,0.5120309940775741,0.7223070629419496,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,12,0.75,autocorrelation,0.6027435929768375,0.4815268067528891,0.6981753729928127,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,13,0.8125,autocorrelation,0.5741024448955977,0.44396624395400086,0.6748707265084417,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,14,0.875,autocorrelation,0.550719741673206,0.42098999963222883,0.656494792391533,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,15,0.9375,autocorrelation,0.5271383358291601,0.39510137846109467,0.6407152519157941,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,16,1.0,autocorrelation,0.5096795522141399,0.37606463338555596,0.6300509016710182,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,17,1.0625,autocorrelation,0.49553066297293125,0.35978531808619496,0.6134405567322059,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,18,1.125,autocorrelation,0.4787236448467939,0.3398416123681434,0.6071675379911654,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,19,1.1875,autocorrelation,0.464039130925231,0.323759051223472,0.5918602191841804,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,20,1.25,autocorrelation,0.4394704711965934,0.28791322296806854,0.5810753952609989,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,21,1.3125,autocorrelation,0.4141228824299134,0.24840777702746372,0.5651029806190814,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,22,1.375,autocorrelation,0.39133232511530913,0.20985069724785455,0.5527358181630252,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,23,1.4375,autocorrelation,0.36585803081585827,0.17299061292302373,0.5332507611196765,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,24,1.5,autocorrelation,0.346782996520457,0.14264292377583734,0.5154804163597086,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,25,1.5625,autocorrelation,0.3294717192483326,0.11688223560428035,0.5293627258607608,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,26,1.625,autocorrelation,0.32068344804434085,0.10879274574374408,0.5010017787552717,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,27,1.6875,autocorrelation,0.31301131586922276,0.08990339553236652,0.49759944993644534,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,28,1.75,autocorrelation,0.3038463977836365,0.10195375098458957,0.4889505680273916,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,29,1.8125,autocorrelation,0.29351130573099316,0.09170856882954592,0.4772060587359899,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,30,1.875,autocorrelation,0.28165394100509406,0.07961550751649221,0.45426434379919417,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,31,1.9375,autocorrelation,0.26682032247970683,0.062152725789622505,0.45280083854641484,6.0,6.0,0.0,10000.0
granite,field_scrambled,disruption,32,2.0,autocorrelation,0.24884260725333177,0.03471740693501301,0.43138999693722146,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,0,0.0,autocorrelation,1.0,1.0,1.0,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,1,0.0625,autocorrelation,0.9678758748771902,0.954030744517859,0.9788846053672687,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,2,0.125,autocorrelation,0.9385160292254372,0.9101922402325981,0.9584590429433751,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,3,0.1875,autocorrelation,0.9077868853267502,0.8657431886682875,0.9376490186541285,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,4,0.25,autocorrelation,0.8760659388000306,0.8165331158587076,0.9175963259430189,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,5,0.3125,autocorrelation,0.8440037473847317,0.7663089496748031,0.8968391033142714,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,6,0.375,autocorrelation,0.8116046545929364,0.719305845438839,0.8752145426325794,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,7,0.4375,autocorrelation,0.780403723176759,0.6726541608009473,0.8551023700261283,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,8,0.5,autocorrelation,0.7461693040672236,0.619191125130482,0.8356513388699797,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,9,0.5625,autocorrelation,0.7124926349993185,0.5672099590681822,0.8142004854558351,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,10,0.625,autocorrelation,0.6780461515804356,0.5203374958527852,0.7903180960710459,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,11,0.6875,autocorrelation,0.6466976984021625,0.48144022510770546,0.7679165297733253,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,12,0.75,autocorrelation,0.6194505628335883,0.4499918345021657,0.7454549686916824,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,13,0.8125,autocorrelation,0.5927363470834521,0.42214270174922547,0.7232440416575902,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,14,0.875,autocorrelation,0.5671708174883117,0.3976521265767055,0.6975979269022873,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,15,0.9375,autocorrelation,0.5435176806815781,0.374237232076788,0.6746428858170782,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,16,1.0,autocorrelation,0.5209542215449556,0.35224396673234953,0.6604550994412771,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,17,1.0625,autocorrelation,0.5007939277707931,0.33234048385516674,0.6379250037518259,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,18,1.125,autocorrelation,0.47934687568635037,0.3064131315994789,0.6180897209951756,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,19,1.1875,autocorrelation,0.4588603265952445,0.2905397535602023,0.6081772300721145,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,20,1.25,autocorrelation,0.4400989689177844,0.2735864278182309,0.5831819777903751,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,21,1.3125,autocorrelation,0.4234370190327242,0.2625808144924365,0.570853331430894,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,22,1.375,autocorrelation,0.40193056817980705,0.24116366882969217,0.54832603421043,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,23,1.4375,autocorrelation,0.3829679015617434,0.22250932901733367,0.5327609346946776,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,24,1.5,autocorrelation,0.36493027738599104,0.20642174473344252,0.5163683648910014,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,25,1.5625,autocorrelation,0.3441752141840766,0.18404517704842527,0.5007748818937784,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,26,1.625,autocorrelation,0.3246181166763473,0.1670048606049753,0.484430105514378,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,27,1.6875,autocorrelation,0.30187760488203186,0.1386499516127034,0.4692532442552377,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,28,1.75,autocorrelation,0.2797668377098233,0.10990095248513422,0.444229779616252,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,29,1.8125,autocorrelation,0.2580572946382016,0.08575840237453336,0.42905501628470594,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,30,1.875,autocorrelation,0.2360075458547004,0.056363609257511015,0.406903148053368,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,31,1.9375,autocorrelation,0.21433358027971708,0.03311948912100292,0.38894233805918405,6.0,6.0,0.0,10000.0
granite,field_scrambled,recovery,32,2.0,autocorrelation,0.1929131230892697,0.009182357260622331,0.37070834152586496,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,0,0.0,autocorrelation,1.0,1.0,1.0,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,1,0.0625,autocorrelation,0.9386522981392676,0.9007777225984643,0.9703655499130087,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,2,0.125,autocorrelation,0.901894822848211,0.8458664662849574,0.9411557992579311,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,3,0.1875,autocorrelation,0.8512679143780556,0.7841917646371428,0.9064147927721627,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,4,0.25,autocorrelation,0.8080354484765176,0.72944451007114,0.875080585829151,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,5,0.3125,autocorrelation,0.7617890936643602,0.6707923902148863,0.8388232565007471,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,6,0.375,autocorrelation,0.723240040469633,0.6158442207155729,0.8145491883187831,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,7,0.4375,autocorrelation,0.683620293120903,0.5592917300294742,0.7875741809375535,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,8,0.5,autocorrelation,0.6444622284324619,0.5060273498359007,0.7633351096568536,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,9,0.5625,autocorrelation,0.6057718422830146,0.4511406210855762,0.7386760984018065,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,10,0.625,autocorrelation,0.5659955674214282,0.39268012401681546,0.7150956265936784,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,11,0.6875,autocorrelation,0.5144031193143778,0.298364264581677,0.6888162199779938,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,12,0.75,autocorrelation,0.4761051600757258,0.2416482099043956,0.663568545480867,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,13,0.8125,autocorrelation,0.4374697738834293,0.18443245430484737,0.6347847541155685,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,14,0.875,autocorrelation,0.4132880485666137,0.17002185968175842,0.6146091327047608,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,15,0.9375,autocorrelation,0.3904857012619935,0.15447675061347477,0.5944686644333288,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,16,1.0,autocorrelation,0.3690812057822321,0.13596340227964832,0.5796669498706755,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,17,1.0625,autocorrelation,0.34748474173314525,0.10680559441474685,0.5569908898311696,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,18,1.125,autocorrelation,0.3256937149448776,0.09885770469776227,0.5401802472950005,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,19,1.1875,autocorrelation,0.3137607884672239,0.10047900258887489,0.5182768455511804,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,20,1.25,autocorrelation,0.3026864988281679,0.08908418919883072,0.5022869563914187,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,21,1.3125,autocorrelation,0.291511074123915,0.08207358153672066,0.48121138060406476,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,22,1.375,autocorrelation,0.28023312258751304,0.08432406614273401,0.46497590374715764,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,23,1.4375,autocorrelation,0.2688512267973194,0.08191110053826099,0.44229443894582854,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,24,1.5,autocorrelation,0.27118373302233534,0.11262388663602091,0.42526928644101036,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,25,1.5625,autocorrelation,0.25895966554614697,0.10657399492177072,0.41064175164187794,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,26,1.625,autocorrelation,0.24662135444868585,0.10114615957800595,0.388029819962133,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,27,1.6875,autocorrelation,0.2341671906648636,0.09566735864415894,0.36858910577669945,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,28,1.75,autocorrelation,0.22159553476987323,0.09013687090904916,0.35225503280759446,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,29,1.8125,autocorrelation,0.20890471625976445,0.0853855917330575,0.3356360275688315,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,30,1.875,autocorrelation,0.19609303281146415,0.07891788150354079,0.31240378026990895,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,31,1.9375,autocorrelation,0.1852666387581219,0.07211138321113009,0.2975244032269471,6.0,6.0,0.0,10000.0
granite,nominal_markovized,baseline,32,2.0,autocorrelation,0.17433614476195913,0.06510200219383641,0.2835702873300818,6.0,6.0,0.0,10000.0
granite,nominal_markovized,disruption,0,0.0,autocorrelation,1.0,1.0,1.0,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,1,0.0625,autocorrelation,0.971377033112163,0.952649390937979,0.9884520631960264,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,2,0.125,autocorrelation,0.9425135370908144,0.9049008775981253,0.9768070849063051,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,3,0.1875,autocorrelation,0.913406467263379,0.8567494232174295,0.965063836757599,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,4,0.25,autocorrelation,0.8918742217485462,0.8305273739403076,0.953221069556785,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,5,0.3125,autocorrelation,0.8701587230803959,0.799039933312913,0.941277512847879,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,6,0.375,autocorrelation,0.8482576218595264,0.7672833692613523,0.9292318744577004,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,7,0.4375,autocorrelation,0.8245344042099957,0.7352542166771603,0.9138145917428311,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,8,0.5,autocorrelation,0.8006066760634863,0.7029489507086218,0.8982644014183508,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,9,0.5625,autocorrelation,0.7764717814395181,0.6703639854676284,0.8825795774114076,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,10,0.625,autocorrelation,0.7521270181666455,0.6374956727028004,0.8667583636304909,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,11,0.6875,autocorrelation,0.7275696368739228,0.6043403004378428,0.8507989733100028,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,12,0.75,autocorrelation,0.7027968399558252,0.5708940915740699,0.8346995883375807,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,13,0.8125,autocorrelation,0.6759286060542751,0.5294241590995461,0.8224330530090039,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,14,0.875,autocorrelation,0.6488226001712951,0.4875872360721505,0.8100579642704396,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,15,0.9375,autocorrelation,0.6175767790317712,0.4375806833204541,0.7975728747430884,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,16,1.0,autocorrelation,0.5860519773463586,0.3871276434906174,0.7849763112020999,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,17,1.0625,autocorrelation,0.5542444420135434,0.33622211003002,0.7722667739970667,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,18,1.125,autocorrelation,0.5304650940985818,0.30148745174031066,0.759442736456853,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,19,1.1875,autocorrelation,0.5064705484649329,0.2664384526515994,0.7465026442782664,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,20,1.25,autocorrelation,0.4822578705982508,0.23107082629844536,0.7334449148980562,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,21,1.3125,autocorrelation,0.4578240723857541,0.19538020792380129,0.720267936847707,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,22,1.375,autocorrelation,0.43316611088690443,0.15936215268333487,0.706970069090474,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,23,1.4375,autocorrelation,0.4082808870700929,0.12301213380009914,0.6935496403400867,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,24,1.5,autocorrelation,0.38316524451423695,0.08632554066794454,0.6800049483605293,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,25,1.5625,autocorrelation,0.35781596807414034,0.049297676902002485,0.6663342592462782,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,26,1.625,autocorrelation,0.3322297825084354,0.01192375833450956,0.6525358066823612,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,27,1.6875,autocorrelation,0.3014655235487737,-0.03403814464165883,0.6369691917392062,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,28,1.75,autocorrelation,0.27041103573100184,-0.08043365047609295,0.6212557219380966,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,29,1.8125,autocorrelation,0.23906219257846434,-0.12726892413834162,0.6053933092952704,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,30,1.875,autocorrelation,0.2162046589074703,-0.1569705082409052,0.5893798260558458,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,31,1.9375,autocorrelation,0.19312839285684952,-0.18695631802866078,0.5732131037423598,4.0,6.0,2.0,10000.0
granite,nominal_markovized,disruption,32,2.0,autocorrelation,0.180515649299399,-0.19585963357706151,0.5568909321758595,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,0,0.0,autocorrelation,1.0,1.0,1.0,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,1,0.0625,autocorrelation,0.9658995346896058,0.944661606649449,0.985269231909438,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,2,0.125,autocorrelation,0.9315125108471913,0.8888581847833473,0.9704146758517284,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,3,0.1875,autocorrelation,0.8968353011495668,0.832583847964789,0.9554347648905781,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,4,0.25,autocorrelation,0.8618642167934878,0.7758326099867514,0.9403279055314521,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,5,0.3125,autocorrelation,0.8265955061875696,0.7185983827493262,0.9250924771565034,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,6,0.375,autocorrelation,0.7910253536106607,0.6608749740825213,0.909726831445017,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,7,0.4375,autocorrelation,0.7551498778356669,0.6026560855129971,0.8942292917789255,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,8,0.5,autocorrelation,0.7189651307177851,0.5439353099730458,0.8785981526329538,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,9,0.5625,autocorrelation,0.6824670957460689,0.48470612945006475,0.862831678948922,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,10,0.625,autocorrelation,0.6456516865572072,0.42496191257470983,0.8469281054937243,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,11,0.6875,autocorrelation,0.6085147454103643,0.36469591214585856,0.8308856362004903,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,12,0.75,autocorrelation,0.5710520416218824,0.3039012625904383,0.8147024434924031,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,13,0.8125,autocorrelation,0.5332592699586123,0.24257097735611569,0.7983766675886502,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,14,0.875,autocorrelation,0.49513204898858737,0.1806979462347637,0.7819064157919435,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,15,0.9375,autocorrelation,0.4566659193877179,0.11827493261455528,0.765289761757044,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,16,1.0,autocorrelation,0.4357134850582691,0.10886599922988062,0.7485247447396901,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,17,1.0625,autocorrelation,0.4145731365195877,0.09937268079242864,0.7316093688253196,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,18,1.125,autocorrelation,0.3932423343904678,0.0897938369636483,0.7145416021369457,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,19,1.1875,autocorrelation,0.3717184933280526,0.08012830676537674,0.6973193760215276,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,20,1.25,autocorrelation,0.3499989809832518,0.07037490811075722,0.6799405842141512,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,21,1.3125,autocorrelation,0.32808111692753944,0.06053243732230553,0.6624030819793099,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,22,1.375,autocorrelation,0.3059621715502152,0.05059966863671213,0.644704685228553,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,23,1.4375,autocorrelation,0.28363936492517366,0.040575353695951936,0.6268431696137337,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,24,1.5,autocorrelation,0.26110986564619654,0.030458221024258797,0.6088162695950734,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,25,1.5625,autocorrelation,0.2383707896297406,0.020246975490503378,0.5906216774832166,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,26,1.625,autocorrelation,0.21541919888415886,0.00994029775549791,0.5722570424544262,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,27,1.6875,autocorrelation,0.19225210024425238,-0.00046315629626816034,0.5537199695380415,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,28,1.75,autocorrelation,0.16886644407000717,-0.01744393022427905,0.5350080185752759,4.0,6.0,2.0,10000.0
granite,nominal_markovized,recovery,29,1.8125,autocorrelation,0.16557056502071837,-0.018152552982205077,0.5262744242046035,4.0,6.0,2.0,10000.0
