phase,lag_updates,lag_sweeps,autocorrelation,model_key,cluster_id,panel_id,condition,memory_mode,n_agents
disruption,27,1.6875,-0.003389319876478135,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
disruption,28,1.75,-0.0035314297245484963,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
disruption,29,1.8125,-0.0036748865853967754,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
disruption,30,1.875,-0.003819709702062657,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
disruption,31,1.9375,-0.003965918685873667,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
disruption,32,2.0,-0.004113533525298244,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,0,0.0,1.0,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,1,0.0625,0.5953296392626936,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,2,0.125,0.24006359300476934,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,3,0.1875,-0.11648990762914804,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,4,0.25,-0.2166743014200642,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,5,0.3125,-0.31943645773432977,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,6,0.375,-0.06098406098406107,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,7,0.4375,0.09355063217724158,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,8,0.5,0.30358807082945005,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,9,0.5625,0.30308880308880287,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,10,0.625,0.25146886016451225,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,11,0.6875,0.09494866045084373,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,12,0.75,-0.007823613086771054,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,13,0.8125,-0.11328729610667938,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,14,0.875,-0.0564458263573308,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,15,0.9375,-0.0009009009009009048,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,16,1.0,-0.0009652509652509689,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,17,1.0625,-0.0010301781602230049,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,18,1.125,-0.0010956902848794762,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,19,1.1875,-0.0011617952794423408,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,20,1.25,-0.0012285012285012313,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,21,1.3125,-0.0012958163643095183,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,22,1.375,-0.0013637490701710923,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,23,1.4375,-0.0014323078839207912,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,24,1.5,-0.0015015015015015052,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,25,1.5625,-0.0015713387806411128,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,26,1.625,-0.0016418287446324888,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,27,1.6875,-0.0017129805862200285,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,28,1.75,-0.0017848036715961296,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,29,1.8125,-0.0018573075445113408,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,30,1.875,-0.001930501930501935,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,31,1.9375,-0.0020043967412388505,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
recovery,32,2.0,-0.002079002079002083,qwen,V15Q_g3,V15Q_g3_field_persistent,field_persistent,persistent_memory,16
baseline,0,0.0,1.0,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1,0.0625,0.9810267389439824,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2,0.125,0.9574052634630524,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3,0.1875,0.9290767353999327,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4,0.25,0.8959813193404428,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,5,0.3125,0.8626042401655528,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,6,0.375,0.8243763803523427,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,7,0.4375,0.785820384403397,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,8,0.5,0.7534939407660958,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,9,0.5625,0.7208876144998998,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,10,0.625,0.692642661531464,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,11,0.6875,0.6661337335029646,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,12,0.75,0.6487635737462951,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,13,0.8125,0.6379468404596086,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,14,0.875,0.6317615011748854,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,15,0.9375,0.6255211810965203,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,16,1.0,0.6144558201647005,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,17,1.0625,0.6032912183276624,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,18,1.125,0.5920260344920927,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,19,1.1875,0.575824837630784,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,20,1.25,0.5594763571616453,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,21,1.3125,0.5429785755010076,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,22,1.375,0.5242466875077847,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,23,1.4375,0.5004189825237619,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,24,1.5,0.476370650641739,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,25,1.5625,0.4421606737094912,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,26,1.625,0.4076309773666617,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,27,1.6875,0.3777926853352476,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,28,1.75,0.3426336145534563,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,29,1.8125,0.3071412824372405,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,30,1.875,0.2713109281103939,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,31,1.9375,0.23513769957946276,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,32,2.0,0.19861665154342653,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,0,0.0,1.0,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1,0.0625,0.806776985352156,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2,0.125,0.8345702220788149,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3,0.1875,0.8165296591365355,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4,0.25,0.742735066919442,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,5,0.3125,0.7497247185024687,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,6,0.375,0.7520654081588974,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,7,0.4375,0.733361038067738,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,8,0.5,0.7192447182085084,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,9,0.5625,0.7262537128981202,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,10,0.625,0.6858532336502867,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,11,0.6875,0.6665330135378469,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,12,0.75,0.6422107020472718,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,13,0.8125,0.6490038463518493,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,14,0.875,0.6026711185308848,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,15,0.9375,0.6044518642181413,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,16,1.0,0.5843369902217983,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,17,1.0625,0.5640417137680889,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,18,1.125,0.5435635969859677,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,19,1.1875,0.5229001578800264,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,20,1.25,0.5020488693276673,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,21,1.3125,0.48100715804880284,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,22,1.375,0.4597724035471965,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,23,1.4375,0.4383419370225338,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,24,1.5,0.41671304025227246,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,25,1.5625,0.3948829444422876,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,26,1.625,0.37284882904529354,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,27,1.6875,0.35060782054598044,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,28,1.75,0.32815699121176806,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,29,1.8125,0.30549335780803716,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,30,1.875,0.28261388027665163,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,31,1.9375,0.2595154603765447,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,32,2.0,0.23619494028509058,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,0,0.0,1.0,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1,0.0625,0.5571386352677667,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2,0.125,0.27831058073787146,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3,0.1875,-0.11674744717895602,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4,0.25,-0.11914813181273995,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,5,0.3125,-0.23451712410029235,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,6,0.375,-0.06395958440568089,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,7,0.4375,-0.06329275491807182,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,8,0.5,0.10947314446865791,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,9,0.5625,0.1688311688311689,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,10,0.625,0.16954905446904797,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,11,0.6875,0.05339199038976648,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,12,0.75,-0.06476227744081377,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,13,0.8125,-0.18297496028691654,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,14,0.875,-0.18478797249728568,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,15,0.9375,-0.12614622057001218,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,16,1.0,-0.18547530536378098,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,17,1.0625,-0.18532348675546345,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,18,1.125,-0.1248869687531396,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,19,1.1875,-0.003347407021144112,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,20,1.25,0.05846569787090233,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,21,1.3125,0.05973417528135661,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,22,1.375,-0.00037515773677568775,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,23,1.4375,-0.00039401778219382054,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,24,1.5,-0.000413052457662121,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,25,1.5625,-0.0004322641998789647,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,26,1.625,-0.0004516554910884883,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,27,1.6875,-0.0004712288601497445,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,28,1.75,-0.0004909868836361069,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,29,1.8125,-0.0005109321869659419,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,30,1.875,-0.000531067445565585,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,31,1.9375,-0.0005513953860657029,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,32,2.0,-0.0005719187875321682,qwen,V15Q_g3,V15Q_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,0,0.0,1.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,1,0.0625,0.8958914751592786,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,2,0.125,0.8180430598071721,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,3,0.1875,0.7667871603929031,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,4,0.25,0.6877319605260908,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,5,0.3125,0.6080039504476459,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,6,0.375,0.5551933210863584,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,7,0.4375,0.5296466481596168,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,8,0.5,0.5038797452938514,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,9,0.5625,0.44748625071531223,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,10,0.625,0.39060237792304653,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,11,0.6875,0.36142311370015734,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,12,0.75,0.30366278966841925,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,13,0.8125,0.21694368257044677,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,14,0.875,0.15803291571042033,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,15,0.9375,0.10110998990918264,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,16,1.0,0.043678823699005304,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,17,1.0625,0.014692773074260267,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,18,1.125,-0.04364505777220204,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,19,1.1875,-0.07328855628256115,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,20,1.25,-0.1325566461792496,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,21,1.3125,-0.19236599717088496,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,22,1.375,-0.22309963987816953,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,23,1.4375,-0.2541165419652448,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,24,1.5,-0.25290578166461114,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,25,1.5625,-0.25168375847745994,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,26,1.625,-0.25045031451285876,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,27,1.6875,-0.24920528891478708,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,28,1.75,-0.24794851779220534,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,29,1.8125,-0.27728705266832776,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,30,1.875,-0.3069050021623179,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,31,1.9375,-0.3059062664458595,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,32,2.0,-0.3021811689823798,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,0,0.0,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,1,0.0625,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,2,0.125,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,3,0.1875,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,4,0.25,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,5,0.3125,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,6,0.375,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,7,0.4375,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,8,0.5,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,9,0.5625,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,10,0.625,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,11,0.6875,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,12,0.75,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,13,0.8125,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,14,0.875,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,15,0.9375,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,16,1.0,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,17,1.0625,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,18,1.125,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,19,1.1875,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,20,1.25,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,21,1.3125,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,22,1.375,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,23,1.4375,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,24,1.5,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,25,1.5625,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,26,1.625,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,27,1.6875,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,28,1.75,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,29,1.8125,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,30,1.875,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,31,1.9375,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,32,2.0,,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,0,0.0,1.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,1,0.0625,0.9402924124412697,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,2,0.125,0.8800830804492727,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,3,0.1875,0.8193656528286515,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,4,0.25,0.7581336707366688,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,5,0.3125,0.6963805653928397,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,6,0.375,0.6340996557298323,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,7,0.4375,0.5712841459838808,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,8,0.5,0.507927123222878,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,9,0.5625,0.4440215548102649,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,10,0.625,0.3795602858027594,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,11,0.6875,0.31453603627990445,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,12,0.75,0.24894139860334027,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,13,0.8125,0.18276883460363458,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,14,0.875,0.11601067269242706,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,15,0.9375,0.04865910489756437,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,16,1.0,-0.01929381618118101,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,17,1.0625,-0.08785618049830082,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,18,1.125,-0.08859532177917834,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,19,1.1875,-0.08934115212142121,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,20,1.25,-0.09009376273950268,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,21,1.3125,-0.0859389397383132,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,22,1.375,-0.08174599909491095,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
