phase,graph_distance,connected_correlation,pair_count,within_pair_sd,model_key,cluster_id,panel_id,condition,memory_mode,n_agents
baseline,3.0,-0.03084625322997416,43.0,0.17817581892610085,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,4.0,-0.015714285714285712,7.0,0.04157609203101499,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,0.0,24.0,0.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,2.0,0.0,46.0,0.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,3.0,0.0,43.0,0.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,4.0,0.0,7.0,0.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,1.0,0.0,24.0,0.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,2.0,0.0,46.0,0.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,3.0,0.0,43.0,0.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,4.0,0.0,7.0,0.0,qwen,V15Q_g4,V15Q_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,-0.047855902777777785,24.0,0.1227486626361104,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
baseline,2.0,0.025821256038647343,46.0,0.17099162050119485,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
baseline,3.0,-0.03084625322997416,43.0,0.17817581892610085,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
baseline,4.0,-0.015714285714285712,7.0,0.04157609203101499,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
disruption,1.0,-0.021267361111111105,24.0,0.07605384156279463,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
disruption,2.0,0.014705615942028991,46.0,0.10131529036913434,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
disruption,3.0,-0.008620801033591734,43.0,0.08977603190580238,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
disruption,4.0,-0.016488095238095246,7.0,0.10926421385950248,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
recovery,1.0,-0.03027199074074074,24.0,0.09072885708820752,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
recovery,2.0,0.007824577294686004,46.0,0.08926280111300708,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
recovery,3.0,-0.008020025839793275,43.0,0.09344293403731166,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
recovery,4.0,0.004543650793650822,7.0,0.11176773469712473,qwen,V15Q_g4,V15Q_g4_field_markovized,field_markovized,markovized,16
baseline,1.0,-0.05378472222222223,24.0,0.12130966278948142,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
baseline,2.0,0.018849637681159416,46.0,0.18195904406848187,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
baseline,3.0,-0.016950904392764865,43.0,0.1634831250142749,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
baseline,4.0,-0.015714285714285712,7.0,0.04157609203101499,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,-0.025737847222222224,24.0,0.07597596678816579,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
disruption,2.0,0.01629227053140098,46.0,0.10161058596093941,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
disruption,3.0,-0.009291020671834628,43.0,0.09057349759735667,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
disruption,4.0,-0.016091269841269868,7.0,0.11029327716002911,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,-0.030763888888888886,24.0,0.09198909633176375,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
recovery,2.0,0.007362620772946872,46.0,0.09048662392094159,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
recovery,3.0,-0.007141472868217055,43.0,0.09497511408901337,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
recovery,4.0,0.002351190476190495,7.0,0.11487472368681578,qwen,V15Q_g4,V15Q_g4_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,-0.055078125000000006,24.0,0.12489107121847004,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2.0,0.022506038647342994,46.0,0.17656604294434264,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3.0,-0.021311369509043936,43.0,0.18392561193284868,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4.0,-0.015714285714285712,7.0,0.04157609203101499,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,-0.02341724537037038,24.0,0.07486079455526792,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2.0,0.01612771739130436,46.0,0.10626935309985196,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3.0,-0.008178294573643408,43.0,0.09037130614755297,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4.0,-0.020833333333333353,7.0,0.11356106839557312,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,-0.03520543981481481,24.0,0.10118990524402717,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2.0,0.008070652173913055,46.0,0.09828411693931983,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3.0,-0.0075032299741602075,43.0,0.1107858551155514,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4.0,0.002351190476190495,7.0,0.11487472368681578,qwen,V15Q_g4,V15Q_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1.0,-0.00800925925925926,24.0,0.08768640204601437,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,2.0,-0.00043629227053139434,46.0,0.08605575139933039,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,3.0,-0.0065035529715762284,43.0,0.050630125365002686,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,4.0,0.0,7.0,0.0,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,-0.0005729166666666683,24.0,0.002806706996939067,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,2.0,-0.0006083937198067643,46.0,0.0031391888029520818,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,3.0,0.0,43.0,0.0,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,4.0,0.0,7.0,0.0,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,1.0,0.0,24.0,0.0,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,2.0,-0.0003713768115942006,46.0,0.00185140141462288,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,3.0,0.004815891472868219,43.0,0.03157991227304356,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,4.0,0.0,7.0,0.0,qwen,V15Q_g5,V15Q_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,-0.00800925925925926,24.0,0.08768640204601437,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
baseline,2.0,-0.00043629227053139434,46.0,0.08605575139933039,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
baseline,3.0,-0.0065035529715762284,43.0,0.050630125365002686,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
baseline,4.0,0.0,7.0,0.0,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
disruption,1.0,-0.01705439814814815,24.0,0.09319742753498582,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
disruption,2.0,-0.0014221014492753602,46.0,0.08936598158660305,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
disruption,3.0,-0.005274547803617564,43.0,0.098079822455723,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
disruption,4.0,0.023432539682539683,7.0,0.11049310085339847,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
recovery,1.0,-0.022427662037037017,24.0,0.09141878007515115,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
recovery,2.0,-0.013229166666666656,46.0,0.08821882470202869,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
recovery,3.0,0.00729005167958655,43.0,0.09540446423755668,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
recovery,4.0,0.03716269841269842,7.0,0.11828106476758815,qwen,V15Q_g5,V15Q_g5_field_markovized,field_markovized,markovized,16
baseline,1.0,-0.00660300925925926,24.0,0.09886265909976227,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
baseline,2.0,-0.0027989130434782593,46.0,0.10825489193760204,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
baseline,3.0,-0.009244186046511628,43.0,0.05625324801457364,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
baseline,4.0,0.0,7.0,0.0,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,-0.01705439814814815,24.0,0.09319742753498582,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
disruption,2.0,-0.0014221014492753602,46.0,0.08936598158660305,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
disruption,3.0,-0.005274547803617564,43.0,0.098079822455723,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
disruption,4.0,0.023432539682539683,7.0,0.11049310085339847,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,-0.02520543981481481,24.0,0.09334833546858355,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
recovery,2.0,-0.012655495169082117,46.0,0.09309029799294152,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
recovery,3.0,0.0025355297157622623,43.0,0.09005388824422571,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
recovery,4.0,0.03617063492063493,7.0,0.1193788473822204,qwen,V15Q_g5,V15Q_g5_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,-0.006319444444444447,24.0,0.09912206663944137,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2.0,-0.003355978260869561,46.0,0.09676452122670262,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3.0,-0.009370155038759697,43.0,0.04923214968314862,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4.0,0.0,7.0,0.0,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,-0.03092881944444445,24.0,0.10440578595706627,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2.0,-0.001828200483091781,46.0,0.09879348143958953,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3.0,0.0004715762273901849,43.0,0.1058620558342812,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4.0,-0.0055853174603174615,7.0,0.14403991975958413,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,-0.02492766203703703,24.0,0.09223157637458865,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2.0,-0.012752113526570038,46.0,0.09270390688408056,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3.0,0.0024580103359173044,43.0,0.0890358526169278,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4.0,0.036964285714285734,7.0,0.11789019406227373,qwen,V15Q_g5,V15Q_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1.0,0.0006684027777777666,24.0,0.012282371695383867,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
baseline,2.0,-0.002812499999999998,40.0,0.011087124661254341,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
baseline,3.0,-0.010073611111111113,50.0,0.079552900783896,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
baseline,4.0,0.002719907407407407,6.0,0.00666238529576443,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,0.022543402777777777,24.0,0.18130096712991176,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
disruption,2.0,-0.007447916666666667,40.0,0.04710476097959148,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
disruption,3.0,0.0,50.0,0.0,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
disruption,4.0,0.0,6.0,0.0,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
recovery,2.0,0.0,40.0,0.0,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
recovery,3.0,0.0,50.0,0.0,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
recovery,4.0,0.0,6.0,0.0,granite,V15G_g0,V15G_g0_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,0.0006684027777777666,24.0,0.012282371695383867,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
baseline,2.0,-0.002812499999999998,40.0,0.011087124661254341,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
baseline,3.0,-0.010073611111111113,50.0,0.079552900783896,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
baseline,4.0,0.002719907407407407,6.0,0.00666238529576443,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,1.0,0.018695023148148155,24.0,0.19743860282813955,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,2.0,-0.0026284722222222243,40.0,0.12234891851570186,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,3.0,0.017836111111111115,50.0,0.1425874737598553,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
disruption,4.0,0.17754629629629629,6.0,0.37819463996676167,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,1.0,0.015807291666666667,24.0,0.19172831419986874,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,2.0,-0.031131944444444448,40.0,0.22937219006423917,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,3.0,-0.03177083333333333,50.0,0.19965206435345273,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
recovery,4.0,0.028194444444444453,6.0,0.06906200247013684,granite,V15G_g0,V15G_g0_field_markovized,field_markovized,markovized,16
baseline,1.0,0.0020399305555555505,24.0,0.009993577943646623,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,2.0,0.0018333333333333313,40.0,0.009805161085824216,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,3.0,0.0010624999999999973,50.0,0.005640371727610111,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,4.0,0.002719907407407407,6.0,0.00666238529576443,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,0.025477430555555555,24.0,0.0869132214248734,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,2.0,0.0066562500000000024,40.0,0.042097821350991556,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,3.0,0.0,50.0,0.0,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
disruption,4.0,0.0,6.0,0.0,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,2.0,0.0,40.0,0.0,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,3.0,0.0,50.0,0.0,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
recovery,4.0,0.0,6.0,0.0,granite,V15G_g0,V15G_g0_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,-0.020454282407407418,24.0,0.1851794833326734,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2.0,-0.013923611111111118,40.0,0.06712777161197227,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3.0,0.004630555555555555,50.0,0.07003677154569385,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4.0,-0.06987268518518519,6.0,0.17926617831166927,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,0.011527777777777777,24.0,0.10228248837184317,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2.0,-0.01440104166666667,40.0,0.08638444678003122,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3.0,0.00336666666666666,50.0,0.11004128549940381,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4.0,-0.014097222222222228,6.0,0.07448453263498302,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,0.02489583333333333,24.0,0.1094489446002149,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2.0,-0.011744791666666666,40.0,0.05805135769862311,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3.0,0.009519444444444447,50.0,0.08924686637233507,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4.0,0.03046296296296297,6.0,0.07461871531256165,granite,V15G_g0,V15G_g0_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1.0,0.0,24.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,2.0,0.0,44.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,3.0,0.0,43.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,4.0,0.0,9.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,0.0,24.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,2.0,0.0,44.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,3.0,0.0,43.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
disruption,4.0,0.0,9.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,2.0,0.0,44.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,3.0,0.0,43.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
recovery,4.0,0.0,9.0,0.0,granite,V15G_g1,V15G_g1_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,0.0,24.0,0.0,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,2.0,0.0,44.0,0.0,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,3.0,0.0,43.0,0.0,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,4.0,0.0,9.0,0.0,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,1.0,0.00862847222222222,24.0,0.0945312129169311,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,2.0,0.021185290404040397,44.0,0.11360955968403572,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,3.0,0.006925064599483205,43.0,0.06052126225002105,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
disruption,4.0,0.008711419753086425,9.0,0.0659682848890044,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,1.0,0.01808738425925926,24.0,0.0595727224540494,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,2.0,-0.008500631313131307,44.0,0.05616992801159614,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,3.0,-0.0014680232558139583,43.0,0.12758633107131426,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
recovery,4.0,-0.005308641975308658,9.0,0.011158487922169,granite,V15G_g1,V15G_g1_field_markovized,field_markovized,markovized,16
baseline,1.0,0.0,24.0,0.0,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,2.0,0.009406565656565656,44.0,0.06239609769734274,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,3.0,0.028561046511627906,43.0,0.1408622030464277,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,4.0,0.0,9.0,0.0,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,4.340277777777531e-05,24.0,0.00021262931794991657,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,2.0,0.0028267045454545485,44.0,0.013917844328803443,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,3.0,0.0007186692506459988,43.0,0.0032970315669896733,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
disruption,4.0,0.0,9.0,0.0,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,2.0,0.0,44.0,0.0,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,3.0,0.0,43.0,0.0,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
recovery,4.0,0.0,9.0,0.0,granite,V15G_g1,V15G_g1_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,-0.02370370370370371,24.0,0.1664245557626041,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2.0,0.009947916666666666,44.0,0.15779577484762858,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3.0,-0.016627906976744194,43.0,0.24131146940798326,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4.0,-0.006466049382716049,9.0,0.06826523506327485,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,0.037520254629629636,24.0,0.12684259304671808,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2.0,-0.017664141414141424,44.0,0.15287903187638213,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3.0,0.01588016795865631,43.0,0.15894074748324008,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4.0,-0.03541666666666669,9.0,0.17317002648529178,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,0.004030671296296296,24.0,0.15709756899849947,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2.0,0.013080808080808084,44.0,0.21574955083627181,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3.0,-0.015755813953488372,43.0,0.12563212193408196,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4.0,-0.12958333333333336,9.0,0.1974097400554238,granite,V15G_g1,V15G_g1_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1.0,0.0,24.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,2.0,-0.005309193121693122,42.0,0.03440750393946369,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,3.0,0.0,42.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,4.0,0.0,12.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,0.0,24.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,2.0,-0.0024007936507936508,42.0,0.0155589211211776,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,3.0,0.0,42.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
disruption,4.0,0.0,12.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,2.0,0.0,42.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,3.0,0.0,42.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
recovery,4.0,0.0,12.0,0.0,granite,V15G_g2,V15G_g2_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,0.0,24.0,0.0,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,2.0,-0.005309193121693122,42.0,0.03440750393946369,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,3.0,0.0,42.0,0.0,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,4.0,0.0,12.0,0.0,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,1.0,-0.00601851851851852,24.0,0.07126093954904339,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,2.0,0.015319113756613753,42.0,0.056896548656507055,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
