phase,graph_distance,connected_correlation,pair_count,within_pair_sd,model_key,cluster_id,panel_id,condition,memory_mode,n_agents
disruption,3.0,0.0010251322751322687,42.0,0.09431330292333039,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
disruption,4.0,-0.019184027777777776,12.0,0.04800970075534281,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,1.0,-0.03126157407407406,24.0,0.1687722168665064,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,2.0,0.051537698412698424,42.0,0.18037486435736755,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,3.0,-0.001774140211640214,42.0,0.13047609839407737,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
recovery,4.0,-0.07103587962962961,12.0,0.11632039031099424,granite,V15G_g2,V15G_g2_field_markovized,field_markovized,markovized,16
baseline,1.0,0.09185763888888888,24.0,0.26676424157276174,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,2.0,0.04037367724867725,42.0,0.15675132759818436,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,3.0,0.045957341269841266,42.0,0.16861840610496628,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,4.0,0.048749999999999995,12.0,0.16887495373796552,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,0.0,24.0,0.0,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,2.0,0.009464285714285713,42.0,0.06133558160993153,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,3.0,0.009351851851851849,42.0,0.0606069269017772,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
disruption,4.0,0.03156249999999999,12.0,0.10933570722778538,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,2.0,0.0,42.0,0.0,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,3.0,0.0,42.0,0.0,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
recovery,4.0,0.0,12.0,0.0,granite,V15G_g2,V15G_g2_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,0.05940104166666666,24.0,0.2731714852704742,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2.0,-0.03336309523809523,42.0,0.33758520180370244,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3.0,-0.04764054232804234,42.0,0.31252476960254416,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4.0,0.06124421296296297,12.0,0.36305455986945134,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,-0.0006336805555555471,24.0,0.034762400139245614,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2.0,0.0076901455026455005,42.0,0.10716557912439721,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3.0,0.01616071428571429,42.0,0.07041842770409928,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4.0,0.01616898148148148,12.0,0.07372313061136183,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,0.007285879629629629,24.0,0.0894139809305788,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2.0,-0.008338293650793643,42.0,0.19690090599504123,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3.0,0.024416335978835985,42.0,0.15665823218565172,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4.0,-0.03643518518518519,12.0,0.12621518384784322,granite,V15G_g2,V15G_g2_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1.0,-0.0011574074074074045,24.0,0.010773218776129731,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,2.0,-0.014003623188405794,46.0,0.15111862926203895,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,3.0,0.000872093023255814,43.0,0.005718696387472674,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,4.0,0.0,7.0,0.0,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,0.0,24.0,0.0,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,2.0,-0.0163768115942029,46.0,0.11107294030335582,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,3.0,0.0,43.0,0.0,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
disruption,4.0,0.0,7.0,0.0,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,2.0,0.0,46.0,0.0,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,3.0,0.0,43.0,0.0,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
recovery,4.0,0.0,7.0,0.0,granite,V15G_g3,V15G_g3_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,-0.0011574074074074045,24.0,0.010773218776129731,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,2.0,-0.014003623188405794,46.0,0.15111862926203895,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,3.0,0.000872093023255814,43.0,0.005718696387472674,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,4.0,0.0,7.0,0.0,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,1.0,-0.006811342592592594,24.0,0.033368627630275476,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,2.0,-0.0013496376811594213,46.0,0.044082949843947596,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,3.0,-0.007042958656330745,43.0,0.06260561555516068,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
disruption,4.0,0.0,7.0,0.0,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,1.0,-0.008984375000000005,24.0,0.1633917052392522,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,2.0,0.019436896135265697,46.0,0.12699080675747063,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,3.0,0.038007105943152444,43.0,0.15582668888246037,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
recovery,4.0,-0.009821428571428568,7.0,0.025985057519384364,granite,V15G_g3,V15G_g3_field_markovized,field_markovized,markovized,16
baseline,1.0,0.0024016203703703686,24.0,0.011765488926562711,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,2.0,0.0,46.0,0.0,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,3.0,0.0005167958656330757,43.0,0.0033888571185023302,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,4.0,0.04698412698412698,7.0,0.12430831556747918,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,0.017447916666666664,24.0,0.0854769858158713,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,2.0,0.057812499999999996,46.0,0.1742140264027443,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,3.0,0.04088824289405684,43.0,0.13363947829529182,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
disruption,4.0,0.0,7.0,0.0,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,2.0,0.0,46.0,0.0,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,3.0,0.0,43.0,0.0,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
recovery,4.0,0.0,7.0,0.0,granite,V15G_g3,V15G_g3_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,0.03315393518518519,24.0,0.15107249729302114,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2.0,-0.034501811594202896,46.0,0.13371658469451486,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3.0,-0.0020171188630490984,43.0,0.15269660613727307,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4.0,0.012569444444444454,7.0,0.022276806515726073,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,-0.012986111111111106,24.0,0.1453452105280045,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2.0,0.0009480676328502401,46.0,0.11574616118547246,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3.0,0.009546188630490957,43.0,0.1348262603769086,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4.0,-0.042946428571428566,7.0,0.16252683508017599,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,0.04585069444444445,24.0,0.11849026643952017,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2.0,0.004121376811594206,46.0,0.07504068286376626,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3.0,0.013257428940568482,43.0,0.17001405622773144,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4.0,0.0778075396825397,7.0,0.20585940012578954,granite,V15G_g3,V15G_g3_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1.0,0.0,24.0,0.0,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,2.0,-0.003913043478260868,46.0,0.024379249908209985,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,3.0,0.00034571256038647195,46.0,0.0023447366638521734,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,4.0,0.0,4.0,0.0,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,-0.0014409722222222209,24.0,0.007059293355937624,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,2.0,0.006370772946859905,46.0,0.037152768936143554,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,3.0,-0.010517814009661834,46.0,0.05720042155307194,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
disruption,4.0,0.0,4.0,0.0,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,2.0,0.0,46.0,0.0,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,3.0,0.0,46.0,0.0,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
recovery,4.0,0.0,4.0,0.0,granite,V15G_g4,V15G_g4_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,0.0,24.0,0.0,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,2.0,-0.003913043478260868,46.0,0.024379249908209985,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,3.0,0.00034571256038647195,46.0,0.0023447366638521734,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,4.0,0.0,4.0,0.0,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,1.0,0.057465277777777775,24.0,0.16471879680717966,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,2.0,-0.006169987922705318,46.0,0.08975453777176949,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,3.0,-0.01720259661835749,46.0,0.08878278131499058,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
disruption,4.0,-0.015572916666666672,4.0,0.031145833333333345,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,1.0,0.09921585648148147,24.0,0.22822667935528007,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,2.0,0.0416893115942029,46.0,0.1984315309036821,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,3.0,-0.008506944444444447,46.0,0.10426484339487799,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
recovery,4.0,0.033038194444444405,4.0,0.14139803387392097,granite,V15G_g4,V15G_g4_field_markovized,field_markovized,markovized,16
baseline,1.0,0.054343171296296296,24.0,0.17707792212435067,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,2.0,0.02118659420289855,46.0,0.09088985507142955,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,3.0,0.020899758454106278,46.0,0.10945075904235305,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,4.0,0.13852430555555556,4.0,0.2770486111111111,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,0.0,24.0,0.0,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,2.0,0.008242753623188406,46.0,0.03913546407694588,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,3.0,0.006038647342995169,46.0,0.040956098931915874,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
disruption,4.0,0.0,4.0,0.0,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,2.0,0.0,46.0,0.0,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,3.0,0.0,46.0,0.0,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
recovery,4.0,0.0,4.0,0.0,granite,V15G_g4,V15G_g4_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,-0.025159143518518518,24.0,0.31883494842221943,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2.0,0.05242300724637681,46.0,0.2546217192492909,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3.0,0.045961654589371986,46.0,0.24433716166360853,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4.0,0.12475694444444446,4.0,0.11478616307301456,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,-0.00208333333333334,24.0,0.17225132093078227,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2.0,-0.022616243961352655,46.0,0.1398150417387997,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3.0,-0.010507246376811597,46.0,0.10868857932906312,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4.0,0.04927083333333333,4.0,0.09854166666666667,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,0.010040509259259263,24.0,0.03257666308986793,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2.0,-0.013576388888888891,46.0,0.09715114106802664,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3.0,-0.018550724637681162,46.0,0.15602795031984915,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4.0,0.09296874999999999,4.0,0.18593749999999998,granite,V15G_g4,V15G_g4_field_scrambled,field_scrambled,scrambled_memory,16
baseline,1.0,-0.007693865740740743,24.0,0.06329480530455966,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,2.0,-0.0022585978835978826,42.0,0.08592251157663763,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,3.0,0.004652777777777777,38.0,0.04767927660508547,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,4.0,0.018194444444444447,16.0,0.1171452787452594,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,1.0,0.0,24.0,0.0,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,2.0,0.0,42.0,0.0,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,3.0,0.0,38.0,0.0,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
disruption,4.0,0.0,16.0,0.0,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,2.0,0.0,42.0,0.0,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,3.0,0.0,38.0,0.0,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
recovery,4.0,0.0,16.0,0.0,granite,V15G_g5,V15G_g5_nominal_markovized,nominal_markovized,markovized,16
baseline,1.0,-0.007693865740740743,24.0,0.06329480530455966,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,2.0,-0.0022585978835978826,42.0,0.08592251157663763,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,3.0,0.004652777777777777,38.0,0.04767927660508547,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,4.0,0.018194444444444447,16.0,0.1171452787452594,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,1.0,-0.014016203703703703,24.0,0.05769147267696316,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,2.0,0.0055588624338624385,42.0,0.10453407872538342,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,3.0,0.003040935672514622,38.0,0.07555010268281445,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
disruption,4.0,0.002916666666666668,16.0,0.03718820999944691,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,1.0,0.010002893518518527,24.0,0.1004212529253795,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,2.0,-0.003826058201058195,42.0,0.11032170437245349,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,3.0,0.028771929824561414,38.0,0.14639429603325863,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
recovery,4.0,-0.012695312499999997,16.0,0.13265886803850688,granite,V15G_g5,V15G_g5_field_markovized,field_markovized,markovized,16
baseline,1.0,0.014265046296296297,24.0,0.05032393854690525,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,2.0,0.027577711640211642,42.0,0.10224437710326767,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,3.0,0.022225877192982458,38.0,0.053047433135727524,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,4.0,0.030425347222222218,16.0,0.06586966626625473,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,1.0,0.0,24.0,0.0,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,2.0,0.0,42.0,0.0,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,3.0,0.0,38.0,0.0,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
disruption,4.0,0.0,16.0,0.0,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,1.0,0.0,24.0,0.0,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,2.0,0.0,42.0,0.0,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,3.0,0.0,38.0,0.0,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
recovery,4.0,0.0,16.0,0.0,granite,V15G_g5,V15G_g5_field_persistent,field_persistent,persistent_memory,16
baseline,1.0,0.025781250000000002,24.0,0.15158518421392073,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,2.0,0.0004728835978836057,42.0,0.08400059645434614,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,3.0,0.00954312865497076,38.0,0.11918582068102074,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
baseline,4.0,-0.10215277777777776,16.0,0.2535794129008097,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,1.0,0.020685763888888892,24.0,0.19533871449144008,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,2.0,-0.02413194444444445,42.0,0.2018262796766461,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,3.0,-0.012108918128654968,38.0,0.1394574244077916,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
disruption,4.0,-0.05306423611111111,16.0,0.2781447008038484,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,1.0,0.010399305555555563,24.0,0.07229779424183216,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,2.0,0.005029761904761899,42.0,0.13368815453964028,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,3.0,-0.04819627192982455,38.0,0.161293237128711,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
recovery,4.0,-0.03841579861111111,16.0,0.0801569930235338,granite,V15G_g5,V15G_g5_field_scrambled,field_scrambled,scrambled_memory,16
