application,information_condition,coverage,baseline,independent_panels,harm_rate_reduction,harm_reduction_ci95_low,harm_reduction_ci95_high,mean_causal_utility_gain,utility_gain_ci95_low,utility_gain_ci95_high
commercial,private_fragmented,0.5,predictive_uncertainty,15,0.006666666666666667,-0.01333333333333333,0.02666666666666667,0.002561169711880045,-0.01583546644526249,0.02050957052837811
commercial,public_shared,0.5,predictive_uncertainty,15,-0.006666666666666665,-0.019999999999999997,0.0,-0.008486076799305593,-0.020607932366318474,0.004241135164670302
humanitarian,private_fragmented,0.5,predictive_uncertainty,15,-0.013333333333333338,-0.05333333333333333,0.02,-0.01096890064629208,-0.04642893262456535,0.02787327324176756
humanitarian,public_shared,0.5,predictive_uncertainty,15,0.0,0.0,0.0,-0.010279085653687696,-0.03315848552861517,0.010106607206560089
utility_restoration,private_fragmented,0.5,predictive_uncertainty,15,-1.8503717077085942e-18,-0.039999999999999994,0.039999999999999994,-0.023683388391738107,-0.06713605998308608,0.012936069179262443
utility_restoration,public_shared,0.5,predictive_uncertainty,15,0.0,0.0,0.0,-0.000858160241302867,-0.004634222695922511,0.0030715573503836803
