application,matched_seed_panels,private_minus_public_harm_reduction,ci95_low,ci95_high
commercial,15,0.013333333333333332,-0.013333333333333329,0.039999999999999994
humanitarian,15,-0.013333333333333338,-0.05333333333333333,0.02
utility_restoration,15,-1.8503717077085942e-18,-0.039999999999999994,0.039999999999999994
