feature_block,risk_coverage_area,mean_brier
kpi_confidence,0.29062948818753775,0.16420071158585453
predictive_uncertainty,0.28896282152087105,0.1620130599642855
conformal_risk_control,0.30150810031614983,0.36688867799151026
