model_key,cluster_id,condition,sweep,phase,macrostate_distance,reference_energy_per_agent,configuration_entropy
qwen,V15Q_g3,nominal_markovized,25,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,26,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,27,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,28,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,29,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,30,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,31,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,32,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,33,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,34,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,35,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,36,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,37,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,38,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,39,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,40,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,41,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,42,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,43,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,44,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,nominal_markovized,45,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,1,baseline,14.563022242893314,-0.8833333333333333,1.890362775338868
qwen,V15Q_g3,field_markovized,2,baseline,11.27232556928628,-0.6625000000000001,1.99435662519956
qwen,V15Q_g3,field_markovized,3,baseline,7.596711325850546,-1.4375,2.348559770501028
qwen,V15Q_g3,field_markovized,4,baseline,8.278304786457575,-1.8,2.606707366696668
qwen,V15Q_g3,field_markovized,5,baseline,10.067452524753728,-1.74375,2.460667711010975
qwen,V15Q_g3,field_markovized,6,baseline,11.929007714416736,-1.74375,1.893883347614844
qwen,V15Q_g3,field_markovized,7,baseline,8.343327995887385,-1.8,1.4267359043807897
qwen,V15Q_g3,field_markovized,8,baseline,4.7435790678092,-1.8,0.6914549111458695
qwen,V15Q_g3,field_markovized,9,baseline,2.980429170016403,-1.8,0.116906849137531
qwen,V15Q_g3,field_markovized,10,baseline,2.828226354076936,-1.8,0.116906849137531
qwen,V15Q_g3,field_markovized,11,baseline,4.464453888453416,-1.88125,0.1599159553146567
qwen,V15Q_g3,field_markovized,12,baseline,1.6448621118847724,-1.8,0.4437922953464478
qwen,V15Q_g3,field_markovized,13,baseline,1.642638386510151,-1.8,0.4437922953464478
qwen,V15Q_g3,field_markovized,14,baseline,1.6458003900057094,-1.8,0.4437922953464478
qwen,V15Q_g3,field_markovized,15,baseline,1.6322101398810906,-1.8,0.4437922953464478
qwen,V15Q_g3,field_markovized,16,disruption,45.798968716310505,-1.8,1.2698472151463074
qwen,V15Q_g3,field_markovized,17,disruption,111.12599185854718,-1.8,0.9210222598276818
qwen,V15Q_g3,field_markovized,18,disruption,117.9555136301035,-1.8,0.9210222598276818
qwen,V15Q_g3,field_markovized,19,disruption,110.269804444643,-1.8,0.9210222598276818
qwen,V15Q_g3,field_markovized,20,disruption,42.49109464100046,-1.8,0.9210222598276818
qwen,V15Q_g3,field_markovized,21,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,22,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,23,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,24,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,25,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,26,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,27,disruption,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,28,disruption,4.345723966578714,-1.88125,0.0671968803626978
qwen,V15Q_g3,field_markovized,29,disruption,1.7247699796477507,-1.8,0.5004024235381879
qwen,V15Q_g3,field_markovized,30,disruption,1.736803816688172,-1.8,0.5004024235381879
qwen,V15Q_g3,field_markovized,31,recovery,41.3109907459594,-1.8,1.3505849582661165
qwen,V15Q_g3,field_markovized,32,recovery,101.21206382554374,-1.8,1.3505849582661165
qwen,V15Q_g3,field_markovized,33,recovery,100.80199190021126,-1.8,1.336068844207576
qwen,V15Q_g3,field_markovized,34,recovery,108.23298096561336,-1.8,0.8971529785166263
qwen,V15Q_g3,field_markovized,35,recovery,42.41603124037898,-1.8,0.8971529785166263
qwen,V15Q_g3,field_markovized,36,recovery,4.2291973015581,-1.88125,0.3767701612564367
qwen,V15Q_g3,field_markovized,37,recovery,1.5693360394808291,-1.8,0.3767701612564367
qwen,V15Q_g3,field_markovized,38,recovery,1.56806853449073,-1.8,0.3767701612564367
qwen,V15Q_g3,field_markovized,39,recovery,1.5785482595462312,-1.8,0.3767701612564367
qwen,V15Q_g3,field_markovized,40,recovery,1.5696008165548032,-1.8,0.3767701612564367
qwen,V15Q_g3,field_markovized,41,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,42,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,43,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,44,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g3,field_markovized,45,recovery,1.7764287906010698,-1.8,-0.0
qwen,V15Q_g4,nominal_markovized,1,baseline,10.46717521822154,-0.5958333333333333,1.890362775338868
qwen,V15Q_g4,nominal_markovized,2,baseline,9.134940159407105,-1.3,2.412386331666388
qwen,V15Q_g4,nominal_markovized,3,baseline,10.328185533942902,-1.3875000000000002,2.5219058962376177
qwen,V15Q_g4,nominal_markovized,4,baseline,9.20193255058285,-1.3875000000000002,2.3943394528420345
qwen,V15Q_g4,nominal_markovized,5,baseline,9.429975466758158,-1.3875000000000002,2.1301401967667943
qwen,V15Q_g4,nominal_markovized,6,baseline,7.651076285917097,-1.3875000000000002,1.3932715798900817
qwen,V15Q_g4,nominal_markovized,7,baseline,6.193069429276733,-1.3875000000000002,0.643987200920368
qwen,V15Q_g4,nominal_markovized,8,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,9,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,10,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,11,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,12,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,13,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,14,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,15,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,16,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,17,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,18,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,19,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,20,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,21,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,22,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,23,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,24,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,25,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,26,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,27,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,28,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,29,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,30,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,31,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,32,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,33,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,34,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,35,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,36,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,37,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,38,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,39,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,40,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,41,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,42,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,nominal_markovized,43,recovery,5.930807428218761,-1.33125,0.2337916587064593
qwen,V15Q_g4,nominal_markovized,44,recovery,4.951638672059929,-1.3875000000000002,0.5172502020286037
qwen,V15Q_g4,nominal_markovized,45,recovery,4.953658164404296,-1.3875000000000002,0.5172502020286037
qwen,V15Q_g4,field_markovized,1,baseline,10.469911366166125,-0.5958333333333333,1.890362775338868
qwen,V15Q_g4,field_markovized,2,baseline,9.30762708033162,-1.3,2.412386331666388
qwen,V15Q_g4,field_markovized,3,baseline,10.264295586927483,-1.3875000000000002,2.5219058962376177
qwen,V15Q_g4,field_markovized,4,baseline,9.0923469366881,-1.3875000000000002,2.3943394528420345
qwen,V15Q_g4,field_markovized,5,baseline,9.393036894060597,-1.3875000000000002,2.1301401967667943
qwen,V15Q_g4,field_markovized,6,baseline,7.563802939677827,-1.3875000000000002,1.3932715798900817
qwen,V15Q_g4,field_markovized,7,baseline,6.197871069123522,-1.3875000000000002,0.643987200920368
qwen,V15Q_g4,field_markovized,8,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,9,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,10,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,11,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,12,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,13,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,14,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,15,baseline,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,16,disruption,50.51656461785076,-1.3875000000000002,0.9730082983696776
qwen,V15Q_g4,field_markovized,17,disruption,111.85384150634584,-1.3875000000000002,0.9730082983696776
qwen,V15Q_g4,field_markovized,18,disruption,114.79196404376444,-1.46875,1.0846506786125525
qwen,V15Q_g4,field_markovized,19,disruption,101.6573258564048,-1.3875000000000002,1.2997640066949536
qwen,V15Q_g4,field_markovized,20,disruption,38.16631035629278,-1.3875000000000002,1.2997640066949536
qwen,V15Q_g4,field_markovized,21,disruption,5.790486420762714,-1.46875,0.4437922953464478
qwen,V15Q_g4,field_markovized,22,disruption,4.729793361571273,-1.3875000000000002,0.5623351446188083
qwen,V15Q_g4,field_markovized,23,disruption,4.736908637819016,-1.3875000000000002,0.5331638407372986
qwen,V15Q_g4,field_markovized,24,disruption,5.543136472439043,-1.46875,0.5481810556897022
qwen,V15Q_g4,field_markovized,25,disruption,4.555985448040092,-1.3875000000000002,0.6730116670092565
qwen,V15Q_g4,field_markovized,26,disruption,4.5879205391194375,-1.3875000000000002,0.6474466390346325
qwen,V15Q_g4,field_markovized,27,disruption,4.639560228880771,-1.3875000000000002,0.5756556298910149
qwen,V15Q_g4,field_markovized,28,disruption,4.637331176837608,-1.3875000000000002,0.5756556298910149
qwen,V15Q_g4,field_markovized,29,disruption,4.790156339941473,-1.3875000000000002,0.4437922953464478
qwen,V15Q_g4,field_markovized,30,disruption,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,31,recovery,54.04681686693253,-1.3875000000000002,0.9556796188556792
qwen,V15Q_g4,field_markovized,32,recovery,117.43112411869926,-1.3875000000000002,0.9556796188556792
qwen,V15Q_g4,field_markovized,33,recovery,123.15791346956313,-1.3875000000000002,0.9556796188556792
qwen,V15Q_g4,field_markovized,34,recovery,115.93802880476032,-1.3875000000000002,0.9556796188556792
qwen,V15Q_g4,field_markovized,35,recovery,46.5753136486307,-1.3875000000000002,0.9556796188556792
qwen,V15Q_g4,field_markovized,36,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,37,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,38,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,39,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,40,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,41,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,42,recovery,5.385950971219344,-1.3875000000000002,-0.0
qwen,V15Q_g4,field_markovized,43,recovery,5.930873893131023,-1.33125,0.2337916587064593
qwen,V15Q_g4,field_markovized,44,recovery,4.952474789995445,-1.3875000000000002,0.5172502020286037
qwen,V15Q_g4,field_markovized,45,recovery,4.9523573898891255,-1.3875000000000002,0.5172502020286037
qwen,V15Q_g5,nominal_markovized,1,baseline,9.729067349436338,-1.0729166666666667,2.339371734389815
qwen,V15Q_g5,nominal_markovized,2,baseline,8.519985244351524,-1.3395833333333331,2.1472234209932517
qwen,V15Q_g5,nominal_markovized,3,baseline,5.4009107576333895,-1.3958333333333337,2.18199437529775
qwen,V15Q_g5,nominal_markovized,4,baseline,4.924195806847875,-1.46875,1.88717752192382
qwen,V15Q_g5,nominal_markovized,5,baseline,4.4437154733472815,-1.6625,1.9420190103694224
qwen,V15Q_g5,nominal_markovized,6,baseline,4.776935055052679,-1.46875,1.5444648173550748
qwen,V15Q_g5,nominal_markovized,7,baseline,4.132086069460608,-1.6625,1.171964777642271
qwen,V15Q_g5,nominal_markovized,8,baseline,2.795280371762112,-1.6625,1.01519566595362
qwen,V15Q_g5,nominal_markovized,9,baseline,1.9049849179235028,-1.6625,0.7493057473876672
qwen,V15Q_g5,nominal_markovized,10,baseline,1.2746973043950147,-1.6625,0.5004024235381879
qwen,V15Q_g5,nominal_markovized,11,baseline,0.5297754389922255,-1.6625,0.116906849137531
qwen,V15Q_g5,nominal_markovized,12,baseline,2.787258660812722,-1.6062500000000002,0.2337916587064593
qwen,V15Q_g5,nominal_markovized,13,baseline,1.3607689349643937,-1.6625,0.5481810556897022
qwen,V15Q_g5,nominal_markovized,14,baseline,1.3781731475240988,-1.6625,0.5481810556897022
qwen,V15Q_g5,nominal_markovized,15,baseline,1.3085289521109682,-1.6625,0.5481810556897022
qwen,V15Q_g5,nominal_markovized,16,disruption,1.3128723885352085,-1.6625,0.5481810556897022
qwen,V15Q_g5,nominal_markovized,17,disruption,2.89876008874859,-1.6062500000000002,0.482577565177012
qwen,V15Q_g5,nominal_markovized,18,disruption,0.8150006746357676,-1.6625,0.3517104788493895
qwen,V15Q_g5,nominal_markovized,19,disruption,0.7869096011911167,-1.6625,0.3517104788493895
qwen,V15Q_g5,nominal_markovized,20,disruption,3.084150460311214,-1.46875,0.6374652649934796
qwen,V15Q_g5,nominal_markovized,21,disruption,2.24716785754917,-1.6625,0.9010622624572612
qwen,V15Q_g5,nominal_markovized,22,disruption,4.078821333106784,-1.74375,1.053262284795137
qwen,V15Q_g5,nominal_markovized,23,disruption,2.18988371627172,-1.6625,0.97393803891704
qwen,V15Q_g5,nominal_markovized,24,disruption,2.2543394789884537,-1.6625,0.97393803891704
qwen,V15Q_g5,nominal_markovized,25,disruption,2.061021962775272,-1.6625,0.8891545343017897
qwen,V15Q_g5,nominal_markovized,26,disruption,1.0885073702901211,-1.6625,0.4437922953464478
qwen,V15Q_g5,nominal_markovized,27,disruption,0.8603849819419692,-1.6625,0.3517104788493895
qwen,V15Q_g5,nominal_markovized,28,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,29,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,30,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,31,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,32,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,33,recovery,6.846621780045027,-1.6875,0.513557286410173
qwen,V15Q_g5,nominal_markovized,34,recovery,3.7529350327957753,-1.6625,0.8730689386754309
qwen,V15Q_g5,nominal_markovized,35,recovery,4.084241626992874,-1.6062500000000002,1.107043655206948
qwen,V15Q_g5,nominal_markovized,36,recovery,3.790790907660549,-1.6625,1.107043655206948
qwen,V15Q_g5,nominal_markovized,37,recovery,3.7918038216467647,-1.6625,1.107043655206948
qwen,V15Q_g5,nominal_markovized,38,recovery,2.2946184722111647,-1.6625,0.8059776919803718
qwen,V15Q_g5,nominal_markovized,39,recovery,0.6043232154622951,-1.6625,0.2663844632679204
qwen,V15Q_g5,nominal_markovized,40,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,41,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,42,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,43,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,44,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,nominal_markovized,45,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,1,baseline,9.768728529204829,-1.0729166666666667,2.339371734389815
qwen,V15Q_g5,field_markovized,2,baseline,8.530780364947782,-1.3395833333333331,2.1472234209932517
qwen,V15Q_g5,field_markovized,3,baseline,5.409852149792553,-1.3958333333333337,2.18199437529775
qwen,V15Q_g5,field_markovized,4,baseline,4.937766473461399,-1.46875,1.88717752192382
qwen,V15Q_g5,field_markovized,5,baseline,4.534000432169921,-1.6625,1.9420190103694224
qwen,V15Q_g5,field_markovized,6,baseline,4.780949437758272,-1.46875,1.5444648173550748
qwen,V15Q_g5,field_markovized,7,baseline,4.1311364861119335,-1.6625,1.171964777642271
qwen,V15Q_g5,field_markovized,8,baseline,2.7777158506141943,-1.6625,1.01519566595362
qwen,V15Q_g5,field_markovized,9,baseline,1.941899444692901,-1.6625,0.7493057473876672
qwen,V15Q_g5,field_markovized,10,baseline,1.2712198087131248,-1.6625,0.5004024235381879
qwen,V15Q_g5,field_markovized,11,baseline,0.5297611039458628,-1.6625,0.116906849137531
qwen,V15Q_g5,field_markovized,12,baseline,2.784794650977488,-1.6062500000000002,0.2337916587064593
qwen,V15Q_g5,field_markovized,13,baseline,1.386401360505516,-1.6625,0.5481810556897022
qwen,V15Q_g5,field_markovized,14,baseline,1.3203164994618144,-1.6625,0.5481810556897022
qwen,V15Q_g5,field_markovized,15,baseline,1.3127879356978258,-1.6625,0.5481810556897022
qwen,V15Q_g5,field_markovized,16,disruption,44.413975635481385,-1.6625,1.4639248946266237
qwen,V15Q_g5,field_markovized,17,disruption,90.42684344747788,-1.6625,1.396324081615455
qwen,V15Q_g5,field_markovized,18,disruption,111.09014928541974,-1.6625,0.9730082983696776
qwen,V15Q_g5,field_markovized,19,disruption,103.35315918933964,-1.6625,0.9730082983696776
qwen,V15Q_g5,field_markovized,20,disruption,40.294179563781526,-1.6625,0.9730082983696776
qwen,V15Q_g5,field_markovized,21,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,22,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,23,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,24,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,25,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,26,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,27,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,28,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,29,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,30,disruption,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,31,recovery,49.62766581697411,-1.6625,0.9210222598276818
qwen,V15Q_g5,field_markovized,32,recovery,105.43506579984424,-1.6625,0.9210222598276818
qwen,V15Q_g5,field_markovized,33,recovery,91.47461761022622,-1.6875,1.439754401305515
qwen,V15Q_g5,field_markovized,34,recovery,75.6652386056472,-1.6625,1.665658284317016
qwen,V15Q_g5,field_markovized,35,recovery,29.02297937283446,-1.74375,1.771273773808725
qwen,V15Q_g5,field_markovized,36,recovery,4.223397100669493,-1.6625,1.080527626604172
qwen,V15Q_g5,field_markovized,37,recovery,4.080571577892321,-1.74375,1.0552034657418137
qwen,V15Q_g5,field_markovized,38,recovery,3.79605896162621,-1.6625,1.0234632260648728
qwen,V15Q_g5,field_markovized,39,recovery,2.062899389317135,-1.6625,0.6676166603431286
qwen,V15Q_g5,field_markovized,40,recovery,1.8125890482320972,-1.6625,0.6108643020548935
qwen,V15Q_g5,field_markovized,41,recovery,0.9193098307638896,-1.6625,0.3767701612564367
qwen,V15Q_g5,field_markovized,42,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,43,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,44,recovery,0.8320080408014147,-1.6625,-0.0
qwen,V15Q_g5,field_markovized,45,recovery,0.8320080408014147,-1.6625,-0.0
granite,V15G_g0,nominal_markovized,1,baseline,9.87304915045451,-0.7354166666666667,1.9927981441098424
granite,V15G_g0,nominal_markovized,2,baseline,10.727740418261783,-0.8270833333333334,2.0622430976010464
granite,V15G_g0,nominal_markovized,3,baseline,9.405643962319774,-0.9,2.029464823180604
granite,V15G_g0,nominal_markovized,4,baseline,9.037820164241566,-1.0270833333333331,2.002751078600192
granite,V15G_g0,nominal_markovized,5,baseline,8.308824441631298,-1.0104166666666667,2.1553158561808115
granite,V15G_g0,nominal_markovized,6,baseline,5.9169857958332726,-1.0291666666666668,1.7806255086698983
granite,V15G_g0,nominal_markovized,7,baseline,4.915480675517753,-1.0291666666666668,1.4566083047046283
granite,V15G_g0,nominal_markovized,8,baseline,5.123170960082603,-0.8458333333333333,1.3255607187849694
granite,V15G_g0,nominal_markovized,9,baseline,4.973889991030388,-0.8458333333333333,1.1276626948773818
granite,V15G_g0,nominal_markovized,10,baseline,4.522447368675413,-0.8458333333333333,0.6918966592050799
granite,V15G_g0,nominal_markovized,11,baseline,4.424871256095587,-0.8458333333333333,0.6305810283860147
granite,V15G_g0,nominal_markovized,12,baseline,4.123721910364012,-0.8458333333333333,0.3767701612564367
granite,V15G_g0,nominal_markovized,13,baseline,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,14,baseline,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,15,baseline,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,16,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,17,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,18,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,19,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,20,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,21,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,22,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,23,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,24,disruption,4.004585300689376,-0.8458333333333333,-0.0
granite,V15G_g0,nominal_markovized,25,disruption,4.890807362880529,-0.6625000000000001,0.0671968803626978
granite,V15G_g0,nominal_markovized,26,disruption,6.771835547821156,-0.4791666666666667,0.6552154774386696
granite,V15G_g0,nominal_markovized,27,disruption,7.925786649081097,-0.4791666666666667,0.873338016200657
granite,V15G_g0,nominal_markovized,28,disruption,8.140104391286426,-0.5520833333333334,1.0616736121995862
granite,V15G_g0,nominal_markovized,29,disruption,6.979148059000829,-0.5791666666666667,1.3782526860383992
granite,V15G_g0,nominal_markovized,30,disruption,5.810629027536723,-0.5791666666666667,1.1487459511773102
granite,V15G_g0,nominal_markovized,31,recovery,5.35046732641537,-0.5791666666666667,0.9656553698895362
granite,V15G_g0,nominal_markovized,32,recovery,4.806791336427963,-0.5791666666666667,0.7776463179352718
granite,V15G_g0,nominal_markovized,33,recovery,4.482814665360641,-0.5791666666666667,0.2663844632679204
granite,V15G_g0,nominal_markovized,34,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,35,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,36,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,37,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,38,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,39,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,40,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,41,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,42,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,43,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,44,recovery,4.327102579699031,-0.5791666666666667,-0.0
granite,V15G_g0,nominal_markovized,45,recovery,4.327102579699031,-0.5791666666666667,-0.0
