cluster_id,panel_id,disruption,baseline_mean_distance,maximum_disruption_distance,maximum_post_quench_distance,integrated_disruption_distance,counter_quench_peak_distance,final_five_sweep_mean_distance,recovery_drop_estimand,recovery_time_sweeps,time_outside_baseline_sweeps,entropy_overshoot,energy_overshoot,macrostate_path_length,energy_entropy_signed_loop_area,belief_action_signed_loop_area,baseline_threshold_95
V14Q_g0,V14Q_g0_field_reversal,field_reversal,3.3920138043571146,111.23173812064745,111.23173812064745,377.1033320554865,103.07414579118887,1.4020763721726452,101.67206941901622,6.0,11,0.07642612038674301,0.1251388888888887,93.30489872959521,0.828581758120233,0.0078125,7.890953518458565
V14Q_g0,V14Q_g0_message_corruption,message_corruption,3.3920138043571146,1.4729482649902308,3.818048899673052,22.094223974853456,3.818048899673052,1.4020763721726452,2.415972527500407,1.0,1,-0.8965821779829347,0.1251388888888887,10.097516608201126,0.8145079399582258,0.0078125,7.890953518458565
V14Q_g0,V14Q_g0_network_partition,network_partition,3.3920138043571146,1.4729482649902308,3.818048899673052,22.094223974853456,3.818048899673052,1.4020763721726452,2.415972527500407,1.0,1,-0.8965821779829347,0.1251388888888887,10.97232758987764,0.8420353832015923,0.0078125,7.890953518458565
V14Q_g0,V14Q_g0_nominal,nominal,3.3920138043571146,3.6240450224965017,3.6240450224965017,27.89654199151305,3.019771464489164,1.4729482649902308,1.5468231994989332,1.0,1,0.16730109198623022,0.2063888888888885,14.313049838733908,0.8330017214340195,0.0078125,7.890953518458565
V14Q_g1,V14Q_g1_field_reversal,field_reversal,5.670665644739766,112.44088512218514,112.78284910880676,377.63706189465654,112.78284910880676,1.4658830218864567,111.3169660869203,6.0,11,-0.22742627496611934,0.1531944444444442,97.2600677260508,0.8101175983541609,0.046875,15.553582469881842
V14Q_g1,V14Q_g1_message_corruption,message_corruption,5.670665644739766,4.567459636011811,4.567459636011811,28.521581491452768,1.7474861106131314,1.4658830218864567,0.2816030887266747,1.0,1,-0.3450305950729413,0.234444444444444,14.941653698010736,0.783244128220419,0.046875,15.553582469881842
V14Q_g1,V14Q_g1_network_partition,network_partition,5.670665644739766,4.643521683675491,4.643521683675491,26.01069325626591,1.7474861106131314,1.4658830218864567,0.2816030887266747,1.0,1,-0.48688529663581903,0.234444444444444,14.369932328041493,0.7646639491161569,0.046875,15.553582469881842
V14Q_g1,V14Q_g1_nominal,nominal,5.670665644739766,4.643521683675491,4.643521683675491,26.01069325626591,1.7474861106131314,1.4658830218864567,0.2816030887266747,1.0,1,-0.48688529663581903,0.234444444444444,14.369932328041493,0.7646639491161569,0.046875,15.553582469881842
V14Q_g2,V14Q_g2_field_reversal,field_reversal,4.60719603109498,101.89303243270344,113.05226001318525,333.76132713547634,113.05226001318525,1.9896902462001127,111.06256976698513,6.0,11,0.4100226720197966,0.26097222222222216,91.9809859844339,0.7261340241189487,0.0078125,6.473172632526457
V14Q_g2,V14Q_g2_message_corruption,message_corruption,4.60719603109498,3.6234033814958404,3.6234033814958404,34.86177171643854,1.9896902462001125,1.9896902462001127,-2.220446049250313e-16,1.0,1,-0.5110448637248843,0.26097222222222216,13.897548708427468,0.6816150386814641,0.0078125,6.473172632526457
V14Q_g2,V14Q_g2_network_partition,network_partition,4.60719603109498,3.6234033814958404,3.6234033814958404,34.826483004297096,3.4534219754265925,2.2862356999336493,1.1671862754929432,1.0,1,-0.5110448637248843,0.26097222222222216,16.721029076091305,0.5529532075500043,0.0078125,6.473172632526457
V14Q_g2,V14Q_g2_nominal,nominal,4.60719603109498,3.556796522340838,3.556796522340838,36.20561149571622,3.4534219754265925,2.2862356999336493,1.1671862754929432,1.0,1,-0.5110448637248843,0.26097222222222216,15.311143011786076,0.4670089261841319,0.0078125,6.473172632526457
V14Q_g3,V14Q_g3_field_reversal,field_reversal,3.6341541185028046,114.03302182867812,114.03302182867812,393.714182418284,113.57364409806033,2.1751701499876765,111.39847394807265,6.0,11,-0.0631169189651749,0.09583333333333344,97.83572071291171,0.6845850275979544,0.0078125,6.357515800866592
V14Q_g3,V14Q_g3_message_corruption,message_corruption,3.6341541185028046,3.4024583350403814,3.4024583350403814,34.92356497417151,3.14768094221684,2.3320349875711748,0.8156459546456651,1.0,1,-0.5536218579902887,0.09583333333333344,13.47266868686309,0.5595195494837562,0.0078125,6.357515800866592
V14Q_g3,V14Q_g3_network_partition,network_partition,3.6341541185028046,3.222136489534493,3.222136489534493,36.039322578918785,2.3485100059359034,2.3485100059359034,0.0,1.0,1,-0.28640437209612957,0.09583333333333344,14.217257101856621,0.6994534715289227,0.0078125,6.357515800866592
V14Q_g3,V14Q_g3_nominal,nominal,3.6341541185028046,2.3485100059359034,3.139026541470948,35.22765008903855,3.139026541470948,2.1751701499876765,0.9638563914832714,1.0,1,-0.9540210324392582,0.09583333333333344,12.551218319589278,0.6845850275979544,0.0078125,6.357515800866592
