run_id,application,scenario,method,environment_seed,rl_training_seed,disruption_step,first_activation_step,first_post_disruption_activation_step,pre_disruption_false_activation,activation_before_collapse,activation_delay_from_disruption,first_deactivation_step,service_collapse_step,severe_service_loss_threshold,severe_service_loss_persistence,severe_collapse_observed,nominal_false_activation,trigger_activations,maximum_trigger_residual,minimum_standardized_entropy_residual,maximum_standardized_entropy_residual,quiet_mode_fraction,targeted_mode_fraction,crisis_mode_fraction,mean_consensus_rmse,entropy_alert_messages,offer_messages,counteroffer_messages,coalition_messages,affected_agents,contacted_agents_after_activation,affected_contact_precision,affected_contact_recall,top3_local_surprisal_contact_rate,useful_coalition_precision,coalition_recall_when_required,agreement_rate,counteroffers,commitment_breaches
holdout_locked-commercial-doet_rl-n10-s8104-communication_partition-r7303,commercial,communication_partition,doet_rl,8104,7303,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.3460309048599754,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0753509743159819,0,0,0,5,retailer_09;supplier_01,carrier_06;manufacturer_04,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8105-communication_partition-r7304,commercial,communication_partition,doet_rl,8105,7304,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.3460309048599754,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0753509743159819,0,0,0,11,retailer_09;supplier_01,carrier_05;manufacturer_04;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8106-communication_partition-r7305,commercial,communication_partition,doet_rl,8106,7305,5.0,,,False,False,,,,0.9,3,False,False,0,0.3460309048599754,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.0783552811071864,0,0,0,4,retailer_09;supplier_01,manufacturer_04;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8107-communication_partition-r7301,commercial,communication_partition,doet_rl,8107,7301,5.0,,,False,False,,,13.0,0.9,3,True,False,0,0.3460309048599754,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0753509743159819,0,0,0,14,retailer_09;supplier_01,carrier_05;carrier_06;manufacturer_04;retailer_10;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8108-communication_partition-r7302,commercial,communication_partition,doet_rl,8108,7302,5.0,,,False,False,,,,0.9,3,False,False,0,0.3460309048599754,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0753509743159819,0,0,0,12,retailer_09;supplier_01,carrier_05;carrier_06;manufacturer_04;retailer_10,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8109-communication_partition-r7303,commercial,communication_partition,doet_rl,8109,7303,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.3460309048599754,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0796966019697965,0,0,0,4,retailer_09;supplier_01,manufacturer_04,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8110-communication_partition-r7304,commercial,communication_partition,doet_rl,8110,7304,5.0,,,False,False,,,,0.9,3,False,False,0,0.3460309048599754,-0.9498045687664756,2.9195830703605368,1.0,0.0,0.0,0.0751312985905166,0,0,0,4,retailer_09;supplier_01,manufacturer_04;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8111-communication_partition-r7305,commercial,communication_partition,doet_rl,8111,7305,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.3460309048599754,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0794942033752666,0,0,0,12,retailer_09;supplier_01,carrier_05;carrier_06;manufacturer_04;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8112-communication_partition-r7301,commercial,communication_partition,doet_rl,8112,7301,5.0,,,False,False,,,,0.9,3,False,False,0,0.3460309048599754,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.0783552811071864,0,0,0,8,retailer_09;supplier_01,manufacturer_04;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8113-communication_partition-r7302,commercial,communication_partition,doet_rl,8113,7302,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.3460309048599754,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0753509743159819,0,0,0,7,retailer_09;supplier_01,manufacturer_04;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8114-communication_partition-r7303,commercial,communication_partition,doet_rl,8114,7303,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.3460309048599754,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0753509743159819,0,0,0,9,retailer_09;supplier_01,carrier_05;carrier_06;manufacturer_04;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8115-communication_partition-r7304,commercial,communication_partition,doet_rl,8115,7304,5.0,,,False,False,,,,0.9,3,False,False,0,0.3460309048599754,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0753509743159819,0,0,0,4,retailer_09;supplier_01,manufacturer_04;warehouse_07,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8116-communication_partition-r7305,commercial,communication_partition,doet_rl,8116,7305,5.0,,,False,False,,,12.0,0.9,3,True,False,0,0.3460309048599754,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0772112245690357,0,0,0,10,retailer_09;supplier_01,manufacturer_04,0.0,0.0,0.0,0.0,,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8101-correlated,commercial,correlated,doet_rule,8101,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0910295670585315,0,0,0,38,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;retailer_10;supplier_02;warehouse_07;warehouse_08,0.5,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8102-correlated,commercial,correlated,doet_rule,8102,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0879174458057055,0,0,0,45,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_03;manufacturer_04;retailer_09;retailer_10;warehouse_07,0.2857142857142857,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8103-correlated,commercial,correlated,doet_rule,8103,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0881043759336211,0,0,0,42,carrier_05;retailer_10;supplier_01;supplier_02,carrier_06;manufacturer_04;supplier_02;warehouse_07,0.25,0.25,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8104-correlated,commercial,correlated,doet_rule,8104,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0910295670585315,0,0,0,47,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;manufacturer_03;manufacturer_04;supplier_01;supplier_02;warehouse_07;warehouse_08,0.42857142857142855,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8105-correlated,commercial,correlated,doet_rule,8105,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0921474747695671,0,0,0,46,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_03;manufacturer_04;retailer_10;supplier_02;warehouse_07,0.42857142857142855,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8106-correlated,commercial,correlated,doet_rule,8106,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.5100314304517704,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.087007835735324,0,0,0,39,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;retailer_10,0.6666666666666666,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8107-correlated,commercial,correlated,doet_rule,8107,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.088870754897286,0,0,0,43,carrier_05;retailer_10;supplier_01;supplier_02,carrier_06;manufacturer_03;retailer_09;supplier_02;warehouse_07;warehouse_08,0.16666666666666666,0.25,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8108-correlated,commercial,correlated,doet_rule,8108,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0881043759336211,0,0,0,44,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;supplier_02;warehouse_07;warehouse_08,0.3333333333333333,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8109-correlated,commercial,correlated,doet_rule,8109,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0881043759336211,0,0,0,44,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;retailer_10;supplier_01;supplier_02;warehouse_07,0.8,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8110-correlated,commercial,correlated,doet_rule,8110,0,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0901627921290614,0,0,0,39,carrier_05;retailer_10;supplier_01;supplier_02,carrier_06;manufacturer_03;manufacturer_04;retailer_09;warehouse_07;warehouse_08,0.0,0.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8111-correlated,commercial,correlated,doet_rule,8111,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0901627921290614,0,0,0,44,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_03;manufacturer_04;retailer_10;supplier_02;warehouse_08,0.42857142857142855,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8112-correlated,commercial,correlated,doet_rule,8112,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.5100314304517704,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.087007835735324,0,0,0,39,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10,0.5,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8113-correlated,commercial,correlated,doet_rule,8113,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0902631880948666,0,0,0,40,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;manufacturer_03;manufacturer_04;retailer_09,0.25,0.25,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8114-correlated,commercial,correlated,doet_rule,8114,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0921474747695671,0,0,0,42,carrier_05;retailer_10;supplier_01;supplier_02,carrier_06;manufacturer_04;supplier_01;supplier_02;warehouse_07,0.4,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8115-correlated,commercial,correlated,doet_rule,8115,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.088870754897286,0,0,0,34,carrier_05;retailer_10;supplier_01;supplier_02,manufacturer_04;supplier_02;warehouse_07,0.3333333333333333,0.25,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8116-correlated,commercial,correlated,doet_rule,8116,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1214939823520398,3.0489334861091537,1.0,0.0,0.0,0.087064837454298,0,0,0,45,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_03;manufacturer_04;retailer_09;retailer_10;warehouse_08,0.2857142857142857,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8101-correlated-r7301,commercial,correlated,doet_rl,8101,7301,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0910295670585315,0,0,0,22,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.5,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8102-correlated-r7302,commercial,correlated,doet_rl,8102,7302,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0879174458057055,0,0,0,18,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.5714285714285714,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8103-correlated-r7303,commercial,correlated,doet_rl,8103,7303,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0881043759336211,0,0,0,25,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_03;manufacturer_04;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.4,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8104-correlated-r7304,commercial,correlated,doet_rl,8104,7304,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0910295670585315,0,0,0,21,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_02;warehouse_08,0.5,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8105-correlated-r7305,commercial,correlated,doet_rl,8105,7305,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0921474747695671,0,0,0,15,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;warehouse_07,0.5,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8106-correlated-r7301,commercial,correlated,doet_rl,8106,7301,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.5100314304517704,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.087007835735324,0,0,0,10,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;manufacturer_04;retailer_10;supplier_02;warehouse_08,0.6,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8107-correlated-r7302,commercial,correlated,doet_rl,8107,7302,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.088870754897286,0,0,0,18,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.5,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8108-correlated-r7303,commercial,correlated,doet_rl,8108,7303,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0881043759336211,0,0,0,26,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_03;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.4444444444444444,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8109-correlated-r7304,commercial,correlated,doet_rl,8109,7304,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0881043759336211,0,0,0,21,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.5,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8110-correlated-r7305,commercial,correlated,doet_rl,8110,7305,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0901627921290614,0,0,0,15,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.5,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8111-correlated-r7301,commercial,correlated,doet_rl,8111,7301,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0901627921290614,0,0,0,12,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;warehouse_07,0.5,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8112-correlated-r7302,commercial,correlated,doet_rl,8112,7302,5.0,,,False,False,,,15.0,0.9,3,True,False,0,0.5100314304517704,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.087007835735324,0,0,0,21,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_02;warehouse_08,0.5,0.75,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8113-correlated-r7303,commercial,correlated,doet_rl,8113,7303,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0902631880948666,0,0,0,21,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_03;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.4444444444444444,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8114-correlated-r7304,commercial,correlated,doet_rl,8114,7304,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0921474747695671,0,0,0,14,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.5,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8115-correlated-r7305,commercial,correlated,doet_rl,8115,7305,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.5100314304517704,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.088870754897286,0,0,0,13,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07;warehouse_08,0.5,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rl-n10-s8116-correlated-r7301,commercial,correlated,doet_rl,8116,7301,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1214939823520398,3.0489334861091537,1.0,0.0,0.0,0.087064837454298,0,0,0,20,carrier_05;retailer_10;supplier_01;supplier_02,carrier_05;carrier_06;manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07,0.5714285714285714,1.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8101-compound_ood,commercial,compound_ood,doet_rule,8101,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,45,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;carrier_06;retailer_10;supplier_01;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8102-compound_ood,commercial,compound_ood,doet_rule,8102,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.086682481910621,0,0,0,44,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_06;manufacturer_04;retailer_09;supplier_01,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8103-compound_ood,commercial,compound_ood,doet_rule,8103,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,49,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_03;manufacturer_04;supplier_01;supplier_02,0.6,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8104-compound_ood,commercial,compound_ood,doet_rule,8104,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,48,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,manufacturer_03;manufacturer_04;retailer_10;supplier_02,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8105-compound_ood,commercial,compound_ood,doet_rule,8105,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,48,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_06;manufacturer_04;retailer_09;warehouse_07,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8106-compound_ood,commercial,compound_ood,doet_rule,8106,0,5.0,,,False,False,,,9.0,0.9,3,True,False,0,0.0,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.0892618863455724,0,0,0,38,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_06;manufacturer_04,0.0,0.0,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8107-compound_ood,commercial,compound_ood,doet_rule,8107,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,40,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,manufacturer_03;retailer_09;warehouse_07,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8108-compound_ood,commercial,compound_ood,doet_rule,8108,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,41,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;supplier_02,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8109-compound_ood,commercial,compound_ood,doet_rule,8109,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-1.1450315225262642,3.0489334861091537,1.0,0.0,0.0,0.0903555111871928,0,0,0,50,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;retailer_10;supplier_01;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8110-compound_ood,commercial,compound_ood,doet_rule,8110,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,2.9195830703605368,1.0,0.0,0.0,0.0867003178500816,0,0,0,37,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_06;retailer_09;retailer_10,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8111-compound_ood,commercial,compound_ood,doet_rule,8111,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-1.1450315225262642,2.9195830703605368,1.0,0.0,0.0,0.0901959035606767,0,0,0,42,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_06;retailer_09;supplier_01;warehouse_07,0.75,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8112-compound_ood,commercial,compound_ood,doet_rule,8112,0,5.0,,,False,False,,,10.0,0.9,3,True,False,0,0.0,-1.1214939823520398,2.9195830703605368,1.0,0.0,0.0,0.0892618863455724,0,0,0,44,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;carrier_06;manufacturer_03;retailer_09;retailer_10;supplier_01;supplier_02,0.7142857142857143,0.8333333333333334,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8113-compound_ood,commercial,compound_ood,doet_rule,8113,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,47,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,manufacturer_04;retailer_10;supplier_01;supplier_02;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8114-compound_ood,commercial,compound_ood,doet_rule,8114,0,5.0,,,False,False,,,7.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,47,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,retailer_10;supplier_01;warehouse_07,1.0,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8115-compound_ood,commercial,compound_ood,doet_rule,8115,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0868696429720013,0,0,0,48,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,carrier_05;manufacturer_04;supplier_01;supplier_02,0.75,0.5,0.0,0.0,1.0,0.0,0,0
holdout_locked-commercial-doet_rule-n10-s8116-compound_ood,commercial,compound_ood,doet_rule,8116,0,5.0,,,False,False,,,8.0,0.9,3,True,False,0,0.0,-0.9498045687664756,3.0489334861091537,1.0,0.0,0.0,0.0883164648354281,0,0,0,45,carrier_05;retailer_09;retailer_10;supplier_01;supplier_02;warehouse_07,manufacturer_04;retailer_09;retailer_10;supplier_01;warehouse_07,0.8,0.6666666666666666,0.0,0.0,1.0,0.0,0,0
