run_id,application,scenario_name,seed,n_agents,method,rl_training_seed,option,option_name,option_count,decision_count,option_proportion
holdout_locked-commercial-doet_rl-n10-s8110-isolated-r7303,commercial,isolated,8110,10,doet_rl,7303,3,negotiate,0,46,0.0
holdout_locked-commercial-doet_rl-n10-s8110-isolated-r7303,commercial,isolated,8110,10,doet_rl,7303,4,respond_offer,0,46,0.0
holdout_locked-commercial-doet_rl-n10-s8110-isolated-r7303,commercial,isolated,8110,10,doet_rl,7303,5,propose_coalition,8,46,0.17391304347826086
holdout_locked-commercial-doet_rl-n10-s8110-isolated-r7303,commercial,isolated,8110,10,doet_rl,7303,6,request_reallocation,12,46,0.2608695652173913
holdout_locked-commercial-doet_rl-n10-s8110-isolated-r7303,commercial,isolated,8110,10,doet_rl,7303,7,emergency,3,46,0.06521739130434782
holdout_locked-commercial-doet_rl-n10-s8110-isolated-r7303,commercial,isolated,8110,10,doet_rl,7303,8,silent,4,46,0.08695652173913043
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,0,continue,21,51,0.4117647058823529
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,1,request_info,0,51,0.0
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,2,disclose_summary,0,51,0.0
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,3,negotiate,0,51,0.0
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,4,respond_offer,0,51,0.0
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,5,propose_coalition,12,51,0.23529411764705882
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,6,request_reallocation,13,51,0.2549019607843137
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,7,emergency,5,51,0.09803921568627451
holdout_locked-commercial-doet_rl-n10-s8111-isolated-r7304,commercial,isolated,8111,10,doet_rl,7304,8,silent,0,51,0.0
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,0,continue,19,38,0.5
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,1,request_info,0,38,0.0
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,2,disclose_summary,0,38,0.0
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,3,negotiate,0,38,0.0
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,4,respond_offer,0,38,0.0
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,5,propose_coalition,7,38,0.18421052631578946
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,6,request_reallocation,4,38,0.10526315789473684
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,7,emergency,6,38,0.15789473684210525
holdout_locked-commercial-doet_rl-n10-s8112-isolated-r7305,commercial,isolated,8112,10,doet_rl,7305,8,silent,2,38,0.05263157894736842
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,0,continue,20,55,0.36363636363636365
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,1,request_info,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,2,disclose_summary,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,3,negotiate,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,4,respond_offer,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,5,propose_coalition,10,55,0.18181818181818182
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,6,request_reallocation,17,55,0.3090909090909091
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,7,emergency,6,55,0.10909090909090909
holdout_locked-commercial-doet_rl-n10-s8113-isolated-r7301,commercial,isolated,8113,10,doet_rl,7301,8,silent,2,55,0.03636363636363636
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,0,continue,20,55,0.36363636363636365
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,1,request_info,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,2,disclose_summary,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,3,negotiate,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,4,respond_offer,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,5,propose_coalition,12,55,0.21818181818181817
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,6,request_reallocation,15,55,0.2727272727272727
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,7,emergency,8,55,0.14545454545454545
holdout_locked-commercial-doet_rl-n10-s8114-isolated-r7302,commercial,isolated,8114,10,doet_rl,7302,8,silent,0,55,0.0
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,0,continue,21,46,0.45652173913043476
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,1,request_info,0,46,0.0
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,2,disclose_summary,0,46,0.0
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,3,negotiate,0,46,0.0
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,4,respond_offer,0,46,0.0
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,5,propose_coalition,7,46,0.15217391304347827
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,6,request_reallocation,13,46,0.2826086956521739
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,7,emergency,4,46,0.08695652173913043
holdout_locked-commercial-doet_rl-n10-s8115-isolated-r7303,commercial,isolated,8115,10,doet_rl,7303,8,silent,1,46,0.021739130434782608
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,0,continue,21,56,0.375
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,1,request_info,0,56,0.0
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,2,disclose_summary,0,56,0.0
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,3,negotiate,0,56,0.0
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,4,respond_offer,0,56,0.0
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,5,propose_coalition,11,56,0.19642857142857142
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,6,request_reallocation,18,56,0.32142857142857145
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,7,emergency,6,56,0.10714285714285714
holdout_locked-commercial-doet_rl-n10-s8116-isolated-r7304,commercial,isolated,8116,10,doet_rl,7304,8,silent,0,56,0.0
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,0,continue,0,106,0.0
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,1,request_info,2,106,0.018867924528301886
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,2,disclose_summary,0,106,0.0
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,3,negotiate,35,106,0.330188679245283
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,4,respond_offer,0,106,0.0
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,5,propose_coalition,1,106,0.009433962264150943
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,6,request_reallocation,43,106,0.4056603773584906
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,7,emergency,7,106,0.0660377358490566
holdout_locked-commercial-thermoagent-n10-s8101-isolated-r7301,commercial,isolated,8101,10,thermoagent,7301,8,silent,18,106,0.16981132075471697
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,0,continue,0,109,0.0
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,1,request_info,2,109,0.01834862385321101
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,2,disclose_summary,0,109,0.0
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,3,negotiate,28,109,0.25688073394495414
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,4,respond_offer,0,109,0.0
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,5,propose_coalition,7,109,0.06422018348623854
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,6,request_reallocation,66,109,0.6055045871559633
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,7,emergency,6,109,0.05504587155963303
holdout_locked-commercial-thermoagent-n10-s8106-isolated-r7302,commercial,isolated,8106,10,thermoagent,7302,8,silent,0,109,0.0
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,0,continue,14,108,0.12962962962962962
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,1,request_info,4,108,0.037037037037037035
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,2,disclose_summary,0,108,0.0
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,3,negotiate,8,108,0.07407407407407407
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,4,respond_offer,28,108,0.25925925925925924
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,5,propose_coalition,28,108,0.25925925925925924
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,6,request_reallocation,3,108,0.027777777777777776
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,7,emergency,12,108,0.1111111111111111
holdout_locked-commercial-thermoagent-n10-s8111-isolated-r7303,commercial,isolated,8111,10,thermoagent,7303,8,silent,11,108,0.10185185185185185
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,0,continue,4,115,0.034782608695652174
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,1,request_info,2,115,0.017391304347826087
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,2,disclose_summary,0,115,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,3,negotiate,26,115,0.22608695652173913
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,4,respond_offer,1,115,0.008695652173913044
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,5,propose_coalition,29,115,0.25217391304347825
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,6,request_reallocation,46,115,0.4
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,7,emergency,6,115,0.05217391304347826
holdout_locked-commercial-learned_no_entropy-n10-s8101-communication_partition-r7305,commercial,communication_partition,8101,10,learned_no_entropy,7305,8,silent,1,115,0.008695652173913044
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,0,continue,5,97,0.05154639175257732
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,1,request_info,2,97,0.020618556701030927
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,2,disclose_summary,0,97,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,3,negotiate,27,97,0.27835051546391754
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,4,respond_offer,1,97,0.010309278350515464
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,5,propose_coalition,21,97,0.21649484536082475
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,6,request_reallocation,33,97,0.3402061855670103
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,7,emergency,8,97,0.08247422680412371
holdout_locked-commercial-learned_no_entropy-n10-s8102-communication_partition-r7301,commercial,communication_partition,8102,10,learned_no_entropy,7301,8,silent,0,97,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,0,continue,3,107,0.028037383177570093
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,1,request_info,2,107,0.018691588785046728
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,2,disclose_summary,0,107,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,3,negotiate,23,107,0.21495327102803738
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,4,respond_offer,1,107,0.009345794392523364
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,5,propose_coalition,15,107,0.14018691588785046
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,6,request_reallocation,55,107,0.514018691588785
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,7,emergency,8,107,0.07476635514018691
holdout_locked-commercial-learned_no_entropy-n10-s8103-communication_partition-r7302,commercial,communication_partition,8103,10,learned_no_entropy,7302,8,silent,0,107,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,0,continue,1,100,0.01
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,1,request_info,2,100,0.02
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,2,disclose_summary,0,100,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,3,negotiate,25,100,0.25
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,4,respond_offer,3,100,0.03
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,5,propose_coalition,18,100,0.18
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,6,request_reallocation,31,100,0.31
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,7,emergency,11,100,0.11
holdout_locked-commercial-learned_no_entropy-n10-s8104-communication_partition-r7303,commercial,communication_partition,8104,10,learned_no_entropy,7303,8,silent,9,100,0.09
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,0,continue,2,99,0.020202020202020204
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,1,request_info,2,99,0.020202020202020204
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,2,disclose_summary,0,99,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,3,negotiate,28,99,0.2828282828282828
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,4,respond_offer,0,99,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,5,propose_coalition,13,99,0.13131313131313133
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,6,request_reallocation,44,99,0.4444444444444444
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,7,emergency,10,99,0.10101010101010101
holdout_locked-commercial-learned_no_entropy-n10-s8105-communication_partition-r7304,commercial,communication_partition,8105,10,learned_no_entropy,7304,8,silent,0,99,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,0,continue,7,106,0.0660377358490566
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,1,request_info,2,106,0.018867924528301886
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,2,disclose_summary,0,106,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,3,negotiate,28,106,0.2641509433962264
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,4,respond_offer,11,106,0.10377358490566038
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,5,propose_coalition,21,106,0.19811320754716982
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,6,request_reallocation,28,106,0.2641509433962264
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,7,emergency,9,106,0.08490566037735849
holdout_locked-commercial-learned_no_entropy-n10-s8106-communication_partition-r7305,commercial,communication_partition,8106,10,learned_no_entropy,7305,8,silent,0,106,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,0,continue,5,100,0.05
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,1,request_info,2,100,0.02
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,2,disclose_summary,0,100,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,3,negotiate,25,100,0.25
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,4,respond_offer,11,100,0.11
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,5,propose_coalition,19,100,0.19
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,6,request_reallocation,30,100,0.3
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,7,emergency,8,100,0.08
holdout_locked-commercial-learned_no_entropy-n10-s8107-communication_partition-r7301,commercial,communication_partition,8107,10,learned_no_entropy,7301,8,silent,0,100,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,0,continue,6,111,0.05405405405405406
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,1,request_info,2,111,0.018018018018018018
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,2,disclose_summary,0,111,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,3,negotiate,27,111,0.24324324324324326
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,4,respond_offer,23,111,0.2072072072072072
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,5,propose_coalition,17,111,0.15315315315315314
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,6,request_reallocation,27,111,0.24324324324324326
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,7,emergency,8,111,0.07207207207207207
holdout_locked-commercial-learned_no_entropy-n10-s8108-communication_partition-r7302,commercial,communication_partition,8108,10,learned_no_entropy,7302,8,silent,1,111,0.009009009009009009
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,0,continue,4,108,0.037037037037037035
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,1,request_info,2,108,0.018518518518518517
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,2,disclose_summary,0,108,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,3,negotiate,28,108,0.25925925925925924
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,4,respond_offer,1,108,0.009259259259259259
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,5,propose_coalition,22,108,0.2037037037037037
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,6,request_reallocation,43,108,0.39814814814814814
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,7,emergency,8,108,0.07407407407407407
holdout_locked-commercial-learned_no_entropy-n10-s8109-communication_partition-r7303,commercial,communication_partition,8109,10,learned_no_entropy,7303,8,silent,0,108,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,0,continue,1,101,0.009900990099009901
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,1,request_info,2,101,0.019801980198019802
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,2,disclose_summary,0,101,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,3,negotiate,26,101,0.25742574257425743
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,4,respond_offer,6,101,0.0594059405940594
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,5,propose_coalition,14,101,0.13861386138613863
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,6,request_reallocation,42,101,0.4158415841584158
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,7,emergency,10,101,0.09900990099009901
holdout_locked-commercial-learned_no_entropy-n10-s8110-communication_partition-r7304,commercial,communication_partition,8110,10,learned_no_entropy,7304,8,silent,0,101,0.0
holdout_locked-commercial-learned_no_entropy-n10-s8111-communication_partition-r7305,commercial,communication_partition,8111,10,learned_no_entropy,7305,0,continue,4,98,0.04081632653061224
holdout_locked-commercial-learned_no_entropy-n10-s8111-communication_partition-r7305,commercial,communication_partition,8111,10,learned_no_entropy,7305,1,request_info,2,98,0.02040816326530612
holdout_locked-commercial-learned_no_entropy-n10-s8111-communication_partition-r7305,commercial,communication_partition,8111,10,learned_no_entropy,7305,2,disclose_summary,0,98,0.0
