run_id,application,scenario,method,message_type,count
holdout_locked-commercial-doet_rl-n10-s8110-compound_ood-r7301,commercial,compound_ood,doet_rl,coalition_joined,6
holdout_locked-commercial-doet_rl-n10-s8110-compound_ood-r7301,commercial,compound_ood,doet_rl,coalition_proposal,9
holdout_locked-commercial-doet_rl-n10-s8110-compound_ood-r7301,commercial,compound_ood,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8110-compound_ood-r7301,commercial,compound_ood,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8111-compound_ood-r7302,commercial,compound_ood,doet_rl,coalition_joined,5
holdout_locked-commercial-doet_rl-n10-s8111-compound_ood-r7302,commercial,compound_ood,doet_rl,coalition_proposal,8
holdout_locked-commercial-doet_rl-n10-s8111-compound_ood-r7302,commercial,compound_ood,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8111-compound_ood-r7302,commercial,compound_ood,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8112-compound_ood-r7303,commercial,compound_ood,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8112-compound_ood-r7303,commercial,compound_ood,doet_rl,coalition_proposal,8
holdout_locked-commercial-doet_rl-n10-s8112-compound_ood-r7303,commercial,compound_ood,doet_rl,need,3
holdout_locked-commercial-doet_rl-n10-s8112-compound_ood-r7303,commercial,compound_ood,doet_rl,entropy_sketch,14
holdout_locked-commercial-doet_rl-n10-s8113-compound_ood-r7304,commercial,compound_ood,doet_rl,coalition_joined,1
holdout_locked-commercial-doet_rl-n10-s8113-compound_ood-r7304,commercial,compound_ood,doet_rl,coalition_proposal,3
holdout_locked-commercial-doet_rl-n10-s8113-compound_ood-r7304,commercial,compound_ood,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8113-compound_ood-r7304,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8114-compound_ood-r7305,commercial,compound_ood,doet_rl,coalition_joined,4
holdout_locked-commercial-doet_rl-n10-s8114-compound_ood-r7305,commercial,compound_ood,doet_rl,coalition_proposal,8
holdout_locked-commercial-doet_rl-n10-s8114-compound_ood-r7305,commercial,compound_ood,doet_rl,need,3
holdout_locked-commercial-doet_rl-n10-s8114-compound_ood-r7305,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8115-compound_ood-r7301,commercial,compound_ood,doet_rl,coalition_joined,2
holdout_locked-commercial-doet_rl-n10-s8115-compound_ood-r7301,commercial,compound_ood,doet_rl,coalition_proposal,9
holdout_locked-commercial-doet_rl-n10-s8115-compound_ood-r7301,commercial,compound_ood,doet_rl,need,1
holdout_locked-commercial-doet_rl-n10-s8115-compound_ood-r7301,commercial,compound_ood,doet_rl,entropy_sketch,16
holdout_locked-commercial-doet_rl-n10-s8116-compound_ood-r7302,commercial,compound_ood,doet_rl,coalition_proposal,6
holdout_locked-commercial-doet_rl-n10-s8116-compound_ood-r7302,commercial,compound_ood,doet_rl,need,2
holdout_locked-commercial-doet_rl-n10-s8116-compound_ood-r7302,commercial,compound_ood,doet_rl,entropy_sketch,12
holdout_locked-humanitarian-doet_rule-n10-s8201-nominal,humanitarian,nominal,doet_rule,coalition_joined,16
holdout_locked-humanitarian-doet_rule-n10-s8201-nominal,humanitarian,nominal,doet_rule,coalition_proposal,19
holdout_locked-humanitarian-doet_rule-n10-s8201-nominal,humanitarian,nominal,doet_rule,need,4
holdout_locked-humanitarian-doet_rule-n10-s8201-nominal,humanitarian,nominal,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8202-nominal,humanitarian,nominal,doet_rule,coalition_joined,16
holdout_locked-humanitarian-doet_rule-n10-s8202-nominal,humanitarian,nominal,doet_rule,coalition_proposal,23
holdout_locked-humanitarian-doet_rule-n10-s8202-nominal,humanitarian,nominal,doet_rule,need,2
holdout_locked-humanitarian-doet_rule-n10-s8202-nominal,humanitarian,nominal,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8203-nominal,humanitarian,nominal,doet_rule,coalition_joined,24
holdout_locked-humanitarian-doet_rule-n10-s8203-nominal,humanitarian,nominal,doet_rule,coalition_proposal,28
holdout_locked-humanitarian-doet_rule-n10-s8203-nominal,humanitarian,nominal,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8203-nominal,humanitarian,nominal,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8204-nominal,humanitarian,nominal,doet_rule,coalition_joined,15
holdout_locked-humanitarian-doet_rule-n10-s8204-nominal,humanitarian,nominal,doet_rule,coalition_proposal,21
holdout_locked-humanitarian-doet_rule-n10-s8204-nominal,humanitarian,nominal,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8204-nominal,humanitarian,nominal,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8205-nominal,humanitarian,nominal,doet_rule,coalition_joined,12
holdout_locked-humanitarian-doet_rule-n10-s8205-nominal,humanitarian,nominal,doet_rule,coalition_proposal,16
holdout_locked-humanitarian-doet_rule-n10-s8205-nominal,humanitarian,nominal,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8205-nominal,humanitarian,nominal,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8206-nominal,humanitarian,nominal,doet_rule,coalition_joined,21
holdout_locked-humanitarian-doet_rule-n10-s8206-nominal,humanitarian,nominal,doet_rule,coalition_proposal,25
holdout_locked-humanitarian-doet_rule-n10-s8206-nominal,humanitarian,nominal,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8206-nominal,humanitarian,nominal,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8207-nominal,humanitarian,nominal,doet_rule,coalition_joined,14
holdout_locked-humanitarian-doet_rule-n10-s8207-nominal,humanitarian,nominal,doet_rule,coalition_proposal,20
holdout_locked-humanitarian-doet_rule-n10-s8207-nominal,humanitarian,nominal,doet_rule,need,4
holdout_locked-humanitarian-doet_rule-n10-s8207-nominal,humanitarian,nominal,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8208-nominal,humanitarian,nominal,doet_rule,coalition_joined,14
holdout_locked-humanitarian-doet_rule-n10-s8208-nominal,humanitarian,nominal,doet_rule,coalition_proposal,18
holdout_locked-humanitarian-doet_rule-n10-s8208-nominal,humanitarian,nominal,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8208-nominal,humanitarian,nominal,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,doet_rl,coalition_joined,3
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,doet_rl,coalition_proposal,6
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,doet_rl,need,4
holdout_locked-humanitarian-doet_rl-n10-s8201-nominal-r7303,humanitarian,nominal,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,doet_rl,coalition_joined,3
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,doet_rl,coalition_proposal,10
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8202-nominal-r7304,humanitarian,nominal,doet_rl,entropy_sketch,18
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,doet_rl,coalition_joined,3
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,doet_rl,coalition_proposal,7
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,doet_rl,need,4
holdout_locked-humanitarian-doet_rl-n10-s8203-nominal-r7305,humanitarian,nominal,doet_rl,entropy_sketch,18
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,doet_rl,coalition_joined,2
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,doet_rl,coalition_proposal,4
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8204-nominal-r7301,humanitarian,nominal,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,doet_rl,coalition_joined,7
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,doet_rl,coalition_proposal,14
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8205-nominal-r7302,humanitarian,nominal,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,doet_rl,coalition_joined,4
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,doet_rl,coalition_proposal,11
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8206-nominal-r7303,humanitarian,nominal,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,doet_rl,coalition_joined,5
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,doet_rl,coalition_proposal,11
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,doet_rl,need,5
holdout_locked-humanitarian-doet_rl-n10-s8207-nominal-r7304,humanitarian,nominal,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,doet_rl,coalition_joined,4
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,doet_rl,coalition_proposal,7
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,doet_rl,need,5
holdout_locked-humanitarian-doet_rl-n10-s8208-nominal-r7305,humanitarian,nominal,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8101-isolated,humanitarian,isolated,doet_rule,coalition_joined,20
holdout_locked-humanitarian-doet_rule-n10-s8101-isolated,humanitarian,isolated,doet_rule,coalition_proposal,25
holdout_locked-humanitarian-doet_rule-n10-s8101-isolated,humanitarian,isolated,doet_rule,need,6
holdout_locked-humanitarian-doet_rule-n10-s8101-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8102-isolated,humanitarian,isolated,doet_rule,coalition_joined,20
holdout_locked-humanitarian-doet_rule-n10-s8102-isolated,humanitarian,isolated,doet_rule,coalition_proposal,27
holdout_locked-humanitarian-doet_rule-n10-s8102-isolated,humanitarian,isolated,doet_rule,need,2
holdout_locked-humanitarian-doet_rule-n10-s8102-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8103-isolated,humanitarian,isolated,doet_rule,coalition_joined,15
holdout_locked-humanitarian-doet_rule-n10-s8103-isolated,humanitarian,isolated,doet_rule,coalition_proposal,20
holdout_locked-humanitarian-doet_rule-n10-s8103-isolated,humanitarian,isolated,doet_rule,need,4
holdout_locked-humanitarian-doet_rule-n10-s8103-isolated,humanitarian,isolated,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8104-isolated,humanitarian,isolated,doet_rule,coalition_joined,18
holdout_locked-humanitarian-doet_rule-n10-s8104-isolated,humanitarian,isolated,doet_rule,coalition_proposal,21
holdout_locked-humanitarian-doet_rule-n10-s8104-isolated,humanitarian,isolated,doet_rule,need,4
holdout_locked-humanitarian-doet_rule-n10-s8104-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8105-isolated,humanitarian,isolated,doet_rule,coalition_joined,15
holdout_locked-humanitarian-doet_rule-n10-s8105-isolated,humanitarian,isolated,doet_rule,coalition_proposal,18
holdout_locked-humanitarian-doet_rule-n10-s8105-isolated,humanitarian,isolated,doet_rule,need,6
holdout_locked-humanitarian-doet_rule-n10-s8105-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8106-isolated,humanitarian,isolated,doet_rule,coalition_joined,14
holdout_locked-humanitarian-doet_rule-n10-s8106-isolated,humanitarian,isolated,doet_rule,coalition_proposal,19
holdout_locked-humanitarian-doet_rule-n10-s8106-isolated,humanitarian,isolated,doet_rule,need,2
holdout_locked-humanitarian-doet_rule-n10-s8106-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8107-isolated,humanitarian,isolated,doet_rule,coalition_joined,22
holdout_locked-humanitarian-doet_rule-n10-s8107-isolated,humanitarian,isolated,doet_rule,coalition_proposal,29
holdout_locked-humanitarian-doet_rule-n10-s8107-isolated,humanitarian,isolated,doet_rule,need,1
holdout_locked-humanitarian-doet_rule-n10-s8107-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8108-isolated,humanitarian,isolated,doet_rule,coalition_joined,13
holdout_locked-humanitarian-doet_rule-n10-s8108-isolated,humanitarian,isolated,doet_rule,coalition_proposal,18
holdout_locked-humanitarian-doet_rule-n10-s8108-isolated,humanitarian,isolated,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8108-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8109-isolated,humanitarian,isolated,doet_rule,coalition_joined,9
holdout_locked-humanitarian-doet_rule-n10-s8109-isolated,humanitarian,isolated,doet_rule,coalition_proposal,11
holdout_locked-humanitarian-doet_rule-n10-s8109-isolated,humanitarian,isolated,doet_rule,need,6
holdout_locked-humanitarian-doet_rule-n10-s8109-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8110-isolated,humanitarian,isolated,doet_rule,coalition_joined,19
holdout_locked-humanitarian-doet_rule-n10-s8110-isolated,humanitarian,isolated,doet_rule,coalition_proposal,25
holdout_locked-humanitarian-doet_rule-n10-s8110-isolated,humanitarian,isolated,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8110-isolated,humanitarian,isolated,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8111-isolated,humanitarian,isolated,doet_rule,coalition_joined,15
holdout_locked-humanitarian-doet_rule-n10-s8111-isolated,humanitarian,isolated,doet_rule,coalition_proposal,22
holdout_locked-humanitarian-doet_rule-n10-s8111-isolated,humanitarian,isolated,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8111-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8112-isolated,humanitarian,isolated,doet_rule,coalition_joined,12
holdout_locked-humanitarian-doet_rule-n10-s8112-isolated,humanitarian,isolated,doet_rule,coalition_proposal,15
holdout_locked-humanitarian-doet_rule-n10-s8112-isolated,humanitarian,isolated,doet_rule,need,5
holdout_locked-humanitarian-doet_rule-n10-s8112-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8113-isolated,humanitarian,isolated,doet_rule,coalition_joined,12
holdout_locked-humanitarian-doet_rule-n10-s8113-isolated,humanitarian,isolated,doet_rule,coalition_proposal,14
holdout_locked-humanitarian-doet_rule-n10-s8113-isolated,humanitarian,isolated,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8113-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8114-isolated,humanitarian,isolated,doet_rule,coalition_joined,13
holdout_locked-humanitarian-doet_rule-n10-s8114-isolated,humanitarian,isolated,doet_rule,coalition_proposal,18
holdout_locked-humanitarian-doet_rule-n10-s8114-isolated,humanitarian,isolated,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8114-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8115-isolated,humanitarian,isolated,doet_rule,coalition_joined,16
holdout_locked-humanitarian-doet_rule-n10-s8115-isolated,humanitarian,isolated,doet_rule,coalition_proposal,20
holdout_locked-humanitarian-doet_rule-n10-s8115-isolated,humanitarian,isolated,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8115-isolated,humanitarian,isolated,doet_rule,entropy_sketch,20
holdout_locked-humanitarian-doet_rule-n10-s8116-isolated,humanitarian,isolated,doet_rule,coalition_joined,24
holdout_locked-humanitarian-doet_rule-n10-s8116-isolated,humanitarian,isolated,doet_rule,coalition_proposal,34
holdout_locked-humanitarian-doet_rule-n10-s8116-isolated,humanitarian,isolated,doet_rule,need,2
holdout_locked-humanitarian-doet_rule-n10-s8116-isolated,humanitarian,isolated,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rl-n10-s8101-isolated-r7301,humanitarian,isolated,doet_rl,coalition_joined,4
holdout_locked-humanitarian-doet_rl-n10-s8101-isolated-r7301,humanitarian,isolated,doet_rl,coalition_proposal,9
holdout_locked-humanitarian-doet_rl-n10-s8101-isolated-r7301,humanitarian,isolated,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8101-isolated-r7301,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8102-isolated-r7302,humanitarian,isolated,doet_rl,coalition_joined,3
holdout_locked-humanitarian-doet_rl-n10-s8102-isolated-r7302,humanitarian,isolated,doet_rl,coalition_proposal,9
holdout_locked-humanitarian-doet_rl-n10-s8102-isolated-r7302,humanitarian,isolated,doet_rl,need,6
holdout_locked-humanitarian-doet_rl-n10-s8102-isolated-r7302,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8103-isolated-r7303,humanitarian,isolated,doet_rl,coalition_joined,7
holdout_locked-humanitarian-doet_rl-n10-s8103-isolated-r7303,humanitarian,isolated,doet_rl,coalition_proposal,13
holdout_locked-humanitarian-doet_rl-n10-s8103-isolated-r7303,humanitarian,isolated,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8103-isolated-r7303,humanitarian,isolated,doet_rl,entropy_sketch,18
holdout_locked-humanitarian-doet_rl-n10-s8104-isolated-r7304,humanitarian,isolated,doet_rl,coalition_joined,5
holdout_locked-humanitarian-doet_rl-n10-s8104-isolated-r7304,humanitarian,isolated,doet_rl,coalition_proposal,9
holdout_locked-humanitarian-doet_rl-n10-s8104-isolated-r7304,humanitarian,isolated,doet_rl,need,5
holdout_locked-humanitarian-doet_rl-n10-s8104-isolated-r7304,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8105-isolated-r7305,humanitarian,isolated,doet_rl,coalition_joined,4
holdout_locked-humanitarian-doet_rl-n10-s8105-isolated-r7305,humanitarian,isolated,doet_rl,coalition_proposal,9
holdout_locked-humanitarian-doet_rl-n10-s8105-isolated-r7305,humanitarian,isolated,doet_rl,need,6
holdout_locked-humanitarian-doet_rl-n10-s8105-isolated-r7305,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8106-isolated-r7301,humanitarian,isolated,doet_rl,coalition_joined,6
holdout_locked-humanitarian-doet_rl-n10-s8106-isolated-r7301,humanitarian,isolated,doet_rl,coalition_proposal,11
holdout_locked-humanitarian-doet_rl-n10-s8106-isolated-r7301,humanitarian,isolated,doet_rl,need,5
holdout_locked-humanitarian-doet_rl-n10-s8106-isolated-r7301,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8107-isolated-r7302,humanitarian,isolated,doet_rl,coalition_joined,3
holdout_locked-humanitarian-doet_rl-n10-s8107-isolated-r7302,humanitarian,isolated,doet_rl,coalition_proposal,5
holdout_locked-humanitarian-doet_rl-n10-s8107-isolated-r7302,humanitarian,isolated,doet_rl,need,4
holdout_locked-humanitarian-doet_rl-n10-s8107-isolated-r7302,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8108-isolated-r7303,humanitarian,isolated,doet_rl,coalition_joined,6
holdout_locked-humanitarian-doet_rl-n10-s8108-isolated-r7303,humanitarian,isolated,doet_rl,coalition_proposal,13
holdout_locked-humanitarian-doet_rl-n10-s8108-isolated-r7303,humanitarian,isolated,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8108-isolated-r7303,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8109-isolated-r7304,humanitarian,isolated,doet_rl,coalition_joined,2
holdout_locked-humanitarian-doet_rl-n10-s8109-isolated-r7304,humanitarian,isolated,doet_rl,coalition_proposal,13
holdout_locked-humanitarian-doet_rl-n10-s8109-isolated-r7304,humanitarian,isolated,doet_rl,need,2
holdout_locked-humanitarian-doet_rl-n10-s8109-isolated-r7304,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8110-isolated-r7305,humanitarian,isolated,doet_rl,coalition_joined,7
holdout_locked-humanitarian-doet_rl-n10-s8110-isolated-r7305,humanitarian,isolated,doet_rl,coalition_proposal,12
holdout_locked-humanitarian-doet_rl-n10-s8110-isolated-r7305,humanitarian,isolated,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8110-isolated-r7305,humanitarian,isolated,doet_rl,entropy_sketch,18
holdout_locked-humanitarian-doet_rl-n10-s8111-isolated-r7301,humanitarian,isolated,doet_rl,coalition_joined,4
holdout_locked-humanitarian-doet_rl-n10-s8111-isolated-r7301,humanitarian,isolated,doet_rl,coalition_proposal,10
holdout_locked-humanitarian-doet_rl-n10-s8111-isolated-r7301,humanitarian,isolated,doet_rl,need,3
holdout_locked-humanitarian-doet_rl-n10-s8111-isolated-r7301,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8112-isolated-r7302,humanitarian,isolated,doet_rl,coalition_joined,9
holdout_locked-humanitarian-doet_rl-n10-s8112-isolated-r7302,humanitarian,isolated,doet_rl,coalition_proposal,15
holdout_locked-humanitarian-doet_rl-n10-s8112-isolated-r7302,humanitarian,isolated,doet_rl,need,4
holdout_locked-humanitarian-doet_rl-n10-s8112-isolated-r7302,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8113-isolated-r7303,humanitarian,isolated,doet_rl,coalition_joined,8
holdout_locked-humanitarian-doet_rl-n10-s8113-isolated-r7303,humanitarian,isolated,doet_rl,coalition_proposal,16
holdout_locked-humanitarian-doet_rl-n10-s8113-isolated-r7303,humanitarian,isolated,doet_rl,need,2
holdout_locked-humanitarian-doet_rl-n10-s8113-isolated-r7303,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8114-isolated-r7304,humanitarian,isolated,doet_rl,coalition_joined,6
holdout_locked-humanitarian-doet_rl-n10-s8114-isolated-r7304,humanitarian,isolated,doet_rl,coalition_proposal,12
holdout_locked-humanitarian-doet_rl-n10-s8114-isolated-r7304,humanitarian,isolated,doet_rl,need,4
holdout_locked-humanitarian-doet_rl-n10-s8114-isolated-r7304,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8115-isolated-r7305,humanitarian,isolated,doet_rl,coalition_joined,4
holdout_locked-humanitarian-doet_rl-n10-s8115-isolated-r7305,humanitarian,isolated,doet_rl,coalition_proposal,9
holdout_locked-humanitarian-doet_rl-n10-s8115-isolated-r7305,humanitarian,isolated,doet_rl,need,4
holdout_locked-humanitarian-doet_rl-n10-s8115-isolated-r7305,humanitarian,isolated,doet_rl,entropy_sketch,20
holdout_locked-humanitarian-doet_rl-n10-s8116-isolated-r7301,humanitarian,isolated,doet_rl,coalition_joined,4
holdout_locked-humanitarian-doet_rl-n10-s8116-isolated-r7301,humanitarian,isolated,doet_rl,coalition_proposal,8
holdout_locked-humanitarian-doet_rl-n10-s8116-isolated-r7301,humanitarian,isolated,doet_rl,need,4
holdout_locked-humanitarian-doet_rl-n10-s8116-isolated-r7301,humanitarian,isolated,doet_rl,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8101-communication_partition,humanitarian,communication_partition,doet_rule,coalition_joined,15
holdout_locked-humanitarian-doet_rule-n10-s8101-communication_partition,humanitarian,communication_partition,doet_rule,coalition_proposal,21
holdout_locked-humanitarian-doet_rule-n10-s8101-communication_partition,humanitarian,communication_partition,doet_rule,need,4
holdout_locked-humanitarian-doet_rule-n10-s8101-communication_partition,humanitarian,communication_partition,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8102-communication_partition,humanitarian,communication_partition,doet_rule,coalition_joined,14
holdout_locked-humanitarian-doet_rule-n10-s8102-communication_partition,humanitarian,communication_partition,doet_rule,coalition_proposal,21
holdout_locked-humanitarian-doet_rule-n10-s8102-communication_partition,humanitarian,communication_partition,doet_rule,need,2
holdout_locked-humanitarian-doet_rule-n10-s8102-communication_partition,humanitarian,communication_partition,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8103-communication_partition,humanitarian,communication_partition,doet_rule,coalition_joined,11
holdout_locked-humanitarian-doet_rule-n10-s8103-communication_partition,humanitarian,communication_partition,doet_rule,coalition_proposal,16
holdout_locked-humanitarian-doet_rule-n10-s8103-communication_partition,humanitarian,communication_partition,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8103-communication_partition,humanitarian,communication_partition,doet_rule,entropy_sketch,16
holdout_locked-humanitarian-doet_rule-n10-s8104-communication_partition,humanitarian,communication_partition,doet_rule,coalition_joined,13
holdout_locked-humanitarian-doet_rule-n10-s8104-communication_partition,humanitarian,communication_partition,doet_rule,coalition_proposal,18
holdout_locked-humanitarian-doet_rule-n10-s8104-communication_partition,humanitarian,communication_partition,doet_rule,need,2
holdout_locked-humanitarian-doet_rule-n10-s8104-communication_partition,humanitarian,communication_partition,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8105-communication_partition,humanitarian,communication_partition,doet_rule,coalition_joined,17
holdout_locked-humanitarian-doet_rule-n10-s8105-communication_partition,humanitarian,communication_partition,doet_rule,coalition_proposal,23
holdout_locked-humanitarian-doet_rule-n10-s8105-communication_partition,humanitarian,communication_partition,doet_rule,need,3
holdout_locked-humanitarian-doet_rule-n10-s8105-communication_partition,humanitarian,communication_partition,doet_rule,entropy_sketch,18
holdout_locked-humanitarian-doet_rule-n10-s8106-communication_partition,humanitarian,communication_partition,doet_rule,coalition_joined,13
holdout_locked-humanitarian-doet_rule-n10-s8106-communication_partition,humanitarian,communication_partition,doet_rule,coalition_proposal,16
holdout_locked-humanitarian-doet_rule-n10-s8106-communication_partition,humanitarian,communication_partition,doet_rule,need,2
holdout_locked-humanitarian-doet_rule-n10-s8106-communication_partition,humanitarian,communication_partition,doet_rule,entropy_sketch,16
holdout_locked-humanitarian-doet_rule-n10-s8107-communication_partition,humanitarian,communication_partition,doet_rule,coalition_joined,16
holdout_locked-humanitarian-doet_rule-n10-s8107-communication_partition,humanitarian,communication_partition,doet_rule,coalition_proposal,24
holdout_locked-humanitarian-doet_rule-n10-s8107-communication_partition,humanitarian,communication_partition,doet_rule,need,4
