backlog,coalitions,coalitions_formed,commitment_breaches,consensus_rmse,conservation_error,cumulative_demand,cumulative_trigger_activations,delayed_consensus_rmse,delayed_entropy_mean,delayed_free_energy_mean,delivered_messages,disruption_active,distributed_entropy_mean,distributed_free_energy_mean,exact_energy,exact_energy_sensitivity_backlog_service_heavy,exact_energy_sensitivity_balanced,exact_energy_sensitivity_delay_commitment_heavy,exact_entropy,exact_free_energy,exact_free_energy_sensitivity_backlog_service_heavy,exact_free_energy_sensitivity_balanced,exact_free_energy_sensitivity_delay_commitment_heavy,fairness,fulfilled,fulfillment_rate,individually_rational_acceptances,information_disclosures,interaction_entropy,inventory_efficiency,max_surprisal,max_surprisal_agent,mean_local_consensus_residual,mean_local_interaction_entropy,mean_trigger_statistic,message_bytes,messages,monitor_sketch_bytes,monitor_sketch_messages,noisy_consensus_rmse,noisy_entropy_mean,noisy_free_energy_mean,offers_accepted,offers_submitted,on_time_delivery_rate,service_loss,states,step,surprisal_ranked_agents,tool_calls,total_cost,transport_efficiency,trigger_active_agents,trigger_alert_attempts,trigger_alert_successes,trigger_crisis_agents,valid_tool_calls,weighted_backlog,mean_trigger_statistic_agents,operational_messages_this_step,disruption_step,first_activation_step,run_id
9.463586612443518,0,0,0,0.09284770462288332,5.684341886080802e-14,21.285806527818476,0,0.12150870023913475,1.0,0.08838307135393118,0,False,0.9321114112009322,0.11374831628923146,0.43175853018372706,0.3976377952755906,0.48031496062992124,0.5354330708661416,0.46665028315947593,0.3534478133021639,0.3444609431659896,0.38814232257666476,0.4404076725723827,0.8519721936144556,11.822219915374959,0.5554038978943301,0,0,0.0,0.0329002330507383,5.133184828514303,community_10,0.4,0.0,0.0,0,0,2276,6,0.09224826172134071,0.9143508351872439,0.12525279559343833,0,0,0.0,0.4445961021056699,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 2, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 2, 'ngo_02': 2, 'transport_04': 2, 'transport_05': 2}",0,community_10;ngo_01;ngo_02;agency_03;clinic_09;transport_04;transport_05;depot_06;depot_07;clinic_08,0,0.0,0.0,0,0,0,0,0,12.33433034046477,0.0,6,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
31.028803988483062,0,0,0,0.0702513553325586,0.0,43.012618279738525,0,0.08374536185072899,0.9321114112009322,0.11374831628923146,0,False,0.8370213485664223,0.16890785249322088,0.46587926509186356,0.4396325459317586,0.5065616797900262,0.5511811023622047,0.49240808971663,0.3714717234518933,0.37035886906375054,0.39829221697836276,0.44005887931003884,0.8793954689038878,11.983814291255461,0.2786115974925559,0,1,0.0,0.031000484215724752,5.133184828514303,community_10,1.0,0.0,0.0,202,1,2276,6,0.07001970137736943,0.8139383130368959,0.18241008670137404,0,0,0.0,0.7213884025074442,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 2, 'ngo_02': 2, 'transport_04': 2, 'transport_05': 2}",1,community_10;ngo_01;ngo_02;agency_03;transport_04;transport_05;depot_06;depot_07;clinic_08;clinic_09,2,0.0,0.0,0,0,0,0,2,41.87478841385518,0.0,1,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
52.980135356894486,5,0,0,0.06762878684776229,5.684341886080802e-14,64.96394964814995,0,0.0702513553325586,0.8370213485664223,0.16890785249322088,3,False,0.7423828757329705,0.22485144967138976,0.46587926509186356,0.4396325459317586,0.5065616797900262,0.5511811023622047,0.49240808971663,0.3714717234518933,0.37035886906375054,0.39829221697836276,0.44005887931003884,0.9094421160771611,11.983814291255461,0.18446868388022553,0,1,0.9991370971625402,0.028885890071594412,5.133184828514303,community_10,1.0,0.5991076059838222,0.0,3150,10,2276,6,0.06731408646110006,0.7248306502771348,0.23262281585876257,0,0,0.0,0.8155313161197745,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 2, 'ngo_02': 2, 'transport_04': 2, 'transport_05': 2}",2,community_10;ngo_01;ngo_02;agency_03;transport_04;transport_05;depot_06;depot_07;clinic_08;clinic_09,10,0.0,0.0,0,0,0,0,7,72.34467051360468,0.0,9,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
70.99904704632581,7,2,0,0.07053880284238408,5.684341886080802e-14,82.98286133758128,0,0.06762878684776229,0.7423828757329705,0.22485144967138976,8,False,0.6605208463446901,0.27361036941330974,0.46587926509186356,0.4396325459317586,0.5065616797900262,0.5511811023622047,0.49240808971663,0.3714717234518933,0.37035886906375054,0.39829221697836276,0.44005887931003884,0.9194906736424006,11.983814291255461,0.1444131245668222,0,1,0.9851523679906316,0.027042212422010287,5.133184828514303,community_10,1.0,0.7857721737573553,0.0,4129,14,2276,6,0.07094760753608643,0.6314182967028785,0.29028410274606775,0,0,0.0,0.8555868754331778,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 2, 'ngo_02': 2, 'transport_04': 2, 'transport_05': 2}",3,community_10;ngo_01;ngo_02;agency_03;transport_04;transport_05;depot_06;depot_07;clinic_08;clinic_09,14,0.0,0.0,0,0,0,0,11,97.46585291671603,0.0,4,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
92.10592515071667,7,5,0,0.07520631285740612,0.0,104.08973944197213,0,0.07053880284238408,0.66052084634469,0.2736103694133097,13,False,0.5931203762777961,0.31393160615796906,0.46587926509186356,0.4396325459317586,0.5065616797900262,0.5511811023622047,0.49240808971663,0.3714717234518933,0.37035886906375054,0.39829221697836276,0.44005887931003884,0.9201243930660152,11.983814291255461,0.11512964059186823,0,1,0.9576162564763375,0.025429974247897308,5.133184828514303,community_10,1.0,0.7314031163139165,0.0,5020,19,2276,6,0.07668979060183503,0.5616991411252722,0.3353851291110592,0,0,0.0,0.8848703594081317,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 2, 'ngo_02': 2, 'transport_04': 2, 'transport_05': 2}",4,community_10;ngo_01;ngo_02;agency_03;transport_04;transport_05;depot_06;depot_07;clinic_08;clinic_09,19,0.0,0.0,0,0,0,0,16,126.71356666251175,0.0,5,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
125.21571416390391,7,7,0,0.08515828843202689,5.684341886080802e-14,137.19952845515937,0,0.08723324615213435,0.5931203762777961,0.31393160615796906,14,True,0.5712378932814983,0.3305878320970551,0.48320209973753286,0.4482939632545933,0.5282152230971128,0.581496062992126,0.5973847450377877,0.3231915021588165,0.3134172304478391,0.35434270434670323,0.40477078400121397,0.9325385980504294,11.983814291255461,0.08734588541368134,0,1,0.9637476257156952,0.02475843430197819,5.133184828514303,community_10,1.0,0.7370296896449862,0.0,5376,21,2276,6,0.08388552724280021,0.5584012852907716,0.3418569580053452,0,0,0.0,0.9126541145863186,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 8, 'ngo_02': 8, 'transport_04': 8, 'transport_05': 2}",5,community_10;ngo_01;ngo_02;transport_04;agency_03;transport_05;depot_06;depot_07;clinic_08;clinic_09,22,0.0,0.0,0,0,0,0,19,172.6771752313869,0.0,2,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
161.60145996211259,7,7,0,0.08924958903889223,5.684341886080802e-14,173.58527425336808,0,0.08515828843202689,0.5712378932814983,0.3305878320970551,14,True,0.5355346222135389,0.3551357806970487,0.48320209973753286,0.4482939632545933,0.5282152230971128,0.581496062992126,0.5973847450377877,0.3231915021588165,0.3134172304478391,0.35434270434670323,0.40477078400121397,0.9221227640969969,11.983814291255461,0.06903704443133625,0,2,0.9515093552023153,0.024078579801230834,5.133184828514303,community_10,1.0,0.7310284712059821,0.0,5582,22,2276,6,0.08860186205134567,0.5185491839133478,0.3724914856547349,0,0,0.0,0.9309629555686637,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 8, 'ngo_02': 8, 'transport_04': 8, 'transport_05': 2}",6,community_10;ngo_01;ngo_02;transport_04;agency_03;transport_05;depot_06;depot_07;clinic_08;clinic_09,23,0.0,0.0,0,0,0,0,20,223.18998169815285,0.0,1,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
195.36831085181848,7,7,0,0.09514692328974339,5.684341886080802e-14,207.35212514307395,0,0.08924958903889223,0.5355346222135389,0.35513578069704876,15,True,0.5016149263796821,0.37801014341449374,0.48320209973753286,0.4482939632545933,0.5282152230971128,0.581496062992126,0.5973847450377877,0.3231915021588165,0.3134172304478391,0.35434270434670323,0.40477078400121397,0.9161640668331514,11.983814291255461,0.05779450913747121,0,2,0.9515093552023153,0.023437475392612026,5.133184828514303,community_10,1.0,0.7272955423479238,0.0,5582,22,2276,6,0.09416158600005618,0.47812912169260163,0.39275429405528894,0,0,0.0,0.9422054908625288,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 8, 'ngo_02': 8, 'transport_04': 8, 'transport_05': 2}",7,community_10;ngo_01;ngo_02;transport_04;agency_03;transport_05;depot_06;depot_07;clinic_08;clinic_09,23,0.0,0.0,0,0,0,0,20,269.2262689935336,0.0,0,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
231.70541709617174,7,7,0,0.07267853330982027,1.1368683772161603e-13,243.6892313874272,0,0.09514692328974339,0.5016149263796821,0.3780101434144937,15,True,0.5416097960034426,0.3542738482261269,0.48320209973753286,0.4482939632545933,0.5282152230971128,0.581496062992126,0.5973847450377877,0.3231915021588165,0.3134172304478391,0.35434270434670323,0.40477078400121397,0.9216159343416357,11.983814291255461,0.04917662640661826,0,2,0.9515093552023153,0.022840554355170437,5.133184828514303,community_10,0.2,0.7272955423479238,0.0,5582,22,5304,14,0.07237769825072479,0.530195567198751,0.35840698894354117,0,0,0.0,0.9508233735933818,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 8, 'ngo_02': 8, 'transport_04': 8, 'transport_05': 2}",8,community_10;ngo_01;ngo_02;transport_04;agency_03;transport_05;depot_06;depot_07;clinic_08;clinic_09,23,0.0,0.0,0,0,0,0,20,320.3561490036697,0.0,8,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
263.95991803846323,7,7,0,0.07927186411012369,1.1368683772161603e-13,275.9437323297187,0,0.07267853330982027,0.5416097960034426,0.3542738482261269,16,True,0.517358464803135,0.37037250392345894,0.48320209973753286,0.4482939632545933,0.5282152230971128,0.581496062992126,0.5973847450377877,0.3231915021588165,0.3134172304478391,0.35434270434670323,0.40477078400121397,0.9181070400386138,11.983814291255461,0.0434284706888587,0,4,0.9083526662525157,0.022289034627207657,5.133184828514303,community_10,1.0,0.6954971860037394,0.0,5985,24,5304,14,0.07515333214053652,0.5301158021098069,0.36687678399434853,0,0,0.0,0.9565715293111413,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 8, 'ngo_02': 8, 'transport_04': 8, 'transport_05': 2}",9,community_10;ngo_01;ngo_02;transport_04;agency_03;transport_05;depot_06;depot_07;clinic_08;clinic_09,32,0.0,0.0,0,0,0,0,28,364.7705455069835,0.0,2,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
299.04504305870046,9,7,0,0.08761857336229256,1.1368683772161603e-13,311.02885734995596,0,0.07927186411012369,0.517358464803135,0.37037250392345894,17,True,0.49165157512073954,0.38714496358290634,0.48320209973753286,0.4482939632545933,0.5282152230971128,0.581496062992126,0.5973847450377877,0.3231915021588165,0.3134172304478391,0.35434270434670323,0.40477078400121397,0.9257061703647317,11.983814291255461,0.03852958980514082,0,4,0.9316385473209758,0.021700556840527137,5.133184828514303,community_10,1.0,0.7705769792494341,0.0,7303,28,5304,14,0.08654716780289813,0.4746333012377325,0.4021079240810662,0,0,0.0,0.9614704101948592,"{'agency_03': 2, 'clinic_08': 20, 'clinic_09': 20, 'community_10': 20, 'depot_06': 2, 'depot_07': 2, 'ngo_01': 8, 'ngo_02': 8, 'transport_04': 8, 'transport_05': 2}",10,community_10;ngo_01;ngo_02;transport_04;agency_03;transport_05;depot_06;depot_07;clinic_08;clinic_09,34,0.0,0.0,0,0,0,0,30,414.07959062587713,0.0,4,5,,holdout_locked-humanitarian-doet_rule-n10-s8104-correlated
