actionable_opportunities_baseline,agent_count_baseline,allocation_inequality_gini_baseline,application,autonomous_action_coverage_baseline,autonomous_beneficial_actions_baseline,autonomous_harmful_actions_baseline,autonomous_neutral_actions_baseline,baseline_calibration_sketch_messages_baseline,beneficial_actions_baseline,commitment_failures_baseline,completed_at_baseline,complexity,conservation_feasible_baseline,controller_baseline,coupling,critical_shortage_exposure_baseline,cross_community_messages_baseline,decision_epochs_baseline,delivery_completion_baseline,distributed_estimation_mae_baseline,dropped_messages_baseline,eligible_operational_proposals_baseline,environment_seed,event_count_baseline,fragmentation,harmful_actions_baseline,horizon_baseline,information_actions_baseline,information_condition,maximum_cascade_depth_baseline,maximum_conservation_residual_baseline,net_causal_utility_baseline,network_disruption,neutral_actions_baseline,operational_bytes_baseline,operational_communication_policy,operational_messages_baseline,operational_node_count_baseline,operator_escalations_baseline,operator_executed_actions_baseline,operator_minutes_baseline,physical_actions_baseline,post_disruption_sketch_messages_baseline,privacy_boundary_pass_baseline,resource_waste_baseline,run_id_baseline,service_loss_baseline,service_reaching_actions_baseline,sketch_bytes_baseline,sketch_messages_baseline,sketch_policy,started_at_baseline,stochastic_tape_digest_baseline,time_to_first_critical_delivery_baseline,topology_family,total_bytes_baseline,total_messages_baseline,weighted_unmet_critical_need_baseline,belief_consensus_recovery_baseline,cascaded_failures_baseline,crew_travel_baseline,crew_utilization_baseline,repeated_work_orders_baseline,restoration_time_mean_baseline,unsafe_switching_or_isolation_baseline,unserved_critical_load_auc_baseline,accepted_autonomous_actions_baseline,eligible_proposals_baseline,actual_autonomous_coverage_baseline,autonomous_completed_actions_baseline,autonomous_harm_rate_baseline,actionable_opportunities_entropic,agent_count_entropic,allocation_inequality_gini_entropic,autonomous_action_coverage_entropic,autonomous_beneficial_actions_entropic,autonomous_harmful_actions_entropic,autonomous_neutral_actions_entropic,baseline_calibration_sketch_messages_entropic,beneficial_actions_entropic,commitment_failures_entropic,completed_at_entropic,conservation_feasible_entropic,controller_entropic,critical_shortage_exposure_entropic,cross_community_messages_entropic,decision_epochs_entropic,delivery_completion_entropic,distributed_estimation_mae_entropic,dropped_messages_entropic,eligible_operational_proposals_entropic,event_count_entropic,harmful_actions_entropic,horizon_entropic,information_actions_entropic,maximum_cascade_depth_entropic,maximum_conservation_residual_entropic,net_causal_utility_entropic,neutral_actions_entropic,operational_bytes_entropic,operational_messages_entropic,operational_node_count_entropic,operator_escalations_entropic,operator_executed_actions_entropic,operator_minutes_entropic,physical_actions_entropic,post_disruption_sketch_messages_entropic,privacy_boundary_pass_entropic,resource_waste_entropic,run_id_entropic,service_loss_entropic,service_reaching_actions_entropic,sketch_bytes_entropic,sketch_messages_entropic,started_at_entropic,stochastic_tape_digest_entropic,time_to_first_critical_delivery_entropic,total_bytes_entropic,total_messages_entropic,weighted_unmet_critical_need_entropic,belief_consensus_recovery_entropic,cascaded_failures_entropic,crew_travel_entropic,crew_utilization_entropic,repeated_work_orders_entropic,restoration_time_mean_entropic,unsafe_switching_or_isolation_entropic,unserved_critical_load_auc_entropic,accepted_autonomous_actions_entropic,eligible_proposals_entropic,actual_autonomous_coverage_entropic,autonomous_completed_actions_entropic,autonomous_harm_rate_entropic,harm_reduction,service_loss_difference,relative_service_degradation,causal_utility_gain,coverage_difference
47,12,0.4461564248716389,humanitarian,0.625,12,16,0,46,13,0.0,2026-08-16T21:30:19.500051+00:00,small,True,crossfit_strongest_nonentropic,high,936.3774808991386,1326,10,26.0,0.0407921384924008,345,64,787037,6363,high,24,30,120,private_fragmented,3,1.0658141036401504e-14,18.859993379255663,high,0,28292,agent_event_triggered,120,8,9,9,41.0,40,1303,True,1.5,v7-development_formal_dynamic-humanitarian-small-high-high-high-random_geometric-private_fragmented-787037-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,2327.119784713881,16,502515,1458,event_triggered,2026-08-16T21:30:13.669303+00:00,ee274947e8e54b6ebcd6872452f315e410027b086cf634cb1fee516a98d21700,4.0,random_geometric,530807,1578,214.4714693560914,nan,nan,nan,nan,nan,nan,nan,nan,31,64,0.484375,28,0.5714285714285714,47,12,0.4537258474964842,0.625,13,15,0,46,14,0.0,2026-08-16T21:52:32.375061+00:00,True,crossfit_generalized_entropic,936.3774808991386,1326,10,28.0,0.0407921384924008,345,64,6363,23,30,120,3,1.0658141036401504e-14,21.161993379255662,0,28291,120,8,9,9,40.0,40,1303,True,1.5,v7-development_formal_dynamic-humanitarian-small-high-high-high-random_geometric-private_fragmented-787037-crossfit_generalized_entropic-event_triggered-agent_event_triggered,2312.947784713881,17,502515,1458,2026-08-16T21:52:26.264207+00:00,ee274947e8e54b6ebcd6872452f315e410027b086cf634cb1fee516a98d21700,4.0,530806,1578,212.10946935609135,nan,nan,nan,nan,nan,nan,nan,nan,31,64,0.484375,28,0.5357142857142857,0.0357142857142857,-14.172000000000025,-0.006089931465106112,2.3019999999999996,0.0
53,12,0.4815065267801665,humanitarian,0.6447368421052632,29,12,0,54,29,0.0,2026-08-16T20:28:34.449879+00:00,small,True,crossfit_strongest_nonentropic,high,756.8345545423531,1505,10,51.97264389760743,0.0299651797370544,749,76,787040,6918,high,19,30,120,private_fragmented,3,2.4868995751603507e-14,51.27499570609921,high,0,28140,agent_event_triggered,120,8,7,7,31.0,49,1414,True,1.0,v7-development_formal_dynamic-humanitarian-small-high-high-high-random_geometric-private_fragmented-787040-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,1892.012510698052,31,609513,1766,event_triggered,2026-08-16T20:28:28.008821+00:00,83cc9ec7b85d6a6bd5fea5124e81e0c916c8e720fa98aa0a83a0da762572150c,11.0,random_geometric,637653,1886,181.6953643563996,nan,nan,nan,nan,nan,nan,nan,nan,42,76,0.5526315789473685,41,0.2926829268292683,53,12,0.4815065267801665,0.6447368421052632,29,12,0,54,29,0.0,2026-08-16T20:41:35.339432+00:00,True,crossfit_generalized_entropic,756.8345545423531,1505,10,51.97264389760743,0.0299651797370544,749,76,6918,19,30,120,3,2.4868995751603507e-14,51.27499570609921,0,28140,120,8,7,7,31.0,49,1414,True,1.0,v7-development_formal_dynamic-humanitarian-small-high-high-high-random_geometric-private_fragmented-787040-crossfit_generalized_entropic-event_triggered-agent_event_triggered,1892.012510698052,31,609513,1766,2026-08-16T20:41:29.057155+00:00,83cc9ec7b85d6a6bd5fea5124e81e0c916c8e720fa98aa0a83a0da762572150c,11.0,637653,1886,181.6953643563996,nan,nan,nan,nan,nan,nan,nan,nan,42,76,0.5526315789473685,41,0.2926829268292683,0.0,0.0,0.0,0.0,0.0
47,12,0.513189197565055,humanitarian,0.6056338028169014,18,17,0,72,18,0.0,2026-08-16T20:56:10.564190+00:00,small,True,crossfit_strongest_nonentropic,high,914.5481961117822,2297,10,45.4413943465721,0.0333073417852848,595,71,787038,10822,high,23,30,120,private_fragmented,3,8.881784197001252e-15,33.04780392896068,high,0,28138,agent_event_triggered,120,8,6,6,34.0,43,2503,True,1.5,v7-development_formal_dynamic-humanitarian-small-high-high-high-small_world-private_fragmented-787038-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,2079.0045763638414,26,1040374,3031,event_triggered,2026-08-16T20:56:00.704692+00:00,4050eba7af697c8aaa1f05565b1388db0e13873b31e2944dc3b8b10422a8138b,6.0,small_world,1068512,3151,199.13306590517396,nan,nan,nan,nan,nan,nan,nan,nan,37,71,0.5211267605633803,35,0.4857142857142857,47,12,0.5400399744899232,0.6197183098591549,22,16,0,72,22,0.0,2026-08-16T21:13:42.076210+00:00,True,crossfit_generalized_entropic,917.1177443212488,2297,10,51.946049320001386,0.0333073417852848,595,71,10826,22,30,120,3,8.881784197001252e-15,43.45740978330086,0,28137,120,8,6,6,34.0,44,2503,True,1.0,v7-development_formal_dynamic-humanitarian-small-high-high-high-small_world-private_fragmented-787038-crossfit_generalized_entropic-event_triggered-agent_event_triggered,1990.279542216796,29,1040374,3031,2026-08-16T21:13:32.227603+00:00,4050eba7af697c8aaa1f05565b1388db0e13873b31e2944dc3b8b10422a8138b,6.0,1068511,3151,188.2127484582369,nan,nan,nan,nan,nan,nan,nan,nan,38,71,0.5352112676056338,38,0.42105263157894735,0.06466165413533836,-88.72503414704533,-0.04267669016016528,10.409605854340178,0.014084507042253502
220,52,nan,utility_restoration,0.5714285714285714,68,92,8,178,78,nan,2026-08-16T22:54:57.819411+00:00,large,True,crossfit_strongest_nonentropic,high,nan,4804,20,nan,0.0468024710583638,2686,329,787091,59796,high,94,100,644,private_fragmented,3,9.023892744153272e-13,0.1613784456087617,high,16,158155,agent_event_triggered,675,30,20,20,80.0,188,10519,True,nan,v7-development_formal_dynamic-utility_restoration-large-high-high-high-grid-private_fragmented-787091-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,2084.709981773813,35,5139868,14715,event_triggered,2026-08-16T22:53:03.597183+00:00,20442fa86fe8aea5c7c6ca24f1871039d2b5d08a73a54e00c74bc6d9e377512c,nan,grid,5298023,15390,nan,0.7820785650446748,42.0,24.0,0.0,5.0,29.5,89.0,901.0480582610336,168,329,0.5106382978723404,168,0.5476190476190477,220,52,nan,0.5714285714285714,65,93,10,178,77,nan,2026-08-16T23:02:37.398493+00:00,True,crossfit_generalized_entropic,nan,4802,20,nan,0.0467942287176137,2692,329,59785,98,100,644,3,9.023892744153272e-13,-3.919118032715162,13,158155,675,30,20,20,80.0,188,10518,True,nan,v7-development_formal_dynamic-utility_restoration-large-high-high-high-grid-private_fragmented-787091-crossfit_generalized_entropic-event_triggered-agent_event_triggered,1999.5847261870435,35,5145507,14714,2026-08-16T23:00:46.061201+00:00,20442fa86fe8aea5c7c6ca24f1871039d2b5d08a73a54e00c74bc6d9e377512c,nan,5303662,15389,nan,0.784399448515757,42.0,24.0,0.0,5.0,29.5,92.0,849.067688554039,168,329,0.5106382978723404,168,0.5535714285714286,-0.005952380952380931,-85.12525558676953,-0.040833140499638786,-4.080496478323924,0.0
262,52,nan,utility_restoration,0.4137931034482758,68,69,11,178,79,nan,2026-08-16T23:09:14.130607+00:00,large,True,crossfit_strongest_nonentropic,high,nan,4570,20,nan,0.0470714693476327,2618,406,787094,57227,high,69,100,675,private_fragmented,3,9.023892744153272e-13,10.833471765639764,high,20,166439,agent_event_triggered,712,30,20,20,80.33333333333334,168,10053,True,nan,v7-development_formal_dynamic-utility_restoration-large-high-high-high-grid-private_fragmented-787094-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,3219.644309660122,19,4824647,13805,event_triggered,2026-08-16T23:07:29.542390+00:00,d909e900adf639770aa36968335978557cdd3b46bd2032b000613023ba44661f,nan,grid,4991086,14517,nan,0.9087153774887092,38.0,29.0,0.0,3.0,30.33333333333333,62.0,1554.0897893372191,148,406,0.3645320197044335,148,0.46621621621621623,262,52,nan,0.4137931034482758,67,68,13,178,78,nan,2026-08-16T23:15:50.820365+00:00,True,crossfit_generalized_entropic,nan,4568,20,nan,0.0470942731025476,2635,406,57136,68,100,677,3,9.023892744153272e-13,10.893471765639768,22,166901,714,30,20,20,80.33333333333334,168,10027,True,nan,v7-development_formal_dynamic-utility_restoration-large-high-high-high-grid-private_fragmented-787094-crossfit_generalized_entropic-event_triggered-agent_event_triggered,3219.644309660122,19,4816107,13779,2026-08-16T23:14:06.802744+00:00,d909e900adf639770aa36968335978557cdd3b46bd2032b000613023ba44661f,nan,4983008,14493,nan,0.9087421393117288,38.0,29.0,0.0,3.0,30.33333333333333,61.0,1554.0897893372191,148,406,0.3645320197044335,148,0.4594594594594595,0.006756756756756743,0.0,0.0,0.06000000000000405,0.0
229,52,nan,utility_restoration,0.5358166189111748,47,112,8,332,54,nan,2026-08-16T23:54:38.516737+00:00,large,True,crossfit_strongest_nonentropic,high,nan,10814,20,nan,0.0399395376685633,8037,349,787093,191841,high,118,100,611,private_fragmented,3,1.3500311979441906e-12,-11.55459627367004,high,15,149393,agent_event_triggered,634,30,20,20,80.66666666666666,187,42884,True,nan,v7-development_formal_dynamic-utility_restoration-large-high-high-high-modular-private_fragmented-787093-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,3620.8135493315344,20,21112706,60574,event_triggered,2026-08-16T23:49:39.049003+00:00,6d58f9b2a5e79136186f2e1437971b01e1ce3a52d9f2098b55b42cc906203385,nan,modular,21262099,61208,nan,0.8835573562971589,25.0,35.0,0.0,4.0,30.33333333333333,108.0,1840.26202496225,167,349,0.4785100286532951,167,0.6706586826347305,229,52,nan,0.5358166189111748,46,114,7,332,55,nan,2026-08-17T00:07:00.893199+00:00,True,crossfit_generalized_entropic,nan,10841,20,nan,0.0399113096210198,8003,349,192528,119,100,611,3,1.3500311979441906e-12,-12.08384791127393,13,149393,634,30,20,20,80.66666666666666,187,43102,True,nan,v7-development_formal_dynamic-utility_restoration-large-high-high-high-modular-private_fragmented-787093-crossfit_generalized_entropic-event_triggered-agent_event_triggered,3620.8135493315344,20,21172682,60792,2026-08-17T00:02:11.415617+00:00,6d58f9b2a5e79136186f2e1437971b01e1ce3a52d9f2098b55b42cc906203385,nan,21322075,61426,nan,0.8820463883269831,25.0,35.0,0.0,4.0,30.33333333333333,109.0,1840.26202496225,167,349,0.4785100286532951,167,0.6826347305389222,-0.011976047904191711,0.0,0.0,-0.52925163760389,0.0
257,52,nan,utility_restoration,0.4267676767676767,65,69,15,294,77,nan,2026-08-16T23:28:00.533334+00:00,large,True,crossfit_strongest_nonentropic,high,nan,52584,20,nan,0.0387023822145495,13706,396,787092,241217,high,71,100,675,private_fragmented,3,1.3500311979441906e-12,14.113520517313468,high,21,167161,agent_event_triggered,712,30,20,20,80.5,169,56555,True,nan,v7-development_formal_dynamic-utility_restoration-large-high-high-high-scale_free-private_fragmented-787092-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,3230.216225266812,31,27531593,78827,event_triggered,2026-08-16T23:21:27.064236+00:00,924c6ef7f391ac578242c5914f1beee5989a80d626ee5e0732ecdf6dbd4dc401,nan,scale_free,27698754,79539,nan,0.895988984794137,46.0,34.0,0.0,5.0,25.33333333333333,64.0,1618.760721772618,149,396,0.37626262626262624,149,0.46308724832214765,257,52,nan,0.4267676767676767,65,69,15,294,78,nan,2026-08-16T23:41:24.040663+00:00,True,crossfit_generalized_entropic,nan,52828,20,nan,0.0388241895260938,13773,396,241915,72,100,679,3,1.3500311979441906e-12,13.731657235865606,19,168111,716,30,20,20,80.5,169,56805,True,nan,v7-development_formal_dynamic-utility_restoration-large-high-high-high-scale_free-private_fragmented-787092-crossfit_generalized_entropic-event_triggered-agent_event_triggered,3221.4364937509217,31,27636405,79077,2026-08-16T23:34:58.014756+00:00,924c6ef7f391ac578242c5914f1beee5989a80d626ee5e0732ecdf6dbd4dc401,nan,27804516,79793,nan,0.8923231137632359,46.0,34.0,0.0,5.0,25.33333333333333,65.0,1618.760721772618,149,396,0.37626262626262624,149,0.46308724832214765,0.0,-8.77973151589049,-0.00271800118122597,-0.3818632814478615,0.0
77,28,nan,utility_restoration,0.6732673267326733,24,23,6,90,31,nan,2026-08-16T23:06:02.325881+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,2625,15,nan,0.0452157156216923,886,101,787077,22165,high,25,60,275,private_fragmented,3,1.536548666081217e-13,7.778727821648113,high,12,65705,agent_event_triggered,281,16,15,15,61.66666666666666,68,3977,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,632.9636339229789,18,1792673,5159,event_triggered,2026-08-16T23:05:32.378474+00:00,2d8da995ea4dd315dd3fafd651b0b17da443dcff9dbf7b8817e770f651632e6d,nan,grid,1858378,5440,nan,0.8881110691545612,25.0,19.0,0.0,0.0,20.2,21.0,434.66567939700815,53,101,0.5247524752475248,53,0.4339622641509434,77,28,nan,0.6732673267326733,25,23,5,90,30,nan,2026-08-16T23:12:39.167813+00:00,True,crossfit_generalized_entropic,nan,2598,15,nan,0.0454251815923976,893,101,21983,27,60,275,3,1.536548666081217e-13,6.460810595815831,11,65705,281,16,15,15,61.66666666666666,68,3918,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-private_fragmented-787077-crossfit_generalized_entropic-event_triggered-agent_event_triggered,632.9636339229789,18,1772289,5100,2026-08-16T23:12:09.269722+00:00,2d8da995ea4dd315dd3fafd651b0b17da443dcff9dbf7b8817e770f651632e6d,nan,1837994,5381,nan,0.8712360691545612,26.0,19.0,0.0,0.0,20.2,23.0,434.66567939700815,53,101,0.5247524752475248,53,0.4339622641509434,0.0,0.0,0.0,-1.3179172258322822,0.0
94,28,nan,utility_restoration,0.5833333333333334,27,28,7,90,35,nan,2026-08-16T23:20:56.895553+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,2652,15,nan,0.0434286960785925,747,132,787078,22660,high,29,60,279,private_fragmented,3,9.769962616701379e-14,5.581911166393118,high,13,67354,agent_event_triggered,286,16,15,15,61.66666666666666,77,4119,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,816.198307200737,17,1834332,5266,event_triggered,2026-08-16T23:20:26.148088+00:00,4e4a547e8eb863c60e1a5bde2ddf5f3e4213bf0bfc1c4715602c63744702aa45,nan,grid,1901686,5552,nan,0.8532084668465681,18.0,21.0,0.0,1.0,16.0,27.0,362.218467798298,62,132,0.4696969696969697,62,0.45161290322580644,94,28,nan,0.5833333333333334,29,28,5,90,37,nan,2026-08-16T23:34:29.453450+00:00,True,crossfit_generalized_entropic,nan,2620,15,nan,0.0436486141733137,810,132,22368,30,60,279,3,9.769962616701379e-14,5.688691394632259,10,67354,286,16,15,15,61.66666666666666,77,4042,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-private_fragmented-787078-crossfit_generalized_entropic-event_triggered-agent_event_triggered,816.6233275000737,17,1811042,5189,2026-08-16T23:34:01.010385+00:00,4e4a547e8eb863c60e1a5bde2ddf5f3e4213bf0bfc1c4715602c63744702aa45,nan,1878396,5475,nan,0.8584211683869704,18.0,21.0,0.0,1.0,16.0,28.0,362.218467798298,62,132,0.4696969696969697,62,0.45161290322580644,0.0,0.4250202993367793,0.0005207316599252015,0.10678022823914102,0.0
88,28,nan,utility_restoration,0.552,21,30,3,90,29,nan,2026-08-16T22:51:13.972295+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,2586,15,nan,0.0486918868893278,820,125,787081,22058,high,34,60,264,private_fragmented,3,1.0480505352461479e-13,3.2242936555141126,high,6,64772,agent_event_triggered,275,16,15,15,61.66666666666666,69,4354,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-private_fragmented-787081-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,367.28287166937423,11,1772267,5114,event_triggered,2026-08-16T22:50:42.743603+00:00,c6f307c61d7e18837b609f8062a3761019f9672ea8b81f662a6174306840070b,nan,grid,1837039,5389,nan,0.8236928594266968,11.0,19.0,0.0,1.0,21.5,30.0,30.791751902447565,54,125,0.432,54,0.5555555555555556,89,28,nan,0.5555555555555556,21,31,3,90,27,nan,2026-08-16T22:59:00.040975+00:00,True,crossfit_generalized_entropic,nan,2548,15,nan,0.0482972961314543,908,126,21760,35,60,265,3,1.0480505352461479e-13,2.044840041383468,8,65006,276,16,15,15,61.66666666666666,70,4282,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-private_fragmented-787081-crossfit_generalized_entropic-event_triggered-agent_event_triggered,454.0852310971168,12,1749882,5042,2026-08-16T22:58:30.025253+00:00,c6f307c61d7e18837b609f8062a3761019f9672ea8b81f662a6174306840070b,nan,1814888,5318,nan,0.8186511671147317,12.0,19.0,0.0,1.0,21.5,31.0,97.02412944745492,55,126,0.4365079365079365,55,0.5636363636363636,-0.008080808080808022,86.80235942774254,0.23633653002441532,-1.1794536141306446,0.004507936507936516
125,28,nan,utility_restoration,0.4486486486486487,36,29,4,90,46,nan,2026-08-16T22:52:57.325665+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,2323,15,nan,0.0464422630091916,1403,185,787084,19759,high,30,60,274,private_fragmented,3,1.536548666081217e-13,12.212042033895573,high,7,67613,agent_event_triggered,288,16,14,14,57.66666666666666,83,4005,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-private_fragmented-787084-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,1241.3615237651277,14,1572455,4512,event_triggered,2026-08-16T22:52:30.164546+00:00,0f377a0e9dcd75eaabce16f07e6e77b22bd95301cdd273b6d0440a504d376112,nan,grid,1640068,4800,nan,0.8422270301142234,21.0,21.0,0.0,0.0,22.0,28.0,536.7543788841613,69,185,0.372972972972973,69,0.42028985507246375,128,28,nan,0.4385026737967914,32,28,7,90,42,nan,2026-08-16T23:00:39.987850+00:00,True,crossfit_generalized_entropic,nan,2308,15,nan,0.0466437553302705,1394,187,19668,30,60,269,3,1.536548666081217e-13,10.167937850578914,10,66286,283,16,15,15,61.66666666666666,82,3979,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-private_fragmented-787084-crossfit_generalized_entropic-event_triggered-agent_event_triggered,1230.3219072255831,13,1562244,4486,2026-08-16T23:00:13.748280+00:00,0f377a0e9dcd75eaabce16f07e6e77b22bd95301cdd273b6d0440a504d376112,nan,1628530,4769,nan,0.8619098316715991,21.0,19.0,0.0,0.0,19.0,27.0,536.7543788841613,67,187,0.3582887700534759,67,0.417910447761194,0.0023794073112697323,-11.039616539544568,-0.008893151856407404,-2.0441041833166587,-0.014684202919497069
98,28,nan,utility_restoration,0.4068965517241379,17,24,7,90,24,nan,2026-08-16T23:28:46.026311+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,2952,15,nan,0.0111157338645457,928,145,787095,24183,high,24,60,28,public_shared,3,6.927791673660978e-14,8.810543317211673,high,11,16739,agent_event_triggered,71,16,11,11,45.66666666666666,59,4966,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-public_shared-787095-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,930.3616170139568,13,2147477,6148,event_triggered,2026-08-16T23:28:17.453975+00:00,c3f5c5d4673b281c090bd400d993ff7f65cf6e960b45dd3f7bc7acdd421f98ae,nan,grid,2164216,6219,nan,0.8099148247092076,19.0,21.0,0.0,1.0,26.0,23.0,343.8240427411755,48,145,0.3310344827586207,48,0.5,98,28,nan,0.4068965517241379,17,24,7,90,25,nan,2026-08-16T23:42:10.115851+00:00,True,crossfit_generalized_entropic,nan,2952,15,nan,0.0111235743248474,928,145,24182,24,60,28,3,6.927791673660978e-14,9.048543317211672,10,16739,71,16,11,11,45.66666666666666,59,4966,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-public_shared-787095-crossfit_generalized_entropic-event_triggered-agent_event_triggered,930.3616170139568,13,2149127,6148,2026-08-16T23:41:41.321956+00:00,c3f5c5d4673b281c090bd400d993ff7f65cf6e960b45dd3f7bc7acdd421f98ae,nan,2165866,6219,nan,0.8152603755167732,19.0,21.0,0.0,1.0,26.0,23.0,343.8240427411755,48,145,0.3310344827586207,48,0.5,0.0,0.0,0.0,0.23799999999999955,0.0
62,28,nan,utility_restoration,0.7228915662650602,39,9,0,90,49,nan,2026-08-17T00:16:08.712192+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,2427,15,nan,0.005991673105542,1295,83,787098,20795,high,10,60,24,public_shared,3,2.664535259100376e-15,23.36429201334227,high,1,10767,agent_event_triggered,46,16,12,12,49.66666666666666,60,3986,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-public_shared-787098-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,224.6262955756875,18,1809250,5168,event_triggered,2026-08-17T00:15:47.416390+00:00,cc7986bbb68848a1b18fa39bef9b58c6dba332fed1ff723cf7dc4e39567ac677,nan,grid,1820017,5214,nan,0.800669150355291,10.0,19.0,0.0,1.0,27.666666666666668,8.0,124.00120811767302,48,83,0.5783132530120482,48,0.1875,62,28,nan,0.7228915662650602,39,9,0,90,49,nan,2026-08-17T00:23:20.477010+00:00,True,crossfit_generalized_entropic,nan,2427,15,nan,0.0059995038154094,1295,83,20794,10,60,24,3,2.664535259100376e-15,23.36429201334227,1,10767,46,16,12,12,49.66666666666666,60,3986,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-grid-public_shared-787098-crossfit_generalized_entropic-event_triggered-agent_event_triggered,228.0596421053941,18,1808785,5168,2026-08-17T00:22:59.006829+00:00,cc7986bbb68848a1b18fa39bef9b58c6dba332fed1ff723cf7dc4e39567ac677,nan,1819552,5214,nan,0.7957710746427937,10.0,19.0,0.0,1.0,27.666666666666668,8.0,124.00120811767302,48,83,0.5783132530120482,48,0.1875,0.0,3.433346529706597,0.015284704406077588,0.0,0.0
99,28,nan,utility_restoration,0.5514705882352942,24,32,4,88,28,nan,2026-08-16T23:20:23.808221+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,981,15,nan,0.0479910872859478,973,136,787076,21966,high,33,60,292,private_fragmented,3,7.993605777301127e-14,3.030351078500874,high,14,71623,agent_event_triggered,304,16,15,15,61.66666666666666,75,4052,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,682.3084437446147,15,1773003,5090,event_triggered,2026-08-16T23:19:56.150227+00:00,2059e471918d7b244a7515a483c2ba04247c18c8cad6b10a253a3bb3ae1654df,nan,modular,1844626,5394,nan,0.7996007608322097,14.0,19.0,0.0,1.0,14.0,32.0,196.3708249843668,60,136,0.4411764705882353,60,0.5333333333333333,99,28,nan,0.5514705882352942,23,32,5,88,27,nan,2026-08-16T23:33:58.729713+00:00,True,crossfit_generalized_entropic,nan,962,15,nan,0.0484088200117727,1042,136,21428,34,60,293,3,7.993605777301127e-14,2.5965178295018245,14,71836,305,16,15,15,61.66666666666666,75,3894,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-private_fragmented-787076-crossfit_generalized_entropic-event_triggered-agent_event_triggered,617.5665017903231,15,1719684,4932,2026-08-16T23:33:33.242299+00:00,2059e471918d7b244a7515a483c2ba04247c18c8cad6b10a253a3bb3ae1654df,nan,1791520,5237,nan,0.7996007608322097,14.0,19.0,0.0,1.0,14.0,32.0,159.43788211262373,60,136,0.4411764705882353,60,0.5333333333333333,0.0,-64.74194195429163,-0.09488661989726788,-0.4338332489990493,0.0
