actionable_opportunities_baseline,agent_count_baseline,allocation_inequality_gini_baseline,application,autonomous_action_coverage_baseline,autonomous_beneficial_actions_baseline,autonomous_harmful_actions_baseline,autonomous_neutral_actions_baseline,baseline_calibration_sketch_messages_baseline,beneficial_actions_baseline,commitment_failures_baseline,completed_at_baseline,complexity,conservation_feasible_baseline,controller_baseline,coupling,critical_shortage_exposure_baseline,cross_community_messages_baseline,decision_epochs_baseline,delivery_completion_baseline,distributed_estimation_mae_baseline,dropped_messages_baseline,eligible_operational_proposals_baseline,environment_seed,event_count_baseline,fragmentation,harmful_actions_baseline,horizon_baseline,information_actions_baseline,information_condition,maximum_cascade_depth_baseline,maximum_conservation_residual_baseline,net_causal_utility_baseline,network_disruption,neutral_actions_baseline,operational_bytes_baseline,operational_communication_policy,operational_messages_baseline,operational_node_count_baseline,operator_escalations_baseline,operator_executed_actions_baseline,operator_minutes_baseline,physical_actions_baseline,post_disruption_sketch_messages_baseline,privacy_boundary_pass_baseline,resource_waste_baseline,run_id_baseline,service_loss_baseline,service_reaching_actions_baseline,sketch_bytes_baseline,sketch_messages_baseline,sketch_policy,started_at_baseline,stochastic_tape_digest_baseline,time_to_first_critical_delivery_baseline,topology_family,total_bytes_baseline,total_messages_baseline,weighted_unmet_critical_need_baseline,belief_consensus_recovery_baseline,cascaded_failures_baseline,crew_travel_baseline,crew_utilization_baseline,repeated_work_orders_baseline,restoration_time_mean_baseline,unsafe_switching_or_isolation_baseline,unserved_critical_load_auc_baseline,accepted_autonomous_actions_baseline,eligible_proposals_baseline,actual_autonomous_coverage_baseline,autonomous_completed_actions_baseline,autonomous_harm_rate_baseline,actionable_opportunities_entropic,agent_count_entropic,allocation_inequality_gini_entropic,autonomous_action_coverage_entropic,autonomous_beneficial_actions_entropic,autonomous_harmful_actions_entropic,autonomous_neutral_actions_entropic,baseline_calibration_sketch_messages_entropic,beneficial_actions_entropic,commitment_failures_entropic,completed_at_entropic,conservation_feasible_entropic,controller_entropic,critical_shortage_exposure_entropic,cross_community_messages_entropic,decision_epochs_entropic,delivery_completion_entropic,distributed_estimation_mae_entropic,dropped_messages_entropic,eligible_operational_proposals_entropic,event_count_entropic,harmful_actions_entropic,horizon_entropic,information_actions_entropic,maximum_cascade_depth_entropic,maximum_conservation_residual_entropic,net_causal_utility_entropic,neutral_actions_entropic,operational_bytes_entropic,operational_messages_entropic,operational_node_count_entropic,operator_escalations_entropic,operator_executed_actions_entropic,operator_minutes_entropic,physical_actions_entropic,post_disruption_sketch_messages_entropic,privacy_boundary_pass_entropic,resource_waste_entropic,run_id_entropic,service_loss_entropic,service_reaching_actions_entropic,sketch_bytes_entropic,sketch_messages_entropic,started_at_entropic,stochastic_tape_digest_entropic,time_to_first_critical_delivery_entropic,total_bytes_entropic,total_messages_entropic,weighted_unmet_critical_need_entropic,belief_consensus_recovery_entropic,cascaded_failures_entropic,crew_travel_entropic,crew_utilization_entropic,repeated_work_orders_entropic,restoration_time_mean_entropic,unsafe_switching_or_isolation_entropic,unserved_critical_load_auc_entropic,accepted_autonomous_actions_entropic,eligible_proposals_entropic,actual_autonomous_coverage_entropic,autonomous_completed_actions_entropic,autonomous_harm_rate_entropic,harm_reduction,service_loss_difference,relative_service_degradation,causal_utility_gain,coverage_difference
80,28,nan,utility_restoration,0.6272727272727273,23,30,2,76,29,nan,2026-08-16T23:48:56.532416+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,794,15,nan,0.0498023104216529,1035,110,787080,16581,high,32,60,274,private_fragmented,3,7.993605777301127e-14,4.9644823446793005,high,8,65141,agent_event_triggered,279,16,14,14,57.66666666666666,69,2944,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,596.370493977571,16,1169658,3353,event_triggered,2026-08-16T23:48:33.573304+00:00,329bc7b45af3a98301269c3f67647dffe5f5e0bc22d73fccbd6e46350940f430,nan,modular,1234799,3632,nan,0.8653481999380448,13.0,15.0,0.0,0.0,21.0,28.0,366.943806703522,55,110,0.5,55,0.5454545454545454,80,28,nan,0.6272727272727273,21,29,5,76,28,nan,2026-08-17T00:01:31.678388+00:00,True,crossfit_generalized_entropic,nan,766,15,nan,0.0499514992628262,1043,110,16394,31,60,274,3,7.993605777301127e-14,5.207674210993508,10,65138,279,16,14,14,57.66666666666666,69,2885,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-private_fragmented-787080-crossfit_generalized_entropic-event_triggered-agent_event_triggered,596.271347675039,16,1150549,3294,2026-08-17T00:01:10.067890+00:00,329bc7b45af3a98301269c3f67647dffe5f5e0bc22d73fccbd6e46350940f430,nan,1215687,3573,nan,0.8610766884316444,13.0,15.0,0.0,0.0,21.0,27.0,366.943806703522,55,110,0.5,55,0.5272727272727272,0.018181818181818188,-0.099146302531949,-0.0001662495102175156,0.24319186631420742,0.0
78,28,nan,utility_restoration,0.6509433962264151,19,26,9,80,29,nan,2026-08-16T23:49:28.387400+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,759,15,nan,0.0428700886230952,397,106,787083,21470,high,28,60,268,private_fragmented,3,7.283063041541028e-14,-0.6075569283569127,high,12,65624,agent_event_triggered,279,16,15,15,61.66666666666666,69,3785,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-private_fragmented-787083-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,907.301547188944,11,1660752,4771,event_triggered,2026-08-16T23:48:58.499922+00:00,a1fc88a4362b68194583f2abcb521217d65e03658bcf4c22a18c432ba2cf5a18,nan,modular,1726376,5050,nan,0.8278080512579271,11.0,21.0,0.0,1.0,23.0,24.0,478.3065510843013,54,106,0.5094339622641509,54,0.48148148148148145,80,28,nan,0.6574074074074074,21,27,8,80,28,nan,2026-08-17T00:02:01.582905+00:00,True,crossfit_generalized_entropic,nan,752,15,nan,0.0433477405842555,432,108,21414,31,60,267,3,7.283063041541028e-14,-3.2612332257970387,12,65684,279,16,15,15,61.66666666666666,71,3776,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-private_fragmented-787083-crossfit_generalized_entropic-event_triggered-agent_event_triggered,912.0467676383444,13,1660606,4762,2026-08-17T00:01:33.450677+00:00,a1fc88a4362b68194583f2abcb521217d65e03658bcf4c22a18c432ba2cf5a18,nan,1726290,5041,nan,0.8523505740354044,13.0,21.0,0.0,1.0,23.0,27.0,478.3065510843013,56,108,0.5185185185185185,56,0.48214285714285715,-0.000661375661375696,4.745220449400335,0.005230036765728287,-2.653676297440126,0.009084556254367548
89,28,nan,utility_restoration,0.5901639344262295,22,34,1,102,29,nan,2026-08-16T23:21:24.802813+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,977,15,nan,0.046182228193847,1825,122,787086,19411,high,37,60,245,private_fragmented,3,8.704148513061227e-14,0.7680923537432975,high,6,60219,agent_event_triggered,257,16,15,15,61.66666666666666,72,3886,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-private_fragmented-787086-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,851.6439003564477,10,1597006,4588,event_triggered,2026-08-16T23:20:59.249685+00:00,e7e4287bd050c5a6b8a903d554c14005dc5f24fcfc4299cbd3d484d89e2a960e,nan,modular,1657225,4845,nan,0.8623720280896532,9.0,19.0,0.0,1.0,16.333333333333332,32.0,513.3322581239141,57,122,0.4672131147540984,57,0.5964912280701754,89,28,nan,0.5901639344262295,23,32,2,102,31,nan,2026-08-16T23:34:55.927054+00:00,True,crossfit_generalized_entropic,nan,984,15,nan,0.0461675518275366,1815,122,19590,34,60,245,3,8.704148513061227e-14,2.409577500006021,7,60204,257,16,15,15,61.66666666666666,72,3943,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-private_fragmented-787086-crossfit_generalized_entropic-event_triggered-agent_event_triggered,845.1587805786697,11,1613923,4645,2026-08-16T23:34:31.734305+00:00,e7e4287bd050c5a6b8a903d554c14005dc5f24fcfc4299cbd3d484d89e2a960e,nan,1674127,4902,nan,0.8582420970054445,10.0,19.0,0.0,1.0,16.333333333333332,29.0,513.3322581239141,57,122,0.4672131147540984,57,0.5614035087719298,0.03508771929824561,-6.485119777777982,-0.00761482560382772,1.6414851462627236,0.0
76,28,nan,utility_restoration,0.4864864864864865,26,16,0,78,33,nan,2026-08-16T22:55:32.744027+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,1150,15,nan,0.0080740357920879,866,111,787097,20997,high,17,60,21,public_shared,3,5.861977570020828e-14,12.0161086947475,high,4,12998,agent_event_triggered,55,16,12,12,49.66666666666666,54,4183,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-public_shared-787097-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,949.7144812793008,22,1776908,5086,event_triggered,2026-08-16T22:55:03.615491+00:00,f1c5f07dcf429560b21b8679faff0316bb866227a1f8657b61c07961e7398082,nan,modular,1789906,5141,nan,0.7880428331352833,22.0,19.0,0.0,1.0,23.0,15.0,463.5651611171803,42,111,0.3783783783783784,42,0.38095238095238093,75,28,nan,0.5045871559633027,26,17,0,78,33,nan,2026-08-16T23:03:11.340309+00:00,True,crossfit_generalized_entropic,nan,1150,15,nan,0.0080740357920879,866,109,20999,18,60,21,3,7.638334409421078e-14,11.796108694747502,4,12999,55,16,12,12,49.66666666666666,55,4183,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-public_shared-787097-crossfit_generalized_entropic-event_triggered-agent_event_triggered,944.9144812793008,22,1776908,5086,2026-08-16T23:02:43.359158+00:00,f1c5f07dcf429560b21b8679faff0316bb866227a1f8657b61c07961e7398082,nan,1789907,5141,nan,0.7880428331352833,22.0,19.0,0.0,1.0,23.0,16.0,463.5651611171803,43,109,0.3944954128440367,43,0.3953488372093023,-0.014396456256921375,-4.7999999999999545,-0.005054150583798802,-0.2199999999999971,0.01611703446565832
91,28,nan,utility_restoration,0.4153846153846154,28,13,1,80,38,nan,2026-08-16T23:09:43.045189+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,802,15,nan,0.0085227536157833,1103,130,787100,18028,high,13,60,48,public_shared,3,1.2168044349891718e-13,12.748551376054916,high,3,20904,agent_event_triggered,89,16,12,12,49.66666666666666,54,3517,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-public_shared-787100-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,1261.899574416411,13,1438161,4133,event_triggered,2026-08-16T23:09:20.032061+00:00,323fb2d674e6e498191060be8e755f4a4b0beff0f416e1efbbdfccb28db0f7a1,nan,modular,1459065,4222,nan,0.8191941351427394,16.0,19.0,0.0,1.0,22.0,11.0,577.5032465957362,42,130,0.3230769230769231,42,0.30952380952380953,91,28,nan,0.4153846153846154,27,13,2,80,37,nan,2026-08-16T23:16:20.003323+00:00,True,crossfit_generalized_entropic,nan,802,15,nan,0.0085224285717629,1103,130,18027,13,60,48,3,1.2168044349891718e-13,12.713677997743744,4,20904,89,16,12,12,49.66666666666666,54,3517,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-modular-public_shared-787100-crossfit_generalized_entropic-event_triggered-agent_event_triggered,1261.899574416411,14,1438266,4133,2026-08-16T23:15:56.718286+00:00,323fb2d674e6e498191060be8e755f4a4b0beff0f416e1efbbdfccb28db0f7a1,nan,1459170,4222,nan,0.8236762772407463,16.0,19.0,0.0,1.0,22.0,11.0,577.5032465957362,42,130,0.3230769230769231,42,0.30952380952380953,0.0,0.0,0.0,-0.034873378311171876,0.0
125,28,nan,utility_restoration,0.4340659340659341,26,29,9,150,35,nan,2026-08-17T00:14:25.974840+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,15048,15,nan,0.0408197061929374,5690,182,787075,60121,high,29,60,272,private_fragmented,3,1.536548666081217e-13,14.716842177883828,high,15,68728,agent_event_triggered,295,16,15,15,61.66666666666666,79,15350,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,1176.3526423086432,15,6710023,19391,event_triggered,2026-08-17T00:13:29.386100+00:00,44f8b8c835cf06387f688e33d146b7996c73a2db15d4a0d6cd406843a56bfad9,nan,scale_free,6778751,19686,nan,0.8937044375604897,24.0,19.0,0.0,0.0,16.333333333333332,27.0,637.7873605429276,64,182,0.3516483516483517,64,0.453125,125,28,nan,0.4340659340659341,28,27,9,150,36,nan,2026-08-17T00:21:36.557521+00:00,True,crossfit_generalized_entropic,nan,14987,15,nan,0.0408278147667426,5710,182,59857,28,60,272,3,1.536548666081217e-13,15.574483401248072,15,68728,295,16,15,15,61.66666666666666,79,15269,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787075-crossfit_generalized_entropic-event_triggered-agent_event_triggered,1176.3526423086432,15,6670580,19310,2026-08-17T00:20:39.904714+00:00,44f8b8c835cf06387f688e33d146b7996c73a2db15d4a0d6cd406843a56bfad9,nan,6739308,19605,nan,0.8887044375604897,24.0,19.0,0.0,0.0,16.333333333333332,26.0,637.7873605429276,64,182,0.3516483516483517,64,0.421875,0.03125,0.0,0.0,0.8576412233642436,0.0
98,28,nan,utility_restoration,0.4028776978417266,11,29,2,150,14,nan,2026-08-16T23:07:18.845259+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,15370,15,nan,0.0359992544445465,5987,139,787079,63914,high,31,60,274,private_fragmented,3,9.059419880941277e-14,-1.2478273102001172,high,11,66309,agent_event_triggered,283,16,14,14,57.66666666666666,56,16074,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,700.3740756195699,9,7256200,20785,event_triggered,2026-08-16T23:06:05.049016+00:00,743d38928b141a18595499e5c58bd686f33cd630d3c9900e15dabb670e2d886b,nan,scale_free,7322509,21068,nan,0.8733501100551366,15.0,19.0,0.0,0.0,13.0,28.0,256.5709871209364,42,139,0.302158273381295,42,0.6904761904761905,98,28,nan,0.4057971014492754,10,28,3,150,14,nan,2026-08-16T23:13:56.085094+00:00,True,crossfit_generalized_entropic,nan,15422,15,nan,0.0359886764921431,5985,138,64129,31,60,274,3,9.059419880941277e-14,-1.2021328699750935,11,66309,283,16,15,15,61.66666666666666,56,16145,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787079-crossfit_generalized_entropic-event_triggered-agent_event_triggered,700.3740756195699,9,7289338,20856,2026-08-16T23:12:41.786590+00:00,743d38928b141a18595499e5c58bd686f33cd630d3c9900e15dabb670e2d886b,nan,7355647,21139,nan,0.8711330256809586,15.0,19.0,0.0,0.0,13.666666666666666,28.0,256.5709871209364,41,138,0.2971014492753623,41,0.6829268292682927,0.007549361207897731,0.0,0.0,0.04569444022502367,-0.005056824105932667
77,28,nan,utility_restoration,0.625,15,32,4,150,20,nan,2026-08-16T22:52:25.219150+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,14492,15,nan,0.0392410381471939,4689,104,787082,61974,high,32,60,246,private_fragmented,3,1.4299672557172016e-13,4.792192789877716,high,13,58982,agent_event_triggered,251,16,14,14,57.66666666666666,65,17955,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787082-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,749.9009173456271,13,6835570,19743,event_triggered,2026-08-16T22:51:16.395420+00:00,d8a9026c9a6f8aef4b60e2a6154d0aae3ad38f14cfb6a1aad7cae82a0a83d4bf,nan,scale_free,6894552,19994,nan,0.9025852491998948,11.0,21.0,0.0,0.0,19.8,32.0,377.5310184618448,51,104,0.49038461538461536,51,0.6274509803921569,77,28,nan,0.625,15,32,4,150,20,nan,2026-08-16T23:00:08.737112+00:00,True,crossfit_generalized_entropic,nan,14492,15,nan,0.0392410381471939,4689,104,61974,32,60,246,3,1.4299672557172016e-13,4.792192789877715,13,58982,251,16,14,14,57.66666666666666,65,17955,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787082-crossfit_generalized_entropic-event_triggered-agent_event_triggered,749.9009173456271,13,6835570,19743,2026-08-16T22:59:02.374445+00:00,d8a9026c9a6f8aef4b60e2a6154d0aae3ad38f14cfb6a1aad7cae82a0a83d4bf,nan,6894552,19994,nan,0.9025852491998948,11.0,21.0,0.0,0.0,19.8,32.0,377.5310184618448,51,104,0.49038461538461536,51,0.6274509803921569,0.0,0.0,0.0,-8.881784197001252e-16,0.0
76,28,nan,utility_restoration,0.6761904761904762,31,22,3,150,36,nan,2026-08-17T00:15:42.411698+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,17138,15,nan,0.037216664625428,3333,105,787085,74300,high,26,60,284,private_fragmented,3,1.3233858453531866e-13,6.718626278171515,high,9,68187,agent_event_triggered,291,16,15,15,61.66666666666666,71,18899,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787085-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,343.0565601585372,16,8134750,23341,event_triggered,2026-08-17T00:14:30.167301+00:00,5b151623090c763d296f186541a10f9ebcfee05a97ce47fa027792b6bf630844,nan,scale_free,8202937,23632,nan,0.8461011170726269,12.0,17.0,0.0,0.0,22.5,23.0,147.05687213936477,56,105,0.5333333333333333,56,0.39285714285714285,76,28,nan,0.6761904761904762,31,21,4,150,37,nan,2026-08-17T00:22:53.914903+00:00,True,crossfit_generalized_entropic,nan,17247,15,nan,0.0371404691754453,3405,105,74686,25,60,284,3,1.3233858453531866e-13,7.459952292953908,9,68192,291,16,15,15,61.66666666666666,71,19052,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-private_fragmented-787085-crossfit_generalized_entropic-event_triggered-agent_event_triggered,337.3042628467384,16,8191933,23494,2026-08-17T00:21:40.842963+00:00,5b151623090c763d296f186541a10f9ebcfee05a97ce47fa027792b6bf630844,nan,8260125,23785,nan,0.8461011170726269,12.0,17.0,0.0,0.0,22.5,22.0,147.05687213936477,56,105,0.5333333333333333,56,0.375,0.01785714285714285,-5.75229731179877,-0.016767781117902114,0.741326014782393,0.0
67,28,nan,utility_restoration,0.4946236559139785,25,9,2,150,33,nan,2026-08-16T23:30:07.106024+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,17078,15,nan,0.0256165086040852,3583,93,787096,75185,high,10,60,43,public_shared,3,6.217248937900878e-14,12.72267772105188,high,3,15556,agent_event_triggered,66,16,10,10,41.66666666666666,46,19415,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-public_shared-787096-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,729.4574765050774,15,8414493,24041,event_triggered,2026-08-16T23:28:48.428385+00:00,9e7ec0bfca47d41057c9e0b09ae0cff469490d4a623175611ad66749a83eff9a,nan,scale_free,8430049,24107,nan,0.8120039916645989,23.0,17.0,0.0,2.0,36.0,7.0,379.6091272870949,36,93,0.3870967741935484,36,0.25,66,28,nan,0.4946236559139785,27,8,2,150,34,nan,2026-08-16T23:43:31.351145+00:00,True,crossfit_generalized_entropic,nan,17139,15,nan,0.0257246675079471,3554,93,75549,8,60,43,3,6.217248937900878e-14,14.83495580471307,4,15587,66,16,9,9,37.66666666666666,46,19527,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-public_shared-787096-crossfit_generalized_entropic-event_triggered-agent_event_triggered,724.9240239896851,16,8452491,24153,2026-08-16T23:42:12.562517+00:00,9e7ec0bfca47d41057c9e0b09ae0cff469490d4a623175611ad66749a83eff9a,nan,8468078,24219,nan,0.8052039274930161,24.0,17.0,0.0,1.0,42.0,6.0,379.6091272870949,37,93,0.3978494623655914,37,0.21621621621621623,0.03378378378378377,-4.533452515392241,-0.006214827678664127,2.11227808366119,0.010752688172043001
98,28,nan,utility_restoration,0.4154929577464789,21,20,6,150,28,nan,2026-08-16T23:56:13.260086+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,17804,15,nan,0.0236468021247749,5919,142,787099,73235,high,20,60,42,public_shared,3,1.1102230246251565e-13,11.803541972262286,high,11,19705,agent_event_triggered,83,16,12,12,49.66666666666666,59,19598,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-public_shared-787099-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,945.9754892249912,16,8431437,24145,event_triggered,2026-08-16T23:54:52.694454+00:00,9ef375dba7cf15515044cfe3445f243cf3962c4a11d91bbc41767318415c5525,nan,scale_free,8451142,24228,nan,0.8612897884343771,22.0,15.0,0.0,1.0,25.0,19.0,520.955816672468,47,142,0.33098591549295775,47,0.425531914893617,98,28,nan,0.4154929577464789,20,19,8,150,28,nan,2026-08-17T00:08:38.509856+00:00,True,crossfit_generalized_entropic,nan,17864,15,nan,0.0236887397508908,5853,142,73550,19,60,42,3,1.1102230246251565e-13,11.729882343485144,12,19705,83,16,12,12,49.66666666666666,59,19681,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-high-high-scale_free-public_shared-787099-crossfit_generalized_entropic-event_triggered-agent_event_triggered,948.2955109364868,16,8460212,24228,2026-08-17T00:07:15.093614+00:00,9ef375dba7cf15515044cfe3445f243cf3962c4a11d91bbc41767318415c5525,nan,8479917,24311,nan,0.8584950960339374,22.0,15.0,0.0,1.0,25.0,18.0,520.955816672468,47,142,0.33098591549295775,47,0.40425531914893614,0.021276595744680882,2.320021711495656,0.002452517784997134,-0.0736596287771416,0.0
45,28,nan,utility_restoration,0.7758620689655172,20,13,1,90,24,nan,2026-08-17T00:12:59.863922+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,2724,15,nan,0.0321670247043015,1124,58,787070,22497,low,19,60,48,private_fragmented,3,6.572520305780928e-14,4.534689194104047,high,2,13984,agent_event_triggered,59,16,11,11,45.33333333333333,45,4775,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-low-high-grid-private_fragmented-787070-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,278.9850459819617,12,1988392,5671,event_triggered,2026-08-17T00:12:40.609225+00:00,1adbabca569e24290b003762d6cbae84a495e0e0bad3af30118affa61fb3a34b,nan,grid,2002376,5730,nan,0.8921707615241857,5.0,16.0,0.0,2.0,26.0,18.0,158.33554474882848,34,58,0.5862068965517241,34,0.38235294117647056,45,28,nan,0.7758620689655172,21,12,1,90,26,nan,2026-08-17T00:20:10.487217+00:00,True,crossfit_generalized_entropic,nan,2758,15,nan,0.0319839924723164,1107,58,22726,17,60,48,3,6.572520305780928e-14,5.954857809363384,2,13984,59,16,11,11,45.33333333333333,45,4846,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-low-high-grid-private_fragmented-787070-crossfit_generalized_entropic-event_triggered-agent_event_triggered,278.9850459819617,12,2012892,5742,2026-08-17T00:19:50.837301+00:00,1adbabca569e24290b003762d6cbae84a495e0e0bad3af30118affa61fb3a34b,nan,2026876,5801,nan,0.8921707615241857,5.0,16.0,0.0,2.0,26.0,16.0,158.33554474882848,34,58,0.5862068965517241,34,0.35294117647058826,0.029411764705882304,0.0,0.0,1.4201686152593371,0.0
47,28,nan,utility_restoration,0.6166666666666667,9,12,4,88,16,nan,2026-08-16T22:50:09.196644+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,1353,15,nan,0.0314035611695837,1549,60,787069,21048,low,12,60,44,private_fragmented,3,6.927791673660978e-14,5.038980501154141,high,9,14195,agent_event_triggered,60,16,12,12,49.66666666666666,37,4321,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-low-high-modular-private_fragmented-787069-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,518.6006003731668,10,1866234,5335,event_triggered,2026-08-16T22:49:42.629321+00:00,7e932f2dd0376e0206899155d3e4677470e39c89d1e32e18e5ad06a1fc954b13,nan,modular,1880429,5395,nan,0.8822968383922883,6.0,15.0,0.0,1.0,26.33333333333333,9.0,304.1936941504393,25,60,0.4166666666666667,25,0.48,46,28,nan,0.6206896551724138,10,11,3,88,17,nan,2026-08-16T22:57:54.858130+00:00,True,crossfit_generalized_entropic,nan,1347,15,nan,0.0315743886334337,1544,58,20956,11,60,46,3,6.927791673660978e-14,5.496980501154141,8,14684,62,16,12,12,49.66666666666666,36,4287,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-low-high-modular-private_fragmented-787069-crossfit_generalized_entropic-event_triggered-agent_event_triggered,517.9435492226594,9,1855813,5301,2026-08-16T22:57:28.636068+00:00,7e932f2dd0376e0206899155d3e4677470e39c89d1e32e18e5ad06a1fc954b13,nan,1870497,5363,nan,0.8884061375141723,5.0,15.0,0.0,1.0,26.33333333333333,8.0,304.1936941504393,24,58,0.41379310344827586,24,0.4583333333333333,0.021666666666666667,-0.6570511505074137,-0.001266969513792739,0.4580000000000002,-0.002873563218390829
87,28,nan,utility_restoration,0.48,19,26,3,150,25,nan,2026-08-16T23:19:49.306582+00:00,medium,True,crossfit_strongest_nonentropic,high,nan,21956,15,nan,0.0327951784786161,4704,125,787071,90228,low,26,60,57,private_fragmented,3,1.3233858453531866e-13,6.744881592064824,high,9,20637,agent_event_triggered,87,16,12,12,49.66666666666666,60,24858,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-low-high-scale_free-private_fragmented-787071-crossfit_strongest_nonentropic-event_triggered-agent_event_triggered,911.6715795839332,10,10288601,29396,event_triggered,2026-08-16T23:18:11.696518+00:00,6ad96b40e04a90a56a3e2008a4306a8d64fb8fb92def4c5acb3dc36c95bce96f,nan,scale_free,10309238,29483,nan,0.9052703814280922,16.0,17.0,0.0,1.0,27.0,24.0,387.84450954308,48,125,0.384,48,0.5416666666666666,86,28,nan,0.472,20,23,5,150,26,nan,2026-08-16T23:33:26.683298+00:00,True,crossfit_generalized_entropic,nan,21956,15,nan,0.0327879408807316,4704,125,90227,23,60,57,3,1.3233858453531866e-13,7.383820307611465,10,20637,87,16,11,11,45.66666666666666,59,24858,True,nan,v7-development_formal_dynamic-utility_restoration-medium-high-low-high-scale_free-private_fragmented-787071-crossfit_generalized_entropic-event_triggered-agent_event_triggered,922.405062868005,10,10282796,29396,2026-08-16T23:31:55.061669+00:00,6ad96b40e04a90a56a3e2008a4306a8d64fb8fb92def4c5acb3dc36c95bce96f,nan,10303433,29483,nan,0.905957843253449,16.0,17.0,0.0,1.0,27.0,21.0,398.5779928271517,48,125,0.384,48,0.4791666666666667,0.062499999999999944,10.73348328407178,0.011773409991534787,0.6389387155466411,0.0
