application,panels,harm_reduction,harm_ci95_low,harm_ci95_high,relative_service_degradation,service_ci95_low,service_ci95_high,causal_utility_gain,utility_ci95_low,utility_ci95_high,coverage_difference,mean_absolute_coverage_difference,h2_pass
humanitarian,12,-0.005820744278857912,-0.014668143510280278,0.0030383603503855157,-0.0008513616845770254,-0.00990915009862264,0.0078481762565778,-5.080469653958481,-9.235861776335906,-0.8484785399234153,-0.0015625502444753848,0.005838922502666881,False
utility_restoration,12,0.0086302720928492,0.0015978047018826668,0.01683511730786214,0.009479889205370512,-0.025157645468097362,0.05708178879176865,-0.3327388042109191,-1.0318974922730915,0.3439629343607182,-0.0005123778552604726,0.0027777933156444834,False
