sender,recipient,messages
HUM-00-ngo,HUM-01-transport,126
HUM-00-ngo,HUM-02-local_authority,121
HUM-00-ngo,HUM-03-assessment,120
HUM-00-ngo,HUM-06-depot,123
HUM-00-ngo,HUM-13-shelter,130
HUM-00-ngo,HUM-14-depot,122
HUM-00-ngo,HUM-15-hub,121
HUM-00-ngo,HUM-19-assessment,123
HUM-00-ngo,HUM-20-clinic,127
HUM-00-ngo,HUM-23-hub,124
HUM-00-ngo,HUM-25-transport,124
HUM-00-ngo,HUM-27-assessment,125
HUM-01-transport,HUM-00-ngo,104
HUM-01-transport,HUM-02-local_authority,100
HUM-01-transport,HUM-03-assessment,100
HUM-01-transport,HUM-06-depot,102
HUM-01-transport,HUM-08-ngo,102
HUM-01-transport,HUM-10-local_authority,101
HUM-01-transport,HUM-13-shelter,102
HUM-01-transport,HUM-15-hub,101
HUM-01-transport,HUM-17-transport,102
HUM-02-local_authority,HUM-00-ngo,111
HUM-02-local_authority,HUM-01-transport,99
HUM-02-local_authority,HUM-09-transport,100
HUM-02-local_authority,HUM-10-local_authority,102
HUM-02-local_authority,HUM-13-shelter,108
HUM-02-local_authority,HUM-14-depot,99
HUM-02-local_authority,HUM-15-hub,99
HUM-02-local_authority,HUM-25-transport,101
HUM-03-assessment,HUM-00-ngo,120
HUM-03-assessment,HUM-01-transport,115
HUM-03-assessment,HUM-04-clinic,117
HUM-03-assessment,HUM-06-depot,115
HUM-03-assessment,HUM-07-hub,118
HUM-03-assessment,HUM-13-shelter,116
HUM-03-assessment,HUM-15-hub,117
HUM-03-assessment,HUM-20-clinic,115
HUM-03-assessment,HUM-23-hub,120
HUM-03-assessment,HUM-27-assessment,118
HUM-04-clinic,HUM-03-assessment,91
HUM-04-clinic,HUM-06-depot,86
HUM-04-clinic,HUM-07-hub,84
HUM-04-clinic,HUM-13-shelter,86
HUM-04-clinic,HUM-20-clinic,90
HUM-04-clinic,HUM-22-depot,86
HUM-04-clinic,HUM-23-hub,87
HUM-04-clinic,HUM-26-local_authority,88
HUM-05-shelter,HUM-20-clinic,71
HUM-05-shelter,HUM-21-shelter,68
HUM-05-shelter,HUM-22-depot,73
HUM-05-shelter,HUM-23-hub,69
HUM-05-shelter,HUM-24-ngo,72
HUM-05-shelter,HUM-27-assessment,70
HUM-06-depot,HUM-00-ngo,100
HUM-06-depot,HUM-01-transport,97
HUM-06-depot,HUM-03-assessment,95
HUM-06-depot,HUM-04-clinic,98
HUM-06-depot,HUM-08-ngo,98
HUM-06-depot,HUM-10-local_authority,97
