accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
49,frozen_local_rule,52,12,0.48099600654746555,humanitarian,2603,22,26,0,406,22,0,2026-08-17T03:23:49.367862+00:00,small,13.0,True,medium,607.5004394888048,30,10,2216,34480,36.00935664290518,21,21,1.0,0.03865034067540339,6,387,fp16,880101,6477,10,0.4166666666666667,1949,low,105359,2427,26,30,32,private_fragmented,3,1.4210854715202004e-14,6.0,21.0,2.5714285714285716,7.275,2.7703659454846103e-05,36.83659631114965,medium,0,-3.30352281661869,0.05238389527482103,9959,42,8,7,0,49,0.13121803012019423,0.09729912302540643,0.11367864065201182,True,60,54160,0.5,0,v8-pilots-humanitarian-small-medium-low-medium-small_world-private_fragmented-880101-tsallis_spectrum_change-1013b09ad56f-fp16-frozen_local_rule,tsallis_spectrum_change,1444.290803829149,22,0,57240,9540,0,95400,28620,pilots,14,0,2026-08-17T03:23:48.062560+00:00,8086962417382c2506e7a67e28ca21d81bae444ce1acc93decb79d57a57467c2,12,small_world,9959,42,2385,0.6666666666666666,80,1013b09ad56f,120,"{'initial_reference': 24, 'tsallis_spectrum_change': 96}",146.06485651939937,,,,,,,,
49,frozen_local_rule,52,12,0.4691460762843678,humanitarian,3456,22,26,0,536,22,0,2026-08-17T03:23:49.285804+00:00,small,7.0,True,medium,604.2211573811308,30,10,2981,45920,34.00935664290518,21,21,1.0,0.028894693618428603,6,475,fp16,880101,8095,10,0.4166666666666667,2635,low,138598,3258,26,30,32,private_fragmented,3,1.7763568394002505e-14,6.0,15.0,2.5714285714285716,6.0,3.0247901807058635e-05,36.343070206192536,medium,0,-3.4209936487963675,0.046804863198464816,9958,42,8,7,0,49,0.12314560677281376,0.08507581389518003,0.10657669265620828,True,60,73320,0.5,0,v8-pilots-humanitarian-small-medium-low-medium-small_world-private_fragmented-880101-tsallis_spectrum_change-6f94beebed2c-fp16-frozen_local_rule,tsallis_spectrum_change,1483.1635842249484,21,0,77184,12864,0,128640,38592,pilots,2,0,2026-08-17T03:23:47.838601+00:00,8086962417382c2506e7a67e28ca21d81bae444ce1acc93decb79d57a57467c2,12,small_world,9958,42,3216,0.875,105,6f94beebed2c,120,"{'initial_reference': 24, 'tsallis_spectrum_change': 96}",152.1374383251057,,,,,,,,
49,frozen_local_rule,52,12,0.4691460762843678,humanitarian,3323,22,26,0,513,22,0,2026-08-17T03:23:46.558668+00:00,small,13.0,True,medium,604.2211573811308,30,10,2862,44440,34.00935664290518,21,21,1.0,0.03100400301452858,6,461,fp16,880101,7843,10,0.4166666666666667,2526,low,133401,3128,26,30,32,private_fragmented,3,1.7763568394002505e-14,6.0,21.0,2.5714285714285716,6.35,3.1114306810185216e-05,36.343070206192536,medium,0,-3.4209936487963675,0.04802523557853071,9961,42,8,7,0,49,0.12314560677281376,0.08507581389518003,0.10657669265620828,True,60,70040,0.5,0,v8-pilots-humanitarian-small-medium-low-medium-small_world-private_fragmented-880101-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule,v7_shannon_change,1483.1635842249484,21,0,74064,12344,0,123440,37032,pilots,5,0,2026-08-17T03:23:45.172657+00:00,8086962417382c2506e7a67e28ca21d81bae444ce1acc93decb79d57a57467c2,12,small_world,9961,42,3086,0.8416666666666667,101,c35510bd725e,120,"{'initial_reference': 24, 'v7_shannon_change': 96}",152.1374383251057,,,,,,,,
49,frozen_local_rule,52,12,0.48099600654746555,humanitarian,2670,22,26,0,406,22,0,2026-08-17T03:23:46.876172+00:00,small,16.0,True,medium,607.5004394888048,30,10,2276,35480,36.00935664290518,21,21,1.0,0.0367613671589664,6,394,fp16,880101,6604,10,0.4166666666666667,2007,low,108281,2500,26,30,32,private_fragmented,3,1.4210854715202004e-14,6.0,21.0,2.5714285714285716,7.3,2.5795815628386766e-05,36.83659631114965,medium,0,-3.30352281661869,0.05092268591715808,9961,42,8,7,0,49,0.13121803012019423,0.09729912302540643,0.11367864065201182,True,60,55560,0.5,0,v8-pilots-humanitarian-small-medium-low-medium-small_world-private_fragmented-880101-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule,v7_shannon_change,1444.290803829149,22,0,58992,9832,0,98320,29496,pilots,15,0,2026-08-17T03:23:45.649277+00:00,8086962417382c2506e7a67e28ca21d81bae444ce1acc93decb79d57a57467c2,12,small_world,9961,42,2458,0.6833333333333333,82,c5a26765fa92,120,"{'initial_reference': 24, 'v7_shannon_change': 96}",146.06485651939937,,,,,,,,
234,frozen_local_rule,276,52,,utility_restoration,18150,72,120,42,1494,72,,2026-08-17T03:31:38.232191+00:00,large,12.0,True,high,,86,20,15497,407840,,156,156,1.0,0.03545636682328818,72,2653,fp16,880154,47400,127,0.8141025641025641,13847,medium,755570,17310,120,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,29.985576923076923,2.6479742030914502e-05,-6.07049931012264,high,42,-0.37410060605838064,0.04948310279731614,76090,323,30,58,0,234,0.228859972156646,0.08077441067299064,0.09061249243006582,True,343,212040,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule,age_of_information,1830.9514253708337,18,0,407688,67948,0,679480,203844,pilots,855,0,2026-08-17T03:31:27.198441+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76090,323,16987,0.55,572,e1d6ce4d93c3,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.8554193644604283,43,28.0,0.0,5,52.0,110,760.9024717175524
234,frozen_local_rule,276,52,,utility_restoration,18150,72,120,42,1494,72,,2026-08-17T03:31:51.250247+00:00,large,27.0,True,high,,86,20,15497,407840,,156,156,1.0,0.04148369661111933,72,2653,fp16,880154,47400,128,0.8205128205128205,13847,medium,755570,17310,120,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,29.985576923076923,2.6479742030914502e-05,-6.07049931012264,high,42,-0.37410060605838064,0.0544136823992476,76090,323,30,58,0,234,0.228859972156646,0.0878884971840877,0.09862817628236793,True,343,212040,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-age_of_information-e27491322545-fp16-frozen_local_rule,age_of_information,1830.9514253708337,18,0,407688,67948,0,679480,203844,pilots,855,0,2026-08-17T03:31:40.156502+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76090,323,16987,0.55,572,e27491322545,1040,"{'age_deadline': 468, 'initial_reference': 156, 'maximum_silence': 416}",,0.8554193644604283,43,28.0,0.0,5,52.0,110,760.9024717175524
236,frozen_local_rule,277,52,,utility_restoration,32624,72,121,43,2623,72,,2026-08-17T03:30:17.008134+00:00,large,27.0,True,high,,89,20,27267,721440,,156,156,1.0,0.036747057741742174,74,5357,fp16,880154,73654,128,0.8205128205128205,24284,medium,1273504,30249,121,100,265,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,22.370192307692307,2.7080770258423448e-05,-6.257560733066374,high,43,-0.3746965153010734,0.05254254364218638,76544,325,30,57,0,236,0.228859972156646,0.0871141580219303,0.09834147430991623,True,344,369240,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-always_on-f06f6808d09b-fp16-frozen_local_rule,always_on,1830.9514253708337,18,0,718176,119696,0,1196960,359088,pilots,860,0,2026-08-17T03:30:03.197030+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76544,325,29924,1.0,1040,f06f6808d09b,1040,"{'always_on': 884, 'initial_reference': 156}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
236,frozen_local_rule,277,52,,utility_restoration,32279,72,121,43,2599,72,,2026-08-17T03:32:38.931355+00:00,large,27.0,True,high,,88,20,26979,713440,,156,156,1.0,0.0367825530597404,74,5300,fp16,880154,73017,128,0.8205128205128205,24029,medium,1260714,29934,121,100,264,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,22.817307692307693,2.7101570887414907e-05,-6.257560733066374,high,43,-0.3746965153010734,0.05255845774569575,76314,324,30,57,0,236,0.228859972156646,0.08699871576710218,0.09827227797553036,True,344,365720,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-generalized_information-089fa0c17476-fp16-frozen_local_rule,generalized_information,1830.9514253708337,18,0,710640,118440,0,1184400,355320,pilots,860,0,2026-08-17T03:32:25.429434+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76314,324,29610,0.989423076923077,1029,089fa0c17476,1040,"{'below_threshold': 11, 'generalized_information_on': 862, 'initial_reference': 156, 'maximum_silence': 11}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
235,frozen_local_rule,277,52,,utility_restoration,18883,71,121,43,1534,71,,2026-08-17T03:32:40.400758+00:00,large,27.0,True,high,,87,20,16029,421240,,156,156,1.0,0.039996695978488185,72,2854,fp16,880154,48667,128,0.8205128205128205,14337,medium,780649,17938,121,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,30.46153846153846,2.6538494292528392e-05,-6.450499310122639,high,43,-0.3753930444601213,0.053698800689815765,76049,323,30,57,0,235,0.228859972156646,0.08664028543939493,0.09664713999214171,True,343,219920,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-generalized_information-16bfadb86d55-fp16-frozen_local_rule,generalized_information,1830.9514253708337,18,0,422760,70460,0,704600,211380,pilots,858,0,2026-08-17T03:32:29.116509+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76049,323,17615,0.5740384615384615,597,16bfadb86d55,1040,"{'below_threshold': 443, 'generalized_information_on': 55, 'initial_reference': 156, 'maximum_silence': 386}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
237,frozen_local_rule,279,52,,utility_restoration,19123,72,122,43,1577,72,,2026-08-17T03:32:18.153231+00:00,large,27.0,True,high,,86,20,16274,427840,,156,156,1.0,0.040168473494337456,72,2849,fp16,880154,49152,128,0.8205128205128205,14538,medium,789995,18176,122,100,262,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,29.942307692307693,2.6154178275900645e-05,-6.7848767154910945,high,43,-0.37642459787635535,0.05328735567399154,75835,322,30,57,0,237,0.228859972156646,0.08540983176522059,0.09612348246991537,True,345,223120,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-js_drift-565d3b5e7ead-fp16-frozen_local_rule,js_drift,1830.9514253708337,18,0,428496,71416,0,714160,214248,pilots,857,0,2026-08-17T03:32:06.970043+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,75835,322,17854,0.5798076923076924,603,565d3b5e7ead,1040,"{'initial_reference': 156, 'js_drift': 505, 'maximum_silence': 379}",,0.8554193644604283,43,28.0,0.0,5,52.0,112,760.9024717175524
236,frozen_local_rule,277,52,,utility_restoration,22421,72,121,43,1820,72,,2026-08-17T03:32:10.162446+00:00,large,27.0,True,high,,86,20,18810,496040,,156,156,1.0,0.038106789413025324,73,3611,fp16,880154,54980,128,0.8205128205128205,16800,medium,903076,21008,121,100,262,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,28.110576923076923,2.6393139548035704e-05,-6.290499310122641,high,43,-0.37481542713160143,0.052449814659255,75596,321,30,57,0,236,0.228859972156646,0.086107909983074,0.09552051070931657,True,343,256360,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-js_drift-ffac7588a645-fp16-frozen_local_rule,js_drift,1830.9514253708337,18,0,496488,82748,0,827480,248244,pilots,859,0,2026-08-17T03:31:58.218572+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,75596,321,20687,0.6855769230769231,713,ffac7588a645,1040,"{'initial_reference': 156, 'js_drift': 603, 'maximum_silence': 281}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
237,frozen_local_rule,279,52,,utility_restoration,23583,72,122,43,1946,72,,2026-08-17T03:31:06.817432+00:00,large,27.0,True,high,,88,20,19985,527200,,156,156,1.0,0.03970493130551769,73,3598,fp16,880154,57336,128,0.8205128205128205,17849,medium,954001,22256,122,100,264,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,27.865384615384617,2.7169933333615875e-05,-6.51049931012264,high,43,-0.3754411663158949,0.05287640444370202,76801,326,30,57,0,237,0.228859972156646,0.08665585027975317,0.09694120099685319,True,346,272200,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-kpi_change-314c8c128df2-fp16-frozen_local_rule,kpi_change,1830.9514253708337,18,0,526320,87720,0,877200,263160,pilots,857,0,2026-08-17T03:30:54.429300+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76801,326,21930,0.7173076923076923,746,314c8c128df2,1040,"{'initial_reference': 156, 'kpi_change': 637, 'maximum_silence': 247}",,0.8554193644604283,43,28.0,0.0,5,52.0,112,760.9024717175524
237,frozen_local_rule,278,52,,utility_restoration,26150,72,122,43,2140,72,,2026-08-17T03:30:58.162430+00:00,large,27.0,True,high,,88,20,22058,582440,,156,156,1.0,0.03897072349326295,73,4092,fp16,880154,61972,128,0.8205128205128205,19690,medium,1045439,24547,122,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,26.8125,2.670685895500927e-05,-6.51049931012264,high,43,-0.37552510560717317,0.05310952715798989,76559,325,30,57,0,237,0.228859972156646,0.08675604105756217,0.09700061967182716,True,345,299880,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-kpi_change-d83b95b9a33f-fp16-frozen_local_rule,kpi_change,1830.9514253708337,18,0,581328,96888,0,968880,290664,pilots,859,0,2026-08-17T03:30:45.794990+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76559,325,24222,0.801923076923077,834,d83b95b9a33f,1040,"{'initial_reference': 156, 'kpi_change': 705, 'maximum_silence': 179}",,0.8554193644604283,43,28.0,0.0,5,52.0,112,760.9024717175524
236,frozen_local_rule,277,52,,utility_restoration,32420,72,121,43,2607,72,,2026-08-17T03:31:29.416105+00:00,large,27.0,True,high,,89,20,27105,716800,,156,156,1.0,0.03673227360003289,74,5315,fp16,880154,73288,128,0.8205128205128205,24138,medium,1266225,30067,121,100,265,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,22.471153846153847,2.7097600402249512e-05,-6.257560733066374,high,43,-0.3746965153010734,0.05253707587230091,76545,325,30,57,0,236,0.228859972156646,0.08699871576710218,0.09827227797553036,True,344,367400,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-l1_belief_drift-a4111e560261-fp16-frozen_local_rule,l1_belief_drift,1830.9514253708337,18,0,713808,118968,0,1189680,356904,pilots,860,0,2026-08-17T03:31:15.384797+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76545,325,29742,0.9932692307692308,1033,a4111e560261,1040,"{'initial_reference': 156, 'l1_belief_drift': 877, 'maximum_silence': 7}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
237,frozen_local_rule,278,52,,utility_restoration,29988,73,121,43,2420,73,,2026-08-17T03:31:37.077653+00:00,large,27.0,True,high,,87,20,25010,661800,,156,156,1.0,0.03691181889217257,74,4978,fp16,880154,68752,128,0.8205128205128205,22291,medium,1174808,27796,121,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,24.822115384615383,2.7017033876492556e-05,-6.019560733066372,high,43,-0.3737591395026542,0.05230542697879155,75848,322,30,55,0,237,0.228859972156646,0.08608693869254375,0.09707846337377454,True,342,338600,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-l1_belief_drift-c1987b7c3312-fp16-frozen_local_rule,l1_belief_drift,1830.9514253708337,18,0,659376,109896,0,1098960,329688,pilots,860,0,2026-08-17T03:31:23.929478+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,75848,322,27474,0.9192307692307692,956,c1987b7c3312,1040,"{'initial_reference': 156, 'l1_belief_drift': 808, 'maximum_silence': 76}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
234,frozen_local_rule,275,52,,utility_restoration,20501,71,120,43,1709,71,,2026-08-17T03:30:46.778558+00:00,large,27.0,True,high,,85,20,17442,457400,,156,156,1.0,0.04044270271594267,71,3059,fp16,880154,51694,128,0.8205128205128205,15598,medium,841385,19460,120,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,29.16346153846154,2.7218593366452218e-05,-6.034121904754187,high,43,-0.3740483048123784,0.05355024858181907,75865,322,30,58,0,234,0.228859972156646,0.08792796266957097,0.09853606797379694,True,342,240280,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-matched_random-38fb0a18a6da-fp16-frozen_local_rule,matched_random,1830.9514253708337,18,0,459312,76552,0,765520,229656,pilots,854,0,2026-08-17T03:30:34.881328+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,75865,322,19138,0.6182692307692308,643,38fb0a18a6da,1040,"{'initial_reference': 156, 'matched_random_selected': 154, 'matched_random_wait': 397, 'maximum_silence': 333}",,0.8554193644604283,43,28.0,0.0,5,52.0,110,760.9024717175524
235,frozen_local_rule,277,52,,utility_restoration,18682,71,121,43,1542,71,,2026-08-17T03:30:38.724352+00:00,large,27.0,True,high,,87,20,15885,418400,,156,156,1.0,0.04114449202213182,72,2797,fp16,880154,48322,128,0.8205128205128205,14216,medium,773837,17768,121,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,29.798076923076923,2.6512548213779503e-05,-6.5284993101226405,high,43,-0.3756746329077747,0.05424656851232567,76037,323,30,57,0,235,0.228859972156646,0.08736574262287272,0.09888800181574073,True,343,217000,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-matched_random-51434b2214b6-fp16-frozen_local_rule,matched_random,1830.9514253708337,18,0,418680,69780,0,697800,209340,pilots,855,0,2026-08-17T03:30:27.550886+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76037,323,17445,0.5653846153846154,588,51434b2214b6,1040,"{'initial_reference': 156, 'matched_random_selected': 52, 'matched_random_wait': 452, 'maximum_silence': 380}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
234,frozen_local_rule,275,52,,utility_restoration,22324,71,120,43,1819,71,,2026-08-17T03:30:54.046394+00:00,large,27.0,True,high,,85,20,18908,496720,,156,156,1.0,0.03978574121638486,72,3416,fp16,880154,54982,128,0.8205128205128205,16896,medium,906227,21081,120,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,28.701923076923077,2.720526709257256e-05,-6.034121904754187,high,43,-0.3740483048123784,0.053377408074380954,75867,322,30,58,0,234,0.228859972156646,0.08688138491757241,0.09871299870612248,True,342,259600,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-matched_random-681a73b1e0f1-fp16-frozen_local_rule,matched_random,1830.9514253708337,18,0,498216,83036,0,830360,249108,pilots,856,0,2026-08-17T03:30:42.221004+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,75867,322,20759,0.6788461538461539,706,681a73b1e0f1,1040,"{'initial_reference': 156, 'matched_random_selected': 274, 'matched_random_wait': 334, 'maximum_silence': 276}",,0.8554193644604283,43,28.0,0.0,5,52.0,110,760.9024717175524
236,frozen_local_rule,277,52,,utility_restoration,0,75,120,41,0,75,,2026-08-17T03:30:14.029361+00:00,large,52.0,True,high,,84,20,0,0,,156,156,1.0,0.04933119878589222,71,0,fp16,880154,13751,123,0.7884615384615384,0,medium,75610,321,120,100,262,private_fragmented,3,1.3002932064409833e-12,15.0,0.0,0.19230769230769232,0.0,0.0,-5.434499310122642,high,41,-0.3717251744240202,0.05083733860379538,75610,321,30,56,0,236,0.228859972156646,0.08234801424903777,0.09083684001569764,True,342,0,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-none-806ed450405e-fp16-frozen_local_rule,none,1830.9514253708337,18,0,0,0,0,0,0,pilots,0,0,2026-08-17T03:30:07.368177+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,75610,321,0,0.0,0,806ed450405e,1040,{'disabled': 1040},,0.8554193644604283,43,28.0,0.0,5,52.0,110,760.9024717175524
235,frozen_local_rule,275,52,,utility_restoration,13945,72,121,42,1233,72,,2026-08-17T03:30:36.201569+00:00,large,52.0,True,high,,85,20,12496,320440,,156,156,1.0,0.046507208763829105,71,1449,fp16,880154,40186,127,0.8141025641025641,11252,medium,622748,14004,121,100,261,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,32.14903846153846,2.6553694627738048e-05,-6.212499310122639,high,42,-0.3746969499228091,0.05821128720500424,75388,320,30,56,0,235,0.228859972156646,0.09343975328701269,0.10413882191308003,True,341,179400,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-periodic-4caef583da51-fp16-frozen_local_rule,periodic,1830.9514253708337,18,0,328416,54736,0,547360,164208,pilots,855,0,2026-08-17T03:30:25.783009+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,75388,320,13684,0.4,416,4caef583da51,1040,"{'initial_reference': 156, 'maximum_silence': 260, 'periodic_wait': 624}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
234,frozen_local_rule,276,52,,utility_restoration,18150,72,120,42,1494,72,,2026-08-17T03:30:18.772316+00:00,large,27.0,True,high,,86,20,15497,407840,,156,156,1.0,0.04148369661111933,72,2653,fp16,880154,47400,128,0.8205128205128205,13847,medium,755570,17310,120,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,29.985576923076923,2.6479742030914502e-05,-6.07049931012264,high,42,-0.37410060605838064,0.0544136823992476,76090,323,30,58,0,234,0.228859972156646,0.0878884971840877,0.09862817628236793,True,343,212040,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-periodic-52761a8cde7f-fp16-frozen_local_rule,periodic,1830.9514253708337,18,0,407688,67948,0,679480,203844,pilots,855,0,2026-08-17T03:30:07.694976+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76090,323,16987,0.55,572,52761a8cde7f,1040,"{'initial_reference': 156, 'maximum_silence': 416, 'periodic_wait': 468}",,0.8554193644604283,43,28.0,0.0,5,52.0,110,760.9024717175524
234,frozen_local_rule,276,52,,utility_restoration,18150,72,120,42,1494,72,,2026-08-17T03:30:27.771350+00:00,large,27.0,True,high,,86,20,15497,407840,,156,156,1.0,0.04148369661111933,72,2653,fp16,880154,47400,128,0.8205128205128205,13847,medium,755570,17310,120,100,263,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,29.985576923076923,2.6479742030914502e-05,-6.07049931012264,high,42,-0.37410060605838064,0.0544136823992476,76090,323,30,58,0,234,0.228859972156646,0.0878884971840877,0.09862817628236793,True,343,212040,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-periodic-6ad813e35c14-fp16-frozen_local_rule,periodic,1830.9514253708337,18,0,407688,67948,0,679480,203844,pilots,855,0,2026-08-17T03:30:16.216561+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76090,323,16987,0.55,572,6ad813e35c14,1040,"{'initial_reference': 156, 'maximum_silence': 416, 'periodic_wait': 468}",,0.8554193644604283,43,28.0,0.0,5,52.0,110,760.9024717175524
235,frozen_local_rule,276,52,,utility_restoration,22819,71,121,43,1865,71,,2026-08-17T03:31:19.140703+00:00,large,27.0,True,high,,87,20,19268,505680,,156,156,1.0,0.038981579125053255,74,3551,fp16,880154,55845,128,0.8205128205128205,17219,medium,921928,21464,121,100,265,private_fragmented,3,1.3002932064409833e-12,15.0,90.0,0.09615384615384616,29.0625,2.660756538926594e-05,-6.450499310122639,high,43,-0.3754774176525835,0.052959514824510084,76328,324,30,57,0,235,0.228859972156646,0.0862986384599797,0.09532197295701714,True,342,265040,,0,v8-pilots-utility_restoration-large-high-medium-high-small_world-private_fragmented-880154-predictive_uncertainty_change-71c476debc21-fp16-frozen_local_rule,predictive_uncertainty_change,1830.9514253708337,18,0,507360,84560,0,845600,253680,pilots,855,0,2026-08-17T03:31:07.209986+00:00,46cac3787a6dff61a9338488467521fcb4e5b63d89cd805dde75060e12779797,,small_world,76328,324,21140,0.6913461538461538,719,71c476debc21,1040,"{'initial_reference': 156, 'maximum_silence': 272, 'predictive_uncertainty_change': 612}",,0.8554193644604283,43,28.0,0.0,5,52.0,111,760.9024717175524
