accepted_physical_actions_v8,action_policy_id,actionable_opportunities,agent_count,allocation_inequality_gini,application,attempted_sketch_messages,autonomous_beneficial_actions,autonomous_harmful_actions,autonomous_neutral_actions,belief_updates_from_delivered_sketches,beneficial_actions,commitment_failures,completed_at,complexity,consensus_recovery_steps,conservation_feasible,coupling,critical_shortage_exposure,cross_community_messages,decision_epochs,delivered_sketch_messages,delivered_useful_sketch_bytes,delivery_completion,detected_groups,detection_groups,detection_recall,disagreement_time_integrated_error,dropped_messages,dropped_sketch_messages,encoding,environment_seed,event_count,false_alarm_groups,false_alarm_rate,forwarded_sketch_messages,fragmentation,fully_counted_bytes,fully_counted_messages,harmful_actions,horizon,information_actions,information_condition,maximum_cascade_depth,maximum_conservation_residual,maximum_detection_delay_steps,maximum_message_age,mean_detection_delay_steps,mean_message_age,mean_quantization_l1_error,net_causal_utility,network_disruption,neutral_actions,normalized_autonomous_reward,normalized_time_integrated_estimation_error,operational_bytes,operational_messages,operational_node_count,operator_escalation_requests,operator_executed_actions,physical_actions,pointwise_estimation_mae_max,pointwise_estimation_mae_p90,pointwise_estimation_mae_p95,privacy_boundary_pass,proposed_physical_actions,redundant_sketch_bytes,resource_waste,retries,run_id,scheduler,service_loss,service_reaching_actions,sketch_bytes,sketch_header_bytes,sketch_integrity_bytes,sketch_messages,sketch_on_wire_bytes,sketch_payload_bytes,stage,stale_belief_rows,stale_sketch_bytes,started_at,stochastic_tape_digest,time_to_first_critical_delivery,topology_family,total_bytes,total_messages,transmitted_sketch_messages,trigger_activation_rate,trigger_activations,trigger_configuration_digest,trigger_evaluations,trigger_reasons,weighted_unmet_critical_need,belief_consensus_recovery,cascaded_failures,crew_travel,crew_utilization,repeated_work_orders,restoration_time_mean,unsafe_switching_or_isolation,unserved_critical_load_auc
124,frozen_local_rule,163,28,0.4578212962304784,humanitarian,3251,53,69,0,301,53,0,2026-08-17T03:23:55.863971+00:00,medium,31.0,True,high,15891.377120390482,72,15,2746,75840,90.65358823946306,78,78,1.0,0.03853306415639813,114,505,fp16,880102,13418,81,0.9642857142857143,2250,high,221358,3493,69,60,419,private_fragmented,3,2.7711166694643907e-13,0.0,48.0,0.0,12.161904761904761,3.837439520944743e-05,190.22481321590453,high,0,-17.245623842590817,0.05200863673758372,98398,419,16,77,0,124,0.17408359803158183,0.08171929198856999,0.0968775937916488,True,253,34000,6.9429897621315995,0,v8-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-880102-periodic-52761a8cde7f-fp16-frozen_local_rule,periodic,30933.24735740975,56,0,73776,12296,0,122960,36888,pilots,137,0,2026-08-17T03:23:52.316571+00:00,c6f3441f3c07f3db48bf8fa6d06368bf3ea61c485124cc103649702901859575,22,modular,98398,419,3074,0.6,252,52761a8cde7f,420,"{'initial_reference': 84, 'maximum_silence': 8, 'partition_recovery': 4, 'periodic_due': 156, 'periodic_wait': 168}",1468.9692471010808,,,,,,,,
124,frozen_local_rule,163,28,0.4578212962304784,humanitarian,2292,53,69,0,236,53,0,2026-08-17T03:23:58.906135+00:00,medium,23.0,True,high,15891.377120390482,72,15,2038,55280,90.65358823946306,78,78,1.0,0.038621510358661626,114,254,fp16,880102,11751,81,0.9642857142857143,1692,high,190086,2711,69,60,419,private_fragmented,3,2.7711166694643907e-13,0.0,52.0,0.0,11.371428571428572,3.80596706653041e-05,190.22481321590453,high,0,-17.245623842590817,0.0526305131172406,98406,419,16,76,0,124,0.17408359803158183,0.08143568701774953,0.09684418353227356,True,252,26240,6.9429897621315995,0,v8-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-880102-periodic-6ad813e35c14-fp16-frozen_local_rule,periodic,30933.24735740975,56,0,55008,9168,0,91680,27504,pilots,120,0,2026-08-17T03:23:55.573949+00:00,c6f3441f3c07f3db48bf8fa6d06368bf3ea61c485124cc103649702901859575,22,modular,98406,419,2292,0.4,168,6ad813e35c14,420,"{'initial_reference': 84, 'maximum_silence': 80, 'partition_recovery': 4, 'periodic_wait': 252}",1468.9692471010808,,,,,,,,
124,frozen_local_rule,163,28,0.4578212962304784,humanitarian,3285,53,69,0,322,53,0,2026-08-17T03:24:12.549983+00:00,medium,23.0,True,high,15891.377120390482,72,15,2748,76400,90.65358823946306,78,78,1.0,0.03790359741032954,114,537,fp16,880102,13454,81,0.9642857142857143,2244,high,221717,3502,69,60,419,private_fragmented,3,2.7711166694643907e-13,0.0,52.0,0.0,11.542857142857143,4.042413185906698e-05,190.22481321590453,high,0,-17.245623842590817,0.05145693142973391,98397,419,16,77,0,124,0.17408359803158183,0.08056534217637873,0.09424465171033042,True,253,33520,6.9429897621315995,0,v8-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-880102-predictive_uncertainty_change-71c476debc21-fp16-frozen_local_rule,predictive_uncertainty_change,30933.24735740975,56,0,73992,12332,0,123320,36996,pilots,119,0,2026-08-17T03:24:09.041547+00:00,c6f3441f3c07f3db48bf8fa6d06368bf3ea61c485124cc103649702901859575,22,modular,98397,419,3083,0.611904761904762,257,71c476debc21,420,"{'initial_reference': 84, 'maximum_silence': 49, 'partition_recovery': 4, 'predictive_uncertainty_change': 283}",1468.9692471010808,,,,,,,,
124,frozen_local_rule,163,28,0.4578212962304784,humanitarian,3927,53,69,0,373,53,0,2026-08-17T03:24:10.912704+00:00,medium,23.0,True,high,15891.377120390482,72,15,3188,89320,90.65358823946306,78,78,1.0,0.0376944590087254,114,739,fp16,880102,14536,81,0.9642857142857143,2596,high,241959,4008,69,60,419,private_fragmented,3,2.7711166694643907e-13,0.0,48.0,0.0,11.19047619047619,4.152738693119364e-05,190.22481321590453,high,0,-17.245623842590817,0.05110295785057451,98399,419,16,77,0,124,0.17408359803158183,0.08056534217637873,0.09424465171033042,True,253,38200,6.9429897621315995,0,v8-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-880102-predictive_uncertainty_change-725a913ab228-fp16-frozen_local_rule,predictive_uncertainty_change,30933.24735740975,56,0,86136,14356,0,143560,43068,pilots,114,0,2026-08-17T03:24:07.328358+00:00,c6f3441f3c07f3db48bf8fa6d06368bf3ea61c485124cc103649702901859575,22,modular,98399,419,3589,0.7571428571428571,318,725a913ab228,420,"{'initial_reference': 84, 'maximum_silence': 21, 'partition_recovery': 4, 'predictive_uncertainty_change': 311}",1468.9692471010808,,,,,,,,
124,frozen_local_rule,163,28,0.4578212962304784,humanitarian,2901,53,69,0,289,53,0,2026-08-17T03:24:31.367107+00:00,medium,23.0,True,high,15891.377120390482,72,15,2468,67920,90.65358823946306,78,78,1.0,0.03797495793662353,114,433,fp16,880102,12790,81,0.9642857142857143,2015,high,208746,3178,69,60,419,private_fragmented,3,2.7711166694643907e-13,0.0,52.0,0.0,12.152380952380952,4.094715970183881e-05,190.22481321590453,high,0,-17.245623842590817,0.051866556337979215,98386,419,16,76,0,124,0.17408359803158183,0.08056534217637873,0.09387642998502999,True,252,30800,6.9429897621315995,0,v8-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-880102-tsallis_spectrum_change-1013b09ad56f-fp16-frozen_local_rule,tsallis_spectrum_change,30933.24735740975,56,0,66216,11036,0,110360,33108,pilots,131,0,2026-08-17T03:24:27.988964+00:00,c6f3441f3c07f3db48bf8fa6d06368bf3ea61c485124cc103649702901859575,22,modular,98386,419,2759,0.5380952380952381,226,1013b09ad56f,420,"{'initial_reference': 84, 'maximum_silence': 65, 'partition_recovery': 4, 'tsallis_spectrum_change': 267}",1468.9692471010808,,,,,,,,
124,frozen_local_rule,163,28,0.4578212962304784,humanitarian,3508,53,69,0,331,53,0,2026-08-17T03:24:28.980788+00:00,medium,23.0,True,high,15891.377120390482,72,15,2904,81360,90.65358823946306,78,78,1.0,0.03747746056482515,114,604,fp16,880102,13833,81,0.9642857142857143,2369,high,228522,3672,69,60,419,private_fragmented,3,2.7711166694643907e-13,0.0,52.0,0.0,11.666666666666666,4.108468745501977e-05,190.22481321590453,high,0,-17.245623842590817,0.05145757111721798,98402,419,16,77,0,124,0.17408359803158183,0.08056534217637873,0.0943220322301361,True,253,34800,6.9429897621315995,0,v8-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-880102-tsallis_spectrum_change-6f94beebed2c-fp16-frozen_local_rule,tsallis_spectrum_change,30933.24735740975,56,0,78072,13012,0,130120,39036,pilots,121,0,2026-08-17T03:24:25.417079+00:00,c6f3441f3c07f3db48bf8fa6d06368bf3ea61c485124cc103649702901859575,22,modular,98402,419,3253,0.6738095238095239,283,6f94beebed2c,420,"{'initial_reference': 84, 'maximum_silence': 37, 'partition_recovery': 4, 'tsallis_spectrum_change': 295}",1468.9692471010808,,,,,,,,
124,frozen_local_rule,163,28,0.4578212962304784,humanitarian,3654,53,69,0,344,53,0,2026-08-17T03:24:22.719365+00:00,medium,23.0,True,high,15891.377120390482,72,15,2982,83880,90.65358823946306,78,78,1.0,0.03777560737237325,114,672,fp16,880102,14057,81,0.9642857142857143,2427,high,232485,3771,69,60,419,private_fragmented,3,2.7711166694643907e-13,0.0,52.0,0.0,11.638095238095238,4.0994131799082466e-05,190.22481321590453,high,0,-17.245623842590817,0.05145239207281828,98405,419,16,77,0,124,0.17408359803158183,0.08056534217637873,0.0943220322301361,True,253,35400,6.9429897621315995,0,v8-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-880102-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule,v7_shannon_change,30933.24735740975,56,0,80448,13408,0,134080,40224,pilots,119,0,2026-08-17T03:24:19.173423+00:00,c6f3441f3c07f3db48bf8fa6d06368bf3ea61c485124cc103649702901859575,22,modular,98405,419,3352,0.7047619047619048,296,c35510bd725e,420,"{'initial_reference': 84, 'maximum_silence': 28, 'partition_recovery': 4, 'v7_shannon_change': 304}",1468.9692471010808,,,,,,,,
124,frozen_local_rule,163,28,0.4578212962304784,humanitarian,2999,53,69,0,297,53,0,2026-08-17T03:24:23.507991+00:00,medium,23.0,True,high,15891.377120390482,72,15,2504,69720,90.65358823946306,78,78,1.0,0.0378590208217192,114,495,fp16,880102,12924,81,0.9642857142857143,2046,high,210824,3230,69,60,419,private_fragmented,3,2.7711166694643907e-13,0.0,52.0,0.0,11.866666666666667,4.099841209910502e-05,190.22481321590453,high,0,-17.245623842590817,0.051792820469770844,98384,419,16,77,0,124,0.17408359803158183,0.08056534217637873,0.09387642998502999,True,253,30440,6.9429897621315995,0,v8-pilots-humanitarian-medium-high-high-high-modular-private_fragmented-880102-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule,v7_shannon_change,30933.24735740975,56,0,67464,11244,0,112440,33732,pilots,127,0,2026-08-17T03:24:19.992774+00:00,c6f3441f3c07f3db48bf8fa6d06368bf3ea61c485124cc103649702901859575,22,modular,98384,419,2811,0.569047619047619,239,c5a26765fa92,420,"{'initial_reference': 84, 'maximum_silence': 52, 'partition_recovery': 4, 'v7_shannon_change': 280}",1468.9692471010808,,,,,,,,
122,frozen_local_rule,174,28,0.4518512082877736,humanitarian,7424,37,81,0,862,37,0,2026-08-17T03:25:11.305549+00:00,medium,7.0,True,medium,12242.008989554553,297,15,6531,107760,91.67651636617994,84,84,1.0,0.034115234687729944,58,893,fp16,880103,21403,79,0.9404761904761905,5889,high,386098,7617,81,60,418,private_fragmented,3,2.4868995751603507e-14,0.0,48.0,0.0,14.495238095238095,2.7097912370315455e-05,68.49151897809615,medium,0,-14.457422824216094,0.05353802986590283,98138,418,16,83,0,122,0.12538393352741425,0.07901666793055873,0.09283327232284806,True,274,153480,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule,age_of_information,24949.76776929914,52,0,172776,28796,0,287960,86388,pilots,169,0,2026-08-17T03:25:06.973220+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98138,418,7199,0.6,252,e1d6ce4d93c3,420,"{'age_deadline': 168, 'initial_reference': 84, 'maximum_silence': 167, 'partition_recovery': 1}",1102.7725130433007,,,,,,,,
122,frozen_local_rule,176,28,0.45122191155099906,humanitarian,5243,37,80,0,652,37,0,2026-08-17T03:25:15.065653+00:00,medium,19.0,True,medium,12257.268584317548,297,15,4798,75040,91.67651636617994,84,84,1.0,0.035207357893402534,58,445,fp16,880103,17488,79,0.9404761904761905,4319,high,307835,5661,80,60,418,private_fragmented,3,5.684341886080802e-14,0.0,48.0,0.0,15.133333333333333,2.6267063041741882e-05,68.36266494379892,medium,0,-14.378529795739492,0.05550744811113765,98115,418,16,83,0,122,0.13157998178733518,0.08609836069222924,0.0968373918173036,True,276,116880,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-age_of_information-e27491322545-fp16-frozen_local_rule,age_of_information,24808.48276766952,52,0,125832,20972,0,209720,62916,pilots,159,0,2026-08-17T03:25:11.111159+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98115,418,5243,0.4,168,e27491322545,420,"{'age_deadline': 252, 'initial_reference': 84, 'maximum_silence': 83, 'partition_recovery': 1}",1091.2427601318325,,,,,,,,
123,frozen_local_rule,175,28,0.4535585865692615,humanitarian,12187,38,81,0,1366,38,0,2026-08-17T03:24:38.401340+00:00,medium,15.0,True,medium,12242.008989554553,297,15,10422,176000,93.67651636617994,84,84,1.0,0.03189976832456771,58,1765,fp16,880103,30059,79,0.9404761904761905,9327,high,556022,11865,81,60,418,private_fragmented,3,2.4868995751603507e-14,0.0,48.0,0.0,10.733333333333333,2.697899832758332e-05,70.35951897809616,medium,0,-14.448997849469892,0.05066746226048561,98142,418,16,83,0,123,0.12997394341267124,0.07903879437565009,0.09078214277433926,True,275,240880,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-always_on-f06f6808d09b-fp16-frozen_local_rule,always_on,24949.767769299142,53,0,274728,45788,0,457880,137364,pilots,55,0,2026-08-17T03:24:33.219769+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98142,418,11447,1.0,420,f06f6808d09b,420,"{'always_on': 336, 'initial_reference': 84}",1100.7445130433007,,,,,,,,
123,frozen_local_rule,175,28,0.4518512082877736,humanitarian,11097,37,81,0,1218,37,0,2026-08-17T03:25:33.693905+00:00,medium,15.0,True,medium,12242.008989554553,297,15,9474,158880,91.67651636617994,84,84,1.0,0.03206839744119225,58,1623,fp16,880103,28020,79,0.9404761904761905,8487,high,514172,10819,81,60,418,private_fragmented,3,2.4868995751603507e-14,0.0,48.0,0.0,11.895238095238096,2.660827397348618e-05,68.49151897809615,medium,0,-14.459672135184176,0.050893340330528045,98132,418,16,83,0,123,0.12997394341267124,0.07903879437565009,0.09078214277433926,True,275,220080,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-generalized_information-089fa0c17476-fp16-frozen_local_rule,generalized_information,24949.76776929914,52,0,249624,41604,0,416040,124812,pilots,86,0,2026-08-17T03:25:28.668160+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98132,418,10401,0.9047619047619048,380,089fa0c17476,420,"{'below_threshold': 40, 'generalized_information_on': 293, 'initial_reference': 84, 'maximum_silence': 2, 'partition_recovery': 1}",1102.7725130433007,,,,,,,,
122,frozen_local_rule,174,28,0.4518512082877736,humanitarian,7190,37,81,0,840,37,0,2026-08-17T03:25:34.932551+00:00,medium,15.0,True,medium,12242.008989554553,297,15,6286,104200,91.67651636617994,84,84,1.0,0.03319879271465701,58,904,fp16,880103,20924,79,0.9404761904761905,5634,high,373894,7313,81,60,418,private_fragmented,3,2.4868995751603507e-14,0.0,48.0,0.0,14.209523809523809,2.7214431658279424e-05,68.49151897809615,medium,0,-14.457422824216094,0.05351917577094067,98094,418,16,83,0,122,0.12997394341267124,0.08128618763325876,0.09238586905993369,True,274,147240,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-generalized_information-16bfadb86d55-fp16-frozen_local_rule,generalized_information,24949.76776929914,52,0,165480,27580,0,275800,82740,pilots,158,0,2026-08-17T03:25:30.671622+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98094,418,6895,0.5833333333333334,245,16bfadb86d55,420,"{'below_threshold': 175, 'generalized_information_on': 155, 'initial_reference': 84, 'maximum_silence': 5, 'partition_recovery': 1}",1102.7725130433007,,,,,,,,
122,frozen_local_rule,176,28,0.45122191155099906,humanitarian,5813,37,80,0,692,37,0,2026-08-17T03:25:26.027472+00:00,medium,19.0,True,medium,12257.268584317548,297,15,5146,83160,91.67651636617994,84,84,1.0,0.03416587862163997,58,667,fp16,880103,18406,79,0.9404761904761905,4625,high,323499,6053,80,60,418,private_fragmented,3,5.684341886080802e-14,0.0,48.0,0.0,15.904761904761905,2.7057574587574567e-05,68.36266494379892,medium,0,-14.378529795739492,0.05374648156803163,98099,418,16,83,0,122,0.13041351489466932,0.08337619623271013,0.0941910727155762,True,276,122680,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-js_drift-565d3b5e7ead-fp16-frozen_local_rule,js_drift,24808.48276766952,52,0,135240,22540,0,225400,67620,pilots,176,0,2026-08-17T03:25:22.006369+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98099,418,5635,0.4595238095238095,193,565d3b5e7ead,420,"{'initial_reference': 84, 'js_drift': 275, 'maximum_silence': 60, 'partition_recovery': 1}",1091.2427601318325,,,,,,,,
122,frozen_local_rule,175,28,0.4518512082877736,humanitarian,8071,36,81,0,911,36,0,2026-08-17T03:25:22.239573+00:00,medium,15.0,True,medium,12292.010584317548,297,15,6890,115760,91.67651636617994,84,84,1.0,0.03239025919430386,58,1181,fp16,880103,22408,79,0.9404761904761905,6155,high,400047,7967,81,60,418,private_fragmented,3,2.4868995751603507e-14,0.0,48.0,0.0,15.095238095238095,2.788996653448304e-05,64.76866494379892,medium,0,-14.412593800124435,0.050976285230528454,98087,418,16,83,0,122,0.12997394341267124,0.08015946271982019,0.09078214277433926,True,275,159840,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-js_drift-ffac7588a645-fp16-frozen_local_rule,js_drift,24834.936767669522,52,0,181176,30196,0,301960,90588,pilots,155,0,2026-08-17T03:25:17.671366+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98087,418,7549,0.669047619047619,281,ffac7588a645,420,"{'initial_reference': 84, 'js_drift': 303, 'maximum_silence': 32, 'partition_recovery': 1}",1094.8147601318326,,,,,,,,
123,frozen_local_rule,177,28,0.45122191155099906,humanitarian,8834,38,80,0,1007,38,0,2026-08-17T03:24:57.997770+00:00,medium,15.0,True,medium,12207.486989554558,297,15,7614,126800,91.67651636617994,84,84,1.0,0.033837492760884734,58,1220,fp16,880103,23897,79,0.9404761904761905,6839,high,432961,8789,80,60,418,private_fragmented,3,5.684341886080802e-14,0.0,48.0,0.0,13.8,2.6782868615154103e-05,72.06351897809616,medium,0,-14.428245861187607,0.052615758678240254,98121,418,16,83,0,123,0.13176939879222851,0.08278542800021929,0.09579015140950364,True,277,177760,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-kpi_change-314c8c128df2-fp16-frozen_local_rule,kpi_change,24923.445769299142,52,0,200904,33484,0,334840,100452,pilots,131,0,2026-08-17T03:24:53.368914+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98121,418,8371,0.7238095238095238,304,314c8c128df2,420,"{'initial_reference': 84, 'kpi_change': 312, 'maximum_silence': 23, 'partition_recovery': 1}",1099.2225130433005,,,,,,,,
123,frozen_local_rule,176,28,0.4518512082877736,humanitarian,10159,37,81,0,1137,37,0,2026-08-17T03:24:55.444385+00:00,medium,15.0,True,medium,12242.008989554553,297,15,8735,146600,91.67651636617994,84,84,1.0,0.03243974816500821,58,1424,fp16,880103,26343,79,0.9404761904761905,7828,high,481816,10010,81,60,418,private_fragmented,3,2.842170943040401e-14,0.0,48.0,0.0,12.666666666666666,2.7102919937613644e-05,68.49151897809615,medium,0,-14.46310302865749,0.05173168905209803,98136,418,16,83,0,123,0.1305498951381925,0.08132014696424109,0.09078214277433926,True,276,202800,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-kpi_change-d83b95b9a33f-fp16-frozen_local_rule,kpi_change,24951.79576929914,52,0,230208,38368,0,383680,115104,pilots,104,0,2026-08-17T03:24:50.676740+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98136,418,9592,0.8285714285714286,348,d83b95b9a33f,420,"{'initial_reference': 84, 'kpi_change': 325, 'maximum_silence': 10, 'partition_recovery': 1}",1102.7725130433007,,,,,,,,
123,frozen_local_rule,175,28,0.4535585865692615,humanitarian,12162,38,81,0,1362,38,0,2026-08-17T03:25:06.744810+00:00,medium,15.0,True,medium,12242.008989554553,297,15,10400,175560,93.67651636617994,84,84,1.0,0.03189976832456771,58,1762,fp16,880103,30012,79,0.9404761904761905,9308,high,555022,11840,81,60,418,private_fragmented,3,2.4868995751603507e-14,0.0,48.0,0.0,10.733333333333333,2.6911097045180743e-05,70.35951897809616,medium,0,-14.448997849469892,0.05066746226048561,98142,418,16,83,0,123,0.12997394341267124,0.07903879437565009,0.09078214277433926,True,275,240440,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-l1_belief_drift-a4111e560261-fp16-frozen_local_rule,l1_belief_drift,24949.767769299142,53,0,274128,45688,0,456880,137064,pilots,55,0,2026-08-17T03:25:01.483906+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98142,418,11422,0.9976190476190476,419,a4111e560261,420,"{'initial_reference': 84, 'l1_belief_drift': 333, 'maximum_silence': 2, 'partition_recovery': 1}",1100.7445130433007,,,,,,,,
122,frozen_local_rule,174,28,0.4518512082877736,humanitarian,11961,37,81,0,1320,37,0,2026-08-17T03:25:10.181373+00:00,medium,15.0,True,medium,12242.008989554553,297,15,10220,172520,91.67651636617994,84,84,1.0,0.03203247444104989,58,1741,fp16,880103,29629,79,0.9404761904761905,9146,high,546984,11639,81,60,418,private_fragmented,3,2.4868995751603507e-14,0.0,48.0,0.0,11.076190476190476,2.6979155191091708e-05,68.49151897809615,medium,0,-14.457422824216094,0.05066803047369598,98144,418,16,82,0,122,0.12997394341267124,0.07903879437565009,0.09078214277433926,True,273,236280,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-l1_belief_drift-c1987b7c3312-fp16-frozen_local_rule,l1_belief_drift,24949.76776929914,52,0,269304,44884,0,448840,134652,pilots,61,0,2026-08-17T03:25:05.050386+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98144,418,11221,0.9809523809523809,412,c1987b7c3312,420,"{'initial_reference': 84, 'l1_belief_drift': 333, 'maximum_silence': 2, 'partition_recovery': 1}",1102.7725130433007,,,,,,,,
123,frozen_local_rule,176,28,0.45122191155099906,humanitarian,6813,38,80,0,822,38,0,2026-08-17T03:24:50.416706+00:00,medium,19.0,True,medium,12207.486989554558,297,15,6041,98520,91.67651636617994,84,84,1.0,0.03466402307137372,58,772,fp16,880103,20303,79,0.9404761904761905,5427,high,363040,7040,80,60,418,private_fragmented,3,5.684341886080802e-14,0.0,48.0,0.0,15.752380952380953,2.6693701006920897e-05,72.06351897809616,medium,0,-14.425932574112037,0.05440378427201411,98160,418,16,83,0,123,0.1318850899901978,0.08410148227340923,0.09577708021676525,True,276,143120,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-matched_random-38fb0a18a6da-fp16-frozen_local_rule,matched_random,24923.445769299142,52,0,158928,26488,0,264880,79464,pilots,171,0,2026-08-17T03:24:46.064274+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98160,418,6622,0.5476190476190477,230,38fb0a18a6da,420,"{'initial_reference': 84, 'matched_random_selected': 95, 'matched_random_wait': 190, 'maximum_silence': 50, 'partition_recovery': 1}",1099.2225130433005,,,,,,,,
122,frozen_local_rule,177,28,0.45122191155099906,humanitarian,5900,37,80,0,729,37,0,2026-08-17T03:24:47.938187+00:00,medium,19.0,True,medium,12257.268584317548,297,15,5298,84160,91.67651636617994,84,84,1.0,0.0350467703831441,58,602,fp16,880103,18645,79,0.9404761904761905,4773,high,330267,6221,80,60,418,private_fragmented,3,5.684341886080802e-14,0.0,48.0,0.0,15.790476190476191,2.616138565221893e-05,68.36266494379892,medium,0,-14.380724282929522,0.05453350146155392,98147,418,16,83,0,122,0.13157998178733518,0.08478531657548634,0.09591808950163383,True,277,127760,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-matched_random-51434b2214b6-fp16-frozen_local_rule,matched_random,24808.48276766952,52,0,139272,23212,0,232120,69636,pilots,171,0,2026-08-17T03:24:43.830793+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98147,418,5803,0.45714285714285713,192,51434b2214b6,420,"{'initial_reference': 84, 'matched_random_selected': 42, 'matched_random_wait': 228, 'maximum_silence': 65, 'partition_recovery': 1}",1091.2427601318325,,,,,,,,
123,frozen_local_rule,176,28,0.45122191155099906,humanitarian,7573,38,80,0,898,38,0,2026-08-17T03:24:53.461374+00:00,medium,19.0,True,medium,12207.486989554558,297,15,6618,109440,91.67651636617994,84,84,1.0,0.034306464153598656,58,955,fp16,880103,21640,79,0.9404761904761905,5933,high,388423,7675,80,60,418,private_fragmented,3,5.684341886080802e-14,0.0,48.0,0.0,15.2,2.7445200601987592e-05,72.06351897809616,medium,0,-14.425932574112037,0.0533013994469041,98143,418,16,83,0,123,0.13100403006181394,0.0834011699918173,0.09357083779020331,True,276,155280,1.5,0,v8-pilots-humanitarian-medium-medium-high-medium-random_geometric-private_fragmented-880103-matched_random-681a73b1e0f1-fp16-frozen_local_rule,matched_random,24923.445769299142,52,0,174168,29028,0,290280,87084,pilots,157,0,2026-08-17T03:24:49.102397+00:00,90467f04cc9369554e61e0620acbdf4eb2b567600b2600fd460802bfcff8a4dd,22,random_geometric,98143,418,7257,0.6190476190476191,260,681a73b1e0f1,420,"{'initial_reference': 84, 'matched_random_selected': 139, 'matched_random_wait': 160, 'maximum_silence': 36, 'partition_recovery': 1}",1099.2225130433005,,,,,,,,
