encoding,episodes,mean_sketch_bytes,mean_quantization_l1_error,mean_estimation_error
fp16,6,90480.0,4.119875396869341e-05,0.045260294904359955
fp32,6,117624.0,4.57679442238291e-09,0.0452606531556163
uint8_simplex,6,76908.0,0.00165921104097305,0.045267733986627895
