n_agents,topology,temperature,communication_availability,fragmentation,independent_n,mean_abs_magnetization_mean,mean_abs_magnetization_ci_low,mean_abs_magnetization_ci_high,belief_action_consistency_mean,belief_action_consistency_ci_low,belief_action_consistency_ci_high,susceptibility_per_agent_mean,susceptibility_per_agent_ci_low,susceptibility_per_agent_ci_high,heat_capacity_per_agent_mean,heat_capacity_per_agent_ci_low,heat_capacity_per_agent_ci_high,integrated_autocorrelation_time_mean,integrated_autocorrelation_time_ci_low,integrated_autocorrelation_time_ci_high,activity_mean,activity_ci_low,activity_ci_high,macrostate_shannon_mean,macrostate_shannon_ci_low,macrostate_shannon_ci_high
64,lattice,2.6,0.7,0.5,4,0.1268043155,0.1224948747,0.1311137563,0.2475074405,0.2395908035,0.2554240774,0.5968631102,0.5685982697,0.6251279508,0.2400679671,0.2058353333,0.2743006009,1.039681365,0.8906273791,1.188735351,0.4201218378,0.4173564316,0.422887244,0.6151942996,0.6069219886,0.6234666105
64,lattice,2.6,0.7,1,4,0.1229910714,0.1182345046,0.1277476382,0.2472470238,0.2420533639,0.2524406837,0.5400378701,0.4963154525,0.5837602877,0.2714904279,0.2423448733,0.3006359825,1.249723948,0.9550129306,1.544434965,0.4062546503,0.4035765392,0.4089327614,0.6027345607,0.5923925967,0.6130765246
64,lattice,2.6,1,0,4,0.1432291667,0.1345187527,0.1519395806,0.2642857143,0.2513462072,0.2772252214,0.76237497,0.693923783,0.830826157,0.2460541026,0.2254623201,0.266645885,1.631933616,0.9639844919,2.29988274,0.4154668899,0.4109543825,0.4199793973,0.6589700812,0.6465270548,0.6714131076
64,lattice,2.6,1,0.5,4,0.1428943452,0.1336820908,0.1521065997,0.2604166667,0.2515292048,0.2693041286,0.7216887837,0.6590512439,0.7843263234,0.2867457996,0.253851014,0.3196405852,1.418333599,1.104274218,1.73239298,0.4086309524,0.4040948803,0.4131670245,0.6489654675,0.6322888775,0.6656420576
64,lattice,2.6,1,1,4,0.1344494048,0.1226316547,0.1462671548,0.2547619048,0.2502261989,0.2592976106,0.6070781959,0.5451221887,0.669034203,0.3017613926,0.246484479,0.3570383062,1.062142972,0.8982889839,1.225996961,0.3972609747,0.3926449654,0.401876984,0.618502978,0.6004838289,0.6365221271
64,modular,1.4,0.4,0,4,0.7528645833,0.7158903206,0.789838846,0.6742559524,0.6355783056,0.7129335991,0.4488007926,0.3792431064,0.5183584788,1.666667542,1.50685753,1.826477555,1.267838821,1.099646776,1.436030867,0.1734700521,0.1525562247,0.1943838795,0.4688335045,0.4373903171,0.5002766919
64,modular,1.4,0.4,0.5,4,0.70625,0.6575145306,0.7549854694,0.6395833333,0.5987100889,0.6804565777,1.242506124,-0.1290926692,2.614104918,1.843410774,1.573559837,2.11326171,3.117988598,-0.5757409165,6.811718112,0.187593006,0.1682454154,0.2069405965,0.5316853197,0.470297695,0.5930729444
64,modular,1.4,0.4,1,4,0.6185081845,0.572189497,0.6648268721,0.5747395833,0.5401400039,0.6093391627,1.052081878,0.7624161926,1.341747564,1.687579312,1.42870847,1.946450153,3.06417547,1.349528267,4.778822673,0.1993815104,0.1867247931,0.2120382277,0.5918684785,0.5556225348,0.6281144223
64,modular,1.4,0.7,0,4,0.8974144345,0.8678058755,0.9270229935,0.8347098214,0.7995817679,0.8698378749,0.1212120004,0.07130567811,0.1711183227,1.034524832,0.8306298455,1.238419818,0.7128115737,0.6062371399,0.8193860075,0.08696056548,0.06713847777,0.1067826532,0.2676308309,0.2086885681,0.3265730936
64,modular,1.4,0.7,0.5,4,0.8931733631,0.8685832961,0.9177634301,0.8315848214,0.8026736619,0.8604959809,0.1288262143,0.09511595509,0.1625364734,1.017029118,0.9305041202,1.103554115,0.7281310852,0.4535387818,1.002723389,0.08895089286,0.07308623158,0.1048155541,0.2869279849,0.2394262611,0.3344297087
64,modular,1.4,0.7,1,4,0.8198846726,0.7365822954,0.9031870498,0.7509300595,0.6683585638,0.8335015552,0.2861439479,0.1032347874,0.4690531084,1.183501989,0.9723431253,1.394660853,1.018317738,0.7448401686,1.291795307,0.1160528274,0.08297709745,0.1491285573,0.3928474714,0.3151200766,0.4705748662
64,modular,1.4,1,0,4,0.9326264881,0.9250887479,0.9401642283,0.877827381,0.8662167516,0.8894380103,0.07695072076,0.07276476019,0.08113668134,0.8176798323,0.7573069287,0.8780527359,0.6380453436,0.5594464095,0.7166442776,0.05965401786,0.05393222731,0.06537580841,0.1708761808,0.1477166092,0.1940357524
64,modular,1.4,1,0.5,4,0.9302827381,0.9260056509,0.9345598253,0.8765625,0.8709112623,0.8822137377,0.07657882349,0.07155666918,0.08160097781,0.7689672795,0.7353176292,0.8026169298,0.7115487666,0.5713604496,0.8517370837,0.06010044643,0.05606901082,0.06413188204,0.1672535111,0.1456871649,0.1888198573
64,modular,1.4,1,1,4,0.9180803571,0.9061577946,0.9300029197,0.8607886905,0.8455360296,0.8760413513,0.08950525895,0.06823734318,0.1107731747,0.7923545105,0.6919491824,0.8927598385,0.623400161,0.538114618,0.708685704,0.06843377976,0.06321367717,0.07365388235,0.2112720318,0.1646909014,0.2578531622
64,modular,1.7,0.4,0,4,0.4069010417,0.300840692,0.5129613913,0.4321800595,0.3776301562,0.4867299628,4.849596245,2.415846945,7.283345544,1.684373488,1.180871172,2.187875805,10.03237079,5.724740786,14.3400008,0.3069940476,0.2780366085,0.3359514867,0.8397390919,0.7297262604,0.9497519235
64,modular,1.7,0.4,0.5,4,0.3899739583,0.3628618084,0.4170861083,0.4267485119,0.4151059478,0.438391076,4.003821998,1.749752871,6.257891124,1.323728405,1.093950564,1.553506245,5.85612522,2.690022517,9.022227923,0.3053803943,0.2949543163,0.3158064724,0.7876913953,0.6765810152,0.8988017754
64,modular,1.7,0.4,1,4,0.3287946429,0.2845796773,0.3730096084,0.39375,0.3797039963,0.4077960037,2.752182644,1.340460299,4.163904989,1.040584654,0.8613486525,1.219820656,4.192588781,2.464028397,5.921149164,0.3032133557,0.2936509761,0.3127757352,0.7616000901,0.6819042171,0.8412959631
64,modular,1.7,0.7,0,4,0.786421131,0.7312855385,0.8415567234,0.6875744048,0.6393529421,0.7357958674,0.2803752751,0.1810319053,0.3797186449,1.544550049,1.400112766,1.688987332,0.9444058887,0.7357690262,1.153042751,0.1604957217,0.1301548911,0.1908365524,0.4388104491,0.3884000424,0.4892208558
64,modular,1.7,0.7,0.5,4,0.7533110119,0.6636830803,0.8429389435,0.6646577381,0.5892631271,0.7400523491,0.4282664107,0.1184234476,0.7381093739,1.523705428,1.18864766,1.858763196,1.616017235,0.1417644102,3.090270059,0.1741675967,0.1338768346,0.2144583588,0.4713457598,0.3835173317,0.559174188
64,modular,1.7,0.7,1,4,0.698344494,0.6262722951,0.770416693,0.612983631,0.5607926301,0.6651746318,3.187804862,-2.239913645,8.615523368,1.715963314,1.299296598,2.13263003,6.994048544,-2.991300459,16.97939755,0.1911737351,0.1642296639,0.2181178063,0.5706920808,0.4079702654,0.7334138963
64,modular,1.7,1,0,4,0.8620721726,0.8466320362,0.8775123091,0.7603050595,0.7457429482,0.7748671708,0.1371172948,0.1102671423,0.1639674474,1.021869158,0.875478485,1.16825983,0.7267633728,0.6283866522,0.8251400934,0.1140718006,0.1044867194,0.1236568818,0.3444569936,0.3237390962,0.3651748911
64,modular,1.7,1,0.5,4,0.8509858631,0.8337746077,0.8681971185,0.747953869,0.7273941704,0.7685135677,0.1689308536,0.1365719573,0.2012897499,1.156243981,1.024343294,1.288144667,0.8578155805,0.6745722839,1.041058877,0.1176199777,0.1076492137,0.1275907417,0.3600446546,0.3316030921,0.388486217
64,modular,1.7,1,1,4,0.8389880952,0.8238756286,0.8541005618,0.7380952381,0.7213932356,0.7547972406,0.182382849,0.1597403808,0.2050253172,1.158137923,1.062775519,1.253500328,0.707508581,0.6357017683,0.7793153937,0.1252232143,0.1178998673,0.1325465613,0.3775661034,0.3611388039,0.3939934028
64,modular,2,0.4,0,4,0.2232142857,0.2036878613,0.2427407101,0.312202381,0.3097275072,0.3146772547,2.262872024,1.897761148,2.6279829,0.5594572664,0.4328648919,0.6860496409,6.029456711,4.264530289,7.794383134,0.3760974702,0.3703056611,0.3818892794,0.7813130605,0.7519390483,0.8106870727
64,modular,2,0.4,0.5,4,0.2332403274,0.2052380884,0.2612425664,0.3175967262,0.3050390309,0.3301544215,2.071655727,1.49609352,2.647217934,0.5978733758,0.4868596228,0.7088871287,3.340030882,2.70110631,3.978955453,0.3658575149,0.3580595995,0.3736554302,0.7676899849,0.7341111782,0.8012687916
64,modular,2,0.4,1,4,0.2216889881,0.1864308579,0.2569471183,0.3157738095,0.3021136548,0.3294339642,1.35557584,1.094637045,1.616514635,0.5350842451,0.4738943578,0.5962741325,2.065272496,1.804646574,2.325898418,0.3527576265,0.34746582,0.358049433,0.7033761052,0.6661008294,0.7406513811
64,modular,2,0.7,0,4,0.593266369,0.4879990528,0.6985336853,0.4912202381,0.4262900584,0.5561504178,2.124799107,-0.9821783972,5.231776611,1.709979223,1.525830563,1.894127883,8.825573056,-5.372777604,23.02392372,0.2592587426,0.2182582509,0.3002592342,0.6337443721,0.4746557302,0.792833014
64,modular,2,0.7,0.5,4,0.582905506,0.4961010114,0.6697100005,0.4888020833,0.4360666616,0.541537505,0.8604062589,0.2744304574,1.44638206,1.582510882,1.359220176,1.805801588,1.990967797,1.095858942,2.886076652,0.2601841518,0.2290727066,0.291295597,0.5902254241,0.5081745476,0.6722763006
64,modular,2,0.7,1,4,0.5285900298,0.418091734,0.6390883255,0.4555431548,0.4011813631,0.5099049464,1.560902025,-0.4089981091,3.530802159,1.334618427,1.200223416,1.469013438,2.686562477,-0.06564244674,5.4387674,0.2691127232,0.2384722161,0.2997532304,0.6424208188,0.4865480407,0.798293597
64,modular,2,1,0,4,0.7639136905,0.7507912563,0.7770361246,0.6130952381,0.6014949931,0.624695483,0.2108746988,0.1776674489,0.2440819487,1.165247798,0.9970331602,1.333462435,0.802470766,0.6470111553,0.9579303768,0.1780598958,0.1681475919,0.1879721997,0.4252009294,0.4000878118,0.450314047
64,modular,2,1,0.5,4,0.7530691964,0.7255658278,0.780572565,0.6084449405,0.5806264597,0.6362634213,0.249182832,0.2012837396,0.2970819244,1.225162582,1.055928206,1.394396959,0.9711729363,0.6755366936,1.266809179,0.1805385045,0.1646359246,0.1964410843,0.4455002759,0.4160101669,0.4749903848
64,modular,2,1,1,4,0.6992745536,0.6317400629,0.7668090443,0.5644717262,0.5142853681,0.6146580843,1.200732931,-0.4311019185,2.832567781,1.580608989,0.9937512918,2.167466685,2.71580494,-0.4025905203,5.834200401,0.2019856771,0.1745467244,0.2294246298,0.5206372197,0.4432237291,0.5980507103
64,modular,2.3,0.4,0,4,0.17421875,0.1642787881,0.1841587119,0.2697916667,0.264142311,0.2754410224,1.254846554,1.098652843,1.411040264,0.3148718537,0.2370654951,0.3926782123,2.761768859,1.196678191,4.326859527,0.4046595982,0.398734876,0.4105843204,0.7119016296,0.6912335815,0.7325696778
64,modular,2.3,0.4,0.5,4,0.1654575893,0.1532813974,0.1776337811,0.2675967262,0.2647604647,0.2704329877,1.029140594,0.8451052967,1.213175892,0.3197586054,0.2986371639,0.3408800469,1.958672955,1.646202618,2.271143292,0.3975957961,0.3941278958,0.4010636965,0.688800031,0.6598417388,0.7177583232
64,modular,2.3,0.4,1,4,0.1501116071,0.1395304801,0.1606927342,0.2514880952,0.2423442948,0.2606318956,0.7830136085,0.6744293103,0.8915979067,0.3281147147,0.3084928152,0.3477366143,1.694551153,1.271540367,2.117561938,0.3861932664,0.38149626,0.3908902727,0.6416289018,0.6196678788,0.6635899248
64,modular,2.3,0.7,0,4,0.4070126488,0.3197040949,0.4943212028,0.3482514881,0.309882376,0.3866206002,3.180897425,1.344770012,5.017024838,1.20854947,0.9285759977,1.488522943,11.59016441,4.574188419,18.6061404,0.3367513021,0.3119546034,0.3615480008,0.7730974843,0.6522012269,0.8939937416
64,modular,2.3,0.7,0.5,4,0.3808035714,0.2901630415,0.4714441013,0.3379464286,0.3033918262,0.3725010309,3.70169552,2.043730422,5.359660618,1.250937643,0.8382340566,1.663641229,8.47842791,3.683597061,13.27325876,0.3370210193,0.3099331222,0.3641089165,0.8068291719,0.7631711631,0.8504871807
64,modular,2.3,0.7,1,4,0.3213169643,0.2463034554,0.3963304731,0.3202380952,0.290903958,0.3495722325,1.876400519,0.744772897,3.008028142,0.9488326069,0.6850990275,1.212566186,4.911056897,3.528883436,6.293230359,0.3431175595,0.3232068807,0.3630282383,0.7541095814,0.6877101056,0.8205090573
64,modular,2.3,1,0,4,0.6545200893,0.6205152511,0.6885249275,0.4805431548,0.4480439366,0.5130423729,0.2778515278,0.2677325977,0.287970458,1.1690919,1.051169906,1.287013894,0.911413267,0.7005612403,1.122265294,0.2388392857,0.2219312578,0.2557473136,0.4967502455,0.4906146537,0.5028858372
64,modular,2.3,1,0.5,4,0.6324590774,0.5926907002,0.6722274546,0.4625372024,0.4341946213,0.4908797835,2.447504552,-1.737192336,6.63220144,1.216099104,0.9437301326,1.488468076,8.30745324,-5.56182664,22.17673312,0.2463634673,0.2287079916,0.264018943,0.5644510327,0.429265535,0.6996365304
64,modular,2.3,1,1,4,0.5933035714,0.549791033,0.6368161099,0.43125,0.4032525319,0.4592474681,0.4919998706,0.334360263,0.6496394782,1.287392246,1.121364708,1.453419784,1.398751346,0.8029992602,1.994503433,0.2581938244,0.2394769852,0.2769106636,0.5588757316,0.5189275638,0.5988238993
64,modular,2.6,0.4,0,4,0.1432849702,0.1334522314,0.1531177091,0.2370907738,0.2257261396,0.2484554081,0.7823960854,0.6723421919,0.8924499789,0.1878240805,0.1493817652,0.2262663959,1.422895159,1.206880339,1.638909979,0.4267996652,0.4212113155,0.4323880149,0.6614082267,0.639082394,0.6837340594
64,modular,2.6,0.4,0.5,4,0.1376860119,0.132469709,0.1429023148,0.2306547619,0.2255959355,0.2357135883,0.7012769411,0.6259778552,0.7765760269,0.2217386973,0.1951600792,0.2483173154,1.497774785,1.126542414,1.869007157,0.419796317,0.4178680781,0.4217245558,0.636033425,0.6195369441,0.6525299058
64,modular,2.6,0.4,1,4,0.1386904762,0.1266821542,0.1506987982,0.2354166667,0.224326939,0.2465063944,0.6371504611,0.5149138846,0.7593870377,0.2739297974,0.2199141032,0.3279454916,1.278488677,0.8669876616,1.689989692,0.4058314732,0.4036496265,0.4080133199,0.626174417,0.6006824208,0.6516664132
