asymmetry,independent_n,entropy_production_rate_mean,entropy_production_rate_ci_low,entropy_production_rate_ci_high
0,8,1.100864565e-31,1.100864565e-31,1.100864565e-31
0.1,8,0.001112335379,0.0009865450192,0.001238125739
0.2,8,0.004485499124,0.003958017645,0.005012980603
0.35,8,0.01401367605,0.01220590787,0.01582144422
0.5,8,0.02934228574,0.02510677016,0.03357780133
0.65,8,0.05092379211,0.04269248286,0.05915510135
0.8,8,0.07893510399,0.06479704005,0.09307316793
