application,time,independent_n,belief_order_mean,belief_order_ci_low,belief_order_ci_high,action_order_mean,action_order_ci_low,action_order_ci_high,belief_action_consistency_mean,belief_action_consistency_ci_low,belief_action_consistency_ci_high,belief_entropy_mean,belief_entropy_ci_low,belief_entropy_ci_high,action_entropy_mean,action_entropy_ci_low,action_entropy_ci_high,entropy_flow_per_update_mean,entropy_flow_per_update_ci_low,entropy_flow_per_update_ci_high,workload_density_mean,workload_density_ci_low,workload_density_ci_high,service_loss_mean,service_loss_ci_low,service_loss_ci_high,cascade_depth_mean,cascade_depth_ci_low,cascade_depth_ci_high,activity_mean,activity_ci_low,activity_ci_high
humanitarian,34,8,-0.78125,-0.9860355204,-0.5764644796,-0.70703125,-0.7837576371,-0.6303048629,0.64453125,0.4884005925,0.8006619075,0.383837435,0.1699074569,0.5977674132,0.5868484691,0.5015154438,0.6721814944,0.01990141222,-0.01166893437,0.05147175882,0,0,0,0,0,0,0,0,0,0.162109375,0.1156507424,0.2085680076
humanitarian,35,8,-0.828125,-0.9978501915,-0.6583998085,-0.75,-0.8232077523,-0.6767922477,0.6953125,0.6161685202,0.7744564798,0.3292060524,0.1235286113,0.5348834936,0.5282660158,0.4324968196,0.624035212,0.01845654841,-0.01052327431,0.04743637114,0,0,0,0,0,0,0,0,0,0.1591796875,0.1100757633,0.2082836117
humanitarian,36,8,-0.8046875,-0.9770563927,-0.6323186073,-0.734375,-0.8255179166,-0.6432320834,0.671875,0.5743409515,0.7694090485,0.3769982133,0.1856266226,0.5683698041,0.5409726911,0.4177177435,0.6642276387,-0.01217940392,-0.03675873294,0.0123999251,0,0,0,0,0,0,0,0,0,0.1484375,0.100975807,0.195899193
humanitarian,37,8,-0.82421875,-0.9962715699,-0.6521659301,-0.73046875,-0.8634257486,-0.5975117514,0.703125,0.6188565488,0.7873934512,0.3441627108,0.1585456285,0.5297797932,0.5196580799,0.3467618601,0.6925542998,0.006921683169,-0.01926975702,0.03311312335,0,0,0,0,0,0,0,0,0,0.162109375,0.1124279559,0.2117907941
humanitarian,38,8,-0.86328125,-1.019840397,-0.7067221027,-0.7265625,-0.816781959,-0.636343041,0.70703125,0.6009826127,0.8130798873,0.2715122245,0.07414381723,0.4688806318,0.5523923613,0.4319071336,0.6728775889,0.01472212575,-0.01617304062,0.04561729211,0,0,0,0,0,0,0,0,0,0.1923828125,0.1366491663,0.2481164587
humanitarian,39,8,-0.83984375,-0.975049124,-0.704638376,-0.76171875,-0.8683972289,-0.6550402711,0.7109375,0.6101936843,0.8116813157,0.3414241792,0.1682832318,0.5145651267,0.4887256827,0.3306181904,0.646833175,-0.005847226905,-0.04879295299,0.03709849918,0,0,0,0,0,0,0,0,0,0.1396484375,0.1001360091,0.1791608659
humanitarian,40,8,-0.83984375,-0.9535148464,-0.7261726536,-0.625,-0.7218447533,-0.5281552467,0.61328125,0.5532045981,0.6733579019,0.3546601231,0.1913758104,0.5179444358,0.676877893,0.5840345609,0.7697212252,0.01777712249,-0.01586779526,0.05142204023,0.322681309,0.3152974315,0.3300651865,20.65160378,20.17903562,21.12417194,1.875,1.18825041,2.56174959,0.1923828125,0.1422661121,0.2424995129
humanitarian,41,8,-0.796875,-0.9204639103,-0.6732860897,-0.48828125,-0.61398639,-0.36257611,0.48828125,0.3663636893,0.6101988107,0.4299960515,0.282531589,0.577460514,0.793047485,0.6981738619,0.887921108,0.004788208368,-0.04987928072,0.05945569746,0.2903863872,0.2801762117,0.3005965626,18.58472878,17.93127755,19.23818001,2,1.358439403,2.641560597,0.205078125,0.1620831756,0.2480730744
humanitarian,42,8,-0.83984375,-0.9581357327,-0.7215517673,-0.453125,-0.5711689537,-0.3350810463,0.43359375,0.3304269734,0.5367605266,0.3499382041,0.1827222629,0.5171541454,0.8248282497,0.7658529736,0.8838035257,0.028034742,-0.0003952448038,0.0564647288,0.2539801372,0.242282893,0.2656773813,16.25472878,15.50610515,17.0033524,2,1.358439403,2.641560597,0.189453125,0.154397627,0.224508623
humanitarian,43,8,-0.80859375,-0.8963190459,-0.7208684541,-0.4296875,-0.5552926757,-0.3040823243,0.44921875,0.3245840298,0.5738534702,0.429159346,0.3043484263,0.5539702658,0.8376339965,0.7663477345,0.9089202584,0.01403782673,-0.00973557902,0.03781123248,0.2208258403,0.2097132761,0.2319384044,14.13285378,13.42164967,14.84405788,2,1.358439403,2.641560597,0.185546875,0.1212454437,0.2498483063
humanitarian,44,8,-0.84765625,-0.9104588378,-0.7848536622,-0.4453125,-0.5811666411,-0.3094583589,0.46484375,0.3578517408,0.5718357592,0.3696559999,0.2570479622,0.4822640375,0.819331287,0.7085539666,0.9301086073,-0.0006646307226,-0.05354119434,0.05221193289,0.1975543559,0.1850233675,0.2100853443,12.64347878,11.84149552,13.44546203,2,1.358439403,2.641560597,0.216796875,0.1761033481,0.2574904019
humanitarian,45,8,-0.7734375,-0.8721662358,-0.6747087642,-0.4140625,-0.5285045056,-0.2996204944,0.4296875,0.3497015393,0.5096734607,0.4784682226,0.3387451311,0.618191314,0.8506681574,0.7661239312,0.9352123837,-0.03636484426,-0.06233140156,-0.01039828696,0.2182251825,0.2049894453,0.2314609197,13.96641168,13.1193245,14.81349886,2,1.358439403,2.641560597,0.2197265625,0.1779478537,0.2615052713
humanitarian,46,8,-0.7578125,-0.8434608773,-0.6721641227,-0.48046875,-0.5416503524,-0.4192871476,0.53515625,0.5035887226,0.5667237774,0.5114769053,0.4006050395,0.622348771,0.8200154519,0.7745399821,0.8654909218,0.003296142087,-0.04424479864,0.05083708282,0.2068965486,0.195816533,0.2179765643,13.24137911,12.53225811,13.95050011,2.125,1.344727612,2.905272388,0.2197265625,0.1974166764,0.2420364486
humanitarian,47,8,-0.75,-0.812334155,-0.687665845,-0.48046875,-0.5646875,-0.39625,0.46484375,0.3851199531,0.5445675469,0.5326955531,0.4525725282,0.6128185779,0.8143142585,0.7521939317,0.8764345852,0.003787934734,-0.03526041205,0.04283628152,0.1995008237,0.1900631099,0.2089385374,12.76805271,12.16403904,13.37206639,2.125,1.344727612,2.905272388,0.224609375,0.2015043107,0.2477144393
humanitarian,48,8,-0.74609375,-0.8472937039,-0.6448937961,-0.41796875,-0.5005812739,-0.3353562261,0.4375,0.3399659515,0.5350340485,0.5213964384,0.3981644133,0.6446284635,0.8588411452,0.8006396108,0.9170426796,-0.01678320526,-0.07095206907,0.03738565854,0.1955164487,0.1857609425,0.2052719548,12.51305271,11.88870032,13.13740511,2.125,1.344727612,2.905272388,0.2138671875,0.1786701409,0.2490642341
humanitarian,49,8,-0.734375,-0.7861406981,-0.6826093019,-0.390625,-0.4810299051,-0.3002200949,0.3984375,0.3151687099,0.4817062901,0.5581127379,0.4955433236,0.6206821523,0.8742887011,0.8219074083,0.9266699938,-0.01397722231,-0.05027089557,0.02231645096,0.1930262143,0.1840259236,0.202026505,12.35367771,11.77765911,12.92969632,2.125,1.344727612,2.905272388,0.2109375,0.1735414853,0.2483335147
humanitarian,50,8,-0.6953125,-0.7840344366,-0.6065905634,-0.36328125,-0.4654693473,-0.2610931527,0.43359375,0.3763727472,0.4908147528,0.5951427898,0.4834879358,0.7067976437,0.8861218627,0.8200766354,0.9521670899,0.002499348009,-0.01528945449,0.02028815051,0.1898328549,0.1800743759,0.1995913339,12.14930271,11.52476006,12.77384537,2.125,1.344727612,2.905272388,0.2431640625,0.2127534358,0.2735746892
humanitarian,51,8,-0.6640625,-0.7627912358,-0.5653337642,-0.37890625,-0.525064157,-0.232748343,0.48046875,0.3857661677,0.5751713323,0.6299758311,0.516962974,0.7429886882,0.8611221531,0.7827437939,0.9395005123,-0.01504618119,-0.05195834016,0.02186597778,0.1872059018,0.1764867733,0.1979250303,11.98117771,11.29515349,12.66720194,2.125,1.344727612,2.905272388,0.2734375,0.2318031049,0.3150718951
humanitarian,52,8,-0.625,-0.7323436363,-0.5176563637,-0.390625,-0.518476843,-0.262773157,0.4765625,0.3751558889,0.5779691111,0.6726330004,0.5713936427,0.773872358,0.8608281227,0.7776597782,0.9439964672,0.001895737625,-0.05531560501,0.05910708026,0.1862348203,0.1750778234,0.1973918173,11.9190285,11.2049807,12.6330763,2.125,1.344727612,2.905272388,0.2607421875,0.2325462862,0.2889380888
humanitarian,53,8,-0.59375,-0.7023346444,-0.4851653556,-0.36328125,-0.497741343,-0.228821157,0.44140625,0.3536809541,0.5291315459,0.7046334585,0.6035423495,0.8057245676,0.8749032942,0.7999370878,0.9498695006,-0.01717461243,-0.04778748316,0.01343825829,0.1850405151,0.1735420239,0.1965390062,11.84259296,11.10668953,12.5784964,2.125,1.344727612,2.905272388,0.2275390625,0.206784814,0.248293311
humanitarian,54,8,-0.6171875,-0.7634885728,-0.4708864272,-0.34765625,-0.4659482327,-0.2293642673,0.41796875,0.3466733629,0.4892641371,0.6582665575,0.5084145287,0.8081185863,0.889750807,0.8250319355,0.9544696784,0.01010778589,-0.01785010465,0.03806567643,0.2146704268,0.2029014554,0.2264393983,13.73890732,12.98569314,14.49212149,2.125,1.344727612,2.905272388,0.26171875,0.219684015,0.303753485
humanitarian,55,8,-0.60546875,-0.7715783741,-0.4393591259,-0.3828125,-0.5161782594,-0.2494467406,0.45703125,0.3674171413,0.5466453587,0.6624025487,0.5203526194,0.804452478,0.8641540533,0.7898797394,0.9384283672,0.03589400511,0.001496249584,0.07029176063,0.2137231612,0.2018076871,0.2256386354,13.67828232,12.91569197,14.44087266,2.125,1.344727612,2.905272388,0.21875,0.1940254432,0.2434745568
humanitarian,56,8,-0.6171875,-0.7990133632,-0.4353616368,-0.4453125,-0.5062884494,-0.3843365506,0.4453125,0.3620437099,0.5285812901,0.6330975524,0.4517788919,0.814416213,0.8457225511,0.8042050991,0.887240003,0.02083282132,-0.01504292411,0.05670856675,0.2128247237,0.2012284014,0.224421046,13.62078232,12.87861769,14.36294694,2.125,1.344727612,2.905272388,0.2275390625,0.1859612744,0.2691168506
humanitarian,57,8,-0.6484375,-0.8331873837,-0.4636876163,-0.39453125,-0.4986675086,-0.2903949914,0.41015625,0.3194277262,0.5008847738,0.5822552815,0.3546591821,0.8098513809,0.8674848185,0.8024044788,0.9325651581,-0.0123426248,-0.03555211092,0.01086686132,0.2111840987,0.2003418918,0.2220263056,13.51578232,12.82188108,14.20968356,2.125,1.344727612,2.905272388,0.2236328125,0.1640504111,0.2832152139
humanitarian,58,8,-0.625,-0.7899206722,-0.4600793278,-0.3359375,-0.4610081831,-0.2108668169,0.421875,0.2924607547,0.5512892453,0.6348286868,0.4566643916,0.812992982,0.8930898858,0.8211207829,0.9650589887,-0.02537802002,-0.05565959746,0.004903557425,0.2093020869,0.1973094231,0.2212947507,13.39533356,12.62780308,14.16286405,2.125,1.344727612,2.905272388,0.2548828125,0.2159575653,0.2938080597
humanitarian,59,8,-0.5859375,-0.751971488,-0.419903512,-0.35546875,-0.5009375,-0.21,0.44140625,0.3331692009,0.5496432991,0.6767873905,0.5047347934,0.8488399876,0.8755325919,0.8100315314,0.9410336524,0.007528846282,-0.02602421259,0.04108190515,0.2075287285,0.1965948006,0.2184626564,13.28183863,12.58206724,13.98161001,2.125,1.344727612,2.905272388,0.2373046875,0.1922007595,0.2824086155
humanitarian,60,8,-0.578125,-0.758563918,-0.397686082,-0.31640625,-0.3944313424,-0.2383811576,0.41015625,0.354118238,0.466194262,0.6742876222,0.4894361034,0.8591391409,0.9176788227,0.8827971985,0.9525604469,-0.0186886849,-0.05543789072,0.01806052091,0.2069818535,0.196564328,0.217399379,13.24683863,12.58011699,13.91356026,2.125,1.344727612,2.905272388,0.251953125,0.2264368494,0.2774694006
humanitarian,61,8,-0.54296875,-0.7118778908,-0.3740596092,-0.25390625,-0.3188072037,-0.1890052963,0.375,0.3301695904,0.4198304096,0.719643225,0.5631194272,0.8761670229,0.9470967451,0.924774615,0.9694188752,-0.01750452917,-0.05293539522,0.01792633688,0.2066580652,0.1960304934,0.2172856371,13.22611618,12.54595158,13.90628077,2.125,1.344727612,2.905272388,0.2392578125,0.2122760286,0.2662395964
