run_id,stage,application,method,scenario,seed,completion_status,wall_clock_seconds,disruption_sources,analysis_valid,exclusion_reason,scenario_name,n_agents,agreement_rate,coalition_proposals,coalition_recall_when_required,coalitions,coalitions_formed,commitment_breaches,commitment_memory_accuracy,commitment_memory_items,conservation_error,cumulative_unmet_weighted_need,delivered_messages,fairness,final_backlog,fulfillment_rate,individually_rational_agreement_rate,information_disclosures,inventory_efficiency,max_free_energy,mean_agent_utility,mean_consensus_rmse,mean_time_to_agreement,message_bytes,message_delivery_rate,messages,minimum_agent_utility,monitor_sketch_bytes,monitor_sketch_messages,on_time_delivery_rate,partner_reliability_brier,partner_reliability_observations,primary_outcome,recovery_time,service_loss_auc,social_welfare,tool_calls,total_communication_bytes,total_communication_messages,total_cost,transport_efficiency,useful_coalition_precision,generated_tokens,llm_calls,llm_latency_seconds,planner_revision,prompt_tokens
main-commercial-autonomous_no_comm-n11-s2106-private_mixed_compound_partition_large,main,commercial,autonomous_no_comm,partition-compound-p1.0-o1.0,2106,complete,35.29697275906801,supplier_01;supplier_02;carrier_05;warehouse_07,True,,private_mixed_compound_partition_large,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,-1.1368683772161603e-13,7253.294279499987,0,0.4698333549934938,830.5677347684044,0.09757239963464431,0.0,0,0.10907393037757929,0.3263443616909106,-0.010251002500709872,0.04362840959926463,,0,0.0,0,-0.7076886918844887,0.0,0.0,1.0,,0,15.836410303946653,14.0,15.836410303946653,0.20687503290392062,79,0.0,0.0,75.06270666444098,1.0,0.0,3396,79,35.16565486043692,a09a35458c702b33eeacc393d103063234e8bc28,88194
main-commercial-autonomous_no_comm-n11-s2106-private_mixed_correlated,main,commercial,autonomous_no_comm,intermittent-correlated-p1.0-o1.0,2106,complete,39.90851454436779,supplier_01;supplier_02;carrier_05,True,,private_mixed_correlated,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,6323.7203392203155,0,0.541813564466094,703.8302821458575,0.0834273839184739,0.0,0,0.07781099812151084,0.37612410186655165,0.09219887534328051,0.02361922725619503,,0,0.0,0,-0.6863454139616568,0.0,0.0,1.0,,0,15.980540845918545,14.0,15.980540845918545,0.2122262329002604,79,0.0,0.0,51.09980579898576,1.0,0.0,3371,80,39.783034570515184,a09a35458c702b33eeacc393d103063234e8bc28,89059
main-commercial-autonomous_no_comm-n11-s2107-factor_moderate_center,main,commercial,autonomous_no_comm,reliable-moderate-p0.5-o0.5,2107,complete,46.19490994140506,supplier_01,True,,factor_moderate_center,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,3294.432860811217,0,0.4579147531075728,332.5504657845237,0.15440410193530205,0.0,0,0.05538827088022645,0.281575505243222,0.38316606920824586,0.01812417080689673,,0,0.0,0,-0.25330635672733937,0.0,0.0,1.0,,0,15.20367181082153,14.0,15.20367181082153,0.2572727175299068,83,0.0,0.0,45.65934020166911,1.0,0.0,3703,83,46.05893107131126,a09a35458c702b33eeacc393d103063234e8bc28,111515
main-commercial-autonomous_no_comm-n11-s2107-factor_private_aligned,main,commercial,autonomous_no_comm,reliable-moderate-p1.0-o0.0,2107,complete,31.342583246529102,supplier_01,True,,factor_private_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,3447.126860811217,0,0.5171640361499104,349.35046578452364,0.11168574021545492,0.0,0,0.040064220800975166,0.281575505243222,0.42388244188155344,0.01812417080689673,,0,0.0,0,-0.2869605591065918,0.0,0.0,1.0,,0,15.717596172966168,14.0,15.717596172966168,0.2335975902170969,78,0.0,0.0,29.020277653682,1.0,0.0,3112,78,31.224070120602857,a09a35458c702b33eeacc393d103063234e8bc28,81116
main-commercial-autonomous_no_comm-n11-s2107-factor_private_mixed,main,commercial,autonomous_no_comm,reliable-moderate-p1.0-o1.0,2107,complete,36.992996994405985,supplier_01,True,,factor_private_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,3310.371260811217,0,0.4800272630225643,340.36926578452363,0.1345227729701151,0.0,0,0.04825638500167587,0.281575505243222,0.31240809041488143,0.01812417080689673,,0,0.0,0,-0.19615087167938222,0.0,0.0,1.0,,0,15.098923156255596,14.0,15.098923156255596,0.2448895279218299,78,0.0,0.0,37.91180536558773,1.0,0.0,3154,78,36.867501817643635,a09a35458c702b33eeacc393d103063234e8bc28,87446
main-commercial-autonomous_no_comm-n11-s2107-factor_shared_aligned,main,commercial,autonomous_no_comm,reliable-moderate-p0.0-o0.0,2107,complete,65.1935278698802,supplier_01,True,,factor_shared_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,2572.407869369033,0,0.5167106113143278,254.60806578452363,0.3525928898229814,0.0,0,0.12648310664790713,0.281575505243222,0.5402578701319168,0.016897378552403385,,0,0.0,0,-0.35923270398884977,0.0,0.0,1.0,,0,12.292729785536713,14.0,12.292729785536713,0.4507805019441713,78,0.0,0.0,121.8756204412912,1.0,0.0,4712,95,65.01702012494209,a09a35458c702b33eeacc393d103063234e8bc28,151052
main-commercial-autonomous_no_comm-n11-s2107-factor_shared_mixed,main,commercial,autonomous_no_comm,reliable-moderate-p0.0-o1.0,2107,complete,65.04953764379025,supplier_01,True,,factor_shared_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,2773.5073070620397,0,0.6433460279819979,281.27926578452366,0.28477443928117263,0.0,0,0.10215508257209006,0.281575505243222,0.38363917208590126,0.017178393671837502,,0,0.0,0,-0.2769078157994551,0.0,0.0,1.0,,0,12.994511798407945,14.0,12.994511798407945,0.4213606851300799,77,0.0,0.0,95.36985288306765,1.0,0.0,4407,94,64.88402874395248,a09a35458c702b33eeacc393d103063234e8bc28,157069
main-commercial-autonomous_no_comm-n11-s2107-private_mixed_compound_partition_large,main,commercial,autonomous_no_comm,partition-compound-p1.0-o1.0,2107,complete,36.607872642576694,supplier_01;supplier_02;carrier_05;warehouse_07,True,,private_mixed_compound_partition_large,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,5610.346933708695,0,0.45501117479083386,639.9065262288508,0.08950381196227913,0.0,0,0.06673124970669243,0.3263443616909106,-0.07739584488388943,0.04367786129752139,,0,0.0,0,-0.9618914200849565,0.0,0.0,1.0,,0,16.100326960099242,14.0,16.100326960099242,0.19656981668969684,80,0.0,0.0,46.99547299397239,1.0,0.0,3341,80,36.48848624899979,a09a35458c702b33eeacc393d103063234e8bc28,89531
main-commercial-autonomous_no_comm-n11-s2107-private_mixed_correlated,main,commercial,autonomous_no_comm,intermittent-correlated-p1.0-o1.0,2107,complete,34.80239613354206,supplier_01;supplier_02;carrier_05,True,,private_mixed_correlated,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,4839.6076528363155,0,0.49662780490389596,536.9514278387717,0.08350430914603378,0.0,0,0.051899452915618774,0.37612410186655165,0.06530448631012836,0.02325968726568609,,0,0.0,0,-0.5779706052620706,0.0,0.0,1.0,,0,16.080459163390326,14.0,16.080459163390326,0.20194346813826902,77,0.0,0.0,33.49908498894033,1.0,0.0,3148,77,34.68326140195134,a09a35458c702b33eeacc393d103063234e8bc28,85740
main-commercial-autonomous_no_comm-n11-s2108-factor_moderate_center,main,commercial,autonomous_no_comm,reliable-moderate-p0.5-o0.5,2108,complete,42.14223935082555,supplier_01,True,,factor_moderate_center,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,2348.319663515156,0,0.5331663287511348,250.18051126562807,0.272298446890463,0.0,0,0.08941559318140824,0.281575505243222,0.5966158513281189,0.015529783288210757,,0,0.0,0,-0.22976542332677719,0.0,0.0,1.0,,0,12.003939936543407,14.0,12.003939936543407,0.3848995394712238,82,0.0,0.0,71.13296991193835,1.0,0.0,3548,82,42.01169914752245,a09a35458c702b33eeacc393d103063234e8bc28,110177
main-commercial-autonomous_no_comm-n11-s2108-factor_private_aligned,main,commercial,autonomous_no_comm,reliable-moderate-p1.0-o0.0,2108,complete,33.52792616561055,supplier_01,True,,factor_private_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,2505.0828718384896,0,0.47532640115001423,264.92251126562803,0.2294183031028016,0.0,0,0.0753348904221296,0.281575505243222,0.4847250224470532,0.016116696813291274,,0,0.0,0,-0.28280851881039176,0.0,0.0,1.0,,0,12.682784232966135,14.0,12.682784232966135,0.33085953992114364,77,0.0,0.0,59.787285120099796,1.0,0.0,3179,77,33.412284374237046,a09a35458c702b33eeacc393d103063234e8bc28,80031
main-commercial-autonomous_no_comm-n11-s2108-factor_private_mixed,main,commercial,autonomous_no_comm,reliable-moderate-p1.0-o1.0,2108,complete,36.95168389007449,supplier_01,True,,factor_private_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,2494.475973095896,0,0.47545870631226855,264.9825112656281,0.22924378074306342,0.0,0,0.07527758190459083,0.281575505243222,0.6473162620590778,0.015831416168544027,,0,0.0,0,-0.29201937547835793,0.0,0.0,1.0,,0,12.6304107640541,14.0,12.6304107640541,0.33141384396335744,81,0.0,0.0,57.39532762273724,1.0,0.0,3398,81,36.81751537695529,a09a35458c702b33eeacc393d103063234e8bc28,91330
main-commercial-autonomous_no_comm-n11-s2108-factor_shared_aligned,main,commercial,autonomous_no_comm,reliable-moderate-p0.0-o0.0,2108,complete,73.06794171407819,supplier_01,True,,factor_shared_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,2268.077479259206,0,0.594014298148902,236.66711126562805,0.3116049544918866,0.0,0,0.10232280852988443,0.281575505243222,0.5299580643091247,0.01547800520626981,,0,0.0,0,-0.2853613089992979,0.0,0.0,1.0,,0,11.506688871818927,14.0,11.506688871818927,0.4349797438510348,78,0.0,0.0,86.39162987177545,1.0,0.0,5199,105,72.88875691592693,a09a35458c702b33eeacc393d103063234e8bc28,166574
main-commercial-autonomous_no_comm-n11-s2108-factor_shared_mixed,main,commercial,autonomous_no_comm,reliable-moderate-p0.0-o1.0,2108,complete,92.39067174121737,supplier_01,True,,factor_shared_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,2322.218984853495,0,0.4327439987007044,237.49171126562806,0.30920643552788535,0.0,0,0.10153519847050976,0.281575505243222,0.6979857320500046,0.015257062013404288,,0,0.0,0,-0.3129120522810052,0.0,0.0,1.0,,0,11.98194880728251,14.0,11.98194880728251,0.3920146808036841,60,0.0,0.0,87.24757482349472,1.0,0.0,6250,116,92.19263132661578,a09a35458c702b33eeacc393d103063234e8bc28,192765
main-commercial-autonomous_no_comm-n11-s2108-private_mixed_compound_partition_large,main,commercial,autonomous_no_comm,partition-compound-p1.0-o1.0,2108,complete,36.54493260383606,supplier_01;supplier_02;carrier_05;warehouse_07,True,,private_mixed_compound_partition_large,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,-2.2737367544323206e-13,4825.402202332903,0,0.5488663683038597,555.9534078857507,0.09263974359859697,0.0,0,0.06193611421560919,0.3263443616909106,0.10465332659901931,0.04289091433407493,,0,0.0,0,-0.8987946576591608,0.0,0.0,1.0,,0,15.103461159454161,14.0,15.103461159454161,0.22399014005266943,83,0.0,0.0,35.94307139096061,1.0,0.0,3536,83,36.42256591841576,a09a35458c702b33eeacc393d103063234e8bc28,93440
main-commercial-autonomous_no_comm-n11-s2108-private_mixed_correlated,main,commercial,autonomous_no_comm,intermittent-correlated-p1.0-o1.0,2108,complete,31.083527617156506,supplier_01;supplier_02;carrier_05,True,,private_mixed_correlated,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,-2.2737367544323206e-13,3981.693597578137,0,0.5404637969886553,452.6219224959266,0.11445648764086254,0.0,0,0.06383429409426691,0.37612410186655165,0.22624085091022314,0.02033095783228493,,0,0.0,0,-0.8706564788480571,0.0,0.0,1.0,,0,14.371160253278946,14.0,14.371160253278946,0.24233163438799366,79,0.0,0.0,37.0094286981686,1.0,0.0,3281,79,30.970193788409258,a09a35458c702b33eeacc393d103063234e8bc28,88516
main-commercial-centralized_llm-n11-s2101-factor_moderate_center,main,commercial,centralized_llm,reliable-moderate-p0.5-o0.5,2101,complete,22.578670024871826,supplier_01,True,,factor_moderate_center,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,3091.527194563192,0,0.7613058467158633,303.28048326195164,0.2060656323081271,0.0,0,0.07638123110712298,0.281575505243222,0.47828650299496345,0.01803899026928644,,0,0.0,0,-0.11037590736320874,0.0,0.0,1.0,,0,14.239760637797401,14.0,14.239760637797401,0.37475669665002503,18,0.0,0.0,82.6465514904736,1.0,0.0,1399,18,22.502442620694634,a09a35458c702b33eeacc393d103063234e8bc28,30359
main-commercial-centralized_llm-n11-s2101-factor_private_aligned,main,commercial,centralized_llm,reliable-moderate-p1.0-o0.0,2101,complete,8.091838002204895,supplier_01,True,,factor_private_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,3651.527194563192,0,0.992803056725445,363.28048326195164,0.04899630312096737,0.0,0,0.018161194131010184,0.281575505243222,0.3977340116247543,0.01803899026928644,,0,0.0,0,-0.24446748599218848,0.0,0.0,0.0,,0,16.557777707133557,14.0,16.557777707133557,0.29719706730232864,0,0.0,0.0,0.0,0.0,0.0,392,6,8.024527322500944,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2101-factor_private_mixed,main,commercial,centralized_llm,reliable-moderate-p1.0-o1.0,2101,complete,8.092485044151545,supplier_01,True,,factor_private_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,3651.527194563192,0,0.992803056725445,363.28048326195164,0.04899630312096737,0.0,0,0.018161194131010184,0.281575505243222,0.36878896062354705,0.01803899026928644,,0,0.0,0,-0.07435088103343035,0.0,0.0,0.0,,0,16.557777707133557,14.0,16.557777707133557,0.29719706730232864,0,0.0,0.0,0.0,0.0,0.0,392,6,8.025900389999151,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2101-factor_shared_aligned,main,commercial,centralized_llm,reliable-moderate-p0.0-o0.0,2101,complete,21.910205949097872,supplier_01,True,,factor_shared_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,2971.527194563192,0,0.9138001235196233,293.28048326195164,0.23224385383932042,0.0,0,0.08608457060314179,0.281575505243222,0.4965096259369261,0.01803899026928644,,0,0.0,0,-0.15646504040764025,0.0,0.0,1.0,,0,13.776028637879131,14.0,13.776028637879131,0.4408023425036555,18,0.0,0.0,75.98507863442318,1.0,0.0,1247,18,21.823348611593243,a09a35458c702b33eeacc393d103063234e8bc28,35712
main-commercial-centralized_llm-n11-s2101-factor_shared_mixed,main,commercial,centralized_llm,reliable-moderate-p0.0-o1.0,2101,complete,21.83192965015769,supplier_01,True,,factor_shared_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,2971.527194563192,0,0.9138001235196233,293.28048326195164,0.23224385383932042,0.0,0,0.08608457060314179,0.281575505243222,0.468852161508431,0.01803899026928644,,0,0.0,0,0.029837599202004333,0.0,0.0,1.0,,0,13.776028637879131,14.0,13.776028637879131,0.4408023425036555,18,0.0,0.0,75.98507863442318,1.0,0.0,1247,18,21.75186947360635,a09a35458c702b33eeacc393d103063234e8bc28,35712
main-commercial-centralized_llm-n11-s2101-private_mixed_compound_partition_large,main,commercial,centralized_llm,partition-compound-p1.0-o1.0,2101,complete,8.131726711988449,supplier_01;supplier_02;carrier_05;warehouse_07,True,,private_mixed_compound_partition_large,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,5881.734793694527,0,0.9939985795824177,661.794106350405,0.027503522284815708,0.0,0,0.020948946783517445,0.3263443616909106,0.05353309286277585,0.04364380307588774,,0,0.0,0,-0.8020171116835669,0.0,0.0,0.0,,0,16.91610763839328,14.0,16.91610763839328,0.2760031671804201,0,0.0,0.0,0.0,0.0,0.0,392,6,8.066190145909786,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2101-private_mixed_correlated,main,commercial,centralized_llm,intermittent-correlated-p1.0-o1.0,2101,complete,8.141374178230762,supplier_01;supplier_02;carrier_05,True,,private_mixed_correlated,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,5039.211922911578,0,0.9937061411343061,549.0222931836558,0.032966637468312854,0.0,0,0.020948946783517445,0.37612410186655165,0.14893131002590132,0.02182741440192787,,0,0.0,0,-0.7980683763490856,0.0,0.0,0.0,,0,16.815043154601028,14.0,16.815043154601028,0.28139317275188935,0,0.0,0.0,0.0,0.0,0.0,392,6,8.072387654334307,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2102-factor_moderate_center,main,commercial,centralized_llm,reliable-moderate-p0.5-o0.5,2102,complete,24.170128270983696,supplier_01,True,,factor_moderate_center,11.0,0.0,0.0,,0,0.0,0,0.0,0,-1.1368683772161603e-13,3541.3104992107,0,0.603468666378087,356.8917506601701,0.12646997588709952,0.0,0,0.051873576334484826,0.281575505243222,0.4049284586938151,0.0172234471289648,,0,0.0,0,-0.3994153545254141,0.0,0.0,1.0,,0,15.090806845668514,14.0,15.090806845668514,0.26766205827152356,18,0.0,0.0,39.52878145239405,1.0,0.0,1394,18,24.091298542916768,a09a35458c702b33eeacc393d103063234e8bc28,30562
main-commercial-centralized_llm-n11-s2102-factor_private_aligned,main,commercial,centralized_llm,reliable-moderate-p1.0-o0.0,2102,complete,8.092326063662767,supplier_01,True,,factor_private_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,-1.1368683772161603e-13,3821.3104992107,0,0.972421535160628,386.8917506601701,0.05304182666562847,0.0,0,0.021755908666545833,0.281575505243222,0.400168331766462,0.0172234471289648,,0,0.0,0,-0.24457163147953012,0.0,0.0,0.0,,0,16.190845006956245,14.0,16.190845006956245,0.29614721045578546,0,0.0,0.0,0.0,0.0,0.0,392,6,8.02280280739069,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2102-factor_private_mixed,main,commercial,centralized_llm,reliable-moderate-p1.0-o1.0,2102,complete,8.507428970187902,supplier_01,True,,factor_private_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,-1.1368683772161603e-13,3821.3104992107,0,0.972421535160628,386.8917506601701,0.05304182666562847,0.0,0,0.021755908666545833,0.281575505243222,0.3262841260718148,0.0172234471289648,,0,0.0,0,-0.6236664699362683,0.0,0.0,0.0,,0,16.190845006956245,14.0,16.190845006956245,0.29614721045578546,0,0.0,0.0,0.0,0.0,0.0,392,6,8.439842663705349,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2102-factor_shared_aligned,main,commercial,centralized_llm,reliable-moderate-p0.0-o0.0,2102,complete,23.22123532742262,supplier_01,True,,factor_shared_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,-1.1368683772161603e-13,3411.3104992107,0,0.7710462517635387,336.8917506601701,0.17542207536808024,0.0,0,0.07195202144644415,0.281575505243222,0.46663950870548304,0.0172234471289648,,0,0.0,0,-0.28128570609026565,0.0,0.0,1.0,,0,14.67907230857911,14.0,14.67907230857911,0.3558884348356869,18,0.0,0.0,50.23361042177612,1.0,0.0,1255,18,23.137849129736427,a09a35458c702b33eeacc393d103063234e8bc28,35859
main-commercial-centralized_llm-n11-s2102-factor_shared_mixed,main,commercial,centralized_llm,reliable-moderate-p0.0-o1.0,2102,complete,23.157044373452663,supplier_01,True,,factor_shared_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,-1.1368683772161603e-13,3411.3104992107,0,0.7710462517635387,336.8917506601701,0.17542207536808024,0.0,0,0.07195202144644415,0.281575505243222,0.39413134349095724,0.0172234471289648,,0,0.0,0,-0.5599801748393126,0.0,0.0,1.0,,0,14.67907230857911,14.0,14.67907230857911,0.3558884348356869,18,0.0,0.0,50.23361042177612,1.0,0.0,1255,18,23.077493764460083,a09a35458c702b33eeacc393d103063234e8bc28,35859
main-commercial-centralized_llm-n11-s2102-private_mixed_compound_partition_large,main,commercial,centralized_llm,partition-compound-p1.0-o1.0,2102,complete,8.145976513624191,supplier_01;supplier_02;carrier_05;warehouse_07,True,,private_mixed_compound_partition_large,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,6240.5352196750555,0,0.9742213692063684,711.1247363035518,0.0295729238210628,0.0,0,0.02490544259911757,0.3263443616909106,-0.11308331399326388,0.04299080716996945,,0,0.0,0,-0.9328473257335661,0.0,0.0,0.0,,0,16.589753754133895,14.0,16.589753754133895,0.2731282661226549,0,0.0,0.0,0.0,0.0,0.0,392,6,8.072874672710896,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2102-private_mixed_correlated,main,commercial,centralized_llm,intermittent-correlated-p1.0-o1.0,2102,complete,8.106809809803963,supplier_01;supplier_02;carrier_05,True,,private_mixed_correlated,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,5326.605880832966,0,0.9737728153783719,588.636719504941,0.0355081745302663,0.0,0,0.02490544259911757,0.37612410186655165,0.022558971938548247,0.02141486633516339,,0,0.0,0,-0.6574536894184141,0.0,0.0,0.0,,0,16.477678026726423,14.0,16.477678026726423,0.2789513783748593,0,0.0,0.0,0.0,0.0,0.0,392,6,8.037323232740164,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2103-factor_moderate_center,main,commercial,centralized_llm,reliable-moderate-p0.5-o0.5,2103,complete,22.524029158055782,supplier_01,True,,factor_moderate_center,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,3237.2398737900403,0,0.7236778790553334,309.1795922258383,0.19043570106971905,0.0,0,0.06694360835777305,0.281575505243222,0.5589104020491473,0.01827562855910614,,0,0.0,0,-0.12456935848930739,0.0,0.0,1.0,,0,15.297345950963305,14.0,15.297345950963305,0.3557961385250909,18,0.0,0.0,59.4212871159854,1.0,0.0,1383,18,22.444934606552124,a09a35458c702b33eeacc393d103063234e8bc28,30359
main-commercial-centralized_llm-n11-s2103-factor_private_aligned,main,commercial,centralized_llm,reliable-moderate-p1.0-o0.0,2103,complete,8.091284118592739,supplier_01,True,,factor_private_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,3797.2398737900403,0,0.9633335597631039,369.1795922258383,0.03333006034445282,0.0,0,0.011716471720936037,0.281575505243222,0.38896421861911307,0.01827562855910614,,0,0.0,0,-0.2652897543867186,0.0,0.0,0.0,,0,17.59985984253046,14.0,17.59985984253046,0.2741634502852288,0,0.0,0.0,0.0,0.0,0.0,392,6,8.019985046237707,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2103-factor_private_mixed,main,commercial,centralized_llm,reliable-moderate-p1.0-o1.0,2103,complete,8.109176736325026,supplier_01,True,,factor_private_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,2.2737367544323206e-13,3797.2398737900403,0,0.9633335597631039,369.1795922258383,0.03333006034445282,0.0,0,0.011716471720936037,0.281575505243222,0.5312431484325468,0.01827562855910614,,0,0.0,0,-0.030603432006698086,0.0,0.0,0.0,,0,17.59985984253046,14.0,17.59985984253046,0.2741634502852288,0,0.0,0.0,0.0,0.0,0.0,392,6,8.041493311524391,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2103-factor_shared_aligned,main,commercial,centralized_llm,reliable-moderate-p0.0-o0.0,2103,complete,23.197273954749107,supplier_01,True,,factor_shared_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,3107.2398737900403,0,0.9164243443969383,289.1795922258383,0.24280424797814112,0.0,0,0.08535265390338538,0.281575505243222,0.5084255273742255,0.01827562855910614,,0,0.0,0,-0.13427230978175314,0.0,0.0,1.0,,0,14.863804580820917,14.0,14.863804580820917,0.4434931873474123,18,0.0,0.0,108.52753573497881,1.0,0.0,1260,18,23.119785405695435,a09a35458c702b33eeacc393d103063234e8bc28,35635
main-commercial-centralized_llm-n11-s2103-factor_shared_mixed,main,commercial,centralized_llm,reliable-moderate-p0.0-o1.0,2103,complete,23.348510418087244,supplier_01,True,,factor_shared_mixed,11.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,3107.2398737900403,0,0.9164243443969383,289.1795922258383,0.24280424797814112,0.0,0,0.08535265390338538,0.281575505243222,0.6212414214633729,0.01827562855910614,,0,0.0,0,0.015335786272217808,0.0,0.0,1.0,,0,14.863804580820917,14.0,14.863804580820917,0.4434931873474123,18,0.0,0.0,108.52753573497881,1.0,0.0,1260,18,23.268248692154884,a09a35458c702b33eeacc393d103063234e8bc28,35635
main-commercial-centralized_llm-n11-s2103-private_mixed_compound_partition_large,main,commercial,centralized_llm,partition-compound-p1.0-o1.0,2103,complete,8.166919533163309,supplier_01;supplier_02;carrier_05;warehouse_07,True,,private_mixed_compound_partition_large,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,1.1368683772161603e-13,6097.47373012281,0,0.9598284474160818,669.9995663798265,0.018644359713579625,0.0,0,0.013956914033052766,0.3263443616909106,0.15135715454543416,0.04354057774878756,,0,0.0,0,-0.5716680799088605,0.0,0.0,0.0,,0,17.84695272993629,14.0,17.84695272993629,0.25860147156760005,0,0.0,0.0,0.0,0.0,0.0,392,6,8.100320816040039,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2103-private_mixed_correlated,main,commercial,centralized_llm,intermittent-correlated-p1.0-o1.0,2103,complete,8.145236272364855,supplier_01;supplier_02;carrier_05,True,,private_mixed_correlated,11.0,0.0,0.0,0.0,0,0.0,0,0.0,0,1.1368683772161603e-13,5228.496495508208,0,0.9607328064111924,556.3564650327642,0.022367531100617483,0.0,0,0.013956914033052766,0.37612410186655165,0.2457311349255627,0.022788402282461883,,0,0.0,0,-0.5690141734079323,0.0,0.0,0.0,,0,17.77763731598161,14.0,17.77763731598161,0.26255073270341556,0,0.0,0.0,0.0,0.0,0.0,392,6,8.0784782320261,a09a35458c702b33eeacc393d103063234e8bc28,9082
main-commercial-centralized_llm-n11-s2104-factor_moderate_center,main,commercial,centralized_llm,reliable-moderate-p0.5-o0.5,2104,complete,24.441679246723652,supplier_01,True,,factor_moderate_center,11.0,0.0,0.0,,0,0.0,0,0.0,0,-1.1368683772161603e-13,3449.195856733403,0,0.5409296123762718,335.5129964889569,0.1096045001757925,0.0,0,0.040808663768243617,0.281575505243222,0.4647131729882376,0.01817904021658039,,0,0.0,0,-0.374404212987864,0.0,0.0,1.0,,0,16.643046527735947,14.0,16.643046527735947,0.23582527743499446,18,0.0,0.0,33.9570178385912,1.0,0.0,1450,18,24.362470988184217,a09a35458c702b33eeacc393d103063234e8bc28,30596
main-commercial-centralized_llm-n11-s2104-factor_private_aligned,main,commercial,centralized_llm,reliable-moderate-p1.0-o0.0,2104,complete,8.107342138886452,supplier_01,True,,factor_private_aligned,11.0,0.0,0.0,,0,0.0,0,0.0,0,-1.1368683772161603e-13,3729.195856733403,0,0.9285552064105914,365.5129964889569,0.029989506794737508,0.0,0,0.011165889150527769,0.281575505243222,0.3869296953472146,0.01817904021658039,,0,0.0,0,-0.2728252361984095,0.0,0.0,0.0,,0,17.825240051908825,14.0,17.825240051908825,0.2621283083973854,0,0.0,0.0,0.0,0.0,0.0,392,6,8.033329837024212,a09a35458c702b33eeacc393d103063234e8bc28,9082
