application,scenario_name,seed,n_agents,option,option_name,option_proportion_difference_doet_minus_nonentropy,doet_rl_option_proportion,learned_no_entropy_option_proportion,doet_rl_decision_count,learned_no_entropy_decision_count,doet_rl_training_seed,learned_no_entropy_training_seed,panel_option_total_variation_distance
commercial,communication_partition,8101,10,3,negotiate,-0.22608695652173913,0.0,0.22608695652173913,32,115,7305,7305,0.6543478260869566
commercial,communication_partition,8101,10,4,respond_offer,-0.008695652173913044,0.0,0.008695652173913044,32,115,7305,7305,0.6543478260869566
commercial,communication_partition,8101,10,5,propose_coalition,-0.12717391304347825,0.125,0.25217391304347825,32,115,7305,7305,0.6543478260869566
commercial,communication_partition,8101,10,6,request_reallocation,-0.275,0.125,0.4,32,115,7305,7305,0.6543478260869566
commercial,communication_partition,8101,10,7,emergency,0.10407608695652174,0.15625,0.05217391304347826,32,115,7305,7305,0.6543478260869566
commercial,communication_partition,8101,10,8,silent,0.022554347826086958,0.03125,0.008695652173913044,32,115,7305,7305,0.6543478260869566
commercial,communication_partition,8102,10,0,continue,0.4939081537019681,0.5454545454545454,0.05154639175257732,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8102,10,1,request_info,-0.020618556701030927,0.0,0.020618556701030927,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8102,10,2,disclose_summary,0.0,0.0,0.0,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8102,10,3,negotiate,-0.27835051546391754,0.0,0.27835051546391754,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8102,10,4,respond_offer,-0.010309278350515464,0.0,0.010309278350515464,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8102,10,5,propose_coalition,-0.09528272414870353,0.12121212121212122,0.21649484536082475,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8102,10,6,request_reallocation,-0.1583880037488285,0.18181818181818182,0.3402061855670103,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8102,10,7,emergency,0.038737894407997506,0.12121212121212122,0.08247422680412371,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8102,10,8,silent,0.030303030303030304,0.030303030303030304,0.0,33,97,7301,7301,0.5629490784129959
commercial,communication_partition,8103,10,0,continue,0.48711413197394504,0.5151515151515151,0.028037383177570093,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8103,10,1,request_info,-0.018691588785046728,0.0,0.018691588785046728,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8103,10,2,disclose_summary,0.0,0.0,0.0,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8103,10,3,negotiate,-0.21495327102803738,0.0,0.21495327102803738,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8103,10,4,respond_offer,-0.009345794392523364,0.0,0.009345794392523364,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8103,10,5,propose_coalition,0.04163126593033137,0.18181818181818182,0.14018691588785046,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8103,10,6,request_reallocation,-0.3928065703766638,0.12121212121212122,0.514018691588785,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8103,10,7,emergency,0.10705182667799491,0.18181818181818182,0.07476635514018691,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8103,10,8,silent,0.0,0.0,0.0,33,107,7302,7302,0.6357972245822713
commercial,communication_partition,8104,10,0,continue,0.6196296296296296,0.6296296296296297,0.01,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8104,10,1,request_info,-0.02,0.0,0.02,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8104,10,2,disclose_summary,0.0,0.0,0.0,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8104,10,3,negotiate,-0.25,0.0,0.25,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8104,10,4,respond_offer,-0.03,0.0,0.03,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8104,10,5,propose_coalition,-0.10592592592592592,0.07407407407407407,0.18,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8104,10,6,request_reallocation,-0.16185185185185186,0.14814814814814814,0.31,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8104,10,7,emergency,0.0011111111111111044,0.1111111111111111,0.11,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8104,10,8,silent,-0.05296296296296296,0.037037037037037035,0.09,27,100,7303,7303,0.6207407407407407
commercial,communication_partition,8105,10,0,continue,0.5182595182595182,0.5384615384615384,0.020202020202020204,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8105,10,1,request_info,-0.020202020202020204,0.0,0.020202020202020204,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8105,10,2,disclose_summary,0.0,0.0,0.0,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8105,10,3,negotiate,-0.2828282828282828,0.0,0.2828282828282828,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8105,10,4,respond_offer,0.0,0.0,0.0,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8105,10,5,propose_coalition,-0.0031080031080031323,0.1282051282051282,0.13131313131313133,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8105,10,6,request_reallocation,-0.18803418803418803,0.2564102564102564,0.4444444444444444,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8105,10,7,emergency,-0.02408702408702408,0.07692307692307693,0.10101010101010101,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8105,10,8,silent,0.0,0.0,0.0,39,99,7304,7304,0.5182595182595182
commercial,communication_partition,8106,10,0,continue,0.60062893081761,0.6666666666666666,0.0660377358490566,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8106,10,1,request_info,-0.018867924528301886,0.0,0.018867924528301886,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8106,10,2,disclose_summary,0.0,0.0,0.0,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8106,10,3,negotiate,-0.2641509433962264,0.0,0.2641509433962264,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8106,10,4,respond_offer,-0.10377358490566038,0.0,0.10377358490566038,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8106,10,5,propose_coalition,-0.12403913347309575,0.07407407407407407,0.19811320754716982,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8106,10,6,request_reallocation,-0.19007686932215234,0.07407407407407407,0.2641509433962264,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8106,10,7,emergency,-0.010831586303284416,0.07407407407407407,0.08490566037735849,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8106,10,8,silent,0.1111111111111111,0.1111111111111111,0.0,27,106,7305,7305,0.7117400419287212
commercial,communication_partition,8107,10,0,continue,0.4094594594594595,0.4594594594594595,0.05,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8107,10,1,request_info,-0.02,0.0,0.02,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8107,10,2,disclose_summary,0.0,0.0,0.0,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8107,10,3,negotiate,-0.25,0.0,0.25,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8107,10,4,respond_offer,-0.11,0.0,0.11,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8107,10,5,propose_coalition,-0.02783783783783783,0.16216216216216217,0.19,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8107,10,6,request_reallocation,-0.13783783783783782,0.16216216216216217,0.3,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8107,10,7,emergency,0.08216216216216217,0.16216216216216217,0.08,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8107,10,8,silent,0.05405405405405406,0.05405405405405406,0.0,37,100,7301,7301,0.5456756756756758
commercial,communication_partition,8108,10,0,continue,0.4602316602316602,0.5142857142857142,0.05405405405405406,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8108,10,1,request_info,-0.018018018018018018,0.0,0.018018018018018018,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8108,10,2,disclose_summary,0.0,0.0,0.0,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8108,10,3,negotiate,-0.24324324324324326,0.0,0.24324324324324326,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8108,10,4,respond_offer,-0.2072072072072072,0.0,0.2072072072072072,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8108,10,5,propose_coalition,-0.03886743886743886,0.11428571428571428,0.15315315315315314,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8108,10,6,request_reallocation,0.01389961389961386,0.2571428571428571,0.24324324324324326,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8108,10,7,emergency,0.04221364221364221,0.11428571428571428,0.07207207207207207,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8108,10,8,silent,-0.009009009009009009,0.0,0.009009009009009009,35,111,7302,7302,0.5163449163449163
commercial,communication_partition,8109,10,0,continue,0.4962962962962963,0.5333333333333333,0.037037037037037035,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8109,10,1,request_info,-0.018518518518518517,0.0,0.018518518518518517,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8109,10,2,disclose_summary,0.0,0.0,0.0,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8109,10,3,negotiate,-0.25925925925925924,0.0,0.25925925925925924,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8109,10,4,respond_offer,-0.009259259259259259,0.0,0.009259259259259259,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8109,10,5,propose_coalition,-0.17037037037037037,0.03333333333333333,0.2037037037037037,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8109,10,6,request_reallocation,-0.09814814814814815,0.3,0.39814814814814814,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8109,10,7,emergency,0.025925925925925936,0.1,0.07407407407407407,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8109,10,8,silent,0.03333333333333333,0.03333333333333333,0.0,30,108,7303,7303,0.5555555555555557
commercial,communication_partition,8110,10,0,continue,0.5900990099009901,0.6,0.009900990099009901,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8110,10,1,request_info,-0.019801980198019802,0.0,0.019801980198019802,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8110,10,2,disclose_summary,0.0,0.0,0.0,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8110,10,3,negotiate,-0.25742574257425743,0.0,0.25742574257425743,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8110,10,4,respond_offer,-0.0594059405940594,0.0,0.0594059405940594,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8110,10,5,propose_coalition,-0.1052805280528053,0.03333333333333333,0.13861386138613863,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8110,10,6,request_reallocation,-0.14917491749174916,0.26666666666666666,0.4158415841584158,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8110,10,7,emergency,0.000990099009900991,0.1,0.09900990099009901,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8110,10,8,silent,0.0,0.0,0.0,30,101,7304,7304,0.5910891089108911
commercial,communication_partition,8111,10,0,continue,0.5020408163265305,0.5428571428571428,0.04081632653061224,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8111,10,1,request_info,-0.02040816326530612,0.0,0.02040816326530612,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8111,10,2,disclose_summary,0.0,0.0,0.0,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8111,10,3,negotiate,-0.2755102040816326,0.0,0.2755102040816326,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8111,10,4,respond_offer,0.0,0.0,0.0,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8111,10,5,propose_coalition,-0.17346938775510207,0.14285714285714285,0.3163265306122449,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8111,10,6,request_reallocation,-0.014285714285714263,0.2,0.21428571428571427,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8111,10,7,emergency,-0.04693877551020409,0.08571428571428572,0.1326530612244898,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8111,10,8,silent,0.02857142857142857,0.02857142857142857,0.0,35,98,7305,7305,0.5306122448979591
commercial,communication_partition,8112,10,0,continue,0.5062388591800356,0.5454545454545454,0.0392156862745098,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8112,10,1,request_info,-0.029411764705882353,0.0,0.029411764705882353,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8112,10,2,disclose_summary,0.0,0.0,0.0,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8112,10,3,negotiate,-0.2647058823529412,0.0,0.2647058823529412,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8112,10,4,respond_offer,-0.12745098039215685,0.0,0.12745098039215685,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8112,10,5,propose_coalition,-0.035650623885918,0.12121212121212122,0.1568627450980392,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8112,10,6,request_reallocation,-0.14260249554367202,0.15151515151515152,0.29411764705882354,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8112,10,7,emergency,0.002673796791443847,0.09090909090909091,0.08823529411764706,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8112,10,8,silent,0.09090909090909091,0.09090909090909091,0.0,33,102,7301,7301,0.5998217468805703
commercial,communication_partition,8113,10,0,continue,0.6170771756978654,0.6551724137931034,0.0380952380952381,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8113,10,1,request_info,-0.01904761904761905,0.0,0.01904761904761905,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8113,10,2,disclose_summary,0.0,0.0,0.0,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8113,10,3,negotiate,-0.26666666666666666,0.0,0.26666666666666666,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8113,10,4,respond_offer,-0.047619047619047616,0.0,0.047619047619047616,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8113,10,5,propose_coalition,-0.14417077175697868,0.10344827586206896,0.24761904761904763,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8113,10,6,request_reallocation,-0.10016420361247946,0.13793103448275862,0.23809523809523808,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8113,10,7,emergency,-0.02036124794745485,0.10344827586206896,0.12380952380952381,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8113,10,8,silent,-0.01904761904761905,0.0,0.01904761904761905,29,105,7302,7302,0.6170771756978654
commercial,communication_partition,8114,10,0,continue,0.4442670073458959,0.4838709677419355,0.039603960396039604,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8114,10,1,request_info,-0.019801980198019802,0.0,0.019801980198019802,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8114,10,2,disclose_summary,0.0,0.0,0.0,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8114,10,3,negotiate,-0.21782178217821782,0.0,0.21782178217821782,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8114,10,4,respond_offer,-0.10891089108910891,0.0,0.10891089108910891,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8114,10,5,propose_coalition,-0.08144362823379112,0.0967741935483871,0.1782178217821782,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8114,10,6,request_reallocation,-0.12583839029064195,0.16129032258064516,0.2871287128712871,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8114,10,7,emergency,0.08208240178856595,0.16129032258064516,0.07920792079207921,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8114,10,8,silent,0.02746726285531778,0.0967741935483871,0.06930693069306931,31,101,7303,7303,0.5538166719897797
commercial,communication_partition,8115,10,0,continue,0.6734397677793904,0.6923076923076923,0.018867924528301886,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8115,10,1,request_info,-0.018867924528301886,0.0,0.018867924528301886,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8115,10,2,disclose_summary,0.0,0.0,0.0,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8115,10,3,negotiate,-0.25471698113207547,0.0,0.25471698113207547,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8115,10,4,respond_offer,-0.18867924528301888,0.0,0.18867924528301888,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8115,10,5,propose_coalition,-0.12191582002902757,0.038461538461538464,0.16037735849056603,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8115,10,6,request_reallocation,-0.10087082728592162,0.15384615384615385,0.25471698113207547,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8115,10,7,emergency,0.011611030478955009,0.11538461538461539,0.10377358490566038,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8115,10,8,silent,0.0,0.0,0.0,26,106,7304,7304,0.6850507982583455
commercial,communication_partition,8116,10,0,continue,0.4379427971660982,0.4864864864864865,0.04854368932038835,37,103,7305,7305,0.5216478614536867
commercial,communication_partition,8116,10,1,request_info,-0.019417475728155338,0.0,0.019417475728155338,37,103,7305,7305,0.5216478614536867
commercial,communication_partition,8116,10,2,disclose_summary,0.0,0.0,0.0,37,103,7305,7305,0.5216478614536867
commercial,communication_partition,8116,10,3,negotiate,-0.2815533980582524,0.0,0.2815533980582524,37,103,7305,7305,0.5216478614536867
commercial,communication_partition,8116,10,4,respond_offer,-0.02912621359223301,0.0,0.02912621359223301,37,103,7305,7305,0.5216478614536867
commercial,communication_partition,8116,10,5,propose_coalition,-0.15402781422198897,0.10810810810810811,0.2621359223300971,37,103,7305,7305,0.5216478614536867
commercial,communication_partition,8116,10,6,request_reallocation,0.02965101023353453,0.24324324324324326,0.21359223300970873,37,103,7305,7305,0.5216478614536867
commercial,communication_partition,8116,10,7,emergency,-0.037522959853056925,0.10810810810810811,0.14563106796116504,37,103,7305,7305,0.5216478614536867
commercial,communication_partition,8116,10,8,silent,0.05405405405405406,0.05405405405405406,0.0,37,103,7305,7305,0.5216478614536867
commercial,correlated,8101,10,0,continue,0.3900990099009901,0.4,0.009900990099009901,35,101,7301,7301,0.5669024045261669
commercial,correlated,8101,10,1,request_info,-0.019801980198019802,0.0,0.019801980198019802,35,101,7301,7301,0.5669024045261669
commercial,correlated,8101,10,2,disclose_summary,0.0,0.0,0.0,35,101,7301,7301,0.5669024045261669
commercial,correlated,8101,10,3,negotiate,-0.2376237623762376,0.0,0.2376237623762376,35,101,7301,7301,0.5669024045261669
commercial,correlated,8101,10,4,respond_offer,-0.0297029702970297,0.0,0.0297029702970297,35,101,7301,7301,0.5669024045261669
commercial,correlated,8101,10,5,propose_coalition,-0.06506364922206506,0.14285714285714285,0.2079207920792079,35,101,7301,7301,0.5669024045261669
commercial,correlated,8101,10,6,request_reallocation,-0.21471004243281472,0.17142857142857143,0.38613861386138615,35,101,7301,7301,0.5669024045261669
commercial,correlated,8101,10,7,emergency,0.03394625176803394,0.14285714285714285,0.10891089108910891,35,101,7301,7301,0.5669024045261669
commercial,correlated,8101,10,8,silent,0.14285714285714285,0.14285714285714285,0.0,35,101,7301,7301,0.5669024045261669
commercial,correlated,8102,10,0,continue,0.49223691776883266,0.5135135135135135,0.02127659574468085,37,94,7302,7302,0.6152961472110408
commercial,correlated,8102,10,1,request_info,-0.02127659574468085,0.0,0.02127659574468085,37,94,7302,7302,0.6152961472110408
commercial,correlated,8102,10,2,disclose_summary,0.0,0.0,0.0,37,94,7302,7302,0.6152961472110408
commercial,correlated,8102,10,3,negotiate,-0.20212765957446807,0.0,0.20212765957446807,37,94,7302,7302,0.6152961472110408
commercial,correlated,8102,10,4,respond_offer,-0.2872340425531915,0.0,0.2872340425531915,37,94,7302,7302,0.6152961472110408
commercial,correlated,8102,10,5,propose_coalition,-0.1046578493387004,0.10810810810810811,0.2127659574468085,37,94,7302,7302,0.6152961472110408
commercial,correlated,8102,10,6,request_reallocation,0.12133410005750433,0.2702702702702703,0.14893617021276595,37,94,7302,7302,0.6152961472110408
commercial,correlated,8102,10,7,emergency,0.001725129384703858,0.10810810810810811,0.10638297872340426,37,94,7302,7302,0.6152961472110408
commercial,correlated,8102,10,8,silent,0.0,0.0,0.0,37,94,7302,7302,0.6152961472110408
commercial,correlated,8103,10,0,continue,0.36643356643356645,0.38461538461538464,0.01818181818181818,39,110,7303,7303,0.5517482517482518
commercial,correlated,8103,10,1,request_info,-0.01818181818181818,0.0,0.01818181818181818,39,110,7303,7303,0.5517482517482518
commercial,correlated,8103,10,2,disclose_summary,0.0,0.0,0.0,39,110,7303,7303,0.5517482517482518
commercial,correlated,8103,10,3,negotiate,-0.23636363636363636,0.0,0.23636363636363636,39,110,7303,7303,0.5517482517482518
commercial,correlated,8103,10,4,respond_offer,-0.21818181818181817,0.0,0.21818181818181817,39,110,7303,7303,0.5517482517482518
commercial,correlated,8103,10,5,propose_coalition,-0.01142191142191143,0.1794871794871795,0.19090909090909092,39,110,7303,7303,0.5517482517482518
commercial,correlated,8103,10,6,request_reallocation,-0.06759906759906759,0.20512820512820512,0.2727272727272727,39,110,7303,7303,0.5517482517482518
commercial,correlated,8103,10,7,emergency,0.08275058275058274,0.1282051282051282,0.045454545454545456,39,110,7303,7303,0.5517482517482518
commercial,correlated,8103,10,8,silent,0.10256410256410256,0.10256410256410256,0.0,39,110,7303,7303,0.5517482517482518
commercial,correlated,8104,10,0,continue,0.47297297297297297,0.5,0.02702702702702703,36,111,7304,7304,0.5945945945945945
commercial,correlated,8104,10,1,request_info,-0.018018018018018018,0.0,0.018018018018018018,36,111,7304,7304,0.5945945945945945
commercial,correlated,8104,10,2,disclose_summary,0.0,0.0,0.0,36,111,7304,7304,0.5945945945945945
commercial,correlated,8104,10,3,negotiate,-0.2072072072072072,0.0,0.2072072072072072,36,111,7304,7304,0.5945945945945945
commercial,correlated,8104,10,4,respond_offer,-0.02702702702702703,0.0,0.02702702702702703,36,111,7304,7304,0.5945945945945945
commercial,correlated,8104,10,5,propose_coalition,-0.08633633633633633,0.1388888888888889,0.22522522522522523,36,111,7304,7304,0.5945945945945945
commercial,correlated,8104,10,6,request_reallocation,-0.256006006006006,0.19444444444444445,0.45045045045045046,36,111,7304,7304,0.5945945945945945
commercial,correlated,8104,10,7,emergency,0.12162162162162161,0.16666666666666666,0.04504504504504504,36,111,7304,7304,0.5945945945945945
commercial,correlated,8104,10,8,silent,0.0,0.0,0.0,36,111,7304,7304,0.5945945945945945
commercial,correlated,8105,10,0,continue,0.36574746008708275,0.38461538461538464,0.018867924528301886,39,106,7305,7305,0.5466860183841317
commercial,correlated,8105,10,1,request_info,-0.018867924528301886,0.0,0.018867924528301886,39,106,7305,7305,0.5466860183841317
commercial,correlated,8105,10,2,disclose_summary,0.0,0.0,0.0,39,106,7305,7305,0.5466860183841317
commercial,correlated,8105,10,3,negotiate,-0.2358490566037736,0.0,0.2358490566037736,39,106,7305,7305,0.5466860183841317
commercial,correlated,8105,10,4,respond_offer,-0.018867924528301886,0.0,0.018867924528301886,39,106,7305,7305,0.5466860183841317
commercial,correlated,8105,10,5,propose_coalition,-0.12651185292694728,0.1282051282051282,0.25471698113207547,39,106,7305,7305,0.5466860183841317
commercial,correlated,8105,10,6,request_reallocation,-0.14658925979680698,0.23076923076923078,0.37735849056603776,39,106,7305,7305,0.5466860183841317
commercial,correlated,8105,10,7,emergency,0.001451378809869383,0.07692307692307693,0.07547169811320754,39,106,7305,7305,0.5466860183841317
commercial,correlated,8105,10,8,silent,0.1794871794871795,0.1794871794871795,0.0,39,106,7305,7305,0.5466860183841317
commercial,correlated,8106,10,0,continue,0.4161184210526316,0.46875,0.05263157894736842,32,95,7301,7301,0.5401315789473684
commercial,correlated,8106,10,1,request_info,-0.021052631578947368,0.0,0.021052631578947368,32,95,7301,7301,0.5401315789473684
commercial,correlated,8106,10,2,disclose_summary,0.0,0.0,0.0,32,95,7301,7301,0.5401315789473684
commercial,correlated,8106,10,3,negotiate,-0.18947368421052632,0.0,0.18947368421052632,32,95,7301,7301,0.5401315789473684
commercial,correlated,8106,10,4,respond_offer,-0.22105263157894736,0.0,0.22105263157894736,32,95,7301,7301,0.5401315789473684
commercial,correlated,8106,10,5,propose_coalition,-0.09572368421052632,0.09375,0.18947368421052632,32,95,7301,7301,0.5401315789473684
commercial,correlated,8106,10,6,request_reallocation,-0.012828947368421051,0.21875,0.23157894736842105,32,95,7301,7301,0.5401315789473684
commercial,correlated,8106,10,7,emergency,0.009539473684210528,0.09375,0.08421052631578947,32,95,7301,7301,0.5401315789473684
commercial,correlated,8106,10,8,silent,0.11447368421052631,0.125,0.010526315789473684,32,95,7301,7301,0.5401315789473684
commercial,correlated,8107,10,0,continue,0.3614718614718615,0.4090909090909091,0.047619047619047616,44,105,7302,7302,0.4634199134199134
commercial,correlated,8107,10,1,request_info,-0.01904761904761905,0.0,0.01904761904761905,44,105,7302,7302,0.4634199134199134
commercial,correlated,8107,10,2,disclose_summary,0.0,0.0,0.0,44,105,7302,7302,0.4634199134199134
commercial,correlated,8107,10,3,negotiate,-0.24761904761904763,0.0,0.24761904761904763,44,105,7302,7302,0.4634199134199134
commercial,correlated,8107,10,4,respond_offer,-0.09523809523809523,0.0,0.09523809523809523,44,105,7302,7302,0.4634199134199134
commercial,correlated,8107,10,5,propose_coalition,-0.0958874458874459,0.11363636363636363,0.20952380952380953,44,105,7302,7302,0.4634199134199134
commercial,correlated,8107,10,6,request_reallocation,-0.005627705627705648,0.3181818181818182,0.3238095238095238,44,105,7302,7302,0.4634199134199134
commercial,correlated,8107,10,7,emergency,0.10194805194805195,0.1590909090909091,0.05714285714285714,44,105,7302,7302,0.4634199134199134
commercial,correlated,8107,10,8,silent,0.0,0.0,0.0,44,105,7302,7302,0.4634199134199134
commercial,correlated,8108,10,0,continue,0.2966884867154409,0.30612244897959184,0.009433962264150943,49,106,7303,7303,0.37832113977666537
commercial,correlated,8108,10,1,request_info,-0.018867924528301886,0.0,0.018867924528301886,49,106,7303,7303,0.37832113977666537
commercial,correlated,8108,10,2,disclose_summary,0.0,0.0,0.0,49,106,7303,7303,0.37832113977666537
commercial,correlated,8108,10,3,negotiate,-0.18867924528301888,0.0,0.18867924528301888,49,106,7303,7303,0.37832113977666537
commercial,correlated,8108,10,4,respond_offer,-0.009433962264150943,0.0,0.009433962264150943,49,106,7303,7303,0.37832113977666537
commercial,correlated,8108,10,5,propose_coalition,-0.00500577589526377,0.1836734693877551,0.18867924528301888,49,106,7303,7303,0.37832113977666537
commercial,correlated,8108,10,6,request_reallocation,-0.15460146322680018,0.32653061224489793,0.4811320754716981,49,106,7303,7303,0.37832113977666537
commercial,correlated,8108,10,7,emergency,-0.0017327685791297676,0.10204081632653061,0.10377358490566038,49,106,7303,7303,0.37832113977666537
commercial,correlated,8108,10,8,silent,0.08163265306122448,0.08163265306122448,0.0,49,106,7303,7303,0.37832113977666537
commercial,correlated,8109,10,0,continue,0.3991596638655462,0.42857142857142855,0.029411764705882353,42,102,7304,7304,0.44397759103641454
commercial,correlated,8109,10,1,request_info,-0.0196078431372549,0.0,0.0196078431372549,42,102,7304,7304,0.44397759103641454
commercial,correlated,8109,10,2,disclose_summary,0.0,0.0,0.0,42,102,7304,7304,0.44397759103641454
commercial,correlated,8109,10,3,negotiate,-0.21568627450980393,0.0,0.21568627450980393,42,102,7304,7304,0.44397759103641454
commercial,correlated,8109,10,4,respond_offer,-0.0196078431372549,0.0,0.0196078431372549,42,102,7304,7304,0.44397759103641454
commercial,correlated,8109,10,5,propose_coalition,-0.08823529411764705,0.16666666666666666,0.2549019607843137,42,102,7304,7304,0.44397759103641454
commercial,correlated,8109,10,6,request_reallocation,-0.10084033613445376,0.2619047619047619,0.3627450980392157,42,102,7304,7304,0.44397759103641454
