cluster_id,application,regime,information_condition,environment_seed,topology_family,scenario_family,policy,score_threshold,eligible_incidents,selected_count,action_coverage,beneficial_count,neutral_count,harmful_count,harmful_action_rate,causal_utility,baseline_service_loss,service_loss,operator_escalations,operator_minutes,maximum_queue_length,selected_candidates,escalated_candidates,sketch_messages,sketch_bytes,operational_messages,operational_bytes,escalation_messages,escalation_bytes,total_messages,total_bytes
humanitarian|compound|private_fragmented|51111,humanitarian,compound,private_fragmented,51111,humanitarian_topology_3,compound_route_or_service_failure,same_score_no_consensus,0.0,4,2,0.5,0,2,0,0.0,0.0,3.4686036451826814,3.4686036451826814,0,10.0,0,humanitarian|compound|private_fragmented|51111|relief_04|request_peer_evidence;humanitarian|compound|private_fragmented|51111|relief_03|verify,,22,3886,12,1455,0,0,34,5341
humanitarian|compound|private_fragmented|51112,humanitarian,compound,private_fragmented,51112,humanitarian_topology_0,compound_evidence_conflict,same_score_no_consensus,0.0,4,1,0.25,1,0,0,0.0,0.1484929570683228,3.6479943322109447,3.499501375142622,0,7.0,0,humanitarian|compound|private_fragmented|51112|relief_02|revise_commitment,,25,4405,12,1470,0,0,37,5875
humanitarian|compound|private_fragmented|51113,humanitarian,compound,private_fragmented,51113,humanitarian_topology_1,compound_commitment_deadlock,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,3.470832293745374,3.470832293745374,0,7.0,0,humanitarian|compound|private_fragmented|51113|relief_01|revise_commitment,,22,3884,12,1488,0,0,34,5372
humanitarian|compound|private_fragmented|51114,humanitarian,compound,private_fragmented,51114,humanitarian_topology_2,compound_commitment_deadlock,same_score_no_consensus,0.0,4,0,0.0,0,0,0,0.0,0.0,4.058252538844835,4.058252538844835,0,0.0,0,,,25,4395,12,1401,0,0,37,5796
humanitarian|compound|private_fragmented|51115,humanitarian,compound,private_fragmented,51115,humanitarian_topology_3,compound_route_or_service_failure,same_score_no_consensus,0.0,3,0,0.0,0,0,0,0.0,0.0,3.4947184172290733,3.4947184172290733,0,0.0,0,,,22,3839,12,1476,0,0,34,5315
humanitarian|compound|private_fragmented|51116,humanitarian,compound,private_fragmented,51116,humanitarian_topology_0,compound_evidence_conflict,same_score_no_consensus,0.0,4,1,0.25,1,0,0,0.0,0.1262115644868664,3.025457674925243,2.899246110438377,0,7.0,0,humanitarian|compound|private_fragmented|51116|relief_04|revise_commitment,,19,3317,12,1464,0,0,31,4781
humanitarian|compound|private_fragmented|51117,humanitarian,compound,private_fragmented,51117,humanitarian_topology_1,compound_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,2,0.5,0,2,0,0.0,0.0,3.7311419536469526,3.7311419536469526,0,8.0,0,humanitarian|compound|private_fragmented|51117|relief_02|request_peer_evidence;humanitarian|compound|private_fragmented|51117|relief_04|request_peer_evidence,,25,4348,12,1470,0,0,37,5818
humanitarian|compound|private_fragmented|51118,humanitarian,compound,private_fragmented,51118,humanitarian_topology_2,compound_route_or_service_failure,same_score_no_consensus,0.0,4,2,0.5,2,0,0,0.0,0.1283365034802787,3.555752382084922,3.427415878604643,0,15.0,0,humanitarian|compound|private_fragmented|51118|relief_02|deploy_repair_capacity;humanitarian|compound|private_fragmented|51118|relief_01|verify,,20,3510,12,1488,0,0,32,4998
humanitarian|compound|private_fragmented|51119,humanitarian,compound,private_fragmented,51119,humanitarian_topology_3,compound_evidence_conflict,same_score_no_consensus,0.0,4,0,0.0,0,0,0,0.0,0.0,3.2402846746882794,3.2402846746882794,0,0.0,0,,,17,2980,12,1443,0,0,29,4423
humanitarian|compound|private_fragmented|51120,humanitarian,compound,private_fragmented,51120,humanitarian_topology_0,compound_route_or_service_failure,same_score_no_consensus,0.0,4,2,0.5,0,0,2,1.0,-0.6991366389541004,4.20681830634243,4.90595494529653,0,15.0,0,humanitarian|compound|private_fragmented|51120|relief_03|deploy_repair_capacity;humanitarian|compound|private_fragmented|51120|relief_01|verify,,21,3679,12,1425,0,0,33,5104
humanitarian|ood|private_fragmented|51101,humanitarian,ood,private_fragmented,51101,humanitarian_topology_1,ood_evidence_conflict,same_score_no_consensus,0.0,4,1,0.25,0,0,1,1.0,-0.007387825852992,3.979254439996751,3.986642265849743,0,9.0,0,humanitarian|ood|private_fragmented|51101|relief_04|deploy_repair_capacity,,27,4716,12,1467,0,0,39,6183
humanitarian|ood|private_fragmented|51102,humanitarian,ood,private_fragmented,51102,humanitarian_topology_2,ood_resource_shortage,same_score_no_consensus,0.0,4,2,0.5,0,2,0,0.0,0.0,4.193482934869664,4.193482934869664,0,8.0,0,humanitarian|ood|private_fragmented|51102|relief_04|request_peer_evidence;humanitarian|ood|private_fragmented|51102|relief_01|request_peer_evidence,,19,3311,12,1464,0,0,31,4775
humanitarian|ood|private_fragmented|51103,humanitarian,ood,private_fragmented,51103,humanitarian_topology_3,ood_evidence_conflict,same_score_no_consensus,0.0,4,2,0.5,2,0,0,0.0,0.1946495147637576,3.5057686521915157,3.311119137427758,0,15.0,0,humanitarian|ood|private_fragmented|51103|relief_04|deploy_repair_capacity;humanitarian|ood|private_fragmented|51103|relief_02|verify,,20,3481,12,1470,0,0,32,4951
humanitarian|ood|private_fragmented|51104,humanitarian,ood,private_fragmented,51104,humanitarian_topology_0,ood_resource_shortage,same_score_no_consensus,0.0,4,1,0.25,1,0,0,0.0,0.0465460062830357,4.349892286423336,4.303346280140301,0,6.0,0,humanitarian|ood|private_fragmented|51104|relief_04|verify,,23,4005,12,1476,0,0,35,5481
humanitarian|ood|private_fragmented|51105,humanitarian,ood,private_fragmented,51105,humanitarian_topology_1,ood_resource_shortage,same_score_no_consensus,0.0,4,2,0.5,1,0,1,0.5,0.05893194248796568,4.237832626388972,4.1789006839010066,0,10.0,0,humanitarian|ood|private_fragmented|51105|relief_03|request_peer_evidence;humanitarian|ood|private_fragmented|51105|relief_01|verify,,20,3513,12,1371,0,0,32,4884
humanitarian|ood|private_fragmented|51106,humanitarian,ood,private_fragmented,51106,humanitarian_topology_2,ood_commitment_deadlock,same_score_no_consensus,0.0,4,1,0.25,0,0,1,1.0,-0.4687352033089381,4.714846434345594,5.183581637654532,0,6.0,0,humanitarian|ood|private_fragmented|51106|relief_02|verify,,23,4054,12,1494,0,0,35,5548
humanitarian|ood|private_fragmented|51107,humanitarian,ood,private_fragmented,51107,humanitarian_topology_3,ood_resource_shortage,same_score_no_consensus,0.0,4,1,0.25,1,0,0,0.0,0.1581142481871975,3.5585348794777154,3.400420631290518,0,7.0,0,humanitarian|ood|private_fragmented|51107|relief_04|revise_commitment,,25,4356,12,1467,0,0,37,5823
humanitarian|ood|private_fragmented|51108,humanitarian,ood,private_fragmented,51108,humanitarian_topology_0,ood_resource_shortage,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,3.844876807059226,3.844876807059226,0,4.0,0,humanitarian|ood|private_fragmented|51108|relief_03|request_peer_evidence,,24,4179,12,1467,0,0,36,5646
humanitarian|ood|private_fragmented|51109,humanitarian,ood,private_fragmented,51109,humanitarian_topology_1,ood_evidence_conflict,same_score_no_consensus,0.0,4,2,0.5,0,1,1,0.5,-0.2325185050620704,3.159291219677381,3.391809724739451,0,10.0,0,humanitarian|ood|private_fragmented|51109|relief_02|request_peer_evidence;humanitarian|ood|private_fragmented|51109|relief_04|verify,,26,4568,12,1500,0,0,38,6068
humanitarian|ood|private_fragmented|51110,humanitarian,ood,private_fragmented,51110,humanitarian_topology_2,ood_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,2,0.5,0,2,0,0.0,0.0,3.9879321011238726,3.9879321011238726,0,10.0,0,humanitarian|ood|private_fragmented|51110|relief_03|request_peer_evidence;humanitarian|ood|private_fragmented|51110|relief_02|verify,,22,3868,12,1422,0,0,34,5290
humanitarian|ood|private_fragmented|51111,humanitarian,ood,private_fragmented,51111,humanitarian_topology_3,ood_evidence_conflict,same_score_no_consensus,0.0,4,2,0.5,1,1,0,0.0,0.0380700366032762,3.7580814774098554,3.720011440806579,0,10.0,0,humanitarian|ood|private_fragmented|51111|relief_04|request_peer_evidence;humanitarian|ood|private_fragmented|51111|relief_03|verify,,22,3842,12,1470,0,0,34,5312
humanitarian|ood|private_fragmented|51112,humanitarian,ood,private_fragmented,51112,humanitarian_topology_0,ood_route_or_service_failure,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,3.545738896082498,3.545738896082498,0,7.0,0,humanitarian|ood|private_fragmented|51112|relief_02|revise_commitment,,21,3674,12,1482,0,0,33,5156
humanitarian|ood|private_fragmented|51113,humanitarian,ood,private_fragmented,51113,humanitarian_topology_1,ood_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,2,0.5,0,2,0,0.0,0.0,5.04350807413671,5.04350807413671,0,8.0,0,humanitarian|ood|private_fragmented|51113|relief_03|request_peer_evidence;humanitarian|ood|private_fragmented|51113|relief_04|request_peer_evidence,,24,4174,12,1461,0,0,36,5635
humanitarian|ood|private_fragmented|51114,humanitarian,ood,private_fragmented,51114,humanitarian_topology_2,ood_route_or_service_failure,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,4.088939856121796,4.088939856121796,0,4.0,0,humanitarian|ood|private_fragmented|51114|relief_04|request_peer_evidence,,18,3158,12,1461,0,0,30,4619
humanitarian|ood|private_fragmented|51115,humanitarian,ood,private_fragmented,51115,humanitarian_topology_3,ood_route_or_service_failure,same_score_no_consensus,0.0,3,0,0.0,0,0,0,0.0,0.0,4.28675850919483,4.28675850919483,0,0.0,0,,,24,4199,12,1428,0,0,36,5627
humanitarian|ood|private_fragmented|51116,humanitarian,ood,private_fragmented,51116,humanitarian_topology_0,ood_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,2,0.5,1,0,1,0.5,-0.3488888817944317,3.3761760387708217,3.7250649205652535,0,10.0,0,humanitarian|ood|private_fragmented|51116|relief_01|verify;humanitarian|ood|private_fragmented|51116|relief_04|request_peer_evidence,,22,3871,12,1419,0,0,34,5290
humanitarian|ood|private_fragmented|51117,humanitarian,ood,private_fragmented,51117,humanitarian_topology_1,ood_resource_shortage,same_score_no_consensus,0.0,4,2,0.5,0,2,0,0.0,0.0,3.548381488307606,3.548381488307606,0,8.0,0,humanitarian|ood|private_fragmented|51117|relief_02|request_peer_evidence;humanitarian|ood|private_fragmented|51117|relief_04|request_peer_evidence,,25,4362,12,1467,0,0,37,5829
humanitarian|ood|private_fragmented|51118,humanitarian,ood,private_fragmented,51118,humanitarian_topology_2,ood_resource_shortage,same_score_no_consensus,0.0,4,2,0.5,1,0,1,0.5,-0.4504320223407648,3.8774223497416846,4.32785437208245,0,15.0,0,humanitarian|ood|private_fragmented|51118|relief_02|deploy_repair_capacity;humanitarian|ood|private_fragmented|51118|relief_01|verify,,20,3486,12,1458,0,0,32,4944
humanitarian|ood|private_fragmented|51119,humanitarian,ood,private_fragmented,51119,humanitarian_topology_3,ood_evidence_conflict,same_score_no_consensus,0.0,4,0,0.0,0,0,0,0.0,0.0,3.9153408374590506,3.9153408374590506,0,0.0,0,,,22,3845,12,1470,0,0,34,5315
humanitarian|ood|private_fragmented|51120,humanitarian,ood,private_fragmented,51120,humanitarian_topology_0,ood_route_or_service_failure,same_score_no_consensus,0.0,4,2,0.5,1,0,1,0.5,-0.462660297266331,3.519016209396217,3.981676506662548,0,15.0,0,humanitarian|ood|private_fragmented|51120|relief_01|verify;humanitarian|ood|private_fragmented|51120|relief_03|deploy_repair_capacity,,22,3868,12,1455,0,0,34,5323
humanitarian|partition|private_fragmented|51101,humanitarian,partition,private_fragmented,51101,humanitarian_topology_1,partition_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,1,0.25,0,0,1,1.0,-0.0038867382839804,2.860334245972045,2.864220984256025,0,9.0,0,humanitarian|partition|private_fragmented|51101|relief_04|deploy_repair_capacity,,22,3855,12,1488,0,0,34,5343
humanitarian|partition|private_fragmented|51102,humanitarian,partition,private_fragmented,51102,humanitarian_topology_2,partition_unsafe_or_compromised_component,same_score_no_consensus,0.0,3,1,0.3333333333333333,0,1,0,0.0,0.0,3.39136592558112,3.39136592558112,0,4.0,0,humanitarian|partition|private_fragmented|51102|relief_02|request_peer_evidence,,21,3666,12,1473,0,0,33,5139
humanitarian|partition|private_fragmented|51103,humanitarian,partition,private_fragmented,51103,humanitarian_topology_3,partition_resource_shortage,same_score_no_consensus,0.0,2,1,0.5,1,0,0,0.0,0.0967588445230857,2.787375838501713,2.6906169939786273,0,4.0,0,humanitarian|partition|private_fragmented|51103|relief_02|request_peer_evidence,,23,4056,12,1410,0,0,35,5466
humanitarian|partition|private_fragmented|51104,humanitarian,partition,private_fragmented,51104,humanitarian_topology_0,partition_resource_shortage,same_score_no_consensus,0.0,4,1,0.25,1,0,0,0.0,0.1043408516276372,3.002190394542049,2.8978495429144115,0,4.0,0,humanitarian|partition|private_fragmented|51104|relief_04|request_peer_evidence,,20,3539,12,1482,0,0,32,5021
humanitarian|partition|private_fragmented|51105,humanitarian,partition,private_fragmented,51105,humanitarian_topology_1,partition_route_or_service_failure,same_score_no_consensus,0.0,4,2,0.5,1,0,1,0.5,-0.13662602080254152,3.0881295246338585,3.2247555454364,0,10.0,0,humanitarian|partition|private_fragmented|51105|relief_03|request_peer_evidence;humanitarian|partition|private_fragmented|51105|relief_01|verify,,22,3886,12,1452,0,0,34,5338
humanitarian|partition|private_fragmented|51106,humanitarian,partition,private_fragmented,51106,humanitarian_topology_2,partition_route_or_service_failure,same_score_no_consensus,0.0,4,2,0.5,1,0,1,0.5,-0.0482888442129549,3.5814580652721975,3.6297469094851524,0,12.0,0,humanitarian|partition|private_fragmented|51106|relief_02|verify;humanitarian|partition|private_fragmented|51106|relief_01|verify,,24,4205,12,1491,0,0,36,5696
humanitarian|partition|private_fragmented|51107,humanitarian,partition,private_fragmented,51107,humanitarian_topology_3,partition_evidence_conflict,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,3.2043279222283614,3.2043279222283614,0,4.0,0,humanitarian|partition|private_fragmented|51107|relief_04|request_peer_evidence,,25,4386,12,1482,0,0,37,5868
humanitarian|partition|private_fragmented|51108,humanitarian,partition,private_fragmented,51108,humanitarian_topology_0,partition_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,3.238571301325053,3.238571301325053,0,4.0,0,humanitarian|partition|private_fragmented|51108|relief_03|request_peer_evidence,,24,4190,12,1470,0,0,36,5660
humanitarian|partition|private_fragmented|51109,humanitarian,partition,private_fragmented,51109,humanitarian_topology_1,partition_unsafe_or_compromised_component,same_score_no_consensus,0.0,3,2,0.6666666666666666,0,2,0,0.0,0.0,3.3794930918549113,3.3794930918549113,0,10.0,0,humanitarian|partition|private_fragmented|51109|relief_02|request_peer_evidence;humanitarian|partition|private_fragmented|51109|relief_04|verify,,25,4384,12,1428,0,0,37,5812
humanitarian|partition|private_fragmented|51110,humanitarian,partition,private_fragmented,51110,humanitarian_topology_2,partition_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,2,0.5,2,0,0,0.0,0.1240954816829755,3.27717954428656,3.1530840626035848,0,10.0,0,humanitarian|partition|private_fragmented|51110|relief_01|verify;humanitarian|partition|private_fragmented|51110|relief_03|request_peer_evidence,,21,3716,12,1461,0,0,33,5177
humanitarian|partition|private_fragmented|51111,humanitarian,partition,private_fragmented,51111,humanitarian_topology_3,partition_route_or_service_failure,same_score_no_consensus,0.0,3,2,0.6666666666666666,2,0,0,0.0,0.0655168657181177,3.155493463512046,3.089976597793928,0,12.0,0,humanitarian|partition|private_fragmented|51111|relief_03|verify;humanitarian|partition|private_fragmented|51111|relief_04|verify,,22,3841,12,1485,0,0,34,5326
humanitarian|partition|private_fragmented|51112,humanitarian,partition,private_fragmented,51112,humanitarian_topology_0,partition_unsafe_or_compromised_component,same_score_no_consensus,0.0,3,2,0.6666666666666666,1,0,1,0.5,-0.0645203407438513,3.0258392029549737,3.090359543698825,0,11.0,0,humanitarian|partition|private_fragmented|51112|relief_04|revise_commitment;humanitarian|partition|private_fragmented|51112|relief_03|request_peer_evidence,,23,4015,12,1452,0,0,35,5467
humanitarian|partition|private_fragmented|51113,humanitarian,partition,private_fragmented,51113,humanitarian_topology_1,partition_evidence_conflict,same_score_no_consensus,0.0,3,1,0.3333333333333333,0,1,0,0.0,0.0,2.9268324611852004,2.9268324611852004,0,7.0,0,humanitarian|partition|private_fragmented|51113|relief_04|revise_commitment,,23,4059,12,1458,0,0,35,5517
humanitarian|partition|private_fragmented|51114,humanitarian,partition,private_fragmented,51114,humanitarian_topology_2,partition_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,2,0.5,1,1,0,0.0,0.1794527240686826,2.915002973577712,2.7355502495090294,0,11.0,0,humanitarian|partition|private_fragmented|51114|relief_03|revise_commitment;humanitarian|partition|private_fragmented|51114|relief_04|request_peer_evidence,,22,3853,12,1425,0,0,34,5278
humanitarian|partition|private_fragmented|51115,humanitarian,partition,private_fragmented,51115,humanitarian_topology_3,partition_commitment_deadlock,same_score_no_consensus,0.0,2,1,0.5,1,0,0,0.0,0.0221734197014006,2.888379821826865,2.866206402125464,0,6.0,0,humanitarian|partition|private_fragmented|51115|relief_04|verify,,22,3894,12,1407,0,0,34,5301
humanitarian|partition|private_fragmented|51116,humanitarian,partition,private_fragmented,51116,humanitarian_topology_0,partition_commitment_deadlock,same_score_no_consensus,0.0,4,2,0.5,0,1,1,0.5,-0.276649054207564,2.7755530123565237,3.052202066564088,0,8.0,0,humanitarian|partition|private_fragmented|51116|relief_04|request_peer_evidence;humanitarian|partition|private_fragmented|51116|relief_01|request_peer_evidence,,23,4050,12,1494,0,0,35,5544
humanitarian|partition|private_fragmented|51117,humanitarian,partition,private_fragmented,51117,humanitarian_topology_1,partition_evidence_conflict,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,3.057541747044427,3.057541747044427,0,7.0,0,humanitarian|partition|private_fragmented|51117|relief_03|revise_commitment,,25,4385,12,1452,0,0,37,5837
humanitarian|partition|private_fragmented|51118,humanitarian,partition,private_fragmented,51118,humanitarian_topology_2,partition_evidence_conflict,same_score_no_consensus,0.0,4,2,0.5,1,1,0,0.0,0.0334489660515578,2.7796499085307724,2.7462009424792146,0,13.0,0,humanitarian|partition|private_fragmented|51118|relief_02|deploy_repair_capacity;humanitarian|partition|private_fragmented|51118|relief_04|request_peer_evidence,,21,3686,12,1473,0,0,33,5159
humanitarian|partition|private_fragmented|51119,humanitarian,partition,private_fragmented,51119,humanitarian_topology_3,partition_route_or_service_failure,same_score_no_consensus,0.0,4,0,0.0,0,0,0,0.0,0.0,3.5611930157584712,3.5611930157584712,0,0.0,0,,,17,2987,12,1458,0,0,29,4445
humanitarian|partition|private_fragmented|51120,humanitarian,partition,private_fragmented,51120,humanitarian_topology_0,partition_commitment_deadlock,same_score_no_consensus,0.0,3,2,0.6666666666666666,1,0,1,0.5,-0.474020164669079,2.894826058363933,3.368846223033012,0,15.0,0,humanitarian|partition|private_fragmented|51120|relief_02|verify;humanitarian|partition|private_fragmented|51120|relief_03|deploy_repair_capacity,,19,3330,12,1479,0,0,31,4809
humanitarian|telemetry_integrity|private_fragmented|51101,humanitarian,telemetry_integrity,private_fragmented,51101,humanitarian_topology_1,telemetry_integrity_evidence_conflict,same_score_no_consensus,0.0,4,1,0.25,1,0,0,0.0,0.1955166413880854,2.8228048158805095,2.627288174492424,0,6.0,0,humanitarian|telemetry_integrity|private_fragmented|51101|relief_02|verify,,23,4025,12,1443,0,0,35,5468
humanitarian|telemetry_integrity|private_fragmented|51102,humanitarian,telemetry_integrity,private_fragmented,51102,humanitarian_topology_2,telemetry_integrity_evidence_conflict,same_score_no_consensus,0.0,3,1,0.3333333333333333,0,1,0,0.0,0.0,2.644097553024629,2.644097553024629,0,4.0,0,humanitarian|telemetry_integrity|private_fragmented|51102|relief_02|request_peer_evidence,,23,4026,12,1491,0,0,35,5517
humanitarian|telemetry_integrity|private_fragmented|51103,humanitarian,telemetry_integrity,private_fragmented,51103,humanitarian_topology_3,telemetry_integrity_unsafe_or_compromised_component,same_score_no_consensus,0.0,1,0,0.0,0,0,0,0.0,0.0,2.543838659587937,2.543838659587937,0,0.0,0,,,23,4051,12,1452,0,0,35,5503
humanitarian|telemetry_integrity|private_fragmented|51104,humanitarian,telemetry_integrity,private_fragmented,51104,humanitarian_topology_0,telemetry_integrity_route_or_service_failure,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,2.678723864230384,2.678723864230384,0,6.0,0,humanitarian|telemetry_integrity|private_fragmented|51104|relief_04|verify,,22,3898,12,1437,0,0,34,5335
humanitarian|telemetry_integrity|private_fragmented|51105,humanitarian,telemetry_integrity,private_fragmented,51105,humanitarian_topology_1,telemetry_integrity_resource_shortage,same_score_no_consensus,0.0,4,2,0.5,1,0,1,0.5,-0.04502165599055379,3.7816662298548147,3.8266878858453683,0,12.0,0,humanitarian|telemetry_integrity|private_fragmented|51105|relief_01|verify;humanitarian|telemetry_integrity|private_fragmented|51105|relief_04|verify,,22,3864,12,1419,0,0,34,5283
humanitarian|telemetry_integrity|private_fragmented|51106,humanitarian,telemetry_integrity,private_fragmented,51106,humanitarian_topology_2,telemetry_integrity_route_or_service_failure,same_score_no_consensus,0.0,4,2,0.5,0,1,1,0.5,-0.0692875927594109,2.709196716344093,2.778484309103504,0,10.0,0,humanitarian|telemetry_integrity|private_fragmented|51106|relief_02|request_peer_evidence;humanitarian|telemetry_integrity|private_fragmented|51106|relief_01|verify,,21,3677,12,1428,0,0,33,5105
humanitarian|telemetry_integrity|private_fragmented|51107,humanitarian,telemetry_integrity,private_fragmented,51107,humanitarian_topology_3,telemetry_integrity_route_or_service_failure,same_score_no_consensus,0.0,3,0,0.0,0,0,0,0.0,0.0,2.743148622657687,2.743148622657687,0,0.0,0,,,24,4226,12,1455,0,0,36,5681
humanitarian|telemetry_integrity|private_fragmented|51108,humanitarian,telemetry_integrity,private_fragmented,51108,humanitarian_topology_0,telemetry_integrity_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,2,0.5,0,1,1,0.5,-0.1848725305973433,2.5964610302380713,2.7813335608354146,0,10.0,0,humanitarian|telemetry_integrity|private_fragmented|51108|relief_04|request_peer_evidence;humanitarian|telemetry_integrity|private_fragmented|51108|relief_02|verify,,25,4414,12,1422,0,0,37,5836
humanitarian|telemetry_integrity|private_fragmented|51109,humanitarian,telemetry_integrity,private_fragmented,51109,humanitarian_topology_1,telemetry_integrity_route_or_service_failure,same_score_no_consensus,0.0,2,1,0.5,0,1,0,0.0,0.0,2.913112157997629,2.913112157997629,0,6.0,0,humanitarian|telemetry_integrity|private_fragmented|51109|relief_02|verify,,25,4394,12,1452,0,0,37,5846
humanitarian|telemetry_integrity|private_fragmented|51110,humanitarian,telemetry_integrity,private_fragmented,51110,humanitarian_topology_2,telemetry_integrity_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,2,0.5,0,1,1,0.5,-0.0565390878786941,2.7533865331468617,2.8099256210255557,0,10.0,0,humanitarian|telemetry_integrity|private_fragmented|51110|relief_01|verify;humanitarian|telemetry_integrity|private_fragmented|51110|relief_03|request_peer_evidence,,22,3861,12,1485,0,0,34,5346
humanitarian|telemetry_integrity|private_fragmented|51111,humanitarian,telemetry_integrity,private_fragmented,51111,humanitarian_topology_3,telemetry_integrity_commitment_deadlock,same_score_no_consensus,0.0,3,2,0.6666666666666666,2,0,0,0.0,0.09394959618959689,2.6903461821488834,2.5963965859592864,0,10.0,0,humanitarian|telemetry_integrity|private_fragmented|51111|relief_03|verify;humanitarian|telemetry_integrity|private_fragmented|51111|relief_01|request_peer_evidence,,24,4213,12,1461,0,0,36,5674
humanitarian|telemetry_integrity|private_fragmented|51112,humanitarian,telemetry_integrity,private_fragmented,51112,humanitarian_topology_0,telemetry_integrity_unsafe_or_compromised_component,same_score_no_consensus,0.0,3,1,0.3333333333333333,0,1,0,0.0,0.0,3.0240523825779433,3.0240523825779433,0,7.0,0,humanitarian|telemetry_integrity|private_fragmented|51112|relief_03|revise_commitment,,22,3867,12,1434,0,0,34,5301
humanitarian|telemetry_integrity|private_fragmented|51113,humanitarian,telemetry_integrity,private_fragmented,51113,humanitarian_topology_1,telemetry_integrity_evidence_conflict,same_score_no_consensus,0.0,4,1,0.25,1,0,0,0.0,0.0320318817248697,2.975133743622233,2.9431018618973637,0,6.0,0,humanitarian|telemetry_integrity|private_fragmented|51113|relief_03|verify,,22,3885,12,1446,0,0,34,5331
humanitarian|telemetry_integrity|private_fragmented|51114,humanitarian,telemetry_integrity,private_fragmented,51114,humanitarian_topology_2,telemetry_integrity_commitment_deadlock,same_score_no_consensus,0.0,4,1,0.25,0,0,1,1.0,-0.2862501945098943,3.034098090779413,3.3203482852893074,0,4.0,0,humanitarian|telemetry_integrity|private_fragmented|51114|relief_04|request_peer_evidence,,22,3888,12,1434,0,0,34,5322
humanitarian|telemetry_integrity|private_fragmented|51115,humanitarian,telemetry_integrity,private_fragmented,51115,humanitarian_topology_3,telemetry_integrity_commitment_deadlock,same_score_no_consensus,0.0,2,1,0.5,0,0,1,1.0,-0.0689349844334854,2.998240156378855,3.0671751408123407,0,6.0,0,humanitarian|telemetry_integrity|private_fragmented|51115|relief_04|verify,,23,4010,12,1476,0,0,35,5486
humanitarian|telemetry_integrity|private_fragmented|51116,humanitarian,telemetry_integrity,private_fragmented,51116,humanitarian_topology_0,telemetry_integrity_unsafe_or_compromised_component,same_score_no_consensus,0.0,3,2,0.6666666666666666,1,1,0,0.0,0.0845772917676129,3.1349695822108536,3.0503922904432406,0,13.0,0,humanitarian|telemetry_integrity|private_fragmented|51116|relief_04|revise_commitment;humanitarian|telemetry_integrity|private_fragmented|51116|relief_01|verify,,20,3526,12,1419,0,0,32,4945
humanitarian|telemetry_integrity|private_fragmented|51117,humanitarian,telemetry_integrity,private_fragmented,51117,humanitarian_topology_1,telemetry_integrity_unsafe_or_compromised_component,same_score_no_consensus,0.0,4,1,0.25,0,1,0,0.0,0.0,2.8678353535032493,2.8678353535032493,0,4.0,0,humanitarian|telemetry_integrity|private_fragmented|51117|relief_04|request_peer_evidence,,25,4386,12,1416,0,0,37,5802
humanitarian|telemetry_integrity|private_fragmented|51118,humanitarian,telemetry_integrity,private_fragmented,51118,humanitarian_topology_2,telemetry_integrity_evidence_conflict,same_score_no_consensus,0.0,4,2,0.5,1,1,0,0.0,0.0892753121714717,2.6107860639253224,2.521510751753851,0,13.0,0,humanitarian|telemetry_integrity|private_fragmented|51118|relief_02|deploy_repair_capacity;humanitarian|telemetry_integrity|private_fragmented|51118|relief_04|request_peer_evidence,,20,3499,12,1488,0,0,32,4987
humanitarian|telemetry_integrity|private_fragmented|51119,humanitarian,telemetry_integrity,private_fragmented,51119,humanitarian_topology_3,telemetry_integrity_evidence_conflict,same_score_no_consensus,0.0,3,1,0.3333333333333333,1,0,0,0.0,0.078271684142902,3.1708935764014488,3.092621892258547,0,9.0,0,humanitarian|telemetry_integrity|private_fragmented|51119|relief_03|deploy_repair_capacity,,21,3685,12,1416,0,0,33,5101
humanitarian|telemetry_integrity|private_fragmented|51120,humanitarian,telemetry_integrity,private_fragmented,51120,humanitarian_topology_0,telemetry_integrity_route_or_service_failure,same_score_no_consensus,0.0,2,1,0.5,1,0,0,0.0,0.0355671919385909,3.2490298344191806,3.21346264248059,0,6.0,0,humanitarian|telemetry_integrity|private_fragmented|51120|relief_02|verify,,21,3679,12,1425,0,0,33,5104
