run_id,application,regime,information_condition,method,environment_seed,operator_seed,rl_seed,status,primary_outcome,service_loss_auc,cumulative_weighted_unmet_need,cumulative_critical_unserved_load,operator_interventions,operator_minutes,operator_workload_auc,maximum_operator_workload,mean_queue_wait_steps,maximum_queue_length,operator_requests,low_confidence_operator_decisions,safe_low_confidence_decisions,safe_low_confidence_decision_rate,communication_active_agent_epoch_fraction,timely_activation,missed_activation,pre_disruption_false_activation,nominal_false_activation,first_request_step,first_visible_collapse_step,complete_causal_chains,harmful_interventions,beneficial_interventions,mean_counterfactual_effect,structured_attempts,first_pass_valid,valid_after_repair,material_actions_accepted,material_actions_next_stage,material_actions_reached_service,commitment_changes,agent_messages,agent_message_bytes,thermodynamic_sketch_messages,thermodynamic_sketch_bytes,tool_calls,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,wall_clock_seconds,maximum_conservation_residual,conservation_feasible,active_incidents
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24001-o124001-rnone,commercial,isolated_physical,private_fragmented,no_communication,24001,124001,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.1581280889804475,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24002-o124002-rnone,commercial,isolated_physical,private_fragmented,no_communication,24002,124002,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15026545099681243,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24003-o124003-rnone,commercial,isolated_physical,private_fragmented,no_communication,24003,124003,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15444678801577538,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24004-o124004-rnone,commercial,isolated_physical,private_fragmented,no_communication,24004,124004,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15421141003025696,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24005-o124005-rnone,commercial,isolated_physical,private_fragmented,no_communication,24005,124005,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.1520590650034137,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24006-o124006-rnone,commercial,isolated_physical,private_fragmented,no_communication,24006,124006,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.1581401059520431,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24007-o124007-rnone,commercial,isolated_physical,private_fragmented,no_communication,24007,124007,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15416424901923165,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24008-o124008-rnone,commercial,isolated_physical,private_fragmented,no_communication,24008,124008,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15565714100375772,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24009-o124009-rnone,commercial,isolated_physical,private_fragmented,no_communication,24009,124009,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.15483201097231358,0.0,True,1
development_gate_coordination-commercial-no_communication-isolated_physical-private_fragmented-e24010-o124010-rnone,commercial,isolated_physical,private_fragmented,no_communication,24010,124010,,complete,3.820320000000001,3.820320000000001,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,False,True,False,False,,,0,0,0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.1560160060180351,0.0,True,1
