panel_id,cluster_id,label,delta_action_magnetization,recovery_action_magnetization,peak_action_magnetization,delta_belief_action_lag,recovery_belief_action_lag,peak_belief_action_lag,delta_belief_action_overlap,recovery_belief_action_overlap,peak_belief_action_overlap,delta_belief_disagreement,recovery_belief_disagreement,peak_belief_disagreement,delta_belief_magnetization,recovery_belief_magnetization,peak_belief_magnetization,delta_belief_susceptibility,recovery_belief_susceptibility,peak_belief_susceptibility,delta_binder_cumulant,recovery_binder_cumulant,peak_binder_cumulant,delta_configuration_entropy,recovery_configuration_entropy,peak_configuration_entropy,delta_edge_mutual_information,recovery_edge_mutual_information,peak_edge_mutual_information,delta_energy_variance,recovery_energy_variance,peak_energy_variance,delta_entropy_rate,recovery_entropy_rate,peak_entropy_rate,delta_integrated_correlation_time,recovery_integrated_correlation_time,peak_integrated_correlation_time,delta_mean_confidence,recovery_mean_confidence,peak_mean_confidence,delta_mean_individual_uncertainty,recovery_mean_individual_uncertainty,peak_mean_individual_uncertainty,delta_pairwise_mutual_information,recovery_pairwise_mutual_information,peak_pairwise_mutual_information,delta_path_reversal_divergence,recovery_path_reversal_divergence,peak_path_reversal_divergence,delta_reference_energy_per_agent,recovery_reference_energy_per_agent,peak_reference_energy_per_agent,delta_spatial_belief_correlation,recovery_spatial_belief_correlation,peak_spatial_belief_correlation,delta_total_correlation,recovery_total_correlation,peak_total_correlation
V14Q_g0_field_reversal,V14Q_g0,field_reversal,0.0,0.0,0.11666666666666667,0.14674510917688777,0.14579574208828017,0.1556058686705586,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.005555555555555758,1.1102230246251565e-16,0.033333333333333215,0.016666666666666666,0.016666666666666666,0.13333333333333333,0.005756225771642663,0.021397048556452816,0.10026044518092536,-2.9339828704908077,-4.8295172101051325,12.355751577973798,-0.49773196544544834,-0.4418145635811719,0.8965821779829347,0.11130370958475704,0.1002979302512005,0.5064760225695041,0.2819833023867955,0.4322691871441794,1.9383777907834203,-0.2918307979642169,-0.24602252644367661,0.6540745625212895,-0.9374325767984946,-3.0048972914241636,8.336370764959344,0.08740451388888903,0.14577690972222235,0.11172743055555567,-0.06390392370280995,-0.13303110104979843,0.08973326641930679,0.10377746111674631,0.09923634789058579,0.4878746812717244,-0.013467432933642248,-0.014961827719245008,0.051773326676209507,-0.12138888888888899,-0.13055555555555576,0.1251388888888887,-0.029357638888888885,-0.0337326388888889,0.043524305555555545,3.2794885454804232,3.198321423982226,18.71840154590994
V14Q_g0_message_corruption,V14Q_g0,message_corruption,-0.008333333333333333,0.0,0.008333333333333333,0.1556058686705586,0.1546565015819511,0.1556058686705586,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.008333333333333526,1.1102230246251565e-16,0.008333333333333526,0.008333333333333333,0.016666666666666666,0.008333333333333333,-0.05021423836337843,-0.04716835228742906,0.05021423836337843,nan,-7.9113071335293546,nan,-0.8965821779829347,-0.8432768595447158,0.8965821779829347,-0.0014992031342469507,-0.0014992031342469507,0.0014992031342469507,-0.5479794085836687,-0.5466925217165801,0.5479794085836687,-0.6540745625212895,-0.6158092666418271,0.6540745625212895,-6.0081993038954105,-5.352425635463513,6.0081993038954105,0.07701649305555569,0.10339409722222226,0.09367274305555573,-0.05124468423212347,-0.07502951910971611,0.06573520854829085,-0.004476009658108099,-0.004476009658108099,0.004476009658108099,-0.046008918912051534,-0.04510471126705721,0.046008918912051534,-0.12513888888888913,-0.13055555555555576,0.1251388888888887,-0.04352430555555552,-0.040399305555555556,0.043524305555555545,-1.6929993423016692,-1.6396940238634503,1.6929993423016692
V14Q_g0_network_partition,V14Q_g0,network_partition,-0.008333333333333333,0.008333333333333333,0.008333333333333333,0.1556058686705586,0.1537071344933435,0.1556058686705586,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.008333333333333526,-0.002777777777777657,0.008333333333333526,0.008333333333333333,0.025,0.008333333333333333,-0.05021423836337843,-0.037160440895024,0.05021423836337843,nan,-4.678983901206123,nan,-0.8965821779829347,-0.7098104680617259,0.8965821779829347,-0.0014992031342469507,-0.0014992031342469507,0.0014992031342469507,-0.5479794085836687,-0.5446659196596181,0.5479794085836687,-0.6540745625212895,-0.5701898621807389,0.6540745625212895,-6.0081993038954105,-2.3199500216549422,6.0081993038954105,0.06707326388888901,0.08918628472222268,0.07647743055555567,-0.04303382403690259,-0.0628475289850472,0.05108984226581048,-0.004476009658108099,-0.004476009658108099,0.004476009658108099,-0.04600891891205153,-0.04420050362206287,0.04600891891205153,-0.12513888888888913,-0.12680555555555584,0.1251388888888887,-0.04352430555555552,-0.036579861111111125,0.043524305555555545,-1.6929993423016692,-1.5062276323804604,1.6929993423016692
V14Q_g0_nominal,V14Q_g0,nominal,0.008333333333333333,0.0,0.11666666666666667,0.1534961640292084,0.1546565015819511,0.1556058686705586,0.050000000000000044,0.050000000000000044,0.050000000000000044,-0.002777777777777657,0.005555555555555647,0.11666666666666653,0.025,0.016666666666666666,0.13333333333333333,-0.022885651865488136,-0.04020632697097337,0.05021423836337843,-0.28779345087588815,-1.446660668882891,1.9853812076034298,-0.497377577064761,-0.7631157864999449,0.8965821779829347,-0.0014992031342469507,-0.0014992031342469507,0.0014992031342469507,-0.5353310501975928,-0.5459528065267066,0.5479794085836687,-0.5359996804035079,-0.6084551580602012,0.6540745625212895,0.5382519032199147,-2.9757236900868387,15.748004240680363,0.07042534722222238,0.09758420138888924,0.08811805555555574,-0.04564544557609462,-0.06948066714136147,0.06022318248804037,-0.004302132302153774,-0.004476009658108099,0.004476009658108099,-0.04244623250243315,-0.0451047112670572,0.04600891891205153,-0.12680555555555584,-0.12138888888888921,0.2063888888888885,-0.01539930555555559,-0.03970486111111109,0.043524305555555545,-1.2520641759544575,-1.5595329508186793,1.6929993423016692
V14Q_g1_field_reversal,V14Q_g1,field_reversal,0.025,0.01666666666666667,0.025,0.21162652985246655,0.2105716775317913,0.21995986318579985,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0277777777777779,0.019444444444444486,0.0277777777777779,-0.05,-0.058333333333333334,0.05,-0.024667593707593465,-0.025231939699154653,0.07564886198860908,-2.1277447771742586,-4.084504049288244,2.1277447771742586,-0.8414411148512406,-0.6861958076002328,1.1484485347938012,0.10566132949849186,0.09664108154668029,0.48875120828785806,0.3620177537851337,0.15325626908049217,2.849764325515092,-0.4154481963455188,-0.35402187287204656,0.7043106049061039,-10.361327957691824,-7.117394539799467,11.61234040258763,0.10362851562499997,0.17666809895833313,0.13098580729166664,-0.07458713544342299,-0.16414499529075732,0.1027496674295415,0.10537314164163968,0.10448359940668606,0.48947036179661785,-0.029643243106462228,-0.026800390738610687,0.05950261913775243,-0.15319444444444463,-0.15861111111111126,0.1531944444444442,-0.06964699074074068,-0.043952546296296274,0.07659143518518516,3.180753494809747,3.3133163126447585,18.694180608320192
V14Q_g1_message_corruption,V14Q_g1,message_corruption,0.008333333333333335,0.025,0.1,0.21827209947271964,0.21964340748959732,0.21995986318579985,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.01666666666666672,0.0277777777777779,0.09722222222222215,-0.06666666666666667,-0.05,0.175,-0.05900303674556816,-0.06829892282151753,0.07482582155569474,-1.6311117805412616,-0.4055225549520366,7.961078110507591,-0.9348012089798375,-1.0721724812381348,1.1484485347938012,-0.002527567048495789,-0.00252756704849579,0.00252756704849579,-0.8746526048646555,-0.8790979173646555,0.8818555320798454,-0.6196592263024507,-0.6874598099946235,0.7043106049061039,-6.4289941986932995,-9.013079207885966,13.551341393993294,0.09178893229166674,0.13120716145833333,0.11472799479166662,-0.06067356824004111,-0.09963619467007412,0.08105135335859137,-0.0028458084837620747,-0.002880329133214736,0.002880329133214736,-0.053805306821225425,-0.05814630767026093,0.05950261913775243,-0.1548611111111109,-0.15319444444444463,0.234444444444444,-0.04325810185185183,-0.05679976851851845,0.06617476851851847,-1.4952879982088154,-1.6409442263357512,1.7172202798914176
V14Q_g1_network_partition,V14Q_g1,network_partition,0.01666666666666667,0.025,0.1,0.21922146656132735,0.21964340748959732,0.21995986318579985,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.019444444444444486,0.0277777777777779,0.09722222222222215,-0.058333333333333334,-0.05,0.175,-0.06038753041645424,-0.06829892282151753,0.07482582155569474,-0.18330033272981439,-0.4055225549520366,0.849966999396481,-0.9839640494837373,-1.0721724812381348,1.1484485347938012,-0.00252756704849579,-0.00252756704849579,0.00252756704849579,-0.8757553540735162,-0.8790979173646555,0.8818555320798454,-0.6652049293907586,-0.6874598099946235,0.7043106049061039,-6.784991405440247,-9.013079207885966,13.035118048044087,0.07980716145833333,0.08998945312500006,0.08722799479166665,-0.050971181677629596,-0.06069449459299625,0.057799314092816134,-0.002880329133214736,-0.002880329133214736,0.002880329133214736,-0.05814630767026093,-0.05814630767026093,0.05950261913775243,-0.15861111111111104,-0.15319444444444463,0.234444444444444,-0.04429976851851844,-0.05679976851851845,0.06617476851851847,-1.5527357945813536,-1.6409442263357512,1.7172202798914176
V14Q_g1_nominal,V14Q_g1,nominal,0.01666666666666667,0.025,0.1,0.21922146656132735,0.21964340748959732,0.21995986318579985,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.019444444444444486,0.0277777777777779,0.09722222222222215,-0.058333333333333334,-0.05,0.175,-0.06038753041645424,-0.06829892282151753,0.07482582155569474,-0.18330033272981439,-0.4055225549520366,0.849966999396481,-0.9839640494837373,-1.0721724812381348,1.1484485347938012,-0.00252756704849579,-0.00252756704849579,0.00252756704849579,-0.8757553540735162,-0.8790979173646555,0.8818555320798454,-0.6652049293907586,-0.6874598099946235,0.7043106049061039,-6.784991405440247,-9.013079207885966,13.035118048044087,0.08037747395833339,0.10271341145833346,0.09275924479166675,-0.05209463147268645,-0.0788755969285776,0.06628081032011013,-0.002880329133214736,-0.002880329133214736,0.002880329133214736,-0.05814630767026093,-0.05814630767026093,0.05950261913775243,-0.15861111111111104,-0.15319444444444463,0.234444444444444,-0.04429976851851844,-0.05679976851851845,0.06617476851851847,-1.5527357945813536,-1.6409442263357512,1.7172202798914176
V14Q_g2_field_reversal,V14Q_g2,field_reversal,-0.008333333333333335,-0.01666666666666667,0.225,0.15787203726940324,0.16546697397826393,0.1748551596322725,0.07500000000000007,0.08333333333333337,0.08333333333333337,-0.0444444444444444,-0.04999999999999993,0.04722222222222222,0.049999999999999996,0.049999999999999996,0.16666666666666666,-0.023350499879518996,-0.04530988806517299,0.20053663092216878,-1.180613344302548,-1.745674133988027,1.440542775856929,-0.7927423307874137,-0.8608282464279706,1.3678858587643568,0.09382951995931883,0.11179923719000154,0.45270210568418207,0.611637776098607,0.27507341032856514,3.1000359960353148,-0.2873271485643838,-0.4069184070138908,0.8060804433255032,-7.228433202137691,-4.854477684553201,11.686863709438878,0.11348897569444427,0.1748113715277776,0.13906345486111105,-0.10115473375298434,-0.19011197570999777,0.13310794675565168,0.0947592013009678,0.10451448866104829,0.4539484553512455,-0.024935922870972495,-0.034265156095869914,0.07040006796220241,-0.23958333333333326,-0.25722222222222224,0.26097222222222216,0.14921296296296288,0.17817129629629627,0.1649768518518518,3.1732531340265933,3.454385361992637,18.022779367990633
V14Q_g2_message_corruption,V14Q_g2,message_corruption,-0.008333333333333335,-0.025,0.1,0.17242899929471978,0.1748551596322725,0.1748551596322725,0.08333333333333337,0.08333333333333337,0.08333333333333337,-0.04722222222222211,-0.04722222222222211,0.0888888888888889,0.058333333333333334,0.041666666666666664,0.16666666666666666,-0.05684469819175527,-0.09752507793859072,0.09752507793859072,-1.0944626946466651,nan,2.092462722232492,-0.9024829800100785,-1.3678858587643568,1.3678858587643568,-0.0023709344321798166,-0.00237661609802132,0.00237661609802132,-0.551378659819114,-0.612259791148228,0.612259791148228,-0.6615395089667948,-0.790602213563718,0.790602213563718,0.5157990945354651,-11.686863709438878,11.686863709438878,0.12124678819444445,0.15701137152777767,0.13961814236111103,-0.11185953696581014,-0.16092929685563562,0.13767639052320751,-0.0015322261944914783,-0.0015976339817634503,0.0015976339817634503,-0.05921870105918724,-0.0654774700200387,0.0654774700200387,-0.24430555555555555,-0.26097222222222216,0.26097222222222216,0.16067129629629626,0.16497685185185176,0.1816435185185185,-1.1240493727926189,-1.6051501204921703,1.6051501204921703
