panel_id,cluster_id,label,delta_action_magnetization,recovery_action_magnetization,peak_action_magnetization,delta_belief_action_lag,recovery_belief_action_lag,peak_belief_action_lag,delta_belief_action_overlap,recovery_belief_action_overlap,peak_belief_action_overlap,delta_belief_disagreement,recovery_belief_disagreement,peak_belief_disagreement,delta_belief_magnetization,recovery_belief_magnetization,peak_belief_magnetization,delta_belief_susceptibility,recovery_belief_susceptibility,peak_belief_susceptibility,delta_binder_cumulant,recovery_binder_cumulant,peak_binder_cumulant,delta_configuration_entropy,recovery_configuration_entropy,peak_configuration_entropy,delta_edge_mutual_information,recovery_edge_mutual_information,peak_edge_mutual_information,delta_energy_variance,recovery_energy_variance,peak_energy_variance,delta_entropy_rate,recovery_entropy_rate,peak_entropy_rate,delta_integrated_correlation_time,recovery_integrated_correlation_time,peak_integrated_correlation_time,delta_mean_confidence,recovery_mean_confidence,peak_mean_confidence,delta_mean_individual_uncertainty,recovery_mean_individual_uncertainty,peak_mean_individual_uncertainty,delta_pairwise_mutual_information,recovery_pairwise_mutual_information,peak_pairwise_mutual_information,delta_path_reversal_divergence,recovery_path_reversal_divergence,peak_path_reversal_divergence,delta_reference_energy_per_agent,recovery_reference_energy_per_agent,peak_reference_energy_per_agent,delta_spatial_belief_correlation,recovery_spatial_belief_correlation,peak_spatial_belief_correlation,delta_total_correlation,recovery_total_correlation,peak_total_correlation
V14Q_g2_network_partition,V14Q_g2,network_partition,-0.008333333333333335,-0.008333333333333335,0.1,0.17242899929471978,0.17285094022298986,0.1748551596322725,0.08333333333333337,0.08333333333333337,0.08333333333333337,-0.04722222222222211,-0.0527777777777777,0.0888888888888889,0.058333333333333334,0.058333333333333334,0.16666666666666666,-0.06816853785420253,-0.07106938173605908,0.09752507793859072,-2.240256049512998,-1.5268061565759257,12.759129388899158,-1.0082300076894932,-1.0336823944784845,1.3678858587643568,-0.00237661609802132,-0.00237661609802132,0.00237661609802132,-0.5545489525406331,-0.6069025126672154,0.612259791148228,-0.6624663497387169,-0.6904885632728125,0.790602213563718,-3.4066712069229013,-3.473979154685363,11.686863709438878,0.11438376736111089,0.1560254340277778,0.1415947048611108,-0.10281008562838645,-0.1594781437819714,0.13938453858196248,-0.0014973951127374154,-0.0015976339817634503,0.0015976339817634503,-0.05924540470008802,-0.06276484708505571,0.0654774700200387,-0.24430555555555555,-0.2534722222222223,0.26097222222222216,0.15650462962962958,0.17581018518518515,0.16706018518518512,-1.2214369408510586,-1.270946656206298,1.6051501204921703
V14Q_g2_nominal,V14Q_g2,nominal,0.0,-0.01666666666666667,0.1,0.17232351406265223,0.1729564254550574,0.1748551596322725,0.08333333333333337,0.08333333333333337,0.08333333333333337,-0.055555555555555525,-0.04999999999999993,0.0888888888888889,0.06666666666666667,0.049999999999999996,0.16666666666666666,-0.05902033110314768,-0.07092433954196625,0.09752507793859072,-1.2291428293267999,-1.2975909273606965,2.388759018528788,-0.9220058999334719,-1.0410079368855945,1.3678858587643568,-0.0023709344321798166,-0.00237661609802132,0.00237661609802132,-0.5902263984794517,-0.6068731416229116,0.612259791148228,-0.6591281647478753,-0.6972086334648555,0.790602213563718,-0.8931314920820039,-3.2120560343007423,11.686863709438878,0.12230668402777756,0.16343220486111087,0.14841501736111085,-0.11208518508571691,-0.17047224451215504,0.14705288521484972,-0.0015216073497792985,-0.0015976339817634503,0.0015976339817634503,-0.06012290870418157,-0.06366905473005005,0.0654774700200387,-0.24972222222222218,-0.25722222222222224,0.26097222222222216,0.1746296296296296,0.17643518518518517,0.1878935185185185,-1.1295564283901203,-1.278272198613408,1.6051501204921703
V14Q_g3_field_reversal,V14Q_g3,field_reversal,-0.016666666666666666,-0.008333333333333333,0.016666666666666666,0.10547294056894163,0.10441808824826648,0.11380627390227493,0.025000000000000022,0.025000000000000022,0.025000000000000022,-0.01388888888888884,-0.016666666666666663,0.01388888888888895,-0.008333333333333333,0.0,0.008333333333333333,-0.00011737307790625831,0.0031922260782118947,0.0572665931668195,-3.4779931449962516,-1.5951282145122725,3.4779931449962516,-0.6570529946145638,-0.4103880625480606,0.9540210324392582,0.11052097859232471,0.10401567151340534,0.5051829618528842,-0.2679998564108039,-0.05154195161122632,2.0712235085680994,-0.45738633397684114,-0.39244650847181023,0.7528420875212861,-2.444353809030842,3.8976426337881547,3.1780600795948937,0.10967213541666665,0.15156536458333314,0.1342804687500001,-0.10534033163599987,-0.16341529249007808,0.13907468043380988,0.10252350539633615,0.10252350539633615,0.48662072555131425,-0.03536303771639965,-0.03358681503298157,0.0657067101767576,-0.09583333333333344,-0.09208333333333352,0.09583333333333344,0.09665509259259254,0.09700231481481482,0.10012731481481478,2.9674076099337863,3.1982569333777566,18.480834723444232
V14Q_g3_message_corruption,V14Q_g3,message_corruption,-0.008333333333333333,0.0,0.10833333333333334,0.1127514215815999,0.11243496588539748,0.11380627390227493,0.025000000000000022,0.025000000000000022,0.025000000000000022,-0.016666666666666663,-0.01944444444444443,0.055555555555555636,0.0,0.008333333333333333,0.11666666666666667,-0.018748702191830304,-0.006409567170733259,0.028809356200269122,-5.3571933099107,-0.23563409311338912,25.51880947152686,-0.8176501164782574,-0.6908510658379629,0.9540210324392582,-0.002109000010100837,-0.002109000010100837,0.002109000010100837,-1.4355742564635467,-1.4330755816217744,1.4376115389002555,-0.7027725891283171,-0.6841092775447982,0.7528420875212861,-0.22286900710951185,4.270888698526538,6.087629854753978,0.09693098958333346,0.12121901041666672,0.10800703125000011,-0.08423641376174029,-0.11610243988181546,0.09771940789925204,-0.005729965378518256,-0.005727676966616233,0.005729965378518256,-0.06434186844846426,-0.0643503987092661,0.06570671017675758,-0.09208333333333352,-0.0883333333333336,0.09583333333333344,0.10394675925925921,0.11054398148148149,0.11158564814814813,-1.794195248806378,-1.6620622889295666,1.9305661647673786
V14Q_g3_network_partition,V14Q_g3,network_partition,0.0,-0.016666666666666666,0.10833333333333334,0.11275142158159979,0.11285690681366745,0.11380627390227493,0.025000000000000022,0.025000000000000022,0.025000000000000022,-0.01944444444444443,-0.01388888888888884,0.055555555555555636,0.008333333333333333,-0.008333333333333333,0.11666666666666667,-0.006166951136977978,-0.01632254185427756,0.03127766911618659,-0.37997544329191296,-0.778068730786122,2.661666614384006,-0.6906769066611682,-0.7971330209057821,0.9540210324392582,-0.002109000010100837,-0.002109000010100837,0.002109000010100837,-1.4330264518749392,-1.4350829589951921,1.4376115389002555,-0.6926340942181647,-0.7074044344235186,0.7528420875212861,4.840943012619124,0.630471489970617,22.736321402494127,0.08352578125000021,0.12986276041666667,0.09372578124999997,-0.06848122057740502,-0.13029450972611528,0.08184670025185492,-0.005729965378518256,-0.005729965378518256,0.005729965378518256,-0.0616377757742831,-0.06480250253176326,0.06570671017675758,-0.0883333333333336,-0.09583333333333344,0.09583333333333344,0.11137731481481479,0.10519675925925921,0.1324189814814815,-1.6672220389892887,-1.7736781532339025,1.9305661647673786
V14Q_g3_nominal,V14Q_g3,nominal,-0.016666666666666666,-0.008333333333333333,0.016666666666666666,0.11380627390227493,0.1127514215815999,0.11380627390227493,0.025000000000000022,0.025000000000000022,0.025000000000000022,-0.01388888888888884,-0.016666666666666663,0.01388888888888895,-0.008333333333333333,0.0,0.008333333333333333,-0.028809356200269122,-0.008991318225585576,0.028809356200269122,nan,-0.1772456855186323,nan,-0.9540210324392582,-0.7231717089952874,0.9540210324392582,-0.002109000010100837,-0.002109000010100837,0.002109000010100837,-1.4376115389002555,-1.433598386210382,1.4376115389002555,-0.7528420875212861,-0.6974425207117865,0.7528420875212861,-3.1780600795948937,3.6594541930680675,3.1780600795948937,0.09696744791666678,0.12865807291666687,0.11729609374999994,-0.08616084643232924,-0.12970132060368939,0.11310320609707003,-0.005729965378518256,-0.005729965378518256,0.005729965378518256,-0.06570671017675758,-0.06344619106427175,0.06570671017675758,-0.09583333333333344,-0.09208333333333352,0.09583333333333344,0.10012731481481475,0.1095023148148148,0.10012731481481478,-1.9305661647673786,-1.6997168413234078,1.9305661647673786
V14Q_g4_field_reversal,V14Q_g4,field_reversal,-0.03333333333333333,-0.024999999999999998,0.08333333333333334,0.1682564185553247,0.15559819070722336,0.1775391189772656,0.050000000000000044,0.04166666666666674,0.050000000000000044,0.011111111111111127,0.01666666666666672,0.027777777777777735,0.0,0.0,0.11666666666666667,-0.028159382464415218,-0.03500801115639835,0.060596091325174725,-2.007450449555712,-3.938186380291643,2.0074504495557126,-0.7078281582165007,-0.509583504051264,1.1405252488035427,0.09936896342921515,0.11396490836011382,0.46927989521038044,0.059536643645076825,-0.0005566690307323707,2.936198827189381,-0.3938050081258881,-0.2865220839332851,0.7734100461522557,-6.90978496419174,-5.364240566736526,9.827494205591885,0.13425616319444433,0.18516345486111097,0.17831449652777753,-0.1317440326305102,-0.20897478546377285,0.19610294017243785,0.10258631393108095,0.10258631393108095,0.4866835340860592,-0.02807140301034664,-0.025644064907426573,0.05883498668663117,-0.06805555555555554,-0.05763888888888902,0.07180555555555546,0.0049305555555555665,0.003888888888888902,0.020902777777777784,3.166230430678895,3.103062265787364,18.571296553058858
V14Q_g4_message_corruption,V14Q_g4,message_corruption,-0.041666666666666664,-0.03333333333333333,0.041666666666666664,0.1775391189772656,0.17701169281692808,0.1775391189772656,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.01388888888888895,0.011111111111111127,0.01388888888888895,-0.008333333333333333,0.0,0.008333333333333333,-0.060596091325174725,-0.05197003647285405,0.060596091325174725,nan,-0.24676668887195202,nan,-1.1405252488035427,-1.0359610764979383,1.1405252488035427,-0.003009479735428874,-0.003009479735428874,0.003009479735428874,-1.381101410152392,-1.379354634044797,1.381101410152392,-0.7734100461522557,-0.7454417025801974,0.7734100461522557,-9.827494205591885,-7.0877842262774795,9.827494205591885,0.10782960069444447,0.1326186631944446,0.11797074652777773,-0.08799712056331577,-0.12144222472391503,0.0997653779347683,-0.005667156843773455,-0.005667156843773455,0.005667156843773455,-0.058834986686631154,-0.05793077904163683,0.058834986686631154,-0.07180555555555568,-0.06805555555555554,0.07180555555555546,0.012569444444444456,0.01625000000000001,0.012569444444444456,-1.8401043351527522,-1.7355401628471478,1.8401043351527522
V14Q_g4_network_partition,V14Q_g4,network_partition,-0.03333333333333333,-0.024999999999999998,0.08333333333333334,0.17648426665659045,0.17595684049625293,0.1775391189772656,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.011111111111111127,0.013888888888888895,0.027777777777777735,0.0,0.008333333333333333,0.11666666666666667,-0.05382657655724223,-0.03904018415217894,0.060596091325174725,-6.398984841090104,-3.163060271832202,25.340783782889044,-1.0391624241391988,-0.871878837771928,1.1405252488035427,-0.003009479735428874,-0.003009479735428874,0.003009479735428874,-1.3797305834118856,-1.348290663844375,1.381101410152392,-0.7273322555847714,-0.6934787816887731,0.7734100461522557,-8.00685951770653,-3.020505920106314,9.827494205591885,0.10303741319444448,0.12933012152777779,0.11497855902777776,-0.08395857956183073,-0.11763693406014086,0.09727505955018623,-0.005667156843773455,-0.005667156843773455,0.005667156843773455,-0.05747014495833783,-0.0565659373133435,0.058834986686631154,-0.06805555555555576,-0.05513888888888907,0.07180555555555546,0.01500000000000001,0.011041666666666679,0.01986111111111112,-1.7387415104884083,-1.5714579241211375,1.8401043351527522
V14Q_g4_nominal,V14Q_g4,nominal,-0.024999999999999998,-0.041666666666666664,0.20833333333333334,0.17542941433591552,0.1775391189772656,0.1775391189772656,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.008333333333333415,0.01388888888888895,0.06944444444444436,0.008333333333333333,-0.008333333333333333,0.24166666666666667,0.000688191375247206,-0.060596091325174725,0.11626308589001515,-0.3930832891628871,nan,1.8766537789255104,-0.8428208327172391,-1.1405252488035427,1.1405252488035427,0.0018143690967141963,-0.003009479735428874,0.01161296743563443,-1.3651476720194806,-1.381101410152392,1.381101410152392,-0.6514343977104722,-0.7734100461522557,0.7734100461522557,-3.6646957513530083,-9.827494205591885,10.41014839471225,0.12182126736111099,0.159041059027778,0.15525199652777777,-0.11087713871738969,-0.1618021580012906,0.15591445990283503,-0.004702387077344841,-0.005667156843773455,0.005667156843773455,-0.04192326960148755,-0.058834986686631154,0.058834986686631154,-0.06430555555555584,-0.07180555555555568,0.07180555555555546,0.02611111111111112,0.012569444444444456,0.05319444444444443,-1.310855175123581,-1.8401043351527522,1.8401043351527522
V14Q_g5_field_reversal,V14Q_g5,field_reversal,-0.041666666666666664,-0.03333333333333333,0.041666666666666664,0.1966885256255646,0.19563367330488945,0.2050218589588979,0.05833333333333335,0.05833333333333335,0.05833333333333335,0.022222222222222254,0.019444444444444375,0.022222222222222254,0.0,0.008333333333333333,0.0,-0.09340151233365085,-0.05529497224926266,0.10584876971761709,-3.454981009734741,-1.5647411990403854,3.454981009734741,-0.8212466249440815,-0.5884503415614127,1.1340302713913084,0.09743693780592914,0.0937406153339461,0.5000128052163916,-0.9401068317383057,-0.8111626729830315,2.0026425648606687,-0.6170730693231581,-0.5459742413503079,0.9220690815631344,-7.750264729414729,-0.29382725797407083,7.968100673060585,0.10397261284722215,0.14638146701388866,0.1299538628472222,-0.09142264909278963,-0.15126564012463484,0.12520440546697703,0.09433620481602958,0.09433620481602958,0.4784334249710077,-0.04937471087090666,-0.04355074197097334,0.07744292322032136,-0.10458333333333347,-0.10083333333333355,0.10458333333333303,-0.005879629629629568,-0.007268518518518452,0.007962962962962922,1.6182059600257297,1.845226016903732,17.131633073536175
V14Q_g5_message_corruption,V14Q_g5,message_corruption,-0.008333333333333331,-0.016666666666666663,0.20833333333333334,0.20080244967619743,0.20196278722894012,0.2050218589588979,0.05833333333333335,0.05833333333333335,0.05833333333333335,0.011111111111111072,0.01388888888888884,0.061111111111111116,0.03333333333333333,0.025,0.25,-0.05854391739694197,-0.073839276046731,0.10584876971761709,-1.3935880176058189,-1.392234109322059,4.34386989862363,-0.6678193346707717,-0.736518126592675,1.1340302713913084,-0.017355628231473165,-0.01821259180049376,0.018242914033306756,-1.9853830580041287,-1.9961606423923144,2.0026425648606687,-0.7515564738537357,-0.7904896697740325,0.9220690815631344,0.9308245806689541,0.8143609696767786,7.968100673060585,0.0994002170138889,0.14999552951388884,0.12479761284722235,-0.09188788376848,-0.15761155488378886,0.12374041103868244,-0.013690395984280889,-0.013895822558869876,0.013917265958824818,-0.06238176997777309,-0.07437321009387345,0.07744292322032134,-0.08958333333333357,-0.09333333333333349,0.10458333333333303,0.005925925925925918,0.005925925925925973,0.014953703703703719,-2.685240397312852,-2.84751487882264,3.279767814675435
V14Q_g5_network_partition,V14Q_g5,network_partition,-0.041666666666666664,-0.008333333333333331,0.041666666666666664,0.2050218589588979,0.20090793490826497,0.2050218589588979,0.05833333333333335,0.05833333333333335,0.05833333333333335,0.022222222222222254,0.01666666666666672,0.022222222222222254,0.0,0.03333333333333333,0.0,-0.10584876971761709,-0.05847007773449473,0.10584876971761709,nan,-0.9114616194724044,nan,-1.1340302713913084,-0.675445886078121,1.1340302713913084,-0.018242914033306756,-0.017383935452656925,0.018242914033306756,-2.0026425648606687,-1.9609035485104578,2.0026425648606687,-0.9220690815631344,-0.7785358587470412,0.9220690815631344,-7.968100673060585,-0.8441859541454217,7.968100673060585,0.07659500868055547,0.11274969618055541,0.08643042534722223,-0.05928124580107641,-0.10651692189375322,0.07185360494101789,-0.013917265958824818,-0.013427782730014834,0.013917265958824818,-0.07744292322032134,-0.06234639088211173,0.07744292322032134,-0.10458333333333347,-0.0804166666666668,0.10458333333333303,-0.007962962962962894,-0.00032407407407405997,0.007962962962962922,-3.279767814675435,-2.6008591319797243,3.279767814675435
