cluster_id,panel_id,disruption,sweep,phase,window_sweeps,total_correlation_raw,total_correlation_null_mean,total_correlation_bias_adjusted,total_correlation_normalized_raw,total_correlation_normalized_adjusted,pairwise_mutual_information_raw,pairwise_mutual_information_null_mean,pairwise_mutual_information_bias_adjusted,edge_mutual_information_raw,edge_mutual_information_null_mean,edge_mutual_information_bias_adjusted,marginal_entropy_sum,null_replicates
V14Q_g0,V14Q_g0_nominal,nominal,1,baseline,3,3.284158631744582,2.9025793655104764,0.38157926623410576,0.6198637753514447,0.07202062722471507,0.002611588324611577,0.0020285666590405516,0.0005830216655710253,0.0,0.0,0.0,5.298194155453849,200.0
V14Q_g0,V14Q_g0_nominal,nominal,2,baseline,3,3.719135719535777,3.2085376763681994,0.5105980431675774,0.6346575647000313,0.08713177873965426,0.0030973193954983067,0.002003503259446951,0.0010938161360513556,0.0,0.0,0.0,5.860066792544438,200.0
V14Q_g0,V14Q_g0_nominal,nominal,3,baseline,3,4.40793744113721,3.851664343374806,0.556273097762404,0.6570096339145429,0.08291333286778588,0.0090072015838685,0.006279804115444778,0.002727397468423722,3.122502256758252e-17,3.122502256758252e-17,0.0,6.709091029417917,200.0
V14Q_g0,V14Q_g0_nominal,nominal,4,baseline,3,3.024979754082625,2.500915315595213,0.5240644384874118,0.6083724915166836,0.105397858523707,0.014206654231695755,0.006460684011261217,0.007745970220434538,0.004194331771902415,0.004514035820893225,-0.0003197040489908102,4.972249396979301,200.0
V14Q_g0,V14Q_g0_nominal,nominal,5,baseline,3,0.8325809851090678,0.652438277019736,0.18014270808933175,0.33285450927078447,0.07201859491413894,0.0011320054381902733,0.0010852971813086682,4.6708256881605086e-05,0.0002800292962326317,0.000611868123494331,-0.0003318388272616993,2.5013360550021715,200.0
V14Q_g0,V14Q_g0_nominal,nominal,6,baseline,3,0.7567697794923594,0.4024169661938366,0.35435281329852275,0.38528109228124896,0.18040551124037946,0.0006126377427309836,0.0005477726229341488,6.486511979683477e-05,1.445602896647339e-17,1.4456028966473387e-17,3.0814879110195774e-33,1.9642017079310232,200.0
V14Q_g0,V14Q_g0_nominal,nominal,7,baseline,3,0.48257756517701206,0.083838808431342,0.39873875674567005,0.5,0.41313437001511927,0.0,0.0,0.0,0.0,0.0,0.0,0.9651551303540241,200.0
V14Q_g0,V14Q_g0_nominal,nominal,8,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,9,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,10,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,11,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,12,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,13,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,14,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,15,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,16,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,17,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,18,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,19,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,20,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,21,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,22,disruption,3,0.6036372515003262,0.13120010434640153,0.4724371471539247,0.5,0.39132537461836003,1.9660199394403815e-17,1.966019939440381e-17,6.162975822039155e-33,1.9660199394403815e-17,1.966019939440381e-17,6.162975822039155e-33,1.2072745030006524,200.0
V14Q_g0,V14Q_g0_nominal,nominal,23,disruption,3,0.6853142072764582,0.16669017218270876,0.5186240350937494,0.5,0.37838412627898044,0.0,0.0,0.0,0.0,0.0,0.0,1.3706284145529164,200.0
V14Q_g0,V14Q_g0_nominal,nominal,24,disruption,3,1.351697041824026,0.6424155131893877,0.7092815286346382,0.5786910541309933,0.3036589285771754,0.001531710578087965,0.0009140297762465104,0.0006176808018414546,0.0,0.0,0.0,2.3357835449069406,200.0
V14Q_g0,V14Q_g0_nominal,nominal,25,disruption,3,1.4020902484702655,0.7485495815295008,0.6535406669407647,0.5627949997202277,0.26232934710827593,0.0013036756546076808,0.0011039182526007842,0.00019975740200689658,-1.0119220276531374e-17,-1.0119220276531373e-17,-1.5407439555097887e-33,2.4912983398346853,200.0
V14Q_g0,V14Q_g0_nominal,nominal,26,disruption,3,0.6615632381579821,0.1579226819542154,0.5036405562037667,0.5,0.3806443036391154,0.0,0.0,0.0,0.0,0.0,0.0,1.3231264763159643,200.0
V14Q_g0,V14Q_g0_nominal,nominal,27,disruption,3,0.48257756517701206,0.07302974209241907,0.409547823084593,0.5,0.42433367466468175,0.0,0.0,0.0,0.0,0.0,0.0,0.9651551303540241,200.0
V14Q_g0,V14Q_g0_nominal,nominal,28,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,29,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,30,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,31,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,32,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,33,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,34,recovery,3,0.5382674532283414,0.1029034928280165,0.4353639604003249,0.5,0.4044123026472834,0.0,0.0,0.0,0.0,0.0,0.0,1.0765349064566827,200.0
V14Q_g0,V14Q_g0_nominal,nominal,35,recovery,3,0.5382674532283414,0.09695860529440772,0.44130884793393366,0.5,0.40993454581650474,0.0,0.0,0.0,0.0,0.0,0.0,1.0765349064566827,200.0
V14Q_g0,V14Q_g0_nominal,nominal,36,recovery,3,0.5382674532283414,0.09735897352904654,0.4409084796992948,0.5,0.40956264126214464,0.0,0.0,0.0,0.0,0.0,0.0,1.0765349064566827,200.0
V14Q_g0,V14Q_g0_nominal,nominal,37,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,38,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,39,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,40,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,41,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,42,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,43,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,44,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_nominal,nominal,45,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,1,baseline,3,3.284158631744582,2.8964459641247857,0.3877126676197964,0.6198637753514447,0.07317826720651473,0.002611588324611577,0.0021075817651245313,0.0005040065594870457,0.0,0.0,0.0,5.298194155453849,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,2,baseline,3,3.719135719535777,3.2072195110624455,0.5119162084733313,0.6346575647000313,0.08735671906071527,0.0030973193954983067,0.0020256856224852666,0.00107163377301304,0.0,0.0,0.0,5.860066792544438,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,3,baseline,3,4.40793744113721,3.8734038159648323,0.5345336251723776,0.6570096339145429,0.07967303213334906,0.0090072015838685,0.006245594085346534,0.002761607498521966,3.122502256758252e-17,3.122502256758252e-17,0.0,6.709091029417917,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,4,baseline,3,3.024979754082625,2.510702731274985,0.5142770228076401,0.6083724915166836,0.10342945048574381,0.014206654231695755,0.006558070071363497,0.007648584160332259,0.004194331771902415,0.0050176781830829275,-0.0008233464111805124,4.972249396979301,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,5,baseline,3,0.8325809851090678,0.6503346191577838,0.18224636595128396,0.33285450927078447,0.07285960860270163,0.0011320054381902733,0.0010708545229439162,6.115091524635705e-05,0.0002800292962326317,0.0006357870090298993,-0.0003557577127972676,2.5013360550021715,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,6,baseline,3,0.7567697794923594,0.3912337916479924,0.36553598784436697,0.38528109228124896,0.18609900722945685,0.0006126377427309836,0.0005322847217053301,8.035302102565346e-05,1.445602896647339e-17,1.4456028966473387e-17,3.0814879110195774e-33,1.9642017079310232,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,7,baseline,3,0.48257756517701206,0.07125103156486445,0.4113265336121476,0.5,0.42617660174615746,0.0,0.0,0.0,0.0,0.0,0.0,0.9651551303540241,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,8,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,9,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,10,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,11,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,12,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,13,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,14,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,15,baseline,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,16,disruption,3,12.26374711895972,10.350025567570137,1.9137215513895836,0.8871051246763049,0.13843013713293154,0.20725428980378702,0.05564421368904998,0.15161007611473704,0.2214042520893937,0.05822535992743047,0.16317889216196324,13.824457528001126,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,17,disruption,3,19.63292530610806,18.10460991560256,1.528315390505501,0.9099216734599447,0.07083240403663664,0.4120323444772814,0.17807703390518578,0.2339553105720956,0.43176213382764655,0.18292891728469735,0.2488332165429492,21.576500350249447,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,18,disruption,3,11.084077129011815,9.124464596982612,1.9596125320292028,0.8830928303046364,0.15612664519273203,0.1770122900619523,0.04528771346708015,0.13172457659487213,0.1934875267539109,0.046689429878429854,0.14679809687548104,12.5514291914115,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,19,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,20,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,21,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,22,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,23,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,24,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,25,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,26,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,27,disruption,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,28,disruption,3,0.1732052067491771,0.007557908897107696,0.16564729785206941,0.5,0.47818221218934687,0.0,0.0,0.0,0.0,0.0,0.0,0.3464104134983542,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,29,disruption,3,0.6365141682948128,0.14379788695677867,0.49271628133803413,0.5,0.38704266603993637,-9.25185853854297e-18,-9.251858538542969e-18,-1.5407439555097887e-33,-9.25185853854297e-18,-9.251858538542969e-18,-1.5407439555097887e-33,1.2730283365896256,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,30,disruption,3,0.6365141682948128,0.14080379696977854,0.49571037132503426,0.5,0.3893946089629204,-9.25185853854297e-18,-9.251858538542969e-18,-1.5407439555097887e-33,-9.25185853854297e-18,-9.251858538542969e-18,-1.5407439555097887e-33,1.2730283365896256,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,31,recovery,3,11.933509753875077,10.40860134709154,1.5249084067835366,0.8601003188615758,0.10990682824751703,0.18853473485719782,0.056666994973580805,0.13186773988361702,0.18599070804213716,0.05581485164227555,0.13017585639986162,13.874555667727465,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,32,recovery,3,19.63292530610806,18.091102397185242,1.5418229089228177,0.9099216734599447,0.07145843319790239,0.4120323444772814,0.1797859783272971,0.23224636614998428,0.3987021893169977,0.1795957271649243,0.21910646215207338,21.576500350249447,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,33,recovery,3,11.084077129011815,9.124202260045019,1.9598748689667964,0.8830928303046364,0.15614754615417578,0.17701229006195227,0.04563817347472075,0.13137411658723153,0.16613475019886878,0.045459625613229276,0.1206751245856395,12.5514291914115,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,34,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,35,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,36,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,37,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,38,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,39,recovery,3,0.2337916587064593,0.013681480855231234,0.22011017785122805,0.5,0.47074001499683693,0.0,0.0,0.0,0.0,0.0,0.0,0.4675833174129186,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,40,recovery,3,0.2337916587064593,0.014739744779125112,0.21905191392733417,0.5,0.4684767522060489,0.0,0.0,0.0,0.0,0.0,0.0,0.4675833174129186,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,41,recovery,3,0.2337916587064593,0.013785467777932103,0.2200061909285272,0.5,0.4705176227111664,0.0,0.0,0.0,0.0,0.0,0.0,0.4675833174129186,200.0
V14Q_g0,V14Q_g0_field_reversal,field_reversal,42,recovery,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
