study,panel_id,regime,block_length,pseudocount,raw_block_divergence_nats_per_update,shuffle_floor_nats_per_update,adjusted_irreversibility_nats_per_update,conditional_memory_depth_1,conditional_memory_depth_2,conditional_memory_depth_3
V13_replication,B_memory_n16_g4_persistent_memory,persistent_memory,2,0.5,0.0585409498763067,0.016855323692695847,0.04168562618361085,0.0113714616426642,0.005656543488608081,0.003324642548902898
V13_replication,B_memory_n16_g4_persistent_memory,persistent_memory,3,0.5,0.037329889655278684,0.0188054402250523,0.018524449430226384,0.0113714616426642,0.005656543488608081,0.003324642548902898
V13_replication,B_memory_n16_g4_persistent_memory,persistent_memory,4,0.5,0.028231255283380687,0.022098175121971403,0.006133080161409284,0.0113714616426642,0.005656543488608081,0.003324642548902898
V13_replication,B_memory_n16_g5_markovized,markovized,2,0.5,0.06116155218694139,0.10732810226914853,-0.046166550082207145,0.027469158295232433,0.013300007634761161,0.005148266358785622
V13_replication,B_memory_n16_g5_markovized,markovized,3,0.5,0.04606354921537271,0.11262710774464399,-0.06656355852927129,0.027469158295232433,0.013300007634761161,0.005148266358785622
V13_replication,B_memory_n16_g5_markovized,markovized,4,0.5,0.038538992376942874,0.11051581184965648,-0.0719768194727136,0.027469158295232433,0.013300007634761161,0.005148266358785622
V13_replication,B_memory_n16_g5_persistent_memory,persistent_memory,2,0.5,0.06542981774616169,0.025454807121099137,0.03997501062506255,0.02284963961082629,0.013340132212551196,0.004074894731434904
V13_replication,B_memory_n16_g5_persistent_memory,persistent_memory,3,0.5,0.04484131790482083,0.026918168658084777,0.01792314924673605,0.02284963961082629,0.013340132212551196,0.004074894731434904
V13_replication,B_memory_n16_g5_persistent_memory,persistent_memory,4,0.5,0.03504109276524519,0.03075591122103012,0.004285181544215068,0.02284963961082629,0.013340132212551196,0.004074894731434904
V12_discovery,memory_n16_modular_g0_markovized_a0.00_reciprocal,markovized,2,0.5,0.10029007034882317,0.24636558275698406,-0.14607551240816088,0.042846551929217186,0.019920560461719403,0.012412871146437854
V12_discovery,memory_n16_modular_g0_markovized_a0.00_reciprocal,markovized,3,0.5,0.08453290638874121,0.1970854164775362,-0.11255251008879498,0.042846551929217186,0.019920560461719403,0.012412871146437854
V12_discovery,memory_n16_modular_g0_markovized_a0.00_reciprocal,markovized,4,0.5,0.07118853566840304,0.16374299459649166,-0.09255445892808863,0.042846551929217186,0.019920560461719403,0.012412871146437854
V12_discovery,memory_n16_modular_g0_markovized_a0.80_forward,markovized,2,0.5,0.09682684578091816,0.23587321166955755,-0.1390463658886394,0.042164502453564,0.01913581281443154,0.01148829142799479
V12_discovery,memory_n16_modular_g0_markovized_a0.80_forward,markovized,3,0.5,0.08124785414587311,0.19193650934503562,-0.1106886551991625,0.042164502453564,0.01913581281443154,0.01148829142799479
V12_discovery,memory_n16_modular_g0_markovized_a0.80_forward,markovized,4,0.5,0.06802552871009969,0.1597159545490922,-0.09169042583899252,0.042164502453564,0.01913581281443154,0.01148829142799479
V12_discovery,memory_n16_modular_g0_markovized_a0.80_transpose,markovized,2,0.5,0.09715618879377845,0.22322991548100155,-0.1260737266872231,0.04016384144305632,0.01651170672032661,0.00759164564246211
V12_discovery,memory_n16_modular_g0_markovized_a0.80_transpose,markovized,3,0.5,0.0784723063334364,0.18394983318768268,-0.10547752685424629,0.04016384144305632,0.01651170672032661,0.00759164564246211
V12_discovery,memory_n16_modular_g0_markovized_a0.80_transpose,markovized,4,0.5,0.06448877166185969,0.15714138045962067,-0.09265260879776098,0.04016384144305632,0.01651170672032661,0.00759164564246211
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.00_reciprocal,persistent_memory,2,0.5,0.09091963768287802,0.12706729221656546,-0.03614765453368744,0.058140898231266405,0.009390235710527687,0.017684217192215045
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.00_reciprocal,persistent_memory,3,0.5,0.08003135877714707,0.11730552183764217,-0.03727416306049511,0.058140898231266405,0.009390235710527687,0.017684217192215045
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.00_reciprocal,persistent_memory,4,0.5,0.06399683234959862,0.11398717246710667,-0.04999034011750805,0.058140898231266405,0.009390235710527687,0.017684217192215045
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.80_forward,persistent_memory,2,0.5,0.09748777988181176,0.2539418207601164,-0.15645404087830464,0.04822539473358443,0.009647153110153026,0.017760544610519714
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.80_forward,persistent_memory,3,0.5,0.08560615236374879,0.20828599540383194,-0.12267984304008316,0.04822539473358443,0.009647153110153026,0.017760544610519714
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.80_forward,persistent_memory,4,0.5,0.07117446384265708,0.16842982077914648,-0.0972553569364894,0.04822539473358443,0.009647153110153026,0.017760544610519714
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.80_transpose,persistent_memory,2,0.5,0.09091963768287802,0.1122468386484459,-0.02132720096556788,0.05993072305337548,0.016010722421185973,0.00786738309206906
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.80_transpose,persistent_memory,3,0.5,0.08003135877714707,0.10750649956710072,-0.027475140789953653,0.05993072305337548,0.016010722421185973,0.00786738309206906
V12_discovery,memory_n16_modular_g0_persistent_memory_a0.80_transpose,persistent_memory,4,0.5,0.06420461427281159,0.10384997187607395,-0.03964535760326236,0.05993072305337548,0.016010722421185973,0.00786738309206906
V12_discovery,memory_n16_modular_g1_markovized_a0.00_reciprocal,markovized,2,0.5,0.11022865772589731,0.20182788937895624,-0.09159923165305893,0.04810862724876011,0.05611168274734389,0.037043833314305864
V12_discovery,memory_n16_modular_g1_markovized_a0.00_reciprocal,markovized,3,0.5,0.08982364624330456,0.16634412306784896,-0.0765204768245444,0.04810862724876011,0.05611168274734389,0.037043833314305864
V12_discovery,memory_n16_modular_g1_markovized_a0.00_reciprocal,markovized,4,0.5,0.07546023800952666,0.14644914866503037,-0.07098891065550371,0.04810862724876011,0.05611168274734389,0.037043833314305864
V12_discovery,memory_n16_modular_g1_markovized_a0.80_forward,markovized,2,0.5,0.13009882365806574,0.289692593323658,-0.15959376966559224,0.05750569554616209,0.03584637885119127,0.006040491745757238
V12_discovery,memory_n16_modular_g1_markovized_a0.80_forward,markovized,3,0.5,0.10543956950065453,0.21148835575947472,-0.1060487862588202,0.05750569554616209,0.03584637885119127,0.006040491745757238
V12_discovery,memory_n16_modular_g1_markovized_a0.80_forward,markovized,4,0.5,0.08552071708194875,0.16840257882819556,-0.08288186174624682,0.05750569554616209,0.03584637885119127,0.006040491745757238
V12_discovery,memory_n16_modular_g1_markovized_a0.80_transpose,markovized,2,0.5,0.11718531079126501,0.2714762290052012,-0.15429091821393617,0.042175225510970554,0.043463281900179326,0.022042912517693244
V12_discovery,memory_n16_modular_g1_markovized_a0.80_transpose,markovized,3,0.5,0.09925157748091964,0.2055232681360758,-0.10627169065515615,0.042175225510970554,0.043463281900179326,0.022042912517693244
V12_discovery,memory_n16_modular_g1_markovized_a0.80_transpose,markovized,4,0.5,0.08501166519455612,0.1641927050786034,-0.07918103988404727,0.042175225510970554,0.043463281900179326,0.022042912517693244
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.00_reciprocal,persistent_memory,2,0.5,0.09815779898752873,0.16362879344193346,-0.06547099445440473,0.036480612085331945,0.030907973791942,0.018137242101429987
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.00_reciprocal,persistent_memory,3,0.5,0.08257543346198211,0.14164980252415596,-0.05907436906217385,0.036480612085331945,0.030907973791942,0.018137242101429987
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.00_reciprocal,persistent_memory,4,0.5,0.06953242333342466,0.13342086656474603,-0.06388844323132137,0.036480612085331945,0.030907973791942,0.018137242101429987
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.80_forward,persistent_memory,2,0.5,0.1175772349076238,0.17448396688176845,-0.056906731974144656,0.04789958315353189,0.05742308861676886,0.03639401139838093
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.80_forward,persistent_memory,3,0.5,0.09673315749278953,0.15223223096208272,-0.055499073469293184,0.04789958315353189,0.05742308861676886,0.03639401139838093
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.80_forward,persistent_memory,4,0.5,0.08211849430448491,0.1373957361247628,-0.05527724182027789,0.04789958315353189,0.05742308861676886,0.03639401139838093
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.80_transpose,persistent_memory,2,0.5,0.10462974177791529,0.17055522488488367,-0.06592548310696839,0.05369892169083372,0.022406292550111083,0.025504468441322987
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.80_transpose,persistent_memory,3,0.5,0.08888448937444253,0.14976511408808021,-0.060880624713637685,0.05369892169083372,0.022406292550111083,0.025504468441322987
V12_discovery,memory_n16_modular_g1_persistent_memory_a0.80_transpose,persistent_memory,4,0.5,0.07139828291134466,0.13760375971248398,-0.06620547680113932,0.05369892169083372,0.022406292550111083,0.025504468441322987
V12_discovery,memory_n16_ring_g0_markovized_a0.00_reciprocal,markovized,2,0.5,0.10462974177791524,0.18567441953572358,-0.08104467775780834,0.03935409824187601,0.015770605817106154,0.007304151536965979
V12_discovery,memory_n16_ring_g0_markovized_a0.00_reciprocal,markovized,3,0.5,0.0789851972245046,0.16202550463175192,-0.08304030740724731,0.03935409824187601,0.015770605817106154,0.007304151536965979
V12_discovery,memory_n16_ring_g0_markovized_a0.00_reciprocal,markovized,4,0.5,0.060839019180768596,0.1468160168046232,-0.0859769976238546,0.03935409824187601,0.015770605817106154,0.007304151536965979
V12_discovery,memory_n16_ring_g0_markovized_a0.80_forward,markovized,2,0.5,0.11059855255048089,0.3122642385047404,-0.2016656859542595,0.034818740379044616,0.051307809065217355,0.013351892565309076
V12_discovery,memory_n16_ring_g0_markovized_a0.80_forward,markovized,3,0.5,0.09612857525845957,0.22706842119651982,-0.13093984593806024,0.034818740379044616,0.051307809065217355,0.013351892565309076
V12_discovery,memory_n16_ring_g0_markovized_a0.80_forward,markovized,4,0.5,0.08501166519455611,0.1732034132259267,-0.08819174803137059,0.034818740379044616,0.051307809065217355,0.013351892565309076
V12_discovery,memory_n16_ring_g0_markovized_a0.80_transpose,markovized,2,0.5,0.11836900079925765,0.30068978799431584,-0.18232078719505818,0.03197465731935966,0.024133245273601413,0.0037694454690853103
V12_discovery,memory_n16_ring_g0_markovized_a0.80_transpose,markovized,3,0.5,0.09125852877115288,0.23065913012662256,-0.13940060135546967,0.03197465731935966,0.024133245273601413,0.0037694454690853103
V12_discovery,memory_n16_ring_g0_markovized_a0.80_transpose,markovized,4,0.5,0.07662116474813484,0.1760674838661338,-0.09944631911799896,0.03197465731935966,0.024133245273601413,0.0037694454690853103
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.00_reciprocal,persistent_memory,2,0.5,0.10570839890964633,0.1589317507134148,-0.053223351803768484,0.03688466314755198,0.012491469296317493,0.00237829876193387
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.00_reciprocal,persistent_memory,3,0.5,0.08029724369002791,0.14823427054133603,-0.06793702685130812,0.03688466314755198,0.012491469296317493,0.00237829876193387
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.00_reciprocal,persistent_memory,4,0.5,0.06223076144960968,0.136465905220003,-0.07423514377039331,0.03688466314755198,0.012491469296317493,0.00237829876193387
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.80_forward,persistent_memory,2,0.5,0.10498683987272034,0.2130410395791398,-0.10805419970641947,0.026530555902239888,0.03081875680523558,0.014208305190769963
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.80_forward,persistent_memory,3,0.5,0.08532910979946483,0.17971888025335617,-0.09438977045389134,0.026530555902239888,0.03081875680523558,0.014208305190769963
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.80_forward,persistent_memory,4,0.5,0.07301265469860756,0.15355939885259434,-0.08054674415398679,0.026530555902239888,0.03081875680523558,0.014208305190769963
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.80_transpose,persistent_memory,2,0.5,0.11287112554809353,0.14065458827565352,-0.027783462727559993,0.03832138870463518,0.014590791745340614,0.005913321452508528
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.80_transpose,persistent_memory,3,0.5,0.08029724369002794,0.12494559011614272,-0.044648346426114774,0.03832138870463518,0.014590791745340614,0.005913321452508528
V12_discovery,memory_n16_ring_g0_persistent_memory_a0.80_transpose,persistent_memory,4,0.5,0.062230761449609685,0.11862148519500199,-0.0563907237453923,0.03832138870463518,0.014590791745340614,0.005913321452508528
V12_discovery,memory_n16_ring_g1_markovized_a0.00_reciprocal,markovized,2,0.5,0.11679599082185882,0.32916194592451103,-0.21236595510265222,0.03524339572694455,0.048896714919215295,0.0429953484050028
V12_discovery,memory_n16_ring_g1_markovized_a0.00_reciprocal,markovized,3,0.5,0.09211966395664273,0.23260433374402595,-0.14048466978738322,0.03524339572694455,0.048896714919215295,0.0429953484050028
V12_discovery,memory_n16_ring_g1_markovized_a0.00_reciprocal,markovized,4,0.5,0.07970324447200007,0.17497656520040722,-0.09527332072840715,0.03524339572694455,0.048896714919215295,0.0429953484050028
V12_discovery,memory_n16_ring_g1_markovized_a0.80_forward,markovized,2,0.5,0.11757723490762381,0.24999931704501968,-0.13242208213739587,0.06487949978916753,0.027930982846425954,0.014276062982836644
V12_discovery,memory_n16_ring_g1_markovized_a0.80_forward,markovized,3,0.5,0.09734539266679455,0.1930445488771071,-0.09569915621031254,0.06487949978916753,0.027930982846425954,0.014276062982836644
V12_discovery,memory_n16_ring_g1_markovized_a0.80_forward,markovized,4,0.5,0.07863278139751284,0.16237530466956096,-0.08374252327204812,0.06487949978916753,0.027930982846425954,0.014276062982836644
V12_discovery,memory_n16_ring_g1_markovized_a0.80_transpose,markovized,2,0.5,0.10427506468714264,0.30198282210091587,-0.19770775741377322,0.022964953105369515,0.0461703439673555,0.03877575463969634
V12_discovery,memory_n16_ring_g1_markovized_a0.80_transpose,markovized,3,0.5,0.08072869852832756,0.2231641984530716,-0.14243549992474402,0.022964953105369515,0.0461703439673555,0.03877575463969634
V12_discovery,memory_n16_ring_g1_markovized_a0.80_transpose,markovized,4,0.5,0.07123727099772954,0.17376366295819248,-0.10252639196046294,0.022964953105369515,0.0461703439673555,0.03877575463969634
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.00_reciprocal,persistent_memory,2,0.5,0.10607291063002436,0.15718343215387862,-0.05111052152385426,0.029165141198184585,0.015833372062228887,0.007104785935429002
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.00_reciprocal,persistent_memory,3,0.5,0.0769028602067677,0.1453380885841893,-0.06843522837742161,0.029165141198184585,0.015833372062228887,0.007104785935429002
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.00_reciprocal,persistent_memory,4,0.5,0.06202805538625588,0.13401791347585376,-0.07198985808959787,0.029165141198184585,0.015833372062228887,0.007104785935429002
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.80_forward,persistent_memory,2,0.5,0.098837091714086,0.1566202297019686,-0.057783137987882593,0.03942906445096318,0.015833372062228887,0.007104785935429002
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.80_forward,persistent_memory,3,0.5,0.07690286020676766,0.14285032846117113,-0.06594746825440347,0.03942906445096318,0.015833372062228887,0.007104785935429002
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.80_forward,persistent_memory,4,0.5,0.06202805538625588,0.13237905909281736,-0.07035100370656147,0.03942906445096318,0.015833372062228887,0.007104785935429002
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.80_transpose,persistent_memory,2,0.5,0.10570839890964631,0.17830941495764158,-0.07260101604799526,0.02977879159139446,0.017236923888917233,0.013535923272384419
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.80_transpose,persistent_memory,3,0.5,0.07976722888019278,0.16125434972401145,-0.08148712084381868,0.02977879159139446,0.017236923888917233,0.013535923272384419
V12_discovery,memory_n16_ring_g1_persistent_memory_a0.80_transpose,persistent_memory,4,0.5,0.0657289403476647,0.14252601245935967,-0.07679707211169497,0.02977879159139446,0.017236923888917233,0.013535923272384419
V12_discovery,memory_n8_modular_g0_markovized_a0.00_reciprocal,markovized,2,0.5,0.10680952806495511,0.10346084317730135,0.0033486848876537606,0.030516388297347277,0.02256850248490106,0.0015171214450356123
V12_discovery,memory_n8_modular_g0_markovized_a0.00_reciprocal,markovized,3,0.5,0.07473552984136804,0.0948164400884458,-0.020080910247077755,0.030516388297347277,0.02256850248490106,0.0015171214450356123
V12_discovery,memory_n8_modular_g0_markovized_a0.00_reciprocal,markovized,4,0.5,0.059384448036114035,0.0990329683554277,-0.039648520319313665,0.030516388297347277,0.02256850248490106,0.0015171214450356123
V12_discovery,memory_n8_modular_g0_markovized_a0.80_forward,markovized,2,0.5,0.10534638384488723,0.1597666196843074,-0.054420235839420156,0.05400034485388116,0.025996354276545338,0.006351465468293465
V12_discovery,memory_n8_modular_g0_markovized_a0.80_forward,markovized,3,0.5,0.08673254910537709,0.14351093695474915,-0.05677838784937206,0.05400034485388116,0.025996354276545338,0.006351465468293465
V12_discovery,memory_n8_modular_g0_markovized_a0.80_forward,markovized,4,0.5,0.07087821217213613,0.1386719480105232,-0.06779373583838708,0.05400034485388116,0.025996354276545338,0.006351465468293465
V12_discovery,memory_n8_modular_g0_markovized_a0.80_transpose,markovized,2,0.5,0.10755644784163312,0.04137981367976538,0.06617663416186775,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g0_markovized_a0.80_transpose,markovized,3,0.5,0.06914343075533555,0.041377661752211574,0.027765769003123976,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g0_markovized_a0.80_transpose,markovized,4,0.5,0.046749459092260005,0.047163789570650295,-0.00041433047839029014,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.00_reciprocal,persistent_memory,2,0.5,0.11157975026452735,0.14854201812226767,-0.036962267857740316,0.039073729586429774,0.03330360015550672,0.01584801459384798
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.00_reciprocal,persistent_memory,3,0.5,0.07899851404087552,0.14220743394819307,-0.06320891990731756,0.039073729586429774,0.03330360015550672,0.01584801459384798
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.00_reciprocal,persistent_memory,4,0.5,0.06329386810888298,0.13195479875275767,-0.0686609306438747,0.039073729586429774,0.03330360015550672,0.01584801459384798
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.80_forward,persistent_memory,2,0.5,0.11957684774618887,0.1314147495492826,-0.011837901803093714,0.0348324957042746,0.028084729608587097,0.009011417332783996
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.80_forward,persistent_memory,3,0.5,0.08673254910537709,0.11937456385691857,-0.03264201475154148,0.0348324957042746,0.028084729608587097,0.009011417332783996
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.80_forward,persistent_memory,4,0.5,0.07087821217213613,0.1166973326498244,-0.04581912047768827,0.0348324957042746,0.028084729608587097,0.009011417332783996
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.80_transpose,persistent_memory,2,0.5,0.12039586725129968,0.08813176163896712,0.03226410561233256,0.0440294645732447,0.0027442775873951202,0.003354585410230679
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.80_transpose,persistent_memory,3,0.5,0.08165361604965675,0.08352815017430772,-0.0018745341246509672,0.0440294645732447,0.0027442775873951202,0.003354585410230679
V12_discovery,memory_n8_modular_g0_persistent_memory_a0.80_transpose,persistent_memory,4,0.5,0.059384448036114014,0.08456272872741113,-0.02517828069129712,0.0440294645732447,0.0027442775873951202,0.003354585410230679
V12_discovery,memory_n8_modular_g1_markovized_a0.00_reciprocal,markovized,2,0.5,0.06233261212301332,0.05685643755667316,0.005476174566340156,0.04509713626549166,0.004020324714431841,0.004975002360012838
V12_discovery,memory_n8_modular_g1_markovized_a0.00_reciprocal,markovized,3,0.5,0.053404764032477556,0.05597659347982227,-0.0025718294473447145,0.04509713626549166,0.004020324714431841,0.004975002360012838
V12_discovery,memory_n8_modular_g1_markovized_a0.00_reciprocal,markovized,4,0.5,0.0356031760216517,0.0638285955473893,-0.0282254195257376,0.04509713626549166,0.004020324714431841,0.004975002360012838
V12_discovery,memory_n8_modular_g1_markovized_a0.80_forward,markovized,2,0.5,0.061034016037117195,0.13301994647443918,-0.07198593043732199,0.04864642215608907,0.008017624794545411,0.009527026330549554
V12_discovery,memory_n8_modular_g1_markovized_a0.80_forward,markovized,3,0.5,0.05161265785689105,0.12338477479514104,-0.07177211693824999,0.04864642215608907,0.008017624794545411,0.009527026330549554
V12_discovery,memory_n8_modular_g1_markovized_a0.80_forward,markovized,4,0.5,0.033952697663032085,0.12489075481134439,-0.0909380571483123,0.04864642215608907,0.008017624794545411,0.009527026330549554
V12_discovery,memory_n8_modular_g1_markovized_a0.80_transpose,markovized,2,0.5,0.061034016037117195,0.12545171981727932,-0.06441770378016212,0.05576021173112705,0.016739147316961994,0.02060287379580617
V12_discovery,memory_n8_modular_g1_markovized_a0.80_transpose,markovized,3,0.5,0.05161265785689105,0.1267329087199358,-0.07512025086304476,0.05576021173112705,0.016739147316961994,0.02060287379580617
V12_discovery,memory_n8_modular_g1_markovized_a0.80_transpose,markovized,4,0.5,0.033952697663032085,0.1215846114625368,-0.08763191379950472,0.05576021173112705,0.016739147316961994,0.02060287379580617
V12_discovery,memory_n8_modular_g1_persistent_memory_a0.00_reciprocal,persistent_memory,2,0.5,0.0636876689082962,0.01820269242058495,0.04548497648771126,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g1_persistent_memory_a0.00_reciprocal,persistent_memory,3,0.5,0.05532579870990481,0.023507561766760218,0.03181823694314459,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g1_persistent_memory_a0.00_reciprocal,persistent_memory,4,0.5,0.03742231640232004,0.02708166993876116,0.010340646463558884,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g1_persistent_memory_a0.80_forward,persistent_memory,2,0.5,0.0636876689082962,0.021892403650723223,0.04179526525757298,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g1_persistent_memory_a0.80_forward,persistent_memory,3,0.5,0.05532579870990481,0.02107628990186328,0.034249508808041534,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g1_persistent_memory_a0.80_forward,persistent_memory,4,0.5,0.03742231640232004,0.026761131986695382,0.01066118441562466,0.0417178816080679,0.0,0.0
V12_discovery,memory_n8_modular_g1_persistent_memory_a0.80_transpose,persistent_memory,2,0.5,0.0636876689082962,0.018856923229825552,0.04483074567847065,0.0417178816080679,0.0,0.0
