regime_comparison,alpha,irreversibility,markov_cmi,persistence,n
markovized,0.0,-0.00874329305666785,0.007468613203273437,8.543534337903388,8
markovized,0.8,-0.0259642731289034,0.008559055822868162,11.641131246692614,8
persistent memory,0.0,0.0010246345391753623,0.00222516447011335,10.06195191669124,8
persistent memory,0.8,-0.003999435434383814,0.0030555913791769813,10.414488857106562,8
