n_agents,alpha,mean,ci_low,ci_high,independent_panels,cluster_bootstrap_replicates
8.0,0.0,1.4369531833943298e-29,2.8671532363787794e-30,2.972075443435999e-29,16,10000
8.0,0.2,1.7800515938597947e-29,5.7257730984711544e-30,3.437135204692356e-29,16,10000
8.0,0.5,3.8857817079520194e-28,6.998504334940495e-30,1.1422040539946767e-27,16,10000
8.0,0.8,3.9136815388069217e-28,9.768035819417808e-30,1.1442112646314792e-27,16,10000
16.0,0.0,0.002692677178108106,1.1539769634294195e-28,0.008078031534324319,16,10000
16.0,0.2,0.001346338589054053,8.107229742530179e-29,0.004039015767162159,16,10000
16.0,0.5,2.645050031667147e-28,5.535342736456375e-29,5.538458419865403e-28,16,10000
16.0,0.8,0.0035635477364624807,0.0008955412857705343,0.00696029492622612,16,10000
