n_agents,alpha,order,susceptibility,irreversibility,n
8.0,0.0,0.13736979166666663,0.1236425088652482,-0.02576406998533392,16
8.0,0.2,0.13639322916666663,0.1363170434397163,-0.02794880894365084,16
8.0,0.5,0.12060546874999997,0.13770916445035458,-0.020597213752953328,16
8.0,0.8,0.1126302083333333,0.12261746453900706,-0.019696170294610977,16
16.0,0.0,0.09082031249999997,0.11316132127192978,-0.057759052282030786,16
16.0,0.2,0.09549967447916663,0.1164739240679824,-0.05798586740656995,16
16.0,0.5,0.09171549479166663,0.1079170093201754,-0.0597332613136921,16
16.0,0.8,0.09379069010416663,0.1253263774671052,-0.0653448131439383,16
