panel_id,rank,source_state,target_state,current,state_representation
collective_n16_modular_k0.80_t0.85_g0_a0.00_reciprocal,1,0,3,-2.775557561562892e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.00_reciprocal,2,2,3,2.168404344971009e-17,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.00_reciprocal,3,1,2,2.818925648462312e-18,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_forward,1,0,3,0.0101351351351352,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_forward,2,1,3,-0.010135135135135,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_forward,3,0,1,-0.0101351351351349,predeclared_macrostate
collective_n16_modular_k0.80_t0.85_g0_a0.80_forward,4,2,3,-1.5612511283791264e-17,predeclared_macrostate
