family,n_agents,topology,alpha,sampling_temperature,belief_correlation_distance_1,belief_correlation_distance_2,belief_susceptibility,belief_integrated_autocorrelation_time_updates,initial_condition
collective_network,16.0,modular,0.5,0.5,0.0298188368668929,0.017614008777774,0.1779605263157894,22.782023948139305,disordered
collective_network,16.0,modular,0.5,0.5,0.0199652235813765,0.0192081749885466,0.2260690789473684,25.00427235601244,disordered
collective_network,16.0,modular,0.8,0.5,-0.0035724403381196,0.0124207272130054,0.1405427631578947,19.001626737853854,disordered
collective_network,16.0,modular,0.8,0.5,0.0199652235813765,0.0192081749885466,0.2260690789473684,25.00427235601244,disordered
collective_network,16.0,modular,0.0,0.5,0.0,0.0196378147459616,0.2929824561403508,26.016841011628184,disordered
collective_network,16.0,modular,0.2,0.5,0.0,0.0196378147459616,0.2929824561403508,26.016841011628184,disordered
collective_network,16.0,modular,0.2,0.5,0.0,0.0114612918658231,0.0624725877192982,28.81236666968762,disordered
collective_network,16.0,modular,0.5,0.5,0.0,0.0196378147459616,0.1912006578947368,30.362210358899844,disordered
collective_network,16.0,modular,0.5,0.5,0.0,0.0196378147459616,0.1769462719298245,29.388051870168532,disordered
collective_network,16.0,modular,0.8,0.5,0.0202811436148158,0.0064921267148219,0.1762061403508772,29.25173026414917,disordered
collective_network,16.0,modular,0.8,0.5,0.0,-0.0057771719027476,0.1381578947368421,21.32105011254329,disordered
collective_network,16.0,modular,0.0,0.85,-0.016733736018802,0.0,0.0384868421052631,9.95608893352508,disordered
collective_network,16.0,modular,0.2,0.85,-0.016733736018802,0.0,0.0384868421052631,9.95608893352508,disordered
collective_network,16.0,modular,0.2,0.85,-0.016733736018802,0.0,0.0384868421052631,9.95608893352508,disordered
collective_network,16.0,modular,0.5,0.85,-0.016733736018802,0.0,0.0384868421052631,9.95608893352508,disordered
collective_network,16.0,modular,0.5,0.85,-0.0137250024556628,0.0,0.0736842105263157,7.771288918424224,disordered
collective_network,16.0,modular,0.8,0.85,-0.0173902085910063,0.0,0.0368146929824561,9.212046161332566,disordered
collective_network,16.0,modular,0.8,0.85,-0.0173902085910063,0.0,0.0368146929824561,9.212046161332566,disordered
collective_network,16.0,modular,0.0,0.85,-0.013421161227657,-0.0015364206363917,0.0569078947368421,11.791902121456731,disordered
collective_network,16.0,modular,0.2,0.85,-0.013421161227657,-0.0015364206363917,0.0569078947368421,11.791902121456731,disordered
collective_network,16.0,modular,0.2,0.85,-0.0196617254022625,0.0,0.031469298245614,12.938930619963736,disordered
collective_network,16.0,modular,0.5,0.85,-0.0196617254022625,0.0,0.031469298245614,12.938930619963736,disordered
collective_network,16.0,modular,0.5,0.85,-0.0196617254022625,0.0,0.031469298245614,12.938930619963736,disordered
collective_network,16.0,modular,0.8,0.85,-0.0060447142302463,-0.0033524944837196,0.1069901315789473,14.134284511032346,disordered
collective_network,16.0,modular,0.8,0.85,0.0,0.0,0.0401041666666666,19.37931102289391,disordered
collective_network,16.0,ring,0.0,0.5,0.0041491874958138,-0.0069559266423289,0.0732456140350877,7.363344311711448,disordered
collective_network,16.0,ring,0.2,0.5,0.009214914849395,-0.0020788709262248,0.1302357456140351,11.299908015802242,disordered
collective_network,16.0,ring,0.2,0.5,0.0041491874958138,-0.0069559266423289,0.0473410087719298,4.297568625303264,disordered
collective_network,16.0,ring,0.5,0.5,0.0167390306672556,-0.0026312582595326,0.0933936403508771,9.876222537855543,disordered
collective_network,16.0,ring,0.5,0.5,0.0232345259541629,-0.0844632185781718,0.055235745614035,7.503519231170035,disordered
collective_network,16.0,ring,0.8,0.5,0.0167390306672556,-0.0179449326919606,0.1583059210526315,15.28939328484361,disordered
collective_network,16.0,ring,0.8,0.5,0.0,0.0114226781647747,0.1963815789473684,22.798462698322822,disordered
collective_network,16.0,ring,0.0,0.5,0.0,0.0,0.0999725877192982,21.762305528650604,disordered
collective_network,16.0,ring,0.2,0.5,0.0,0.0,0.0539199561403508,12.454689448627692,disordered
collective_network,16.0,ring,0.2,0.5,0.0,0.0,0.167077850877193,22.955706845262306,disordered
collective_network,16.0,ring,0.5,0.5,0.0,0.0,0.0762061403508772,11.975811992171383,disordered
collective_network,16.0,ring,0.5,0.5,0.0,0.0,0.167077850877193,22.955706845262306,disordered
collective_network,16.0,ring,0.8,0.5,0.0,0.0,0.0762061403508772,11.975811992171383,disordered
collective_network,16.0,ring,0.8,0.5,0.0,0.0,0.1471217105263157,21.82563396103505,disordered
collective_network,16.0,ring,0.0,0.85,-0.0262352170425996,0.0,0.042516447368421,6.966849030221735,disordered
collective_network,16.0,ring,0.2,0.85,-0.0262352170425996,0.0,0.031469298245614,7.332740019135226,disordered
collective_network,16.0,ring,0.2,0.85,0.0,0.0,0.0295778508771929,11.888284981260137,disordered
collective_network,16.0,ring,0.5,0.85,-0.0262352170425996,0.0,0.056140350877193,16.936088231503568,disordered
collective_network,16.0,ring,0.5,0.85,0.0,0.0,0.0148026315789473,6.103806671804234,disordered
collective_network,16.0,ring,0.8,0.85,-0.0262352170425996,0.0,0.056140350877193,16.936088231503568,disordered
collective_network,16.0,ring,0.8,0.85,0.0,0.0,0.0148026315789473,6.103806671804234,disordered
collective_network,16.0,ring,0.0,0.85,0.0,-0.0099855751313126,0.0521929824561403,11.803504429609404,disordered
collective_network,16.0,ring,0.2,0.85,0.0,-0.0099855751313126,0.0521929824561403,11.803504429609404,disordered
collective_network,16.0,ring,0.2,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,16.0,ring,0.5,0.85,0.0,-0.0099855751313126,0.0521929824561403,11.803504429609404,disordered
collective_network,16.0,ring,0.5,0.85,0.0,0.0,0.0148026315789473,5.757173515825773,disordered
collective_network,16.0,ring,0.8,0.85,0.0,-0.0219452150992744,0.0756304824561403,19.79225779043908,disordered
collective_network,16.0,ring,0.8,0.85,0.0,0.0,0.0148026315789473,5.757173515825773,disordered
collective_network,16.0,ring,0.0,0.5,-0.0440010013813864,0.1301079098980058,0.2359375,14.319341930144612,disordered
collective_network,16.0,ring,0.2,0.5,-0.0178345139386988,0.0,0.2157620614035087,24.138889109584547,disordered
collective_network,16.0,ring,0.2,0.5,-0.0440010013813864,0.1301079098980058,0.2420778508771929,16.64251923226822,disordered
collective_network,16.0,ring,0.5,0.5,-0.0280745266489605,0.0,0.0709429824561403,16.43324528545137,disordered
collective_network,16.0,ring,0.5,0.5,-0.0440010013813864,0.1301079098980058,0.2651041666666666,17.387641773529545,disordered
collective_network,16.0,ring,0.8,0.5,-0.0280745266489605,0.0,0.0709429824561403,16.43324528545137,disordered
collective_network,16.0,ring,0.8,0.5,-0.0153443118962522,0.1001783287058924,0.2387883771929825,13.894963833438233,disordered
collective_network,16.0,ring,0.0,0.5,-0.0180997524975015,-0.0281359567066887,0.0684210526315789,20.39182678793648,disordered
collective_network,16.0,ring,0.2,0.5,0.0241201557808737,0.0,0.1229989035087718,26.148708962367905,disordered
collective_network,16.0,ring,0.2,0.5,0.0265780107792142,-0.0281359567066887,0.2048245614035087,30.42887588744506,disordered
collective_network,16.0,ring,0.5,0.5,0.0495460124931973,0.0,0.2214638157894737,33.08371215915329,disordered
collective_network,16.0,ring,0.5,0.5,0.0320948770360149,-0.0230061830751108,0.2174342105263157,29.552375684765885,disordered
collective_network,16.0,ring,0.8,0.5,0.0323899234771732,0.0,0.1604166666666666,29.40611197647339,disordered
collective_network,16.0,ring,0.8,0.5,0.0801381463585555,0.0256551385020455,0.4223684210526315,30.26597922824392,disordered
collective_network,16.0,ring,0.0,0.85,0.0,0.0538515442612393,0.1523848684210526,21.722795662504705,disordered
collective_network,16.0,ring,0.2,0.85,0.0,0.0538515442612393,0.1523848684210526,21.722795662504705,disordered
collective_network,16.0,ring,0.2,0.85,0.0,0.0538515442612393,0.1523848684210526,21.722795662504705,disordered
collective_network,16.0,ring,0.5,0.85,0.0,0.0538515442612393,0.1493146929824561,17.067453953611267,disordered
collective_network,16.0,ring,0.5,0.85,0.0,0.0148511076973344,0.0622532894736842,19.48037076799445,disordered
collective_network,16.0,ring,0.8,0.85,0.0,0.0538515442612393,0.1493146929824561,17.067453953611267,disordered
collective_network,16.0,ring,0.8,0.85,0.0,0.0055045190159545,0.0498903508771929,10.068761060866708,disordered
collective_network,16.0,ring,0.0,0.85,0.0,0.0,0.0674342105263157,18.311066436358807,disordered
collective_network,16.0,ring,0.2,0.85,0.0,0.0,0.1472587719298245,21.255611785461472,disordered
collective_network,16.0,ring,0.2,0.85,0.0,0.0,0.0674342105263157,18.311066436358807,disordered
collective_network,16.0,ring,0.5,0.85,0.0,0.0,0.2808936403508772,20.293703782699545,disordered
collective_network,16.0,ring,0.5,0.85,0.0,0.0,0.0100877192982456,3.9139321102732976,disordered
collective_network,16.0,ring,0.8,0.85,0.0,0.0,0.4121710526315789,23.773242297071867,disordered
collective_network,16.0,ring,0.8,0.85,0.0,0.0,0.0170778508771929,6.642624129599255,disordered
collective_network,8.0,modular,0.0,0.5,0.039155957824947,0.0,0.2047872340425532,12.60490869142961,disordered
collective_network,8.0,modular,0.2,0.5,0.039155957824947,0.0,0.2047872340425532,12.60490869142961,disordered
collective_network,8.0,modular,0.2,0.5,0.039155957824947,0.0,0.2047872340425532,12.60490869142961,disordered
collective_network,8.0,modular,0.5,0.5,0.039155957824947,0.0,0.2047872340425532,12.60490869142961,disordered
collective_network,8.0,modular,0.5,0.5,0.039155957824947,0.0,0.2047872340425532,12.60490869142961,disordered
collective_network,8.0,modular,0.8,0.5,0.039155957824947,0.0,0.2047872340425532,12.60490869142961,disordered
collective_network,8.0,modular,0.8,0.5,0.0,0.0,0.1054964539007091,13.770695359483913,disordered
collective_network,8.0,modular,0.0,0.5,-0.0054360672754453,-0.0218087171471404,0.1114804964539007,6.761949632332718,disordered
collective_network,8.0,modular,0.2,0.5,-0.0077999960777172,-0.0181439343349326,0.1540336879432624,11.666401635007746,disordered
collective_network,8.0,modular,0.2,0.5,-0.0054360672754453,-0.0218087171471404,0.1114804964539007,6.761949632332718,disordered
collective_network,8.0,modular,0.5,0.5,-0.0164144453071265,-0.004789012036835,0.1879432624113474,14.06684934615448,disordered
collective_network,8.0,modular,0.5,0.5,-0.1238538984805622,0.0119309623507143,0.0777925531914893,4.133557161309243,disordered
collective_network,8.0,modular,0.8,0.5,-0.0164144453071265,-0.004789012036835,0.1879432624113474,14.06684934615448,disordered
collective_network,8.0,modular,0.8,0.5,-0.1238538984805622,0.0119309623507143,0.0777925531914893,4.133557161309243,disordered
collective_network,8.0,modular,0.0,0.85,-0.0075376276054239,-0.004594315386833,0.1575797872340425,5.897977757784024,disordered
collective_network,8.0,modular,0.2,0.85,-0.0075376276054239,-0.004594315386833,0.1575797872340425,5.897977757784024,disordered
collective_network,8.0,modular,0.2,0.85,-0.0075376276054239,-0.004594315386833,0.1575797872340425,5.897977757784024,disordered
collective_network,8.0,modular,0.5,0.85,-0.0075376276054239,-0.004594315386833,0.1575797872340425,5.897977757784024,disordered
collective_network,8.0,modular,0.5,0.85,-0.0075376276054239,-0.004594315386833,0.1575797872340425,5.897977757784024,disordered
collective_network,8.0,modular,0.8,0.85,-0.0428711129181749,0.0300079678855585,0.3049645390070922,8.128105371810626,disordered
collective_network,8.0,modular,0.8,0.85,-0.0075376276054239,-0.004594315386833,0.1575797872340425,5.897977757784024,disordered
collective_network,8.0,modular,0.0,0.85,0.0,0.0,0.1008421985815603,12.929970980362928,disordered
collective_network,8.0,modular,0.2,0.85,0.0,0.0,0.1008421985815603,12.929970980362928,disordered
collective_network,8.0,modular,0.2,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,modular,0.5,0.85,0.0,0.0,0.1008421985815603,12.929970980362928,disordered
collective_network,8.0,modular,0.5,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,modular,0.8,0.85,0.0,0.0,0.1008421985815603,12.929970980362928,disordered
collective_network,8.0,modular,0.8,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,modular,0.0,0.5,0.0,-0.0348733360833736,0.0842198581560283,8.052369299565877,disordered
collective_network,8.0,modular,0.2,0.5,0.0,-0.0348733360833736,0.0842198581560283,8.052369299565877,disordered
collective_network,8.0,modular,0.2,0.5,0.0,-0.0348733360833736,0.0842198581560283,8.052369299565877,disordered
collective_network,8.0,modular,0.5,0.5,0.0,-0.0348733360833736,0.0842198581560283,8.052369299565877,disordered
collective_network,8.0,modular,0.5,0.5,0.0,-0.0348733360833736,0.0842198581560283,8.052369299565877,disordered
collective_network,8.0,modular,0.8,0.5,0.0,-0.0348733360833736,0.0842198581560283,8.052369299565877,disordered
collective_network,8.0,modular,0.8,0.5,0.0,-0.0348733360833736,0.0842198581560283,8.052369299565877,disordered
collective_network,8.0,modular,0.0,0.5,0.0447903208238808,-0.0390135538566604,0.1773049645390071,5.063869220353613,disordered
collective_network,8.0,modular,0.2,0.5,0.0447903208238808,-0.0390135538566604,0.1773049645390071,5.063869220353613,disordered
collective_network,8.0,modular,0.2,0.5,0.0,-0.007704901136274,0.1256648936170212,6.002729580102362,disordered
collective_network,8.0,modular,0.5,0.5,0.0447903208238808,0.0,0.1595744680851064,8.320402161461327,disordered
collective_network,8.0,modular,0.5,0.5,-0.0062355968168302,-0.0237743519366373,0.1274379432624113,7.799977189863495,disordered
collective_network,8.0,modular,0.8,0.5,0.0447903208238808,0.0,0.1595744680851064,8.320402161461327,disordered
collective_network,8.0,modular,0.8,0.5,-0.0062355968168302,-0.0237743519366373,0.1274379432624113,7.799977189863495,disordered
collective_network,8.0,modular,0.0,0.85,0.0171737530824742,-0.0290909589771722,0.1622340425531915,9.402842003088958,disordered
collective_network,8.0,modular,0.2,0.85,0.0847541157260055,-0.0177429427396321,0.4075797872340425,9.97892733780591,disordered
collective_network,8.0,modular,0.2,0.85,0.0171737530824742,-0.0290909589771722,0.1622340425531915,9.402842003088958,disordered
collective_network,8.0,modular,0.5,0.85,0.0847541157260055,-0.0177429427396321,0.4075797872340425,9.97892733780591,disordered
collective_network,8.0,modular,0.5,0.85,0.0171737530824742,0.0,0.1753102836879432,9.573744064566744,disordered
collective_network,8.0,modular,0.8,0.85,0.0749043350428437,-0.0342940437666007,0.375,9.637398469099136,disordered
collective_network,8.0,modular,0.8,0.85,0.0243975018237133,0.0,0.2234042553191489,13.506257732418172,disordered
collective_network,8.0,modular,0.0,0.85,0.0,-0.0504733033179529,0.0104166666666666,1.0,disordered
collective_network,8.0,modular,0.2,0.85,0.0,-0.0199368520628367,0.1134751773049645,12.688453710005284,disordered
collective_network,8.0,modular,0.2,0.85,0.0,-0.0504733033179529,0.0104166666666666,1.0,disordered
collective_network,8.0,modular,0.5,0.85,0.0,-0.0504733033179529,0.0104166666666666,1.0,disordered
collective_network,8.0,modular,0.5,0.85,0.0,0.0,0.0299202127659574,3.0487203206907183,disordered
collective_network,8.0,modular,0.8,0.85,0.0,-0.0504733033179529,0.0104166666666666,1.0,disordered
collective_network,8.0,modular,0.8,0.85,0.0,-0.0199368520628367,0.1134751773049645,12.688453710005284,disordered
collective_network,8.0,ring,0.0,0.5,0.0,0.0,0.0476507092198581,4.77893493809076,disordered
collective_network,8.0,ring,0.2,0.5,0.0,0.0,0.0476507092198581,4.77893493809076,disordered
collective_network,8.0,ring,0.2,0.5,0.0,0.0,0.0476507092198581,4.77893493809076,disordered
collective_network,8.0,ring,0.5,0.5,0.0,0.0,0.0476507092198581,4.77893493809076,disordered
collective_network,8.0,ring,0.5,0.5,0.0,0.0,0.0476507092198581,4.77893493809076,disordered
collective_network,8.0,ring,0.8,0.5,0.0,0.0,0.0476507092198581,4.77893493809076,disordered
collective_network,8.0,ring,0.8,0.5,0.0,0.0,0.0476507092198581,4.77893493809076,disordered
collective_network,8.0,ring,0.0,0.5,0.0721687836487032,0.0,0.2969858156028369,15.002540068396414,disordered
collective_network,8.0,ring,0.2,0.5,-0.0118162468457668,-0.0235388617860846,0.1894946808510638,14.304635150241928,disordered
collective_network,8.0,ring,0.2,0.5,0.0721687836487032,0.0,0.2969858156028369,15.002540068396414,disordered
collective_network,8.0,ring,0.5,0.5,0.0106515798846249,-0.0167720346309816,0.2586436170212766,14.86174310538004,disordered
collective_network,8.0,ring,0.5,0.5,0.0721687836487032,0.0,0.2969858156028369,15.002540068396414,disordered
collective_network,8.0,ring,0.8,0.5,-0.0258036685917852,-0.0167720346309816,0.1859485815602837,14.630936478191076,disordered
collective_network,8.0,ring,0.8,0.5,0.0721687836487032,0.0,0.2969858156028369,15.002540068396414,disordered
collective_network,8.0,ring,0.0,0.85,0.0,0.0,0.0476507092198581,4.62784261955658,disordered
collective_network,8.0,ring,0.2,0.85,0.0,0.0,0.0476507092198581,4.62784261955658,disordered
collective_network,8.0,ring,0.2,0.85,-0.0190623212915755,0.0,0.1008421985815603,4.776206969102436,disordered
collective_network,8.0,ring,0.5,0.85,0.0,0.0,0.0709219858156028,7.420923851375342,disordered
collective_network,8.0,ring,0.5,0.85,-0.0190623212915755,0.0,0.1008421985815603,4.776206969102436,disordered
collective_network,8.0,ring,0.8,0.85,0.0,0.0,0.0299202127659574,3.0487203206907183,disordered
collective_network,8.0,ring,0.8,0.85,0.0,0.0,0.0957446808510638,4.553387716199927,disordered
collective_network,8.0,ring,0.0,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.2,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.2,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.5,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.5,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.8,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.8,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.0,0.5,0.0,0.0,0.1134751773049645,15.11621854865817,disordered
collective_network,8.0,ring,0.2,0.5,0.0,0.0,0.3962765957446808,18.472163047788904,disordered
collective_network,8.0,ring,0.2,0.5,0.0,0.0,0.1134751773049645,15.11621854865817,disordered
collective_network,8.0,ring,0.5,0.5,0.0,0.0,0.4980053191489361,17.37340934687899,disordered
collective_network,8.0,ring,0.5,0.5,0.0,0.0,0.1134751773049645,15.11621854865817,disordered
collective_network,8.0,ring,0.8,0.5,0.0,0.0,0.1274379432624113,17.065472142714103,disordered
collective_network,8.0,ring,0.8,0.5,0.0,0.0,0.1134751773049645,15.11621854865817,disordered
collective_network,8.0,ring,0.0,0.5,-0.0314778280466837,0.0775217091182552,0.2544326241134751,10.438575530525965,disordered
collective_network,8.0,ring,0.2,0.5,-0.0314778280466837,0.0775217091182552,0.2544326241134751,10.438575530525965,disordered
collective_network,8.0,ring,0.2,0.5,-0.038248175059184,0.0637995152901689,0.2473404255319149,12.099008204779226,disordered
collective_network,8.0,ring,0.5,0.5,-0.0314778280466837,0.0775217091182552,0.2544326241134751,10.438575530525965,disordered
collective_network,8.0,ring,0.5,0.5,-0.038248175059184,0.0637995152901689,0.2473404255319149,12.099008204779226,disordered
collective_network,8.0,ring,0.8,0.5,-0.0314778280466837,0.0775217091182552,0.2544326241134751,10.438575530525965,disordered
collective_network,8.0,ring,0.8,0.5,0.0853912563829966,-0.013335873741727,0.1773049645390071,5.875211209832985,disordered
collective_network,8.0,ring,0.0,0.85,0.0,-0.0133707046825174,0.0957446808510638,6.916415184764326,disordered
collective_network,8.0,ring,0.2,0.85,0.0,0.0,0.0203900709219858,2.0194264569842746,disordered
collective_network,8.0,ring,0.2,0.85,0.0,-0.0217597069944622,0.1134751773049645,9.934864748126786,disordered
collective_network,8.0,ring,0.5,0.85,0.0,0.0,0.0104166666666666,1.0,disordered
collective_network,8.0,ring,0.5,0.85,0.0,-0.0370218048599432,0.1256648936170212,7.606449673983007,disordered
collective_network,8.0,ring,0.8,0.85,0.0,0.0,0.0636081560283688,6.124964410759006,disordered
collective_network,8.0,ring,0.8,0.85,0.0,-0.0463099108521842,0.1274379432624113,6.580920198174303,disordered
collective_network,8.0,ring,0.0,0.85,0.0,0.0,0.1134751773049645,5.451352074626173,disordered
collective_network,8.0,ring,0.2,0.85,0.0,0.0,0.1167996453900709,6.523592480638964,disordered
collective_network,8.0,ring,0.2,0.85,0.0,0.0,0.1134751773049645,5.451352074626173,disordered
collective_network,8.0,ring,0.5,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.5,0.85,0.0,0.0474098920018983,0.1646719858156028,8.77665958512776,disordered
collective_network,8.0,ring,0.8,0.85,0.0,0.0,0.0,1.0,disordered
collective_network,8.0,ring,0.8,0.85,0.0,-0.0047077723572169,0.0390070921985815,2.389958792363972,disordered
relaxation,16.0,ring,0.0,0.5,-0.0096410956537724,-0.1018657623150966,0.125,10.561239857573586,disordered
relaxation,16.0,ring,0.8,0.5,0.0028400791092115,-0.1484561121277425,0.1998031496062992,16.342695896145386,disordered
relaxation,16.0,ring,0.8,0.5,0.0011371148424342,-0.1155364752725347,0.0845072588582677,13.31786372703567,disordered
relaxation,16.0,ring,0.0,0.5,0.0165967437421955,-0.0335089419451495,0.0517808809055118,22.67324406526427,disordered
relaxation,16.0,ring,0.8,0.5,0.0120311081299328,-0.0414841573939415,0.0383858267716535,15.76665816594971,disordered
relaxation,16.0,ring,0.8,0.5,-0.007868348380946,-0.049438702848487,0.0944266732283464,11.72475476707177,disordered
relaxation,16.0,ring,0.0,0.5,0.1918606255912839,0.1331130932399645,0.6849009596456693,12.061858646068211,ordered
relaxation,16.0,ring,0.8,0.5,0.1918606255912839,0.1331130932399645,0.6849009596456693,12.061858646068211,ordered
relaxation,16.0,ring,0.8,0.5,0.1918606255912839,0.1331130932399645,0.6849009596456693,12.061858646068211,ordered
relaxation,16.0,ring,0.0,0.5,0.1278559390273519,0.1401787213850437,0.6123123769685039,10.908332019029231,ordered
relaxation,16.0,ring,0.8,0.5,0.1078136395849807,0.1242021103288673,0.610236220472441,10.869726089075016,ordered
relaxation,16.0,ring,0.8,0.5,0.1278559390273519,0.1268936468196819,0.6141732283464567,11.062011487641728,ordered
relaxation,16.0,ring,0.0,0.85,0.0210952262757596,-0.0757783942880996,0.1192021407480315,29.271442888539543,disordered
relaxation,16.0,ring,0.8,0.85,0.0269915304179071,-0.0983215137494843,0.1259227362204724,13.41021421149649,disordered
relaxation,16.0,ring,0.8,0.85,0.0218456065348042,-0.0804650464507459,0.1372877706692913,27.608351266420325,disordered
relaxation,16.0,ring,0.0,0.85,-0.0670728912174414,0.0344958920542203,0.1099901574803149,17.639840928022817,disordered
relaxation,16.0,ring,0.8,0.85,-0.0524814256536815,0.0431750126886064,0.2044783464566929,24.53337954638901,disordered
relaxation,16.0,ring,0.8,0.85,-0.0725328800353958,0.0272877899560503,0.1614173228346456,20.910114862931795,disordered
relaxation,16.0,ring,0.0,0.85,0.2115375220329257,0.2023643440258523,0.5346795029527559,11.256939801668675,ordered
relaxation,16.0,ring,0.8,0.85,0.2145684024287728,0.2076323704459973,0.5599778543307087,11.361181543843566,ordered
relaxation,16.0,ring,0.8,0.85,0.2166514849936563,0.205951647766572,0.6091135580708661,12.766388993299444,ordered
relaxation,16.0,ring,0.0,0.85,0.1273481418749396,0.1096125426879973,0.4472810039370078,12.02399138399922,ordered
relaxation,16.0,ring,0.8,0.85,0.1273481418749396,0.1096125426879973,0.4472810039370078,12.02399138399922,ordered
relaxation,16.0,ring,0.8,0.85,0.1273481418749396,0.1096125426879973,0.4487573818897638,11.50702847273968,ordered
relaxation,8.0,ring,0.0,0.5,-0.0675828031689232,0.0649648995633034,0.2935267857142857,15.284660153031504,disordered
relaxation,8.0,ring,0.8,0.5,-0.0579187021255667,0.0929959989136817,0.4365079365079365,18.02742547540012,disordered
relaxation,8.0,ring,0.8,0.5,-0.0536726961452365,0.0377652888051919,0.2142857142857142,10.830815215639769,disordered
relaxation,8.0,ring,0.0,0.5,0.0,0.0153487995775341,0.1383928571428571,9.938972051769154,disordered
relaxation,8.0,ring,0.8,0.5,0.0,-0.0424086136296183,0.1622023809523809,7.062830087419545,disordered
relaxation,8.0,ring,0.8,0.5,0.0,0.0,0.0555555555555555,7.1640049763089575,disordered
