panel_id,disruption,phase,source,target,active,message_count,cross_community
C_quench_n16_g0_nominal,nominal,disruption,12,6,1,8,1
C_quench_n16_g0_nominal,nominal,disruption,12,11,1,2,0
C_quench_n16_g0_nominal,nominal,disruption,12,13,1,5,0
C_quench_n16_g0_nominal,nominal,disruption,13,4,1,8,1
C_quench_n16_g0_nominal,nominal,disruption,13,12,1,4,0
C_quench_n16_g0_nominal,nominal,disruption,13,14,1,3,0
C_quench_n16_g0_nominal,nominal,disruption,14,1,1,8,1
C_quench_n16_g0_nominal,nominal,disruption,14,13,1,2,0
C_quench_n16_g0_nominal,nominal,disruption,14,15,1,5,0
C_quench_n16_g0_nominal,nominal,disruption,15,0,1,3,1
C_quench_n16_g0_nominal,nominal,disruption,15,8,1,7,0
C_quench_n16_g0_nominal,nominal,disruption,15,14,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,0,1,1,7,0
C_quench_n16_g0_nominal,nominal,recovery,0,7,1,4,0
C_quench_n16_g0_nominal,nominal,recovery,0,15,1,4,1
C_quench_n16_g0_nominal,nominal,recovery,1,0,1,4,0
C_quench_n16_g0_nominal,nominal,recovery,1,2,1,6,0
C_quench_n16_g0_nominal,nominal,recovery,1,14,1,5,1
C_quench_n16_g0_nominal,nominal,recovery,2,1,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,2,3,1,8,0
C_quench_n16_g0_nominal,nominal,recovery,2,10,1,2,1
C_quench_n16_g0_nominal,nominal,recovery,3,2,1,6,0
C_quench_n16_g0_nominal,nominal,recovery,3,4,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,3,11,1,4,1
C_quench_n16_g0_nominal,nominal,recovery,4,3,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,4,5,1,6,0
C_quench_n16_g0_nominal,nominal,recovery,4,13,1,4,1
C_quench_n16_g0_nominal,nominal,recovery,5,4,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,5,6,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,5,8,1,5,1
C_quench_n16_g0_nominal,nominal,recovery,6,5,1,4,0
C_quench_n16_g0_nominal,nominal,recovery,6,7,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,6,12,1,6,1
C_quench_n16_g0_nominal,nominal,recovery,7,0,1,7,0
C_quench_n16_g0_nominal,nominal,recovery,7,6,1,3,0
C_quench_n16_g0_nominal,nominal,recovery,7,9,1,5,1
C_quench_n16_g0_nominal,nominal,recovery,8,5,1,3,1
C_quench_n16_g0_nominal,nominal,recovery,8,9,1,7,0
C_quench_n16_g0_nominal,nominal,recovery,8,15,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,9,7,1,3,1
C_quench_n16_g0_nominal,nominal,recovery,9,8,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,9,10,1,7,0
C_quench_n16_g0_nominal,nominal,recovery,10,2,1,3,1
C_quench_n16_g0_nominal,nominal,recovery,10,9,1,6,0
C_quench_n16_g0_nominal,nominal,recovery,10,11,1,6,0
C_quench_n16_g0_nominal,nominal,recovery,11,3,1,5,1
C_quench_n16_g0_nominal,nominal,recovery,11,10,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,11,12,1,5,0
C_quench_n16_g0_nominal,nominal,recovery,12,6,1,6,1
C_quench_n16_g0_nominal,nominal,recovery,12,11,1,6,0
C_quench_n16_g0_nominal,nominal,recovery,12,13,1,3,0
C_quench_n16_g0_nominal,nominal,recovery,13,4,1,4,1
C_quench_n16_g0_nominal,nominal,recovery,13,12,1,8,0
C_quench_n16_g0_nominal,nominal,recovery,13,14,1,3,0
C_quench_n16_g0_nominal,nominal,recovery,14,1,1,5,1
C_quench_n16_g0_nominal,nominal,recovery,14,13,1,6,0
C_quench_n16_g0_nominal,nominal,recovery,14,15,1,4,0
C_quench_n16_g0_nominal,nominal,recovery,15,0,1,7,1
C_quench_n16_g0_nominal,nominal,recovery,15,8,1,3,0
C_quench_n16_g0_nominal,nominal,recovery,15,14,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,0,1,1,8,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,0,7,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,0,15,1,1,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,1,0,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,1,2,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,1,14,1,3,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,2,1,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,2,3,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,2,10,1,6,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,3,2,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,3,4,1,8,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,3,11,1,2,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,4,3,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,4,5,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,4,13,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,5,4,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,5,6,1,8,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,5,8,1,3,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,6,5,1,9,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,6,7,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,6,12,1,1,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,7,0,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,7,6,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,7,9,1,7,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,8,5,1,7,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,8,9,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,8,15,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,9,7,1,4,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,9,8,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,9,10,1,8,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,10,2,1,10,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,10,9,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,10,11,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,11,3,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,11,10,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,11,12,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,12,6,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,12,11,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,12,13,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,13,4,1,7,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,13,12,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,13,14,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,14,1,1,6,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,14,13,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,14,15,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,15,0,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,baseline,15,8,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,baseline,15,14,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,0,1,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,0,7,1,10,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,0,15,1,3,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,1,0,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,1,2,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,1,14,1,3,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,2,1,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,2,3,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,2,10,1,7,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,3,2,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,3,4,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,3,11,1,4,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,4,3,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,4,5,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,4,13,1,9,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,5,4,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,5,6,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,5,8,1,7,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,6,5,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,6,7,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,6,12,1,8,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,7,0,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,7,6,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,7,9,1,8,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,8,5,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,8,9,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,8,15,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,9,7,1,4,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,9,8,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,9,10,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,10,2,1,7,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,10,9,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,10,11,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,11,3,1,11,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,11,10,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,11,12,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,12,6,1,8,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,12,11,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,12,13,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,13,4,1,8,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,13,12,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,13,14,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,14,1,1,8,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,14,13,1,2,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,14,15,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,15,0,1,3,1
C_quench_n16_g0_field_reversal,field_reversal,disruption,15,8,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,disruption,15,14,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,0,1,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,0,7,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,0,15,1,4,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,1,0,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,1,2,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,1,14,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,2,1,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,2,3,1,8,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,2,10,1,2,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,3,2,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,3,4,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,3,11,1,4,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,4,3,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,4,5,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,4,13,1,4,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,5,4,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,5,6,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,5,8,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,6,5,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,6,7,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,6,12,1,6,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,7,0,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,7,6,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,7,9,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,8,5,1,3,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,8,9,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,8,15,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,9,7,1,3,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,9,8,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,9,10,1,7,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,10,2,1,3,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,10,9,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,10,11,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,11,3,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,11,10,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,11,12,1,5,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,12,6,1,6,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,12,11,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,12,13,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,13,4,1,4,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,13,12,1,8,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,13,14,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,14,1,1,5,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,14,13,1,6,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,14,15,1,4,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,15,0,1,7,1
C_quench_n16_g0_field_reversal,field_reversal,recovery,15,8,1,3,0
C_quench_n16_g0_field_reversal,field_reversal,recovery,15,14,1,5,0
C_quench_n16_g0_network_partition,network_partition,baseline,0,1,1,8,0
C_quench_n16_g0_network_partition,network_partition,baseline,0,7,1,6,0
C_quench_n16_g0_network_partition,network_partition,baseline,0,15,1,1,1
C_quench_n16_g0_network_partition,network_partition,baseline,1,0,1,5,0
C_quench_n16_g0_network_partition,network_partition,baseline,1,2,1,7,0
C_quench_n16_g0_network_partition,network_partition,baseline,1,14,1,3,1
C_quench_n16_g0_network_partition,network_partition,baseline,2,1,1,6,0
C_quench_n16_g0_network_partition,network_partition,baseline,2,3,1,3,0
C_quench_n16_g0_network_partition,network_partition,baseline,2,10,1,6,1
C_quench_n16_g0_network_partition,network_partition,baseline,3,2,1,5,0
C_quench_n16_g0_network_partition,network_partition,baseline,3,4,1,8,0
C_quench_n16_g0_network_partition,network_partition,baseline,3,11,1,2,1
C_quench_n16_g0_network_partition,network_partition,baseline,4,3,1,4,0
C_quench_n16_g0_network_partition,network_partition,baseline,4,5,1,6,0
C_quench_n16_g0_network_partition,network_partition,baseline,4,13,1,5,1
C_quench_n16_g0_network_partition,network_partition,baseline,5,4,1,4,0
C_quench_n16_g0_network_partition,network_partition,baseline,5,6,1,8,0
C_quench_n16_g0_network_partition,network_partition,baseline,5,8,1,3,1
C_quench_n16_g0_network_partition,network_partition,baseline,6,5,1,9,0
C_quench_n16_g0_network_partition,network_partition,baseline,6,7,1,5,0
C_quench_n16_g0_network_partition,network_partition,baseline,6,12,1,1,1
C_quench_n16_g0_network_partition,network_partition,baseline,7,0,1,4,0
C_quench_n16_g0_network_partition,network_partition,baseline,7,6,1,4,0
C_quench_n16_g0_network_partition,network_partition,baseline,7,9,1,7,1
C_quench_n16_g0_network_partition,network_partition,baseline,8,5,1,7,1
C_quench_n16_g0_network_partition,network_partition,baseline,8,9,1,6,0
C_quench_n16_g0_network_partition,network_partition,baseline,8,15,1,2,0
C_quench_n16_g0_network_partition,network_partition,baseline,9,7,1,4,1
C_quench_n16_g0_network_partition,network_partition,baseline,9,8,1,3,0
C_quench_n16_g0_network_partition,network_partition,baseline,9,10,1,8,0
C_quench_n16_g0_network_partition,network_partition,baseline,10,2,1,10,1
C_quench_n16_g0_network_partition,network_partition,baseline,10,9,1,2,0
C_quench_n16_g0_network_partition,network_partition,baseline,10,11,1,3,0
C_quench_n16_g0_network_partition,network_partition,baseline,11,3,1,5,1
C_quench_n16_g0_network_partition,network_partition,baseline,11,10,1,7,0
C_quench_n16_g0_network_partition,network_partition,baseline,11,12,1,3,0
C_quench_n16_g0_network_partition,network_partition,baseline,12,6,1,5,1
